# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	6043	6984	+	QQR26388.1			phosphate ABC transporter permease subunit PstC	pstC		I5Q87_00040	942	313	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	6981	8228	+					pstA		I5Q87_00045	1248		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	6981	8228	+	QQR26389.1			phosphate ABC transporter permease PstA	pstA		I5Q87_00045	1248	415	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	8244	9005	+							I5Q87_00050	762		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	8244	9005	+	QQR26390.1			phosphate ABC transporter ATP-binding protein			I5Q87_00050	762	253	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	9018	9656	+					phoU		I5Q87_00055	639		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	9018	9656	+	QQR26391.1			phosphate signaling complex protein PhoU	phoU		I5Q87_00055	639	212	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	9899	11587	-							I5Q87_00060	1689		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	9899	11587	-	QQR26392.1			Na/Pi cotransporter family protein			I5Q87_00060	1689	562	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	11878	12345	+					ybeY		I5Q87_00065	468		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	11878	12345	+	QQR26393.1			rRNA maturation RNase YbeY	ybeY		I5Q87_00065	468	155	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	12314	12676	+							I5Q87_00070	363		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	12314	12676	+	QQR26394.1			diacylglycerol kinase			I5Q87_00070	363	120	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	12673	13083	+					cdd		I5Q87_00075	411		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	12673	13083	+	QQR26395.1			cytidine deaminase	cdd		I5Q87_00075	411	136	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	13080	13979	+					era		I5Q87_00080	900		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	13080	13979	+	QQR26396.1			GTPase Era	era		I5Q87_00080	900	299	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	13979	14719	+					recO		I5Q87_00085	741		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	13979	14719	+	QQR26397.1			DNA repair protein RecO	recO		I5Q87_00085	741	246	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	15162	16544	+							I5Q87_00090	1383		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	15162	16544	+	QQR26398.1			glycine--tRNA ligase			I5Q87_00090	1383	460	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	16565	18331	+					dnaG		I5Q87_00095	1767		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	16565	18331	+	QQR26399.1			DNA primase	dnaG		I5Q87_00095	1767	588	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	18336	19532	+					rpoD		I5Q87_00100	1197		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	18336	19532	+	QQR26400.1			RNA polymerase sigma factor RpoD	rpoD		I5Q87_00100	1197	398	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	19532	20194	+							I5Q87_00105	663		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	19532	20194	+	QQR26401.1			SAM-dependent methyltransferase			I5Q87_00105	663	220	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	20335	20847	+							I5Q87_00110	513		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	20335	20847	+	QQR26402.1			NUDIX domain-containing protein			I5Q87_00110	513	170	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	21046	21957	-					ispH		I5Q87_00115	912		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	21046	21957	-	QQR26403.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH		I5Q87_00115	912	303	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	22158	23522	+							I5Q87_00120	1365		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	22158	23522	+	QQR26404.1			DEAD/DEAH box helicase			I5Q87_00120	1365	454	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	23519	24400	+							I5Q87_00125	882		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	23519	24400	+	QQR26405.1			deoxyribonuclease IV			I5Q87_00125	882	293	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	24402	24932	+							I5Q87_00130	531		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	24402	24932	+	QQR26406.1			GNAT family N-acetyltransferase			I5Q87_00130	531	176	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	25210	26274	-					ispG		I5Q87_00135	1065		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	25210	26274	-	QQR26407.1			flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG		I5Q87_00135	1065	354	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	26417	28489	+							I5Q87_00140	2073		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	26417	28489	+	QQR26408.1			penicillin-binding protein 2			I5Q87_00140	2073	690	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	28543	28692	+					rpmG		I5Q87_00145	150		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	28543	28692	+	QQR26409.1			50S ribosomal protein L33	rpmG		I5Q87_00145	150	49	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	28731	29342	+							I5Q87_00150	612		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	28731	29342	+	QQR26410.1			MBL fold metallo-hydrolase			I5Q87_00150	612	203	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	29345	29809	+							I5Q87_00155	465		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	29345	29809	+	QQR26411.1			GNAT family N-acetyltransferase			I5Q87_00155	465	154	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	29926	30921	+					tadA		I5Q87_00160	996		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	29926	30921	+	QQR26412.1			Flp pilus assembly complex ATPase component TadA	tadA		I5Q87_00160	996	331	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	30911	31864	+							I5Q87_00165	954		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	30911	31864	+	QQR28328.1			type II secretion system F family protein			I5Q87_00165	954	317	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	31887	32186	+							I5Q87_00170	300		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	31887	32186	+	QQR26413.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			I5Q87_00170	300	99	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	32152	32559	+							I5Q87_00175	408		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	32152	32559	+	QQR26414.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			I5Q87_00175	408	135	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	32549	32713	+							I5Q87_00180	165		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	32549	32713	+	QQR26415.1			hypothetical protein			I5Q87_00180	165	54	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	32676	33095	+							I5Q87_00185	420		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	32676	33095	+	QQR26416.1			prepilin-type N-terminal cleavage/methylation domain-containing protein			I5Q87_00185	420	139	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	33040	33513	+							I5Q87_00190	474		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	33040	33513	+	QQR26417.1			hypothetical protein			I5Q87_00190	474	157	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	33542	33871	+							I5Q87_00195	330		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	33542	33871	+	QQR26418.1			hypothetical protein			I5Q87_00195	330	109	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	33968	34531	+					efp		I5Q87_00200	564		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	33968	34531	+	QQR26419.1			elongation factor P	efp		I5Q87_00200	564	187	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	34654	35619	+							I5Q87_00205	966		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	34654	35619	+	QQR26420.1			hypothetical protein			I5Q87_00205	966	321	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	35622	36278	+							I5Q87_00210	657		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	35622	36278	+	QQR26421.1			(d)CMP kinase			I5Q87_00210	657	218	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	36314	37624	+					der		I5Q87_00215	1311		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	36314	37624	+	QQR26422.1			ribosome biogenesis GTPase Der	der		I5Q87_00215	1311	436	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	37627	38628	+							I5Q87_00220	1002		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	37627	38628	+	QQR26423.1			NAD(P)H-dependent glycerol-3-phosphate dehydrogenase			I5Q87_00220	1002	333	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	38804	40396	+							I5Q87_00225	1593		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	38804	40396	+	QQR26424.1			peptide chain release factor 3			I5Q87_00225	1593	530	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	40553	40735	+							I5Q87_00230	183		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	40553	40735	+	QQR26425.1			(2Fe-2S)-binding protein			I5Q87_00230	183	60	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	40829	42307	+					spoIVA		I5Q87_00235	1479		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	40829	42307	+	QQR26426.1			stage IV sporulation protein A	spoIVA		I5Q87_00235	1479	492	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	42427	42711	+							I5Q87_00240	285		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	42427	42711	+	QQR26427.1			HU family DNA-binding protein			I5Q87_00240	285	94	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	42884	43588	+							I5Q87_00245	705		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	42884	43588	+	QQR26428.1			zinc metallopeptidase			I5Q87_00245	705	234	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	43866	45068	+							I5Q87_00250	1203		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	43866	45068	+	QQR26429.1			hypothetical protein			I5Q87_00250	1203	400	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	45155	45460	+							I5Q87_00255	306		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	45155	45460	+	QQR26430.1			DUF3795 domain-containing protein			I5Q87_00255	306	101	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	45597	45998	-							I5Q87_00260	402		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	45597	45998	-	QQR26431.1			DUF3021 family protein			I5Q87_00260	402	133	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	46009	46449	-							I5Q87_00265	441		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	46009	46449	-	QQR26432.1			LytTR family transcriptional regulator DNA-binding domain-containing protein			I5Q87_00265	441	146	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	46740	47099	-							I5Q87_00270	360		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	46740	47099	-	QQR26433.1			hypothetical protein			I5Q87_00270	360	119	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	47104	47424	-							I5Q87_00275	321		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	47104	47424	-	QQR26434.1			helix-turn-helix transcriptional regulator			I5Q87_00275	321	106	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	47765	48505	-							I5Q87_00280	741		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	47765	48505	-	QQR26435.1			glutamine amidotransferase			I5Q87_00280	741	246	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	48507	49841	-							I5Q87_00285	1335		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	48507	49841	-	QQR26436.1			DUF1727 domain-containing protein			I5Q87_00285	1335	444	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	50152	50859	+							I5Q87_00290	708		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	50152	50859	+	QQR26437.1			phosphoribosylaminoimidazolesuccinocarboxamide synthase			I5Q87_00290	708	235	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	50898	52328	+							I5Q87_00295	1431		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	50898	52328	+	QQR26438.1			adenylosuccinate lyase			I5Q87_00295	1431	476	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	52432	54033	-							I5Q87_00300	1602		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	52432	54033	-	QQR26439.1			CTP synthase			I5Q87_00300	1602	533	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	54136	54708	-							I5Q87_00305	573		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	54136	54708	-	QQR26440.1			ANTAR domain-containing protein			I5Q87_00305	573	190	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	54725	55981	-							I5Q87_00310	1257		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	54725	55981	-	QQR26441.1			glutamine synthetase			I5Q87_00310	1257	418	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	56128	57429	-							I5Q87_00315	1302		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	56128	57429	-	QQR26442.1			adenylosuccinate synthase			I5Q87_00315	1302	433	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	57697	58533	-							I5Q87_00320	837		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	57697	58533	-	QQR26443.1			Mrp/NBP35 family ATP-binding protein			I5Q87_00320	837	278	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	58846	59769	-							I5Q87_00325	924		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	58846	59769	-	QQR26444.1			tyrosine recombinase			I5Q87_00325	924	307	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	59766	60428	-							I5Q87_00330	663		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	59766	60428	-	QQR26445.1			methyltransferase domain-containing protein			I5Q87_00330	663	220	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	60466	61089	-							I5Q87_00335	624		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	60466	61089	-	QQR26446.1			stage II sporulation protein M			I5Q87_00335	624	207	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	61184	62365	-					dinB		I5Q87_00340	1182		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	61184	62365	-	QQR26447.1			DNA polymerase IV	dinB		I5Q87_00340	1182	393	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	62418	63251	-					spo0A		I5Q87_00345	834		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	62418	63251	-	QQR26448.1			sporulation transcription factor Spo0A	spo0A		I5Q87_00345	834	277	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	63436	64437	-							I5Q87_00350	1002		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	63436	64437	-	QQR26449.1			stage IV sporulation protein B			I5Q87_00350	1002	333	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	64489	66150	-					recN		I5Q87_00355	1662		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	64489	66150	-	QQR26450.1			DNA repair protein RecN	recN		I5Q87_00355	1662	553	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	66155	66934	-							I5Q87_00360	780		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	66155	66934	-	QQR26451.1			TlyA family RNA methyltransferase			I5Q87_00360	780	259	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	66931	68808	-							I5Q87_00365	1878		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	66931	68808	-	QQR26452.1			1-deoxy-D-xylulose-5-phosphate synthase			I5Q87_00365	1878	625	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	68822	69664	-							I5Q87_00370	843		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	68822	69664	-	QQR26453.1			polyprenyl synthetase family protein			I5Q87_00370	843	280	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	69657	69869	-					xseB		I5Q87_00375	213		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	69657	69869	-	QQR26454.1			exodeoxyribonuclease VII small subunit	xseB		I5Q87_00375	213	70	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	69869	71197	-					xseA		I5Q87_00380	1329		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	69869	71197	-	QQR26455.1			exodeoxyribonuclease VII large subunit	xseA		I5Q87_00380	1329	442	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	71194	71571	-					nusB		I5Q87_00385	378		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	71194	71571	-	QQR26456.1			transcription antitermination factor NusB	nusB		I5Q87_00385	378	125	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	71647	72549	-							I5Q87_00390	903		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	71647	72549	-	QQR26457.1			5'-nucleotidase			I5Q87_00390	903	300	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	72600	72929	-							I5Q87_00395	330		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	72600	72929	-	QQR26458.1			Asp23/Gls24 family envelope stress response protein			I5Q87_00395	330	109	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	72969	73526	-							I5Q87_00400	558		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	72969	73526	-	QQR26459.1			stage III sporulation protein AH			I5Q87_00400	558	185	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	73588	74964	-							I5Q87_00405	1377		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	73588	74964	-	QQR26460.1			RelA/spoT family protein			I5Q87_00405	1377	458	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	74955	75899	-							I5Q87_00410	945		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	74955	75899	-	QQR26461.1			bifunctional riboflavin kinase/FAD synthetase			I5Q87_00410	945	314	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	75908	76738	-					truB		I5Q87_00415	831		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	75908	76738	-	QQR26462.1			tRNA pseudouridine(55) synthase TruB	truB		I5Q87_00415	831	276	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	76849	77802	+							I5Q87_00420	954		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	76849	77802	+	QQR26463.1			tRNA 2-thiocytidine(32) synthetase TtcA			I5Q87_00420	954	317	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	78041	78619	-							I5Q87_00425	579		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	78041	78619	-	QQR26464.1			HD domain-containing protein			I5Q87_00425	579	192	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	79336	80130	+							I5Q87_00430	795		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	79336	80130	+	QQR26465.1			Ku protein			I5Q87_00430	795	264	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	80130	81062	+							I5Q87_00435	933		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	80130	81062	+	QQR26466.1			DNA ligase			I5Q87_00435	933	310	
gene	pseudogene	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	81382	82306	+							I5Q87_00440	925		pseudo
CDS	without_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	81382	82306	+				ABC transporter ATP-binding protein			I5Q87_00440	925		pseudo
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	82303	83202	+							I5Q87_00445	900		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	82303	83202	+	QQR26467.1			ABC transporter permease			I5Q87_00445	900	299	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	83214	83654	+							I5Q87_00450	441		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	83214	83654	+	QQR26468.1			LytTR family transcriptional regulator			I5Q87_00450	441	146	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	83666	84094	+							I5Q87_00455	429		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	83666	84094	+	QQR26469.1			DUF3021 family protein			I5Q87_00455	429	142	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	84500	86245	-					aspS		I5Q87_00460	1746		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	84500	86245	-	QQR26470.1			aspartate--tRNA ligase	aspS		I5Q87_00460	1746	581	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	86258	87595	-							I5Q87_00465	1338		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	86258	87595	-	QQR26471.1			histidine--tRNA ligase			I5Q87_00465	1338	445	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	87949	88686	-							I5Q87_00470	738		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	87949	88686	-	QQR26472.1			YebC/PmpR family DNA-binding transcriptional regulator			I5Q87_00470	738	245	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	88894	90135	-							I5Q87_00475	1242		
CDS	with_protein	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	88894	90135	-	QQR26473.1			acyltransferase			I5Q87_00475	1242	413	
gene	protein_coding	GCA_016697325.1	Primary Assembly	chromosome		CP065320.1	90289	91155	-							I5Q87_00480	867		
