# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	56645	57847	-							I5Q82_00335	1203		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	56645	57847	-	QQR30237.1			HAMP domain-containing histidine kinase			I5Q82_00335	1203	400	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	57835	58509	-							I5Q82_00340	675		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	57835	58509	-	QQR30238.1			response regulator transcription factor			I5Q82_00340	675	224	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	58781	58930	-							I5Q82_00345	150		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	58781	58930	-	QQR30239.1			hypothetical protein			I5Q82_00345	150	49	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	59068	59466	-							I5Q82_00350	399		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	59068	59466	-	QQR30240.1			SRPBCC family protein			I5Q82_00350	399	132	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	59555	60193	-							I5Q82_00355	639		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	59555	60193	-	QQR30241.1			methyltransferase type 11			I5Q82_00355	639	212	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	60257	61021	-							I5Q82_00360	765		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	60257	61021	-	QQR30242.1			EFR1 family ferrodoxin			I5Q82_00360	765	254	
gene	pseudogene	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	61257	61616	-							I5Q82_00365	360		pseudo
CDS	without_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	61257	61616	-				AraC family transcriptional regulator			I5Q82_00365	360		pseudo
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	61657	62196	-							I5Q82_00370	540		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	61657	62196	-	QQR30243.1			DUF1697 domain-containing protein			I5Q82_00370	540	179	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	62639	63286	-							I5Q82_00375	648		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	62639	63286	-	QQR30244.1			ABC-2 transporter permease			I5Q82_00375	648	215	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	63283	64143	-							I5Q82_00380	861		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	63283	64143	-	QQR30245.1			ABC transporter ATP-binding protein			I5Q82_00380	861	286	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	64146	64523	-							I5Q82_00385	378		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	64146	64523	-	QQR30246.1			GntR family transcriptional regulator			I5Q82_00385	378	125	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	64981	65241	-							I5Q82_00390	261		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	64981	65241	-	QQR30247.1			hypothetical protein			I5Q82_00390	261	86	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	65410	65799	-							I5Q82_00395	390		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	65410	65799	-	QQR30248.1			hypothetical protein			I5Q82_00395	390	129	
gene	pseudogene	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	66077	67276	+							I5Q82_00400	1200		pseudo
CDS	without_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	66077	67276	+				IS110 family transposase			I5Q82_00400	1200		pseudo
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	67467	68654	-							I5Q82_00405	1188		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	67467	68654	-	QQR30249.1			HAMP domain-containing histidine kinase			I5Q82_00405	1188	395	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	68669	69316	-							I5Q82_00410	648		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	68669	69316	-	QQR30250.1			response regulator transcription factor			I5Q82_00410	648	215	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	69639	69905	-							I5Q82_00415	267		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	69639	69905	-	QQR30251.1			hypothetical protein			I5Q82_00415	267	88	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	69972	70433	-							I5Q82_00420	462		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	69972	70433	-	QQR30252.1			hypothetical protein			I5Q82_00420	462	153	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	70647	71099	+							I5Q82_00425	453		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	70647	71099	+	QQR30253.1			winged helix-turn-helix domain-containing protein			I5Q82_00425	453	150	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	71157	71690	+							I5Q82_00430	534		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	71157	71690	+	QQR30254.1			IS630 family transposase			I5Q82_00430	534	177	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	71616	72350	-							I5Q82_00435	735		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	71616	72350	-	QQR30255.1			hypothetical protein			I5Q82_00435	735	244	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	72544	73044	-					ilvN		I5Q82_00440	501		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	72544	73044	-	QQR30256.1			acetolactate synthase small subunit	ilvN		I5Q82_00440	501	166	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	73041	74777	-					ilvB		I5Q82_00445	1737		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	73041	74777	-	QQR30257.1			biosynthetic-type acetolactate synthase large subunit	ilvB		I5Q82_00445	1737	578	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	74863	75438	-							I5Q82_00450	576		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	74863	75438	-	QQR30258.1			TetR/AcrR family transcriptional regulator			I5Q82_00450	576	191	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	75717	76046	-							I5Q82_00455	330		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	75717	76046	-	QQR30259.1			GyrI-like domain-containing protein			I5Q82_00455	330	109	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	76133	76929	+							I5Q82_00460	797		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	76133	76929	+	QQR30260.1			IS5 family transposase			I5Q82_00460	798	265	ribosomal_slippage
gene	pseudogene	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	76933	77517	-							I5Q82_00465	585		pseudo
CDS	without_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	76933	77517	-				helix-turn-helix transcriptional regulator			I5Q82_00465	585		pseudo
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	77700	79277	-							I5Q82_00470	1578		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	77700	79277	-	QQR30261.1			hypothetical protein			I5Q82_00470	1578	525	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	79246	79998	-							I5Q82_00475	753		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	79246	79998	-	QQR30262.1			ABC transporter ATP-binding protein			I5Q82_00475	753	250	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	80137	80898	-							I5Q82_00480	762		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	80137	80898	-	QQR30263.1			ABC transporter permease subunit			I5Q82_00480	762	253	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	80895	81791	-							I5Q82_00485	897		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	80895	81791	-	QQR30264.1			ABC transporter ATP-binding protein			I5Q82_00485	897	298	
gene	protein_coding	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	81793	81996	-							I5Q82_00490	204		
CDS	with_protein	GCA_016697365.1	Primary Assembly	chromosome		CP065321.1	81793	81996	-	QQR30265.1			PLDc N-terminal domain-containing protein			I5Q82_00490	204	67	
