# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	14801	15304	+	QQR17409.1			F0F1 ATP synthase subunit B	atpF		I5Q79_00070	504	167	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	15310	15870	+							I5Q79_00075	561		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	15310	15870	+	QQR17410.1			F0F1 ATP synthase subunit delta			I5Q79_00075	561	186	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	15870	17453	+							I5Q79_00080	1584		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	15870	17453	+	QQR17411.1			F0F1 ATP synthase subunit alpha			I5Q79_00080	1584	527	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	17492	18388	+							I5Q79_00085	897		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	17492	18388	+	QQR17412.1			F0F1 ATP synthase subunit gamma			I5Q79_00085	897	298	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	18474	21080	+							I5Q79_00090	2607		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	18474	21080	+	QQR17413.1			helix-turn-helix domain-containing protein			I5Q79_00090	2607	868	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	21260	22162	-							I5Q79_00095	903		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	21260	22162	-	QQR17414.1			helix-turn-helix transcriptional regulator			I5Q79_00095	903	300	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	22366	23382	+							I5Q79_00100	1017		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	22366	23382	+	QQR17415.1			SDR family oxidoreductase			I5Q79_00100	1017	338	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	23488	24030	-							I5Q79_00105	543		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	23488	24030	-	QQR17416.1			occludin			I5Q79_00105	543	180	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	24137	24328	-							I5Q79_00110	192		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	24137	24328	-	QQR19352.1			hypothetical protein			I5Q79_00110	192	63	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	24498	26165	+							I5Q79_00115	1668		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	24498	26165	+	QQR17417.1			formate--tetrahydrofolate ligase			I5Q79_00115	1668	555	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	26509	27789	-							I5Q79_00120	1281		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	26509	27789	-	QQR17418.1			serine hydroxymethyltransferase			I5Q79_00120	1281	426	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	27924	28664	-							I5Q79_00125	741		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	27924	28664	-	QQR17419.1			PorT family protein			I5Q79_00125	741	246	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	28681	29250	-							I5Q79_00130	570		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	28681	29250	-	QQR17420.1			flavin reductase family protein			I5Q79_00130	570	189	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	29363	29824	-							I5Q79_00135	462		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	29363	29824	-	QQR17421.1			aspartate carbamoyltransferase regulatory subunit			I5Q79_00135	462	153	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	29821	30762	-					pyrB		I5Q79_00140	942		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	29821	30762	-	QQR17422.1			aspartate carbamoyltransferase	pyrB		I5Q79_00140	942	313	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	30888	31667	-							I5Q79_00145	780		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	30888	31667	-	QQR17423.1			DUF4373 domain-containing protein			I5Q79_00145	780	259	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	31692	32036	-							I5Q79_00150	345		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	31692	32036	-	QQR17424.1			DUF2693 domain-containing protein			I5Q79_00150	345	114	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	32268	32678	-							I5Q79_00155	411		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	32268	32678	-	QQR17425.1			DUF4119 family protein			I5Q79_00155	411	136	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	32810	33781	+							I5Q79_00160	972		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	32810	33781	+	QQR17426.1			tyrosine-type DNA invertase cluster 3b			I5Q79_00160	972	323	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	34117	34713	+							I5Q79_00165	597		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	34117	34713	+	QQR17427.1			UpxY family transcription antiterminator			I5Q79_00165	597	198	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	34691	37105	+							I5Q79_00170	2415		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	34691	37105	+	QQR17428.1			SLBB domain-containing protein			I5Q79_00170	2415	804	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	37136	38266	+							I5Q79_00175	1131		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	37136	38266	+	QQR17429.1			chain-length determining protein			I5Q79_00175	1131	376	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	38285	39697	+							I5Q79_00180	1413		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	38285	39697	+	QQR17430.1			undecaprenyl-phosphate glucose phosphotransferase			I5Q79_00180	1413	470	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	39860	41392	+							I5Q79_00185	1533		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	39860	41392	+	QQR17431.1			lipopolysaccharide biosynthesis protein			I5Q79_00185	1533	510	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	41504	42730	+							I5Q79_00190	1227		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	41504	42730	+	QQR17432.1			glycosyltransferase			I5Q79_00190	1227	408	
gene	pseudogene	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	42883	44051	+							I5Q79_00195	1169		pseudo
CDS	without_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	42883	44051	+				IS4 family transposase			I5Q79_00195	1169		pseudo
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	44186	44365	+							I5Q79_00200	180		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	44186	44365	+	QQR17433.1			hypothetical protein			I5Q79_00200	180	59	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	44329	45198	+							I5Q79_00205	870		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	44329	45198	+	QQR17434.1			acyltransferase			I5Q79_00205	870	289	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	45310	46602	+							I5Q79_00210	1293		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	45310	46602	+	QQR17435.1			hypothetical protein			I5Q79_00210	1293	430	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	46595	47779	+							I5Q79_00215	1185		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	46595	47779	+	QQR17436.1			hypothetical protein			I5Q79_00215	1185	394	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	47808	48557	+							I5Q79_00220	750		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	47808	48557	+	QQR17437.1			glycosyltransferase			I5Q79_00220	750	249	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	48554	49276	+							I5Q79_00225	723		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	48554	49276	+	QQR17438.1			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			I5Q79_00225	723	240	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	49276	50334	+							I5Q79_00230	1059		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	49276	50334	+	QQR17439.1			NAD-dependent epimerase/dehydratase family protein			I5Q79_00230	1059	352	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	50331	51167	+							I5Q79_00235	837		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	50331	51167	+	QQR17440.1			LicD family protein			I5Q79_00235	837	278	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	51493	52362	+							I5Q79_00240	870		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	51493	52362	+	QQR17441.1			glycosyltransferase family 2 protein			I5Q79_00240	870	289	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	52565	52933	+							I5Q79_00245	369		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	52565	52933	+	QQR17442.1			hypothetical protein			I5Q79_00245	369	122	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	52935	53282	+					tnpB		I5Q79_00250	348		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	52935	53282	+	QQR17443.1			IS66 family insertion sequence element accessory protein TnpB	tnpB		I5Q79_00250	348	115	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	53365	55125	+							I5Q79_00255	1761		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	53365	55125	+	QQR17444.1			IS66 family transposase			I5Q79_00255	1761	586	
gene	pseudogene	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	55636	55983	+							I5Q79_00260	348		pseudo
CDS	without_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	55636	55983	+				hypothetical protein			I5Q79_00260	348		pseudo
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	56648	58207	+							I5Q79_00265	1560		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	56648	58207	+	QQR17445.1			ATP-binding protein			I5Q79_00265	1560	519	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	58446	58973	+							I5Q79_00270	528		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	58446	58973	+	QQR17446.1			HU family DNA-binding protein			I5Q79_00270	528	175	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	59041	59133	+							I5Q79_00275	93		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	59041	59133	+	QQR17447.1			smalltalk protein			I5Q79_00275	93	30	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	59304	61631	+							I5Q79_00280	2328		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	59304	61631	+	QQR17448.1			transglycosylase domain-containing protein			I5Q79_00280	2328	775	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	61742	62128	+							I5Q79_00285	387		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	61742	62128	+	QQR17449.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase			I5Q79_00285	387	128	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	62129	62881	+					kdsB		I5Q79_00290	753		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	62129	62881	+	QQR17450.1			3-deoxy-manno-octulosonate cytidylyltransferase	kdsB		I5Q79_00290	753	250	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	62886	64169	+							I5Q79_00295	1284		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	62886	64169	+	QQR17451.1			insulinase family protein			I5Q79_00295	1284	427	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	64255	65424	+							I5Q79_00300	1170		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	64255	65424	+	QQR17452.1			phosphatidylinositol-4-phosphate 5-kinase			I5Q79_00300	1170	389	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	65625	66563	-							I5Q79_00305	939		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	65625	66563	-	QQR17453.1			ribose-phosphate pyrophosphokinase			I5Q79_00305	939	312	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	66717	71033	+							I5Q79_00310	4317		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	66717	71033	+	QQR17454.1			DUF5113 domain-containing protein			I5Q79_00310	4317	1438	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	71069	71797	+							I5Q79_00315	729		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	71069	71797	+	QQR17455.1			response regulator transcription factor			I5Q79_00315	729	242	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	71827	73281	+							I5Q79_00320	1455		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	71827	73281	+	QQR17456.1			AbgT family transporter			I5Q79_00320	1455	484	
gene	tRNA	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	73410	73483	-							I5Q79_00325	74		
tRNA		GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	73410	73483	-				tRNA-Arg			I5Q79_00325	74		anticodon=TCT
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	73772	74506	+							I5Q79_00330	735		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	73772	74506	+	QQR17457.1			hypothetical protein			I5Q79_00330	735	244	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	74634	75641	+							I5Q79_00335	1008		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	74634	75641	+	QQR17458.1			aminodeoxychorismate synthase component I			I5Q79_00335	1008	335	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	75625	76221	+							I5Q79_00340	597		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	75625	76221	+	QQR17459.1			aminotransferase class IV			I5Q79_00340	597	198	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	76499	77173	+							I5Q79_00345	675		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	76499	77173	+	QQR17460.1			DUF2461 domain-containing protein			I5Q79_00345	675	224	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	77211	77657	+							I5Q79_00350	447		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	77211	77657	+	QQR17461.1			YhcH/YjgK/YiaL family protein			I5Q79_00350	447	148	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	77676	79688	+							I5Q79_00355	2013		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	77676	79688	+	QQR17462.1			alpha amylase C-terminal domain-containing protein			I5Q79_00355	2013	670	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	79984	81681	-							I5Q79_00360	1698		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	79984	81681	-	QQR17463.1			alpha-amylase			I5Q79_00360	1698	565	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	81735	82541	-							I5Q79_00365	807		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	81735	82541	-	QQR17464.1			patatin-like phospholipase family protein			I5Q79_00365	807	268	
gene	pseudogene	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	82780	83609	-							I5Q79_00370	830		pseudo
CDS	without_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	82780	83609	-				4Fe-4S dicluster domain-containing protein			I5Q79_00370	830		pseudo
gene	pseudogene	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	83654	84076	-							I5Q79_00375	423		pseudo
CDS	without_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	83654	84076	-				DUF362 domain-containing protein			I5Q79_00375	423		pseudo
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	84090	84599	-							I5Q79_00380	510		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	84090	84599	-	QQR17465.1			ECF transporter S component			I5Q79_00380	510	169	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	84998	85243	+							I5Q79_00385	246		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	84998	85243	+	QQR17466.1			RNA-binding protein			I5Q79_00385	246	81	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	85860	86747	-					fabD		I5Q79_00390	888		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	85860	86747	-	QQR17467.1			ACP S-malonyltransferase	fabD		I5Q79_00390	888	295	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	86798	87634	-					thiD		I5Q79_00395	837		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	86798	87634	-	QQR17468.1			bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		I5Q79_00395	837	278	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	87975	88706	+							I5Q79_00400	732		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	87975	88706	+	QQR17469.1			NUDIX hydrolase			I5Q79_00400	732	243	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	88826	90349	+							I5Q79_00405	1524		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	88826	90349	+	QQR17470.1			carbohydrate kinase			I5Q79_00405	1524	507	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	90392	91708	+					xylA		I5Q79_00410	1317		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	90392	91708	+	QQR17471.1			xylose isomerase	xylA		I5Q79_00410	1317	438	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	91819	93273	+					xylE		I5Q79_00415	1455		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	91819	93273	+	QQR17472.1			D-xylose transporter XylE	xylE		I5Q79_00415	1455	484	
gene	pseudogene	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	93384	93539	-							I5Q79_00420	156		pseudo
CDS	without_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	93384	93539	-				DUF2776 family protein			I5Q79_00420	156		pseudo
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	93750	97238	+							I5Q79_00425	3489		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	93750	97238	+	QQR17473.1			isoleucine--tRNA ligase			I5Q79_00425	3489	1162	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	97275	97655	+							I5Q79_00430	381		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	97275	97655	+	QQR17474.1			TraR/DksA C4-type zinc finger protein			I5Q79_00430	381	126	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	97754	98410	+							I5Q79_00435	657		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	97754	98410	+	QQR17475.1			lipoprotein signal peptidase			I5Q79_00435	657	218	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	98400	99476	+							I5Q79_00440	1077		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	98400	99476	+	QQR17476.1			DUF4296 domain-containing protein			I5Q79_00440	1077	358	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	99482	99868	+							I5Q79_00445	387		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	99482	99868	+	QQR17477.1			hypothetical protein			I5Q79_00445	387	128	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	99819	100583	-							I5Q79_00450	765		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	99819	100583	-	QQR17478.1			RNA methyltransferase			I5Q79_00450	765	254	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	100726	103035	+							I5Q79_00455	2310		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	100726	103035	+	QQR17479.1			BamA/TamA family outer membrane protein			I5Q79_00455	2310	769	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	102989	103441	-							I5Q79_00460	453		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	102989	103441	-	QQR17480.1			hypothetical protein			I5Q79_00460	453	150	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	103536	104087	-							I5Q79_00465	552		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	103536	104087	-	QQR17481.1			DUF3332 domain-containing protein			I5Q79_00465	552	183	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	104175	104630	-							I5Q79_00470	456		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	104175	104630	-	QQR17482.1			DoxX family protein			I5Q79_00470	456	151	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	104792	105040	+							I5Q79_00475	249		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	104792	105040	+	QQR17483.1			hypothetical protein			I5Q79_00475	249	82	
gene	protein_coding	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	105198	106586	+							I5Q79_00480	1389		
CDS	with_protein	GCA_016697125.1	Primary Assembly	chromosome		CP065319.1	105198	106586	+	QQR17484.1			peptide MFS transporter			I5Q79_00480	1389	462	
