# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	25047	25604	+	QQR09036.1			hypothetical protein			I5Q90_00130	558	185	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	25601	26455	+							I5Q90_00135	855		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	25601	26455	+	QQR09037.1			hypothetical protein			I5Q90_00135	855	284	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	26452	27129	+							I5Q90_00140	678		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	26452	27129	+	QQR09038.1			hypothetical protein			I5Q90_00140	678	225	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	27144	27452	+							I5Q90_00145	309		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	27144	27452	+	QQR09039.1			hypothetical protein			I5Q90_00145	309	102	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	27668	28735	+							I5Q90_00150	1068		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	27668	28735	+	QQR09040.1			hypothetical protein			I5Q90_00150	1068	355	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	29135	29398	+							I5Q90_00155	264		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	29135	29398	+	QQR09041.1			hypothetical protein			I5Q90_00155	264	87	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	29499	31595	-							I5Q90_00160	2097		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	29499	31595	-	QQR10264.1			M3 family metallopeptidase			I5Q90_00160	2097	698	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	31693	32829	-							I5Q90_00165	1137		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	31693	32829	-	QQR09042.1			endonuclease/exonuclease/phosphatase family protein			I5Q90_00165	1137	378	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	32826	33635	-							I5Q90_00170	810		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	32826	33635	-	QQR09043.1			rhomboid family intramembrane serine protease			I5Q90_00170	810	269	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	33649	34425	-							I5Q90_00175	777		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	33649	34425	-	QQR09044.1			rhomboid family intramembrane serine protease			I5Q90_00175	777	258	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	34677	34949	+							I5Q90_00180	273		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	34677	34949	+	QQR09045.1			HU family DNA-binding protein			I5Q90_00180	273	90	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	34982	35545	+							I5Q90_00185	564		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	34982	35545	+	QQR09046.1			porin family protein			I5Q90_00185	564	187	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	35613	36185	-							I5Q90_00190	573		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	35613	36185	-	QQR09047.1			hypothetical protein			I5Q90_00190	573	190	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	36182	36766	-							I5Q90_00195	585		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	36182	36766	-	QQR09048.1			adenylate kinase			I5Q90_00195	585	194	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	37032	37589	-					hpt		I5Q90_00200	558		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	37032	37589	-	QQR09049.1			hypoxanthine phosphoribosyltransferase	hpt		I5Q90_00200	558	185	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	37655	38152	-							I5Q90_00205	498		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	37655	38152	-	QQR09050.1			CinA family protein			I5Q90_00205	498	165	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	38180	39196	-					tsaD		I5Q90_00210	1017		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	38180	39196	-	QQR09051.1			tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD		I5Q90_00210	1017	338	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	39411	40925	+							I5Q90_00215	1515		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	39411	40925	+	QQR09052.1			bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			I5Q90_00215	1515	504	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	40951	42048	+							I5Q90_00220	1098		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	40951	42048	+	QQR09053.1			DUF4831 family protein			I5Q90_00220	1098	365	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	42397	43848	-							I5Q90_00225	1452		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	42397	43848	-	QQR09054.1			glycoside hydrolase family 32 protein			I5Q90_00225	1452	483	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	43971	45740	-							I5Q90_00230	1770		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	43971	45740	-	QQR09055.1			RagB/SusD family nutrient uptake outer membrane protein			I5Q90_00230	1770	589	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	45770	48826	-							I5Q90_00235	3057		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	45770	48826	-	QQR09056.1			TonB-dependent receptor			I5Q90_00235	3057	1018	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	49063	50994	-							I5Q90_00240	1932		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	49063	50994	-	QQR09057.1			response regulator			I5Q90_00240	1932	643	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	51028	51819	-							I5Q90_00245	792		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	51028	51819	-	QQR09058.1			substrate-binding domain-containing protein			I5Q90_00245	792	263	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	52106	53956	+							I5Q90_00250	1851		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	52106	53956	+	QQR09059.1			GH32 C-terminal domain-containing protein			I5Q90_00250	1851	616	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	54067	55167	+							I5Q90_00255	1101		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	54067	55167	+	QQR10265.1			MFS transporter			I5Q90_00255	1101	366	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	55202	56083	+							I5Q90_00260	882		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	55202	56083	+	QQR09060.1			carbohydrate kinase			I5Q90_00260	882	293	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	56180	56419	-							I5Q90_00265	240		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	56180	56419	-	QQR09061.1			PepSY-like domain-containing protein			I5Q90_00265	240	79	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	56372	57145	+							I5Q90_00270	774		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	56372	57145	+	QQR10478.1			hypothetical protein			I5Q90_00270	774	257	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	57288	58511	-							I5Q90_00275	1224		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	57288	58511	-	QQR09062.1			IS4 family transposase			I5Q90_00275	1224	407	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	58757	60646	-							I5Q90_00280	1890		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	58757	60646	-	QQR09063.1			amidophosphoribosyltransferase			I5Q90_00280	1890	629	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	60717	62144	-							I5Q90_00285	1428		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	60717	62144	-	QQR09064.1			glutamate synthase subunit beta			I5Q90_00285	1428	475	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	62207	66715	-					gltB		I5Q90_00290	4509		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	62207	66715	-	QQR09065.1			glutamate synthase large subunit	gltB		I5Q90_00290	4509	1502	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	66817	69006	-							I5Q90_00295	2190		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	66817	69006	-	QQR09066.1			glutamine synthetase III			I5Q90_00295	2190	729	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	69043	70281	-							I5Q90_00300	1239		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	69043	70281	-	QQR09067.1			LL-diaminopimelate aminotransferase			I5Q90_00300	1239	412	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	70318	71160	-							I5Q90_00305	843		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	70318	71160	-	QQR10266.1			diaminopimelate epimerase			I5Q90_00305	843	280	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	71514	72977	+							I5Q90_00310	1464		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	71514	72977	+	QQR09068.1			DUF1846 domain-containing protein			I5Q90_00310	1464	487	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	73163	74230	+					serC		I5Q90_00315	1068		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	73163	74230	+	QQR09069.1			3-phosphoserine/phosphohydroxythreonine transaminase	serC		I5Q90_00315	1068	355	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	74255	75175	+							I5Q90_00320	921		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	74255	75175	+	QQR09070.1			3-phosphoglycerate dehydrogenase			I5Q90_00320	921	306	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	75553	76533	+							I5Q90_00325	981		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	75553	76533	+	QQR09071.1			BACON domain-containing protein			I5Q90_00325	981	326	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	76547	78151	+							I5Q90_00330	1605		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	76547	78151	+	QQR09072.1			BACON domain-containing protein			I5Q90_00330	1605	534	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	78209	81148	+							I5Q90_00335	2940		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	78209	81148	+	QQR10267.1			SusC/RagA family TonB-linked outer membrane protein			I5Q90_00335	2940	979	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	81167	82825	+							I5Q90_00340	1659		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	81167	82825	+	QQR09073.1			RagB/SusD family nutrient uptake outer membrane protein			I5Q90_00340	1659	552	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	82846	84387	+							I5Q90_00345	1542		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	82846	84387	+	QQR09074.1			calcineurin-like phosphoesterase family protein			I5Q90_00345	1542	513	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	84648	86831	+							I5Q90_00350	2184		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	84648	86831	+	QQR10268.1			DUF5110 domain-containing protein			I5Q90_00350	2184	727	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	87144	88667	+							I5Q90_00355	1524		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	87144	88667	+	QQR09075.1			HAMP domain-containing histidine kinase			I5Q90_00355	1524	507	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	88676	89389	+							I5Q90_00360	714		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	88676	89389	+	QQR09076.1			response regulator transcription factor			I5Q90_00360	714	237	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	89623	89898	+							I5Q90_00365	276		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	89623	89898	+	QQR09077.1			co-chaperone GroES			I5Q90_00365	276	91	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	89941	91578	+					groL		I5Q90_00370	1638		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	89941	91578	+	QQR09078.1			chaperonin GroEL	groL		I5Q90_00370	1638	545	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	91688	92563	+							I5Q90_00375	876		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	91688	92563	+	QQR09079.1			YicC family protein			I5Q90_00375	876	291	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	92615	93187	+					gmk		I5Q90_00380	573		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	92615	93187	+	QQR09080.1			guanylate kinase	gmk		I5Q90_00380	573	190	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	93270	93866	+							I5Q90_00385	597		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	93270	93866	+	QQR09081.1			nicotinate-nucleotide adenylyltransferase			I5Q90_00385	597	198	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	93887	94417	+							I5Q90_00390	531		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	93887	94417	+	QQR09082.1			DUF5063 domain-containing protein			I5Q90_00390	531	176	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	94600	95103	-							I5Q90_00395	504		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	94600	95103	-	QQR09083.1			flavodoxin			I5Q90_00395	504	167	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	95193	97760	-							I5Q90_00400	2568		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	95193	97760	-	QQR09084.1			carboxypeptidase-like regulatory domain-containing protein			I5Q90_00400	2568	855	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	97826	98056	-							I5Q90_00405	231		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	97826	98056	-	QQR09085.1			hypothetical protein			I5Q90_00405	231	76	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	98251	98718	+							I5Q90_00410	468		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	98251	98718	+	QQR09086.1			hypothetical protein			I5Q90_00410	468	155	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	98875	100257	+							I5Q90_00415	1383		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	98875	100257	+	QQR09087.1			DDE transposase			I5Q90_00415	1383	460	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	100623	102734	+							I5Q90_00420	2112		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	100623	102734	+	QQR09088.1			glycoside hydrolase family 97 protein			I5Q90_00420	2112	703	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	102765	103835	-					dinB		I5Q90_00425	1071		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	102765	103835	-	QQR09089.1			DNA polymerase IV	dinB		I5Q90_00425	1071	356	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	103984	106971	+							I5Q90_00430	2988		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	103984	106971	+	QQR09090.1			phosphoenolpyruvate synthase			I5Q90_00430	2988	995	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	106992	108356	+							I5Q90_00435	1365		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	106992	108356	+	QQR09091.1			hypothetical protein			I5Q90_00435	1365	454	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	108384	110570	+							I5Q90_00440	2187		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	108384	110570	+	QQR09092.1			S9 family peptidase			I5Q90_00440	2187	728	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	110720	112042	+							I5Q90_00445	1323		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	110720	112042	+	QQR09093.1			hypothetical protein			I5Q90_00445	1323	440	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	112020	112946	+					miaA		I5Q90_00450	927		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	112020	112946	+	QQR09094.1			tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		I5Q90_00450	927	308	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	113043	115880	+							I5Q90_00455	2838		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	113043	115880	+	QQR09095.1			insulinase family protein			I5Q90_00455	2838	945	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	116062	117120	+							I5Q90_00460	1059		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	116062	117120	+	QQR09096.1			hypothetical protein			I5Q90_00460	1059	352	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	117354	118250	-							I5Q90_00465	897		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	117354	118250	-	QQR09097.1			AraC family transcriptional regulator			I5Q90_00465	897	298	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	118510	119046	+							I5Q90_00470	537		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	118510	119046	+	QQR10269.1			sugar O-acetyltransferase			I5Q90_00470	537	178	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	119051	120517	+							I5Q90_00475	1467		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	119051	120517	+	QQR09098.1			aldo/keto reductase			I5Q90_00475	1467	488	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	120572	121744	+							I5Q90_00480	1173		
CDS	with_protein	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	120572	121744	+	QQR09099.1			iron-containing alcohol dehydrogenase			I5Q90_00480	1173	390	
gene	protein_coding	GCA_016696845.1	Primary Assembly	chromosome		CP065316.1	121835	122398	-							I5Q90_00485	564		
