Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CP065321.1_424	-	GH106(277-847)	GH106_e45	GH106	N	3
CP065321.1_430	-	GH146(196-553)	GH127_e8	N	N	2
CP065321.1_494	3.2.1.4|3.2.1.78|3.2.1.132	GH5_2(243-480)	GH5_e251	GH5_2	Y(1-28)	3
CP065321.1_503	3.2.1.22	GH4(3-184)	GH4_e17	GH4	N	3
CP065321.1_614	-	CBM13(503-600)	CBM13_e203	CBM13	Y(1-29)	3
CP065321.1_682	-	GH109(1-154)	GH109_e7	N	N	2
CP065321.1_701	3.2.1.68|2.4.1.25|3.2.1.-	GH13_11(207-560)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
CP065321.1_757	3.2.1.73|3.2.1.6	CBM54(190-308)	CBM54_e1	CBM54	Y(1-37)	3
CP065321.1_762	-	GT76(78-310)	GT76_e12	N	N	2
CP065321.1_785	-	GH109(2-151)	GH109_e7	N	N	2
CP065321.1_802	-	GT28(193-357)	GT28_e57	GT28	N	3
CP065321.1_834	3.2.1.-|3.2.1.21	GH3(517-733)	GH3_e14	GH3	N	3
CP065321.1_839	3.2.1.177	GH31(239-667)	GH31_e31	GH31	N	3
CP065321.1_928	-	GH13_39(180-509)	GH13_e89	GH13_39	N	3
CP065321.1_929	2.4.1.1	GT35(94-796)	GT35_e0	GT35	N	3
CP065321.1_2458	-	N	GH38_e32	GH0	N	2
CP065321.1_522	-	N	GH23_e928	GH23	N	2
CP065321.1_604	-	N	CBM13_e139	N	Y(1-28)	1
CP065321.1_2333	-	N	GH120_e6	N	N	1
CP065321.1_3499	-	N	GH23_e928	GH23	N	2
CP065321.1_484	-	N	GH109_e7	N	N	1
CP065321.1_17	N	N	N	GH43_3	N	1
CP065321.1_448	N	N	N	GH23	N	1
CP065321.1_841	N	N	N	GH13	N	1
CP065321.1_883	N	N	N	CBM50	N	1
CP065321.1_941	N	N	N	GT83	N	1
CP065321.1_1010	N	N	N	GT4	N	1
CP065321.1_1099	N	N	N	CBM50	N	1
CP065321.1_1547	N	N	N	GT4	N	1
CP065321.1_1756	N	N	N	GT2	N	1
CP065321.1_1776	N	N	N	GH28	N	1
CP065321.1_1992	N	N	N	GH13	N	1
CP065321.1_2011	N	N	N	GT2	N	1
CP065321.1_2093	N	N	N	GH28	N	1
CP065321.1_2217	N	N	N	GT1	N	1
CP065321.1_2229	N	N	N	GH130	N	1
CP065321.1_2268	N	N	N	GT58	N	1
CP065321.1_2285	N	N	N	GH1	N	1
CP065321.1_2288	N	N	N	GH38	N	1
CP065321.1_2377	N	N	N	GT0	N	1
CP065321.1_2480	N	N	N	GH23	N	1
CP065321.1_2526	N	N	N	GH5_11	N	1
CP065321.1_2729	N	N	N	CBM50	N	1
CP065321.1_2746	N	N	N	GH84	N	1
CP065321.1_2857	N	N	N	GH13_11	N	1
CP065321.1_2909	N	N	N	GT4	N	1
CP065321.1_3005	N	N	N	GH91	N	1
CP065321.1_3115	N	N	N	GH91	N	1
CP065321.1_3118	N	N	N	GH91	N	1
CP065321.1_3263	N	N	N	GH28	N	1
CP065321.1_3316	N	N	N	GH23	N	1
CP065321.1_3403	N	N	N	CBM48+GH13_9	N	1
CP065321.1_3412	N	N	N	GH1	N	1
CP065321.1_3425	N	N	N	GT2	N	1
CP065321.1_3544	N	N	N	GH0	N	1
CP065321.1_3603	N	N	N	GT2	N	1
CP065321.1_3631	N	N	N	CE8	N	1
CP065321.1_3767	N	N	N	GH13_30	N	1
