Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065321.1_2498	QQR28980.1|GH35	100.0	751	0	0	1	751	1	751	0.0e+00	1587.8
CP065321.1_2511	ANU53627.1|GT4	100.0	748	0	0	1	748	1	748	0.0e+00	1505.7
CP065321.1_2526	CAG7911095.1|GH5_11	43.2	907	468	18	2	866	577	1478	3.6e-220	768.8
CP065321.1_2729	QBQ55251.1|CBM50	41.9	888	469	13	1	858	19	889	4.5e-154	549.3
CP065321.1_2746	CCO12633.2|GH84	45.4	676	344	11	1	657	1	670	8.1e-156	554.7
CP065321.1_2857	AMJ20543.1|GH13_11	56.1	401	171	2	21	416	9	409	5.8e-123	444.9
CP065321.1_2877	QQR29317.1|GH95	100.0	660	0	0	1	660	1	660	0.0e+00	1382.9
CP065321.1_2884	QQR29323.1|GH3	100.0	737	0	0	1	737	1	737	0.0e+00	1545.4
CP065321.1_2909	AGL63717.2|GT4	53.8	626	268	8	166	788	107	714	1.3e-176	624.0
CP065321.1_2944	ANU53235.1|GH106	100.0	870	0	0	1	870	1	870	0.0e+00	1837.0
CP065321.1_3005	QQR29432.1|GH91	99.9	760	1	0	31	790	1	760	0.0e+00	1535.4
CP065321.1_3007	ANU53179.1|GH172	100.0	341	0	0	1	341	1	341	6.8e-215	750.0
CP065321.1_3008	ANU53177.1|GH32	100.0	490	0	0	1	490	1	490	3.4e-300	1033.9
CP065321.1_3013	ANU53172.1|GH51	100.0	487	0	0	1	487	1	487	4.1e-298	1026.9
CP065321.1_3016	ANU53169.1|GH32	100.0	476	0	0	1	476	1	476	2.0e-305	1051.2
CP065321.1_3017	ANU53168.1|GH32	100.0	486	0	0	1	486	1	486	4.1e-298	1026.9
CP065321.1_3049	ASB40187.1|GH25	100.0	281	0	0	1	281	19	299	1.7e-163	578.9
CP065321.1_3115	QQR29432.1|GH91	60.1	311	124	0	1	311	1	311	4.8e-108	395.2
CP065321.1_3118	ANU53181.1|GH91	72.0	296	77	2	2077	2369	293	585	5.4e-107	394.4
CP065321.1_3194	QQR29608.1|GT51	100.0	741	0	0	1	741	1	741	0.0e+00	1508.8
CP065321.1_3212	ANU52989.2|GH3	100.0	450	0	0	1	450	1	450	1.7e-266	921.8
CP065321.1_3263	QYU70931.1|GH28	55.4	413	175	3	4	407	5	417	1.7e-119	433.3
CP065321.1_3316	ASV45029.1|GH23	42.0	1397	670	24	120	1403	1548	2917	9.9e-284	980.7
CP065321.1_3387	ASB40493.1|GT2	100.0	322	0	0	1	322	6	327	1.3e-191	672.5
CP065321.1_3390	QQR29781.1|GT11	100.0	329	0	0	1	329	1	329	6.0e-200	700.3
CP065321.1_3402	ANU55978.2|CBM48|GH13_9	100.0	676	0	0	1	676	1	676	0.0e+00	1442.6
CP065321.1_3403	QWI77036.1|CBM48|GH13_9	61.1	329	128	0	4	332	632	960	3.7e-119	432.2
CP065321.1_3405	ASB40510.1|GT5	100.0	475	0	0	1	475	1	475	1.6e-286	988.4
CP065321.1_3412	AHC21644.2|GH1	57.4	517	209	5	7	523	11	516	5.0e-172	608.2
CP065321.1_3425	AGL63871.2|GT2	46.9	480	236	3	404	883	525	985	3.3e-115	420.2
CP065321.1_3499	ASB40599.1|GH23	99.8	446	1	0	1	446	203	648	2.4e-252	874.8
CP065321.1_3544	QSW26989.1|GH0	42.3	725	396	5	7	710	5	728	4.0e-177	625.5
CP065321.1_3545	UPK44933.1|GH151	45.9	697	352	4	3	688	9	691	6.9e-190	667.9
CP065321.1_3546	QOT11970.1|GH0	44.9	635	324	12	1	616	3	630	2.5e-149	533.1
CP065321.1_3585	ANU52654.1|GT2	100.0	357	0	0	1	357	1	357	2.8e-211	738.0
CP065321.1_3603	AMJ18631.1|GT2	45.5	1233	589	14	5	1222	1	1165	1.8e-302	1042.7
CP065321.1_3631	CAE6110940.1|CE8	45.0	551	278	12	23	563	253	788	1.3e-122	444.1
CP065321.1_3655	ANU52590.1|GH28	100.0	430	0	0	1	430	1	430	3.8e-255	884.0
CP065321.1_3662	ANU52585.1|GH2	100.0	815	0	0	1	815	1	815	0.0e+00	1678.3
CP065321.1_3767	AWZ17133.1|GH13_30	37.9	1112	629	17	3	1071	406	1499	2.9e-209	733.0
