Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065319.1_1336	QQR18571.1|CE11	100.0	461	0	0	1	461	1	461	1.9e-268	928.3
CP065319.1_1346	QQR18581.1|GH28	100.0	529	0	0	1	529	11	539	0.0e+00	1082.8
CP065319.1_1348	QQR18583.1|GH43_10	100.0	558	0	0	1	558	1	558	0.0e+00	1211.1
CP065319.1_1352	ARE60535.1|GH105	100.0	238	0	0	1	238	1	238	3.7e-143	511.1
CP065319.1_1371	ANU56555.1|CBM0	100.0	638	0	0	1	638	1	638	0.0e+00	1328.2
CP065319.1_1372	QQR18598.1|PL11_1	100.0	634	0	0	1	634	1	634	0.0e+00	1343.2
CP065319.1_1376	QQR18601.1|GH105	100.0	469	0	0	1	469	1	469	8.3e-280	966.1
CP065319.1_1377	ANU56550.1|PL11_1	100.0	613	0	0	1	613	1	613	0.0e+00	1301.6
CP065319.1_1378	ANU59638.1|GH105	100.0	379	0	0	1	379	1	379	1.3e-238	828.9
CP065319.1_1379	ANU56549.1|CE12	100.0	544	0	0	1	544	1	544	0.0e+00	1124.8
CP065319.1_1380	QQR18605.1|PL26	100.0	1115	0	0	1	1115	1	1115	0.0e+00	2293.1
CP065319.1_1381	ANU56547.1|PL11_1	100.0	695	0	0	1	695	1	695	0.0e+00	1456.8
CP065319.1_1391	ANU59636.2|GH42|GH43_18	100.0	975	0	0	1	975	1	975	0.0e+00	2070.8
CP065319.1_1392	QUT27368.1|GH2	97.4	1015	26	0	1	1015	1	1015	0.0e+00	2078.9
CP065319.1_1393	QQR18617.1|CE12	100.0	412	0	0	1	412	1	412	9.0e-246	852.8
CP065319.1_1394	ANU56535.1|GH28	100.0	507	0	0	4	510	1	507	4.9e-302	1040.0
CP065319.1_1396	QQR18620.1|GH28	100.0	467	0	0	1	467	1	467	2.1e-283	978.0
CP065319.1_1397	QQR18621.1|GH106	100.0	921	0	0	1	921	1	921	0.0e+00	1933.3
CP065319.1_1410	QQR18633.1|PL1_2	100.0	525	0	0	1	525	1	525	0.0e+00	1102.4
CP065319.1_1411	ANU56521.1|PL1_2	100.0	546	0	0	1	546	1	546	0.0e+00	1149.4
CP065319.1_1418	QQR18639.1|CE12|CE8	100.0	579	0	0	1	579	1	579	0.0e+00	1198.3
CP065319.1_1419	ANU56517.1|CE8	100.0	314	0	0	1	314	10	323	9.8e-168	593.2
CP065319.1_1420	QQR18641.1|GH105	100.0	399	0	0	1	399	1	399	1.7e-241	838.6
CP065319.1_1463	QQR18679.1|GT19	100.0	378	0	0	1	378	1	378	6.8e-216	753.4
CP065319.1_1469	ANU56476.1|CBM50|GH23	100.0	431	0	0	1	431	1	431	2.3e-252	874.8
CP065319.1_1497	QQR18708.1|GH97	100.0	648	0	0	1	648	1	648	0.0e+00	1335.5
CP065319.1_1498	ARE60534.1|GH43_34|GH92	100.0	1081	0	0	1	1081	5	1085	0.0e+00	2295.4
CP065319.1_1500	QQR18711.1|GH92	100.0	780	0	0	1	780	1	780	0.0e+00	1634.8
CP065319.1_1501	QQR18712.1|GH92	100.0	761	0	0	1	761	1	761	0.0e+00	1608.2
CP065319.1_1527	ANU56421.1|CBM50	100.0	289	0	0	1	289	1	289	1.5e-162	575.9
CP065319.1_1648	QQR18845.1|GH76	100.0	523	0	0	1	523	1	523	0.0e+00	1090.1
CP065319.1_1655	QQR18852.1|GH92	100.0	760	0	0	1	760	1	760	0.0e+00	1603.6
CP065319.1_1657	QDM11358.1|GH76	92.2	204	16	0	5	208	182	385	9.3e-114	413.3
CP065319.1_1659	ANU56305.1|GH130	100.0	383	0	0	1	383	1	383	5.1e-235	817.0
CP065319.1_1660	ANU56304.1|GH92	100.0	756	0	0	1	756	1	756	0.0e+00	1577.4
CP065319.1_1717	ANU56254.1|GT2	100.0	329	0	0	1	329	1	329	7.8e-192	673.3
CP065319.1_1726	QQR18913.1|GH20	100.0	768	0	0	1	768	1	768	0.0e+00	1578.1
CP065319.1_1740	ANU59603.1|GH105	100.0	377	0	0	1	377	1	377	2.3e-232	808.1
CP065319.1_1741	ANU56237.1|PL42	100.0	420	0	0	1	420	11	430	3.8e-260	900.6
CP065319.1_1742	ANU56236.1|GH154	100.0	418	0	0	1	418	1	418	1.1e-254	882.5
CP065319.1_1743	ANU56235.1|GH16_3|GH43_24	100.0	635	0	0	1	635	1	635	0.0e+00	1375.9
CP065319.1_1744	ANU56234.1|GH16_3	100.0	507	0	0	1	507	2	508	0.0e+00	1075.1
CP065319.1_1745	UQA31957.1|CBM32	100.0	297	0	0	1	297	1	297	8.7e-174	613.2
CP065319.1_1752	QQR18935.1|GH97	100.0	648	0	0	4	651	1	648	0.0e+00	1360.1
CP065319.1_1753	QQR18936.1|GH51	100.0	821	0	0	1	821	1	821	0.0e+00	1704.5
CP065319.1_1754	QQR18937.1|GH43_19	100.0	321	0	0	1	321	5	325	1.4e-190	669.1
CP065319.1_1755	ANU56223.1|CBM32|GH35	100.0	778	0	0	1	778	1	778	0.0e+00	1630.5
CP065319.1_1758	QJE29668.1|GT32	47.1	431	224	2	1	431	246	672	3.3e-105	386.0
CP065319.1_1779	ANU56201.1|GT2	100.0	821	0	0	1	821	1	821	0.0e+00	1661.4
CP065319.1_1780	BCS84357.1|GT2	57.5	447	179	5	3	449	818	1253	7.0e-143	511.1
CP065319.1_1784	QUR44901.1|GH115	92.1	267	21	0	1	267	1	267	1.5e-148	529.3
CP065319.1_1787	ANU59599.1|GH95	100.0	810	0	0	4	813	1	810	0.0e+00	1673.3
CP065319.1_1790	UQA31997.1|CBM6|GH43_29	100.0	368	0	0	1	368	1	368	9.3e-226	786.2
CP065319.1_1791	QQR18968.1|CBM48|CE0|CE6	100.0	638	0	0	1	638	1	638	0.0e+00	1353.2
CP065319.1_1792	QIU93950.1|GH5_21	97.2	214	6	0	1	214	228	441	3.6e-129	464.5
CP065319.1_1794	ANU56191.1|GH10	100.0	749	0	0	1	749	1	749	0.0e+00	1528.1
CP065319.1_1800	ANU56186.1|GH43_12	100.0	577	0	0	1	577	1	577	0.0e+00	1219.9
CP065319.1_1801	QQR18976.1|CBM6|GH43_29	100.0	443	0	0	1	443	1	443	4.0e-276	953.7
CP065319.1_1802	ANU56184.1|GH97	100.0	658	0	0	1	658	1	658	0.0e+00	1351.7
CP065319.1_1804	ANU56182.1|GH43_12	100.0	575	0	0	1	575	1	575	0.0e+00	1214.5
CP065319.1_1805	QQR19237.1|GH3	100.0	861	0	0	1	861	1	861	0.0e+00	1762.7
CP065319.1_1806	ANU59596.1|GH43_10	100.0	532	0	0	1	532	1	532	0.0e+00	1130.2
CP065319.1_1807	ANU56181.1|CBM6|GH43_29	100.0	460	0	0	1	460	1	460	3.4e-286	987.3
CP065319.1_1823	ANU56166.1|GH20	100.0	537	0	0	1	537	1	537	0.0e+00	1126.7
CP065319.1_1824	ANU56165.1|CE20	100.0	474	0	0	1	474	1	474	3.9e-285	983.8
CP065319.1_1829	QQR19000.1|CBM51|GH27	100.0	660	0	0	1	660	1	660	0.0e+00	1397.5
CP065319.1_1831	QQR19002.1|GH89	100.0	732	0	0	1	732	1	732	0.0e+00	1575.5
CP065319.1_1833	QQR19004.1|CE9	100.0	395	0	0	1	395	1	395	4.9e-225	783.9
CP065319.1_1849	ANU59958.1|GH3	100.0	769	0	0	1	769	1	769	0.0e+00	1542.7
CP065319.1_1850	QQR19240.1|GH144	100.0	457	0	0	1	457	1	457	7.8e-283	976.1
CP065319.1_1867	BCA48091.1|CBM0	43.9	685	352	9	307	962	16	697	2.1e-168	597.0
CP065319.1_1872	QQR19037.1|CBM62	100.0	640	0	0	1	640	33	672	0.0e+00	1338.9
CP065319.1_1874	BCA48091.1|CBM0	40.8	684	374	10	302	957	17	697	1.5e-150	537.7
CP065319.1_1889	ANU59553.1|CBM62	100.0	674	0	0	1	674	1	674	0.0e+00	1406.7
CP065319.1_1897	QKW18167.1|CBM13	43.2	646	332	11	46	682	51	670	1.6e-151	540.4
CP065319.1_1898	AXV50356.1|GH43_3	57.2	360	146	3	25	376	332	691	2.3e-118	429.5
CP065319.1_1899	QQR19059.1|GH92	100.0	763	0	0	1	763	1	763	0.0e+00	1614.0
CP065319.1_1900	UKK49111.1|GH2	45.9	811	421	8	26	822	30	836	4.8e-214	748.4
CP065319.1_1901	ANU59544.1|GH76	100.0	419	0	0	1	419	1	419	4.9e-255	883.6
CP065319.1_1902	QQR19062.1|GH43_34	100.0	332	0	0	1	332	1	332	5.6e-206	720.3
CP065319.1_1903	QQR19063.1|GH43_26	100.0	368	0	0	1	368	1	368	3.1e-229	797.7
CP065319.1_1904	QQR19064.1|GH115	100.0	982	0	0	1	982	1	982	0.0e+00	1925.2
CP065319.1_1906	ANU59950.1|GH2	100.0	604	0	0	3	606	1	604	0.0e+00	1288.5
CP065319.1_1912	BCA48091.1|CBM0	90.0	200	20	0	6	205	503	702	2.3e-109	398.7
CP065319.1_1922	BCA48091.1|CBM0	80.3	690	81	1	146	780	11	700	0.0e+00	1154.4
CP065319.1_1929	CAD72594.1|GH43	39.9	581	285	15	12	560	34	582	2.8e-109	399.8
CP065319.1_1949	ANU59943.1|GT28	100.0	372	0	0	2	373	1	372	1.1e-205	719.5
CP065319.1_1979	QQR19123.1|GH36	100.0	729	0	0	1	729	1	729	0.0e+00	1513.4
CP065319.1_1986	AGL64345.2|GT2	48.6	582	294	2	448	1025	275	855	7.2e-151	538.9
CP065319.1_2008	ANU59452.1|GT11	100.0	300	0	0	1	300	1	300	5.3e-179	630.6
CP065319.1_2009	ANU59451.1|GT2	100.0	289	0	0	1	289	1	289	9.4e-165	583.2
CP065319.1_2010	QQR15643.1|GT2	100.0	327	0	0	1	327	1	327	5.6e-190	667.2
CP065319.1_2011	ANU59449.1|GT2	100.0	320	0	0	1	320	1	320	5.7e-187	657.1
CP065319.1_2012	QQR15645.1|GT2	100.0	279	0	0	1	279	1	279	5.3e-165	583.9
CP065319.1_2013	QQR15646.1|GT4	100.0	365	0	0	3	367	1	365	3.2e-210	734.6
CP065319.1_2014	ANU59448.1|GT2	100.0	278	0	0	1	278	1	278	2.0e-164	582.0
CP065319.1_2015	QQR15648.1|GT2	100.0	266	0	0	1	266	1	266	1.9e-151	538.9
CP065319.1_2016	ANU59446.1|GT2	100.0	268	0	0	1	268	1	268	1.0e-152	543.1
CP065319.1_2020	ANU59442.1|GT4	100.0	380	0	0	1	380	1	380	1.4e-221	772.3
CP065319.1_2021	ANU59441.1|GT2	100.0	301	0	0	1	301	1	301	2.3e-182	641.7
CP065319.1_2023	ANU59439.1|GT9	100.0	352	0	0	1	352	1	352	1.5e-201	705.7
CP065319.1_2024	ANU59936.1|GT4	100.0	361	0	0	8	368	1	361	4.5e-212	740.7
CP065319.1_2025	ANU59438.1|GT9	100.0	343	0	0	1	343	1	343	8.7e-202	706.4
CP065319.1_2036	QQR15668.1|PL29	100.0	868	0	0	1	868	1	868	0.0e+00	1765.0
CP065319.1_2040	ANU59423.1|PL8_2	100.0	953	0	0	1	953	1	953	0.0e+00	1964.1
CP065319.1_2042	QQR15674.1|GH88	100.0	400	0	0	1	400	1	400	4.8e-236	820.5
CP065319.1_2053	ANU59411.1|GH2	100.0	1035	0	0	1	1035	1	1035	0.0e+00	2174.8
CP065319.1_2061	ANU59405.1|GH78	100.0	878	0	0	1	878	1	878	0.0e+00	1836.6
CP065319.1_2062	QQR15691.1|GH2	100.0	800	0	0	1	800	1	800	0.0e+00	1685.6
CP065319.1_2065	UQA28627.1|GH173	100.0	533	0	0	1	533	1	533	0.0e+00	1109.0
CP065319.1_2067	QQR15696.1|GH36	100.0	699	0	0	1	699	1	699	0.0e+00	1485.3
CP065319.1_2068	QQR15697.1|GH36	100.0	1169	0	0	1	1169	1	1169	0.0e+00	2468.7
CP065319.1_2085	QQR15710.1|PL8_2	100.0	1024	0	0	1	1024	1	1024	0.0e+00	2110.9
CP065319.1_2087	QQR15712.1|CBM62	100.0	601	0	0	1	601	1	601	0.0e+00	1235.7
CP065319.1_2116	ANU59353.1|GH76	100.0	379	0	0	1	379	1	379	8.9e-232	806.2
CP065319.1_2117	ANU59352.1|GH76	100.0	392	0	0	1	392	1	392	1.8e-235	818.5
CP065319.1_2118	ANU59932.1|GH125	100.0	489	0	0	1	489	1	489	7.3e-295	1016.1
CP065319.1_2156	QQR15773.1|CE4	100.0	204	0	0	1	204	1	204	1.2e-121	439.5
CP065319.1_2202	QQR15815.1|GH130	100.0	352	0	0	1	352	1	352	9.2e-215	749.6
CP065319.1_2205	AST56160.1|GH35	30.2	896	496	28	218	1022	714	1571	7.2e-103	379.4
CP065319.1_2214	ANU59262.1|CE20	100.0	477	0	0	1	477	1	477	1.9e-284	981.5
CP065319.1_2234	CUS04921.2|GT4	36.0	991	436	17	3	943	17	859	1.7e-162	577.4
CP065319.1_2235	ANU59244.1|GH78	100.0	856	0	0	1	856	1	856	0.0e+00	1795.8
CP065319.1_2255	ANU59225.1|GH43_31	100.0	328	0	0	1	328	1	328	7.8e-200	699.9
CP065319.1_2263	ANU59217.1|GH51	100.0	376	0	0	1	376	1	376	2.5e-218	761.5
CP065319.1_2265	QQR15870.1|GH43	100.0	395	0	0	1	395	1	395	4.7e-244	847.0
CP065319.1_2266	QDV62831.1|GH159	43.9	553	287	9	3	533	2	553	4.9e-130	468.8
CP065319.1_2274	ANU59207.1|GH66	100.0	592	0	0	1	592	1	592	0.0e+00	1233.0
CP065319.1_2275	ANU59921.1|GH31	100.0	834	0	0	1	834	1	834	0.0e+00	1760.7
CP065319.1_2282	ANU59201.1|GH3	100.0	764	0	0	1	764	1	764	0.0e+00	1557.3
CP065319.1_2286	ANU59197.1|GH16_3	100.0	272	0	0	1	272	1	272	1.4e-157	559.3
CP065319.1_2304	QQR15900.1|GH18	100.0	321	0	0	1	321	1	321	3.3e-179	631.3
CP065319.1_2309	QUT31562.1|GH43_34	100.0	332	0	0	1	332	1	332	3.2e-201	704.5
CP065319.1_2310	QUT31561.1|GH30_4	100.0	531	0	0	1	531	1	531	0.0e+00	1131.7
CP065319.1_2329	QQR15922.1|GT2	100.0	249	0	0	1	249	1	249	1.3e-146	522.7
CP065319.1_2330	QUT26169.1|GT4	99.5	427	2	0	1	427	1	427	8.4e-255	882.9
CP065319.1_2331	ANU59156.1|GT4	100.0	372	0	0	1	372	1	372	1.3e-219	765.8
CP065319.1_2332	ALK83289.1|GT0	85.8	337	48	0	3	339	1	337	1.3e-176	622.9
CP065319.1_2334	ANU59154.1|GT0	100.0	350	0	0	1	350	1	350	2.8e-211	738.0
CP065319.1_2343	QQR15933.1|GH43_3	100.0	335	0	0	1	335	1	335	1.2e-203	712.6
CP065319.1_2351	ANU59138.1|GH115	100.0	984	0	0	1	984	1	984	0.0e+00	2022.7
CP065319.1_2353	ANU59915.1|GH105	100.0	370	0	0	1	370	1	370	6.2e-230	800.0
CP065319.1_2356	ANU59135.1|GH43_3	100.0	631	0	0	1	631	1	631	0.0e+00	1291.9
CP065319.1_2363	QQR15951.1|GH2	100.0	903	0	0	1	903	1	903	0.0e+00	1871.3
CP065319.1_2364	ANU59127.1|GH130	100.0	386	0	0	1	386	1	386	2.8e-233	811.2
CP065319.1_2365	QQR15953.1|GH105	100.0	367	0	0	1	367	1	367	6.6e-224	780.0
CP065319.1_2370	ANU59122.1|GH43_3	100.0	627	0	0	1	627	2	628	0.0e+00	1296.6
CP065319.1_2375	ANU59118.1|GH43_31	100.0	439	0	0	1	439	1	439	4.4e-259	897.1
CP065319.1_2376	QQR15962.1|GH76	100.0	515	0	0	1	515	1	515	5.7e-306	1053.1
CP065319.1_2377	BCA52196.1|GH105	84.2	549	86	1	1	548	5	553	9.7e-288	992.6
CP065319.1_2502	QQR16072.1|GH89	100.0	718	0	0	1	718	1	718	0.0e+00	1507.7
CP065319.1_2506	ANU59006.1|GH89	100.0	727	0	0	1	727	1	727	0.0e+00	1476.5
CP065319.1_2581	ANU58945.1|GT30	100.0	407	0	0	1	407	1	407	3.2e-243	844.3
CP065319.1_2597	CCO12868.2|GH1	44.0	1436	511	16	11	1402	5	1191	0.0e+00	1092.0
CP065319.1_2601	CAD7226128.1|GH38	34.6	726	418	12	8	697	1343	2047	5.3e-113	412.5
CP065319.1_2640	AOE10346.1|CBM0	37.6	851	313	7	29	668	31	874	4.2e-160	568.9
CP065319.1_2668	ANU59895.1|CBM35|GH27	100.0	545	0	0	70	614	1	545	0.0e+00	1149.4
CP065319.1_2721	CAD7252417.1|GH13	55.9	583	248	6	129	706	341	919	5.6e-171	605.1
CP065319.1_2731	QBQ55251.1|CBM50	33.6	894	529	19	12	884	40	889	8.6e-108	395.6
CP065319.1_2735	QUT25865.1|CE7	98.7	383	5	0	1	383	1	383	2.6e-226	788.1
CP065319.1_2770	QQR16282.1|GH3	100.0	1003	0	0	1	1003	1	1003	0.0e+00	2007.3
CP065319.1_2877	ANU58708.1|GH20	100.0	835	0	0	1	835	1	835	0.0e+00	1721.1
CP065319.1_2887	ANU58700.1|GH36	100.0	948	0	0	1	948	1	948	0.0e+00	1986.1
CP065319.1_2888	UQA29355.1|GH2	100.0	621	0	0	1	621	1	621	0.0e+00	1329.3
CP065319.1_2889	ANU59871.2|GH43_26	100.0	366	0	0	1	366	1	366	6.4e-227	790.0
CP065319.1_2891	QQR16387.1|GH3	100.0	766	0	0	1	766	1	766	0.0e+00	1601.6
CP065319.1_2893	ANU58697.1|GH97	100.0	686	0	0	1	686	14	699	0.0e+00	1414.8
CP065319.1_2896	QQR16391.1|GH97	100.0	651	0	0	1	651	1	651	0.0e+00	1358.6
CP065319.1_2902	QQR16397.1|GH3	100.0	761	0	0	1	761	1	761	0.0e+00	1550.4
CP065319.1_2910	ANU58683.1|GH92	100.0	732	0	0	1	732	1	732	0.0e+00	1533.5
CP065319.1_2918	ANU58676.1|GH43_18	100.0	330	0	0	1	330	1	330	4.9e-202	707.2
CP065319.1_2920	ANU58674.1|GH3	100.0	747	0	0	1	747	1	747	0.0e+00	1515.0
CP065319.1_2921	ANU58673.1|GH43_17	100.0	326	0	0	1	326	1	326	8.3e-202	706.4
CP065319.1_2922	AOE10346.1|CBM0	37.4	866	322	8	16	668	17	875	2.9e-161	572.8
CP065319.1_2924	QQR16414.1|GH97	100.0	664	0	0	1	664	1	664	0.0e+00	1386.7
CP065319.1_3022	QQR16499.1|PL10_1	100.0	364	0	0	1	364	1	364	1.0e-216	756.1
CP065319.1_3036	QQR16510.1|GH37	100.0	433	0	0	1	433	1	433	6.8e-260	899.8
CP065319.1_3037	QQR16511.1|GH3	100.0	742	0	0	1	742	6	747	0.0e+00	1506.1
CP065319.1_3038	ANU58580.1|GH78	100.0	925	0	0	1	925	1	925	0.0e+00	1916.7
CP065319.1_3040	ANU58578.2|GH28	100.0	476	0	0	1	476	1	476	1.6e-283	978.4
CP065319.1_3043	ARE60508.1|GH43_34	100.0	929	0	0	1	929	1	929	0.0e+00	1964.5
CP065319.1_3055	AWZ17133.1|GH13_30	33.4	1277	683	28	4	1239	406	1556	1.4e-183	647.9
CP065319.1_3107	QQR16577.1|GT2	100.0	349	0	0	1	349	1	349	8.3e-208	726.5
CP065319.1_3110	ANU58519.1|CBM20|GH77	100.0	893	0	0	1	893	1	893	0.0e+00	1885.2
CP065319.1_3119	ANU58513.1|GH171	100.0	388	0	0	1	388	1	388	4.8e-233	810.4
CP065319.1_3154	QQR16617.1|GH78	100.0	896	0	0	22	917	1	896	0.0e+00	1859.7
CP065319.1_3180	UQC84824.1|GT2	60.2	344	136	1	4	346	1785	2128	7.9e-118	427.6
CP065319.1_3288	QCW79542.1|GH101	52.6	462	213	1	55	510	607	1068	3.1e-139	499.2
CP065319.1_3315	QQR16757.1|GH29	100.0	436	0	0	1	436	1	436	2.9e-266	921.0
CP065319.1_3326	QYO62262.1|GH13	63.0	343	125	1	1	343	1	341	7.0e-113	411.8
CP065319.1_3345	ANU58318.1|GH29	100.0	624	0	0	1	624	1	624	0.0e+00	1314.7
CP065319.1_3353	ANU58311.1|GH32	100.0	610	0	0	1	610	1	610	0.0e+00	1278.1
CP065319.1_3360	AMJ18631.1|GT2	48.2	1182	578	13	9	1175	3	1165	1.4e-310	1069.7
CP065319.1_3377	AHC21644.2|GH1	48.5	505	256	2	6	509	11	512	1.5e-136	490.3
CP065319.1_3397	QCW79542.1|GH101	54.5	457	208	0	60	516	612	1068	2.4e-142	509.6
CP065319.1_3433	ANU58240.1|GH13_14	100.0	668	0	0	1	668	1	668	0.0e+00	1390.6
CP065319.1_3434	UQA29853.1|CE20	100.0	544	0	0	1	544	1	544	0.0e+00	1139.0
CP065319.1_3435	AJC46896.1|GH43_1	43.8	491	269	4	2	490	8	493	9.2e-104	381.3
CP065319.1_3436	ANU58237.1|GH10	100.0	378	0	0	1	378	1	378	2.3e-219	765.0
CP065319.1_3437	ANU58236.1|GH43_1	100.0	325	0	0	1	325	1	325	6.3e-202	706.8
CP065319.1_3438	QQR16870.1|GH67	100.0	713	0	0	1	713	1	713	0.0e+00	1469.1
CP065319.1_3524	AVI59029.1|GT2	48.9	438	216	5	1	437	1	431	3.8e-109	399.1
CP065319.1_3561	QQR16976.1|GT2	100.0	616	0	0	1	616	1	616	0.0e+00	1278.5
