dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	CP065319.1_2053	1036	0	5	865	57	910	0.993071593533
GH173_e0	GH173:26|GH36:13	-	-	274	CP065319.1_2065	534	2.1e-142	1	274	97	382	0.996350364964
CBM62_e11	CBM62:8	-	xyloglucan, arabinogalactan and galactomannan	75	CP065319.1_2087	602	6.6e-31	5	75	401	471	0.933333333333
GH76_e42	GH76:132	3.2.1.101:2	mannans	309	CP065319.1_2117	393	5.9e-148	1	308	64	371	0.993527508091
GH16_e6	GH16_3:20	3.2.1.6:2	beta-1,3-1,4-glucan (laminarin, lichenin and cereal D-glucans)	233	CP065319.1_2286	273	3.5e-132	1	233	40	272	0.995708154506
GH18_e39	GH18:22	-	-	262	CP065319.1_2304	322	8.8e-173	1	261	52	311	0.992366412214
GH43_e310	GH43_3:45	3.2.1.146:1	beta-D-galactofuranoside	288	CP065319.1_2343	336	6.1e-150	1	288	32	317	0.996527777778
GH105_e43	GH105:132	-	-	310	CP065319.1_2353	371	1.5e-157	2	310	60	368	0.993548387097
GH2_e51	GH2:27	-	-	694	CP065319.1_2363	904	0	1	694	49	741	0.99855907781
GH105_e43	GH105:132	-	-	310	CP065319.1_2365	368	3.3e-161	2	310	57	365	0.993548387097
GH63_e4	GH63:110	-	-	286	CP065319.1_2368	908	2.3e-23	31	245	554	776	0.748251748252
GT30_e38	GT30:395	-	-	163	CP065319.1_2581	408	1.1e-80	3	163	46	206	0.981595092025
GH24_e69	GH24:62	-	-	124	CP065319.1_2802	173	7.2e-72	1	124	43	166	0.991935483871
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	CP065319.1_2888	622	9.1e-255	4	558	54	608	0.977072310406
GH43_e62	GH43_18:14	-	-	240	CP065319.1_2918	331	2.8e-137	1	240	76	315	0.995833333333
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	222	CP065319.1_2920	748	5.3e-99	4	222	97	314	0.981981981982
CBM67_e27	CBM67:9|GH78:9	-	L-rhamnose	168	CP065319.1_3038	926	9.9e-71	4	165	177	338	0.958333333333
GH78_e43	GH78:163|CBM67:8|GH137:1	3.2.1.40:1	host glycan	515	CP065319.1_3038	926	4.9e-233	2	515	369	880	0.996116504854
GH127_e1	GH127:332|CBM51:1	-	-	530	CP065319.1_3043	930	3.4e-56	20	529	38	522	0.960377358491
GH43_e147	GH43_34:350|GH43_3:101|CBM66:38|GH92:10|CBM32:3|GH3:2|GH43:1|CBM84:1|CBM42:1	3.2.1.146:1	beta-D-galactofuranoside	280	CP065319.1_3043	930	3.2e-135	1	279	633	912	0.992857142857
CBM91_e19	CBM91:6	-	-	90	CP065319.1_3077	214	5.7e-18	2	88	72	158	0.955555555556
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	L-rhamnose	186	CP065319.1_3154	918	6.6e-54	1	178	155	335	0.951612903226
GH78_e80	GH78:1278|CBM67:96|GH3:3|GH0:2|GH18:2|CBM0:1	3.2.1.40:8|3.1.1.73:2	host glycan	510	CP065319.1_3154	918	1.2e-222	3	507	363	877	0.988235294118
GH29_e63	GH29:296|CBM13:1	3.2.1.63:1|3.2.1.51:1	human milk oligosaccharides, mucin, host glycan, human milk oligosaccharides, mucin, host glycan	336	CP065319.1_3315	437	8.4e-173	3	336	23	354	0.991071428571
GH43_e53	GH43_1:1254|GH43_10:16|GH5_21:6|CBM6:5|GH43:4|GH10:3|GH43_33:2|GH43_32:2|GH43_34:1|GH43_29:1|GH117:1	3.2.1.37:19|3.2.1.55:4	xylan, arabinoxylan	310	CP065319.1_3437	326	3.7e-156	1	309	8	317	0.993548387097
GT4_e1903	GT4:5	-	-	142	CP065319.1_3707	366	4.3e-20	5	119	193	307	0.802816901408
CE9_e7	CE9:187	-	-	374	CP065319.1_4039	389	2.5e-213	1	374	6	379	0.997326203209
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	N-glycan (host glycan, human milk oligosaccharides, chitin), mucin	351	CP065319.1_449	775	6.5e-176	2	349	153	510	0.988603988604
GH43_e22	GH43_29:182|GH43_19:31|GH43_34:4|GH51:3|GH43_31:1|GH43:1|GH43_33:1	3.2.1.-:2|3.2.1.55:1	beta-1,3-xylan (algae), arabinoxylan	276	CP065319.1_512	323	1.1e-143	1	276	34	312	0.996376811594
GH43_e326	GH43_4:43	3.2.1.-:1|3.2.1.99:1	beta-1,3-xylan (algae), arabinan	313	CP065319.1_514	514	6.6e-193	1	313	61	373	0.996805111821
GT51_e160	GT51:316	-	-	185	CP065319.1_58	776	8.7e-87	1	185	58	241	0.994594594595
GH105_e17	GH105:172|CE12:1	3.2.1.172:1	pectin (rhamnogalacturonan I)	319	CP065319.1_1352	239	1.4e-70	3	155	59	211	0.476489028213
GH105_e7	GH105:159|CE12:9	3.2.1.172:1	pectin (rhamnogalacturonan I)	331	CP065319.1_1376	470	2.7e-164	2	331	101	432	0.993957703927
PL26_e0	PL26:692	4.2.2.24:1	rhamnogalacturonan I(pectin from the plant cell wall)	860	CP065319.1_1380	1116	0	1	857	240	1112	0.995348837209
PL11_e3	PL11_1:15|PL11:1	-	-	619	CP065319.1_1381	696	0	1	619	70	686	0.998384491115
GH28_e139	GH28:134|GH43_18:1	3.2.1.173:1	pectin (rhamnogalacturonan I)	371	CP065319.1_1394	511	1.5e-181	1	370	88	458	0.99460916442
GH28_e34	GH28:169	3.2.1.173:1	pectin (rhamnogalacturonan I)	355	CP065319.1_1396	468	8.2e-175	2	354	50	395	0.991549295775
GH105_e41	GH105:313|CE8:1	3.2.1.-:1	pectin	343	CP065319.1_1420	400	4.3e-150	3	342	56	395	0.98833819242
GH97_e5	GH97:103	3.2.1.22:1	alpha-D-galactoside, alpha-D-fucoside	633	CP065319.1_1497	649	0	5	633	18	648	0.992101105845
GH76_e42	GH76:132	3.2.1.101:2	mannans	309	CP065319.1_1657	209	2e-81	120	308	5	191	0.608414239482
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-D-galactoside, alpha-D-fucoside	633	CP065319.1_1752	652	0	3	632	18	648	0.993680884676
GT2	GT2:65	-	-	132	CP065319.1_1779	822	1.8e-69	1	132	248	378	0.992424242424
GH43_e59	GH43_29:334|CBM6:308|CBM2:13|CBM13:12|CBM22:12|CBM42:12|GH43_10:9|GH43:9|CBM48:6|CE0:6|GH43_17:4|GH27:3|GH43_30:2|CE6:2|CBM64:1|CBM51:1|GH43_26:1|CBM1:1	3.2.1.37:2|3.2.1.55:2|3.2.1.8:1	xylan, arabinoxylan, xylan	281	CP065319.1_1790	369	1.2e-132	1	280	27	314	0.992882562278
GH5_e243	GH5_21:28|GH43_10:5	3.2.1.8:2	xylan	275	CP065319.1_1792	215	1.2e-70	143	275	1	134	0.48
GH43_e82	GH43_10:63|CBM6:1	3.2.1.55:1	arabinoxylan	267	CP065319.1_1806	533	5.6e-148	1	267	29	298	0.996254681648
CBM91_e4	CBM91:98|GH43_10:98|CE6:5|CBM6:3|GH43_29:1	-	-	204	CP065319.1_1806	533	1.4e-98	1	203	324	526	0.990196078431
GH43_e45	CBM6:12|GH43:8|GH43_29:6|CBM32:1|GH43_28:1	-	-	277	CP065319.1_1807	461	7.3e-127	1	277	33	316	0.996389891697
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	amorphous cellulose, beta-1,4-xylan,beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan	125	CP065319.1_1807	461	1.1e-34	2	124	340	460	0.976
GH89_e5	GH89:72	-	-	660	CP065319.1_1831	733	0	1	659	64	722	0.99696969697
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	222	CP065319.1_1849	770	2.1e-108	1	222	98	318	0.995495495495
GH43_e147	GH43_34:350|GH43_3:101|CBM66:38|GH92:10|CBM32:3|GH3:2|GH43:1|CBM84:1|CBM42:1	3.2.1.146:1	beta-D-galactofuranoside	280	CP065319.1_1902	333	4.2e-140	1	279	34	313	0.992857142857
GH115_e6	GH115:205|GH159:1	-	-	764	CP065319.1_1904	983	0	1	763	33	962	0.997382198953
GT28_e43	GT28:568	-	-	161	CP065319.1_1949	374	1.2e-67	1	160	196	357	0.987577639752
GT11_e33	GT11:22	-	-	246	CP065319.1_2008	301	8.2e-119	1	246	26	288	0.99593495935
GT2	GT2:7	-	-	145	CP065319.1_2011	321	1.6e-59	1	143	7	167	0.979310344828
GT9_e11	GT9:27	-	-	228	CP065319.1_2023	353	1.3e-106	1	228	77	306	0.995614035088
GT9_e65	GT9:196	-	-	249	CP065319.1_2025	344	1.9e-110	1	249	73	321	0.995983935743
PL29_e9	PL29:31	4.2.2.20:1	glycosaminoglycans(host glycan)	318	CP065319.1_2036	869	2.3e-137	1	318	360	691	0.996855345912
PL8_e21	PL8_2:45|PL8:1	-	-	250	CP065319.1_2040	954	6.4e-108	1	249	578	809	0.992
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	CP065319.1_205	323	3e-153	1	299	20	317	0.993333333333
GH36_e9	GH36:29	-	-	575	CP065319.1_2068	1170	1.3e-300	1	575	82	668	0.998260869565
GH173_e0	GH173:26|GH36:13	-	-	274	CP065319.1_2068	1170	2.1e-151	1	274	754	1019	0.996350364964
CBM67_e28	CBM67:192|GH78:190|CBM0:1|CBM66:1	3.2.1.40:1	L-rhamnose	186	CP065319.1_2235	857	7.6e-29	1	158	47	218	0.844086021505
GH78_e80	GH78:1278|CBM67:96|GH3:3|GH0:2|GH18:2|CBM0:1	3.2.1.40:8|3.1.1.73:2	host glycan	510	CP065319.1_2235	857	4e-156	4	508	293	839	0.988235294118
GH51_e3	GH51:22	-	-	442	CP065319.1_2263	377	1.2e-118	241	442	175	376	0.454751131222
GH66_e1	GH66:36	3.2.1.11:1	dextran	547	CP065319.1_2274	593	0	1	546	47	592	0.99634369287
GT2	GT2:27|GT4:1	-	-	130	CP065319.1_2329	250	1.4e-69	1	130	12	141	0.992307692308
GT4_e1579	GT4:9	-	-	147	CP065319.1_2331	373	7.5e-72	1	147	189	335	0.993197278912
GH115_e6	GH115:205|GH159:1	-	-	764	CP065319.1_2351	985	4.1e-296	1	763	33	963	0.997382198953
GH76_e36	GH76:30	3.2.1.101:3	mannans	311	CP065319.1_2376	516	4.6e-154	1	311	177	480	0.996784565916
CBM32_e90	CBM32:304|GH92:297|CBM0:11|CBM6:1|CBM20:1|CBM25:1|GH76:1	3.2.1.113:1	galactose, lactose, LacNAc	120	CP065319.1_2377	549	9.5e-19	5	118	81	194	0.941666666667
GH105_e43	GH105:132	-	-	310	CP065319.1_2377	549	3.5e-150	2	310	239	547	0.993548387097
GH73_e221	GH73:75	-	-	133	CP065319.1_244	519	1.3e-81	1	133	13	145	0.992481203008
GH89_e5	GH89:72	-	-	660	CP065319.1_2506	728	0	1	646	63	702	0.977272727273
GH20_e108	GH20:117|CBM32:1	-	-	425	CP065319.1_2877	836	7.8e-186	1	424	307	723	0.995294117647
GH97_e21	GH97:19	-	-	639	CP065319.1_2893	687	6.7e-275	5	639	40	684	0.992175273865
GH97_e1	GH97:229	3.2.1.22:1	alpha-D-galactoside, alpha-D-fucoside	639	CP065319.1_2924	665	5.7e-298	4	639	19	664	0.993740219092
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	208	CP065319.1_3037	743	6.2e-105	2	208	60	278	0.990384615385
GT2	GT2:444	-	-	314	CP065319.1_3107	350	3.9e-138	2	290	4	294	0.917197452229
CBM20_e2	CBM20:404|GH77:401	2.4.1.25:4	granular starch, cyclodextrin	93	CP065319.1_3110	894	1e-20	10	88	133	212	0.838709677419
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	maltose, starch	646	CP065319.1_3110	894	0	1	645	241	884	0.996904024768
CE20_e6	CE20:16	-	-	232	CP065319.1_3434	545	3.1e-78	1	232	102	542	0.995689655172
GH73_e88	GH73:188|CBM50:180	-	-	129	CP065319.1_3582	302	7.8e-62	2	129	41	168	0.984496124031
CBM50_e698	CBM50:301|GH73:300	-	chitin or peptidoglycan	40	CP065319.1_3582	302	3e-16	1	40	260	299	0.975
GH28_e57	GH28:64|CBM16:1	-	-	259	CP065319.1_3773	511	8.4e-134	1	258	234	492	0.992277992278
GT3_e2	GT3:273|GT35:70	-	-	338	CP065319.1_3783	554	1.7e-161	2	336	15	350	0.988165680473
GT4_e633	GT4:17	-	-	151	CP065319.1_3905	378	3.1e-63	2	151	201	349	0.986754966887
CBM62_e1	CBM62:53	-	xyloglucan, arabinogalactan and galactomannan	89	CP065319.1_4025	670	4.8e-31	6	87	458	537	0.910112359551
GH33_e121	GH33:131	3.2.1.18:6	sialic acid (O-glycan, N-glycan, mucin, host glycan)	336	CP065319.1_451	187	1.2e-86	167	336	2	172	0.502976190476
GH33_e121	GH33:131	3.2.1.18:6	sialic acid (O-glycan, N-glycan, mucin, host glycan)	336	CP065319.1_452	341	3.7e-66	1	132	193	324	0.389880952381
GT2	GT2:6	-	-	128	CP065319.1_46	250	4.3e-48	1	99	7	107	0.765625
GT2	GT2:16	-	-	181	CP065319.1_50	290	5.2e-78	1	181	7	185	0.994475138122
GH43_e183	GH43_4:57	3.2.1.99:2	arabinan	363	CP065319.1_519	635	2.7e-189	1	363	155	523	0.997245179063
GT51_e13	GT51:429	-	-	160	CP065319.1_684	815	2.6e-76	2	159	69	225	0.98125
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	-	195	CP065319.1_700	82	3.3e-27	125	194	11	79	0.353846153846
GH43_e0	GH43_10:1191|GH43_12:66|GH28:13|GH43:5	3.2.1.55:2|3.2.1.37:1	arabinoxylan, xylan	269	CP065319.1_702	487	1.5e-138	1	269	38	308	0.996282527881
CBM91_e10	CBM91:1294|GH43_10:1290|GH43:2|CBM6:1	-	-	195	CP065319.1_702	487	3e-45	1	126	342	467	0.641025641026
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-D-galactoside	607	CP065319.1_885	814	2.1e-301	2	606	23	625	0.995057660626
GT2	GT2:387	-	-	162	CP065319.1_986	317	1.5e-81	1	161	5	166	0.987654320988
GH24_e168	GH24:108	-	-	121	CP065319.1_1136	176	7.7e-65	5	121	53	169	0.95867768595
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	galacturonan (pectin)	396	CP065319.1_1346	530	1.9e-190	2	394	77	473	0.989898989899
GH105_e17	GH105:172|CE12:1	3.2.1.172:1	pectin (rhamnogalacturonan I)	319	CP065319.1_1378	380	7.3e-179	2	319	60	378	0.993730407524
GH43_e84	GH43_18:91|GH43_34:66|CBM32:58|GH42:9|CBM42:1|GH43_20:1|GH43:1	3.2.1.55:2	arabinoxylan	233	CP065319.1_1391	976	3.1e-111	1	232	61	294	0.991416309013
GH42_e27	GH42:77|GH43_18:9	-	-	376	CP065319.1_1391	976	1.4e-194	1	375	323	696	0.994680851064
PL1_e95	PL1_2:52|PL1:3|CE8:2	-	-	191	CP065319.1_1410	526	6.3e-84	1	191	90	282	0.994764397906
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectate	184	CP065319.1_1411	547	6.7e-87	1	184	102	290	0.994565217391
GH23_e209	CBM50:31|GH23:31	-	-	140	CP065319.1_1469	432	6.3e-69	1	140	129	268	0.992857142857
CBM50_e207	CBM50:163|GH23:159	-	chitin or peptidoglycan	42	CP065319.1_1469	432	4.9e-20	1	42	389	430	0.97619047619
GH154_e2	GH154:70|GH105:20|GH16_3:1	-	-	361	CP065319.1_1742	419	3.6e-206	1	360	37	398	0.994459833795
GH16_e45	GH16_3:9|GH16:1	-	-	269	CP065319.1_1744	508	5.1e-130	1	269	230	505	0.996282527881
CBM32_e83	CBM32:5	-	galactose, lactose, LacNAc	130	CP065319.1_1745	298	1.1e-66	5	130	153	280	0.961538461538
GH20_e9	GH20:95	-	-	339	CP065319.1_1823	538	1.8e-163	1	338	142	481	0.994100294985
CE20_e40	CE20:34	-	-	260	CP065319.1_1824	475	6.6e-127	1	260	104	364	0.996153846154
GH109_e5	GH109:463	-	-	399	CP065319.1_1840	448	2.1e-21	2	166	40	200	0.411027568922
GT2	GT2:13	-	-	102	CP065319.1_2014	279	3.5e-47	1	97	8	104	0.941176470588
GT2	GT2:15	-	-	114	CP065319.1_2021	302	1.2e-59	1	114	14	127	0.991228070175
GH92_e13	GH92:281	3.2.1.24:1	host N-glycan	487	CP065319.1_204	758	8.3e-252	1	486	271	756	0.995893223819
CBM67_e3	CBM67:11|GH78:11	-	L-rhamnose	180	CP065319.1_2061	879	9.1e-59	2	179	152	330	0.983333333333
GH78_e28	GH78:32	-	-	508	CP065319.1_2061	879	1.2e-274	1	507	356	861	0.996062992126
PL8_e13	PL8_2:53	4.2.2.20:2	glycosaminoglycans(host glycan)	247	CP065319.1_2085	1025	3.2e-133	1	247	618	862	0.995951417004
GH76_e19	GH76:45|CBM6:1	-	-	316	CP065319.1_2116	380	8.4e-142	3	315	45	359	0.987341772152
CE4_e140	CE4:231	-	-	111	CP065319.1_2156	205	2.5e-50	2	109	24	131	0.963963963964
CE20_e10	CE20:99	-	-	256	CP065319.1_2214	478	6.3e-96	1	256	103	361	0.99609375
GH31_e40	GH31:43	3.2.1.11:1|2.4.1.-:1	-	451	CP065319.1_2275	835	2.2e-263	1	451	234	684	0.9977827051
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	CP065319.1_2282	765	1e-114	2	231	115	344	0.991341991342
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	arabinoxylan	275	CP065319.1_2309	333	1.1e-98	1	274	33	325	0.992727272727
GT4_e1535	GT4:69	-	-	146	CP065319.1_2330	428	2.1e-67	1	145	246	390	0.986301369863
GT23_e5	GT23:5	-	-	276	CP065319.1_2334	351	3.9e-36	2	269	20	298	0.967391304348
GH109_e7	GH109:31	-	-	390	CP065319.1_2344	432	1.2e-26	2	145	44	187	0.366666666667
GH43_e196	GH43_3:18	-	-	295	CP065319.1_2356	632	3.7e-162	1	295	319	614	0.996610169492
GH130_e20	GH130:130	3.2.1.197:4	-	311	CP065319.1_2364	387	1.6e-163	3	311	66	373	0.990353697749
GH43_e196	GH43_3:18	-	-	295	CP065319.1_2370	628	1.2e-154	1	295	321	611	0.996610169492
GH43_e180	GH43_31:31	-	-	262	CP065319.1_2375	440	7.7e-142	1	261	155	418	0.992366412214
GH43_e5	GH43_26:84	-	-	310	CP065319.1_2889	367	5e-134	1	309	40	348	0.993548387097
GH3_e198	GH3:167	3.2.1.21:4	beta-glucan	263	CP065319.1_2891	767	2.6e-118	1	263	175	435	0.996197718631
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065319.1_2910	733	2.1e-211	3	490	242	732	0.985829959514
GH37_e5	GH37:18	-	-	405	CP065319.1_3036	434	4.6e-197	2	404	27	427	0.992592592593
GH29_e30	GH29:1257|CBM32:104|CBM0:3|GH33:3|CBM6:1|CBM9:1|CE3:1|GH136:1|GH0:1|CBM47:1|GT1:1	3.2.1.111:8|3.2.1.51:3	human milk oligosaccharides, mucin, host glycan, human milk oligosaccharides, mucin, host glycan	301	CP065319.1_3345	625	8.6e-139	2	300	33	346	0.990033222591
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	galactose, lactose, LacNAc	109	CP065319.1_3345	625	1.9e-26	3	108	367	468	0.963302752294
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	galactose, lactose, LacNAc	109	CP065319.1_3345	625	3.7e-18	6	107	509	608	0.926605504587
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan(inulin, levan and sucrose), levan (fructan), fructan(inulin, levan and sucrose), fructan, fructan(inulin, levan and sucrose), fructan(inulin, levan and sucrose)	316	CP065319.1_3353	611	5.1e-145	3	313	150	452	0.981012658228
GH10_e83	GH10:216|GH43_12:4|GH43_1:3|CE0:2	3.2.1.8:21|3.2.1.55:1	xylan	341	CP065319.1_3436	379	2.6e-173	1	340	34	373	0.994134897361
GH67_e0	GH67:722	3.2.1.139:4|3.2.1.131:3|3.2.1.-:1	xylan side chain, xylan side chain	668	CP065319.1_3438	714	5.4e-303	80	667	69	681	0.87874251497
GT2	GT2:60	-	-	276	CP065319.1_3703	326	4.2e-49	1	256	7	253	0.923913043478
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	CP065319.1_3784	855	7.8e-233	1	530	126	654	0.996233521657
GT4_e3319	GT4:36	-	-	148	CP065319.1_3907	360	3.4e-52	1	147	185	330	0.986486486486
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	N-glycan (host glycan, human milk oligosaccharides, chitin), mucin	351	CP065319.1_448	692	1.3e-160	2	348	150	498	0.985754985755
CBM32_e198	CBM32:19|GH20:19	-	galactose, lactose, LacNAc	96	CP065319.1_448	692	1.9e-20	2	94	584	675	0.958333333333
CE20_e34	CE20:107	-	-	261	CP065319.1_462	474	1e-113	1	261	104	363	0.996168582375
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan, arabinoxylan	468	CP065319.1_513	661	6.2e-198	3	467	187	659	0.991452991453
