Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CP065319.1_1717	-	GT2(4-167)	GT2	GT2	N	3
CP065319.1_1726	3.2.1.52|3.2.1.-	GH20(383-734)	GH20_e12	GH20	Y(1-21)	3
CP065319.1_1740	3.2.1.-	GH105(46-372)	GH105_e39	GH105	Y(1-21)	3
CP065319.1_1741	4.2.2.-|3.2.1.-	PL42(23-315)	PL42_e0	PL42	N	3
CP065319.1_1742	-	GH154(36-398)	GH154_e2	GH154	Y(1-26)	3
CP065319.1_1743	-	GH16_3(32-283)+GH43_24(311-603)	GH16_e36+GH43_e236	GH16_3+GH43_24	Y(1-24)	3
CP065319.1_1744	-	GH16_3(230-504)	GH16_e45	GH16_3	N	3
CP065319.1_1752	3.2.1.22|3.2.1.88	GH97(15-647)	GH97_e18	GH97	Y(1-25)	3
CP065319.1_1753	3.2.1.55	GH51(343-706)	GH51_e47	GH51	Y(1-22)	3
CP065319.1_1754	3.2.1.55	GH43_19(69-300)	GH43_e159	GH43_19	N	3
CP065319.1_1755	3.2.1.23|-	GH35(36-348)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-23)	3
CP065319.1_1779	-	GT2(247-380)	GT2	GT2	N	3
CP065319.1_1786	-	CE1(34-284)	CE1_e22	N	Y(1-20)	2
CP065319.1_1787	3.2.1.-|3.2.1.63	GH95(23-746)	GH95_e1	GH95	N	3
CP065319.1_1789	3.2.1.8|3.2.1.37|3.2.1.55	CBM6(2-89)	CBM6_e0	N	N	2
CP065319.1_1790	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(26-313)	GH43_e59	CBM6+GH43_29	Y(1-25)	3
CP065319.1_1791	3.1.1.72|3.1.1.73|-	CE6(87-197)+CE1(405-634)	CE6_e2+CBM48_e9+CE1_e22	CBM48+CE0+CE6	Y(1-20)	3
CP065319.1_1792	3.2.1.8	GH5_21(2-133)	GH5_e243	GH5_21	N	3
CP065319.1_1794	3.2.1.8	GH10(479-740)	CBM4_e6+GH10_e5	GH10	Y(1-22)	3
CP065319.1_1800	3.2.1.55|3.2.1.8|-	GH43_12(70-365)+CBM91(398-576)	GH43_e124+CBM91_e46	GH43_12	Y(1-27)	3
CP065319.1_1801	3.2.1.37|3.2.1.55|3.2.1.8	GH43_29(25-297)+CBM6(321-443)	GH43_e59+CBM6_e0	CBM6+GH43_29	Y(1-24)	3
CP065319.1_1802	3.2.1.22|3.2.1.88	GH97(23-656)	GH97_e18	GH97	Y(1-31)	3
CP065319.1_1804	3.2.1.55|3.2.1.8|-	GH43_12(65-359)+CBM91(395-574)	GH43_e124+CBM91_e46	GH43_12	N	3
CP065319.1_1805	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(59-304)	GH3_e0	GH3	N	3
CP065319.1_1806	3.2.1.55|-	GH43_10(28-297)+CBM91(323-526)	GH43_e82+CBM91_e4	GH43_10	Y(1-26)	3
CP065319.1_1807	3.2.1.37|3.2.1.8|3.2.1.55|-	GH43_29(24-316)+CBM6(339-460)	GH43_e45+CBM6_e0	CBM6+GH43_29	Y(1-23)	3
CP065319.1_1821	N	GH109(39-187)	N	N	N	1
CP065319.1_1823	-	GH20(141-481)	GH20_e9	GH20	Y(1-24)	3
CP065319.1_1824	-	CE20(103-363)	CE20_e40	CE20	N	3
CP065319.1_1829	-	CBM51(29-161)+GH27(373-636)	CBM51_e35+GH27_e45	CBM51+GH27	N	3
CP065319.1_1831	-	GH89(63-721)	GH89_e5	GH89	N	3
CP065319.1_1833	-	CE9(7-389)	CE9_e78	CE9	N	3
CP065319.1_1838	-	GH109(50-224)	GH109_e2	N	N	2
CP065319.1_1840	-	GH109(39-199)	GH109_e5	N	N	2
CP065319.1_1849	3.2.1.21|3.2.1.-	GH3(97-318)	GH3_e1	GH3	Y(1-23)	3
CP065319.1_1850	3.2.1.71|3.2.1.214	GH144(36-448)	GH144_e1	GH144	Y(1-18)	3
CP065319.1_1872	-	CBM62(428-504)+CBM62(511-574)	CBM62_e1	CBM62	N	3
CP065319.1_1889	-	CBM62(469-538)+CBM62(545-609)	CBM62_e1	CBM62	N	3
CP065319.1_1897	3.2.1.-	GH127(322-548)	GH127_e5	CBM13	Y(1-24)	3
CP065319.1_1899	3.2.1.113|3.2.1.-	GH92(233-740)	GH92_e18	GH92	Y(1-20)	3
CP065319.1_1901	-	GH76(57-401)	GH76_e13	GH76	Y(1-22)	3
CP065319.1_1902	3.2.1.146	GH43_34(33-312)	GH43_e147	GH43_34	Y(1-22)	3
CP065319.1_1903	-	GH43_26(38-347)	GH43_e5	GH43_26	Y(1-27)	3
CP065319.1_1904	-	GH115(32-659)	GH115_e6	GH115	Y(1-24)	3
CP065319.1_1906	-	GH2(52-495)	GH2_e14	GH2	Y(1-23)	3
CP065319.1_1949	-	GT28(195-356)	GT28_e43	GT28	N	3
CP065319.1_1979	3.2.1.22	GH36(25-712)	GH36_e24	GH36	Y(1-20)	3
CP065319.1_2008	-	GT11(24-287)	GT11_e33	GT11	N	3
CP065319.1_2010	-	GT2(9-144)	GT2	GT2	N	3
CP065319.1_2011	-	GT2(6-170)	GT2	GT2	N	3
CP065319.1_2012	-	GT2(7-102)	GT2	GT2	N	3
CP065319.1_2013	-	GT4(192-336)	GT4_e3070	GT4	N	3
CP065319.1_2014	-	GT2(7-105)	GT2	GT2	N	3
CP065319.1_2015	-	GT2(8-116)	GT2	GT2	N	3
CP065319.1_2016	-	GT2(4-134)	GT2	GT2	N	3
CP065319.1_2020	-	GT4(203-346)	GT4_e2089	GT4	N	3
CP065319.1_2023	-	GT9(75-306)	GT9_e11	GT9	N	3
CP065319.1_2024	-	GT4(187-340)	GT4_e2115	GT4	N	3
CP065319.1_2025	-	GT9(72-318)	GT9_e65	GT9	N	3
CP065319.1_2036	4.2.2.20	PL29(359-690)	PL29_e9	PL29	Y(1-20)	3
CP065319.1_204	3.2.1.24	GH92(270-756)	GH92_e13	GH92	Y(1-20)	3
CP065319.1_2040	-	PL8_2(577-809)	PL8_e21	PL8_2	Y(1-21)	3
CP065319.1_2042	3.2.1.-	GH88(70-393)	GH88_e11	GH88	Y(1-24)	3
CP065319.1_205	2.4.1.319|2.4.1.320	GH130(19-317)	GH130_e13	GH130	N	3
CP065319.1_2053	-	GH2(54-910)	GH2_e30	GH2	Y(1-23)	3
CP065319.1_2061	-	CBM67(150-330)+GH78(357-861)	CBM67_e3+GH78_e28	GH78	N	3
CP065319.1_2062	-	GH2(23-737)	GH2_e10	GH2	Y(1-22)	3
CP065319.1_2065	-	GH173(96-381)	GH173_e0	GH173	Y(1-27)	3
CP065319.1_2067	-	GH36(84-671)	GH36_e9	GH36	N	3
CP065319.1_2068	-	GH36(79-671)+GH173(753-1018)	GH36_e9+GH173_e0	GH36	Y(1-22)	3
CP065319.1_2085	4.2.2.20	PL8_2(617-861)	PL8_e13	PL8_2	Y(1-26)	3
CP065319.1_2087	-	CBM62(403-470)	CBM62_e11	CBM62	Y(1-25)	3
CP065319.1_2116	-	GH76(43-358)	GH76_e19	GH76	Y(1-20)	3
CP065319.1_2117	3.2.1.101	GH76(67-371)	GH76_e42	GH76	N	3
CP065319.1_2118	3.2.1.-	GH125(76-474)	GH125_e1	GH125	Y(1-24)	3
CP065319.1_2156	-	CE4(21-123)	CE4_e140	CE4	N	3
CP065319.1_2202	-	GH130(5-347)	GH130_e2	GH130	N	3
CP065319.1_2214	-	CE20(102-360)	CE20_e10	CE20	Y(1-21)	3
CP065319.1_2235	3.2.1.40|3.1.1.73	GH78(291-838)	CBM67_e28+GH78_e80	GH78	Y(1-29)	3
CP065319.1_2255	-	GH43_31(35-302)	GH43_e217	GH43_31	Y(1-28)	3
CP065319.1_2265	3.2.1.55	GH43(65-362)	GH43_e30	GH43	Y(1-43)	3
CP065319.1_2274	3.2.1.11	GH66(46-591)	GH66_e1	GH66	N	3
CP065319.1_2275	3.2.1.11|2.4.1.-	GH31(233-683)	GH31_e40	GH31	Y(1-22)	3
CP065319.1_2282	3.2.1.21	GH3(115-342)	GH3_e208	GH3	Y(1-23)	3
CP065319.1_2286	3.2.1.6	GH16_3(39-271)	GH16_e6	GH16_3	Y(1-21)	3
CP065319.1_2304	-	GH18(51-304)	GH18_e39	GH18	N	3
CP065319.1_2309	3.2.1.55	GH43_34(28-324)	GH43_e159	GH43_34	Y(1-25)	3
CP065319.1_2310	3.2.1.38	GH30_4(33-528)	GH30_e42	GH30_4	Y(1-29)	3
CP065319.1_2329	-	GT2(11-139)	GT2	GT2	N	3
CP065319.1_2330	-	GT4(245-390)	GT4_e1535	GT4	N	3
CP065319.1_2343	3.2.1.146	GH43_3(31-316)	GH43_e310	GH43_3	Y(1-24)	3
CP065319.1_2344	-	GH109(41-190)	GH109_e7	N	N	2
CP065319.1_2351	-	GH115(31-670)	GH115_e6	GH115	Y(1-21)	3
CP065319.1_2352	N	GH93(91-368)	N	N	Y(1-19)	1
CP065319.1_2353	-	GH105(59-367)	GH105_e43	GH105	Y(1-24)	3
CP065319.1_2356	-	GH43_3(318-613)	GH43_e196	GH43_3	N	3
CP065319.1_2363	-	GH2(67-735)	GH2_e51	GH2	Y(1-23)	3
CP065319.1_2364	3.2.1.197	GH130(63-373)	GH130_e20	GH130	N	3
CP065319.1_2365	-	GH105(58-364)	GH105_e43	GH105	N	3
CP065319.1_2368	-	GH63(412-811)	GH63_e4	N	N	2
CP065319.1_2370	-	GH43_3(320-610)	GH43_e196	GH43_3	N	3
CP065319.1_2375	-	GH43_31(154-419)	GH43_e180	GH43_31	Y(1-29)	3
CP065319.1_2376	3.2.1.101	GH76(176-484)	GH76_e36	GH76	Y(1-24)	3
CP065319.1_2377	3.2.1.113|-	GH105(235-546)	CBM32_e90+GH105_e43	GH105	N	3
CP065319.1_244	-	GH73(12-144)	GH73_e221	GH73	N	3
CP065319.1_2502	-	GH89(66-714)	GH89_e9	GH89	N	3
CP065319.1_2506	-	GH89(62-702)	GH89_e5	GH89	Y(1-22)	3
CP065319.1_2581	-	GT30(43-205)	GT30_e38	GT30	N	3
CP065319.1_2668	3.2.1.22	GH27(211-454)	GH27_e3+CBM35_e26	CBM35+GH27	N	3
CP065319.1_2735	-	CE7(129-382)	CE7_e20	CE7	Y(1-21)	3
CP065319.1_2770	3.2.1.-	GH3(109-333)	GH3_e57	GH3	Y(1-26)	3
CP065319.1_2877	-	GH20(313-723)	GH20_e108	GH20	Y(1-23)	3
CP065319.1_2887	3.2.1.22	GH36(28-711)	GH36_e36	GH36	Y(1-25)	3
CP065319.1_2888	-	GH2(61-493)	GH2_e14	GH2	N	3
CP065319.1_2889	-	GH43_26(40-348)	GH43_e5	GH43_26	Y(1-25)	3
CP065319.1_2891	3.2.1.21	GH3(175-434)	GH3_e198	GH3	N	3
CP065319.1_2893	-	GH97(41-683)	GH97_e21	GH97	Y(1-21)	3
CP065319.1_2896	3.2.1.22	GH97(23-647)	GH97_e5	GH97	N	3
CP065319.1_2902	3.2.1.21|3.2.1.-	GH3(74-294)	GH3_e10	GH3	Y(1-27)	3
CP065319.1_2910	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(242-731)	GH92_e0	GH92	Y(1-29)	3
CP065319.1_2918	-	GH43_18(74-314)	GH43_e62	GH43_18	N	3
CP065319.1_2920	3.2.1.21|3.2.1.-	GH3(94-314)	GH3_e1	GH3	Y(1-25)	3
CP065319.1_2921	-	GH43_17(27-303)	GH43_e193	GH43_17	Y(1-24)	3
CP065319.1_2924	3.2.1.22	GH97(14-663)	GH97_e1	GH97	Y(1-22)	3
CP065319.1_3022	4.2.2.2	PL10_1(62-350)	PL10_e13	PL10_1	Y(1-20)	3
CP065319.1_3036	-	GH37(26-426)	GH37_e5	GH37	N	3
CP065319.1_3037	3.2.1.21|3.2.1.-	GH3(56-276)	GH3_e10	GH3	Y(1-16)	3
CP065319.1_3038	3.2.1.40|-	CBM67(173-343)+GH78(367-878)	CBM67_e27+GH78_e43	GH78	Y(1-23)	3
CP065319.1_3040	-	GH28(189-460)	GH28_e118	GH28	Y(1-33)	3
CP065319.1_3043	3.2.1.146|-	GH127(57-521)+GH43_34(632-912)	GH127_e1+GH43_e147	GH43_34	N	3
CP065319.1_3099	N	GH109(10-154)	N	N	N	1
CP065319.1_3100	N	GH109(38-189)	N	N	N	1
CP065319.1_3107	-	GT2(4-145)	GT2	GT2	N	3
CP065319.1_3110	2.4.1.25	CBM20(138-214)+GH77(240-885)	CBM20_e2+GH77_e22	CBM20+GH77	N	3
CP065319.1_3119	-	GH171(44-387)	GH171_e3	GH171	N	3
CP065319.1_3154	3.2.1.40|3.1.1.73	CBM67(154-334)+GH78(363-876)	CBM67_e28+GH78_e80	GH78	N	3
CP065319.1_3315	3.2.1.63|3.2.1.51	GH29(20-353)	GH29_e63	GH29	Y(1-21)	3
CP065319.1_3345	3.2.1.111|3.2.1.51|-	GH29(31-342)	GH29_e30+CBM32_e126+CBM32_e126	GH29	Y(1-24)	3
CP065319.1_3353	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(150-445)	GH32_e16	GH32	N	3
CP065319.1_3433	3.2.1.41|3.2.1.1|3.2.1.-|3.2.1.68	GH13_14(202-526)	CBM48_e14+GH13_e95	GH13_14	N	3
CP065319.1_3434	-	CE20(101-251)+CE20(416-541)	CE20_e6	CE20	N	3
CP065319.1_3436	3.2.1.8|3.2.1.55	GH10(33-373)	GH10_e83	GH10	Y(1-28)	3
CP065319.1_3437	3.2.1.37|3.2.1.55	GH43_1(8-317)	GH43_e53	GH43_1	N	3
CP065319.1_3438	3.2.1.139|3.2.1.131|3.2.1.-	GH67(41-681)	GH67_e0	GH67	Y(1-21)	3
CP065319.1_3561	-	GT2(6-133)	GT2	GT2	N	3
CP065319.1_3582	-	GH73(40-167)	GH73_e88+CBM50_e698	CBM50+GH73	N	3
CP065319.1_3612	-	GT2(57-223)	GT2	GT2	N	3
CP065319.1_3618	-	GH33(164-534)	GH33_e14	GH33	N	3
CP065319.1_3622	-	GH33(49-372)	GH33_e85	GH33	Y(1-21)	3
CP065319.1_3703	-	GT2(6-124)	GT2	GT2	N	3
CP065319.1_3704	-	GT32(25-101)	GT32_e184	GT32	N	3
CP065319.1_3706	-	GT2(9-132)	GT2	GT2	N	3
CP065319.1_3772	-	PL40(2-907)	PL40_e1	PL40	N	3
CP065319.1_3773	-	GH28(233-493)	GH28_e57	GH28	N	3
CP065319.1_3783	-	GT3(13-347)	GT3_e2	GT3	N	3
CP065319.1_3784	2.4.1.1	GT35(270-707)	GT35_e7	GT35	N	3
CP065319.1_3821	-	CBM62(463-534)+CBM62(541-604)	CBM62_e1	CBM62	N	3
CP065319.1_3891	N	CE1(446-687)	N	N	N	1
CP065319.1_39	-	GT4(246-376)	GT4_e3204	GT4	N	3
CP065319.1_3905	-	GT4(198-349)	GT4_e633	GT4	N	3
CP065319.1_3907	-	GT4(184-333)	GT4_e3319	GT4	N	3
CP065319.1_4025	-	CBM62(463-534)+CBM62(541-604)	CBM62_e1	CBM62	N	3
CP065319.1_4039	-	CE9(5-378)	CE9_e7	CE9	N	3
CP065319.1_4040	-	CE9(5-378)	CE9_e7	CE9	N	3
CP065319.1_448	3.2.1.52|3.2.1.-|-	GH20(151-498)	GH20_e12+CBM32_e198	GH20	Y(1-31)	3
CP065319.1_449	3.2.1.52|3.2.1.-	GH20(154-509)	GH20_e12	GH20	Y(1-23)	3
CP065319.1_450	3.2.1.25	GH2(74-844)	GH2_e80	GH2	N	3
CP065319.1_451	3.2.1.18	GH33(4-172)	GH33_e121	N	N	2
CP065319.1_452	3.2.1.18	GH33(191-324)	GH33_e121	GH33	N	3
CP065319.1_46	-	GT2(6-110)	GT2	GT2	N	3
CP065319.1_462	-	CE20(103-362)	CE20_e34	CE20	N	3
CP065319.1_512	3.2.1.-|3.2.1.55	GH43_29(33-311)	GH43_e22	GH43_29	Y(1-23)	3
CP065319.1_513	3.2.1.55	GH51(197-658)	GH51_e47	GH51	Y(1-22)	3
CP065319.1_514	3.2.1.-|3.2.1.99	GH43_4(60-372)	GH43_e326	GH43_4	Y(1-25)	3
CP065319.1_519	3.2.1.99	GH43_4(154-522)	GH43_e183	GH43_4	N	3
CP065319.1_526	3.2.1.185	GH146(32-551)	GH146_e0	GH146	N	3
CP065319.1_527	3.2.1.55	GH51(14-514)	GH51_e19	GH51	Y(1-31)	3
CP065319.1_541	-	GH109(4-185)	GH109_e7	N	N	2
CP065319.1_546	-	GH25(101-276)	GH25_e217	GH25	N	3
CP065319.1_574	-	GT2(8-174)	GT2	GT2	N	3
CP065319.1_58	-	GT51(61-240)	GT51_e160	GT51	N	3
CP065319.1_671	-	GH23(303-459)	GH23_e996	GH23	N	3
CP065319.1_684	-	GT51(68-225)	GT51_e13	GT51	N	3
CP065319.1_694	-	CE1(31-261)	CE1_e22	N	Y(1-22)	2
CP065319.1_699	-	GH88(71-395)	GH88_e24	GH88	Y(1-63)	3
CP065319.1_702	3.2.1.55|3.2.1.37|-	GH43_10(37-307)	GH43_e0+CBM91_e10	GH43_10	Y(1-21)	3
CP065319.1_707	-	GH97(24-645)	GH97_e24	GH97	Y(1-24)	3
CP065319.1_73	2.4.1.18	GH13_8(220-511)	CBM48_e32+GH13_e20	GH13_8	N	3
CP065319.1_74	3.2.1.20	GH13_38(33-400)	GH13_e113	GH13_38	N	3
CP065319.1_820	-	GH73(15-143)	GH73_e221	GH73	N	3
CP065319.1_883	4.2.2.7	PL13(30-398)	PL13_e0	PL13	Y(1-20)	3
CP065319.1_885	3.2.1.23	GH2(18-730)	GH2_e137	GH2	Y(1-22)	3
CP065319.1_891	4.2.2.7|4.2.2.8	PL12_2(435-565)	PL12_e7	PL12_2	N	3
CP065319.1_896	3.2.1.-	GH88(102-416)	GH88_e11	GH88	Y(1-28)	3
CP065319.1_897	4.2.2.8|4.2.2.7	PL12_2(404-534)	PL12_e18	PL12_2	Y(1-23)	3
CP065319.1_901	4.2.2.7|4.2.2.8	PL15_2(538-693)	PL15_e0	PL15_2	N	3
CP065319.1_975	3.2.1.3|3.2.1.20	GH97(16-704)	GH97_e22	GH97	Y(1-27)	3
CP065319.1_986	-	GT2(4-167)	GT2	GT2	N	3
CP065319.1_1527	-	N	CBM50_e27	CBM50	Y(1-24)	2
CP065319.1_2802	-	N	GH24_e69	N	Y(1-20)	1
CP065319.1_3077	-	N	CBM91_e19	N	N	1
CP065319.1_3707	-	N	GT4_e1903	GT0	N	2
CP065319.1_2263	-	N	GH51_e3	GH51	N	2
CP065319.1_2331	-	N	GT4_e1579	GT4	N	2
CP065319.1_50	-	N	GT2	GT2	N	2
CP065319.1_700	-	N	CBM91_e10	N	N	1
CP065319.1_1745	-	N	CBM32_e83	CBM32	N	2
CP065319.1_2021	-	N	GT2	GT2	N	2
CP065319.1_2334	-	N	GT23_e5	GT0	N	2
CP065319.1_590	-	N	GH24_e168	N	Y(1-21)	1
CP065319.1_175	-	N	CBM50_e801	CBM50	N	2
CP065319.1_1784	3.2.1.131	N	GH115_e0	GH115	Y(1-20)	2
CP065319.1_2009	-	N	GT2	GT2	N	2
CP065319.1_3708	-	N	GT4_e38	GT4	N	2
CP065319.1_45	-	N	GT4_e375	N	N	1
CP065319.1_2487	-	N	GH35_e44	N	Y(1-22)	1
CP065319.1_3884	-	N	CBM50_e831+CBM50_e831+CBM50_e831	CBM50	Y(1-24)	2
CP065319.1_3908	-	N	GT4_e116	GT4	N	2
CP065319.1_9	N	N	N	GT58	N	1
CP065319.1_24	N	N	N	GH13_11	N	1
CP065319.1_125	N	N	N	GT83	N	1
CP065319.1_158	N	N	N	GT4	N	1
CP065319.1_161	N	N	N	GH28	N	1
CP065319.1_419	N	N	N	GT30	N	1
CP065319.1_460	N	N	N	CE20	N	1
CP065319.1_461	N	N	N	CE20	N	1
CP065319.1_491	N	N	N	GH28	N	1
CP065319.1_520	N	N	N	GH43_3	Y(1-24)	1
CP065319.1_547	N	N	N	GT106	N	1
CP065319.1_672	N	N	N	GH39	N	1
CP065319.1_683	N	N	N	GT51	Y(1-27)	1
CP065319.1_705	N	N	N	GH28	N	1
CP065319.1_959	N	N	N	GH6	N	1
CP065319.1_981	N	N	N	GH13_31	N	1
CP065319.1_1223	N	N	N	GH5_11	N	1
CP065319.1_1371	N	N	N	CBM0	N	1
CP065319.1_1758	N	N	N	GT32	N	1
CP065319.1_1780	N	N	N	GT2	N	1
CP065319.1_1867	N	N	N	CBM0	Y(1-22)	1
CP065319.1_1874	N	N	N	CBM0	Y(1-23)	1
CP065319.1_1898	N	N	N	GH43_3	Y(1-25)	1
CP065319.1_1900	N	N	N	GH2	Y(1-26)	1
CP065319.1_1912	N	N	N	CBM0	N	1
CP065319.1_1922	N	N	N	CBM0	Y(1-19)	1
CP065319.1_1929	N	N	N	GH43	Y(1-23)	1
CP065319.1_1986	N	N	N	GT2	N	1
CP065319.1_2205	N	N	N	GH35	Y(1-21)	1
CP065319.1_2234	N	N	N	GT4	N	1
CP065319.1_2266	N	N	N	GH159	N	1
CP065319.1_2332	N	N	N	GT0	N	1
CP065319.1_2597	N	N	N	GH1	N	1
CP065319.1_2601	N	N	N	GH38	N	1
CP065319.1_2640	N	N	N	CBM0	Y(1-25)	1
CP065319.1_2721	N	N	N	GH13	N	1
CP065319.1_2731	N	N	N	CBM50	N	1
CP065319.1_2922	N	N	N	CBM0	Y(1-24)	1
CP065319.1_3055	N	N	N	GH13_30	N	1
CP065319.1_3180	N	N	N	GT2	N	1
CP065319.1_3288	N	N	N	GH101	N	1
CP065319.1_3326	N	N	N	GH13	N	1
CP065319.1_3360	N	N	N	GT2	N	1
CP065319.1_3377	N	N	N	GH1	N	1
CP065319.1_3397	N	N	N	GH101	N	1
CP065319.1_3435	N	N	N	GH43_1	N	1
CP065319.1_3524	N	N	N	GT2	N	1
CP065319.1_3576	N	N	N	GT2	N	1
CP065319.1_3632	N	N	N	GT2	N	1
CP065319.1_3640	N	N	N	GH35	N	1
CP065319.1_3721	N	N	N	CE8	N	1
CP065319.1_3947	N	N	N	GH28	N	1
CP065319.1_3983	N	N	N	GT1	N	1
