HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2.hmm	170	CP065319.1_2012	280	5.8e-18	1	97	7	102	0.564705882353
GT4.hmm	160	CP065319.1_2013	368	7.7e-26	9	157	192	336	0.925
GT2.hmm	170	CP065319.1_2014	279	3e-19	1	100	7	105	0.582352941176
GT2.hmm	170	CP065319.1_2015	267	1.4e-21	1	108	8	116	0.629411764706
GT2.hmm	170	CP065319.1_2016	269	6.1e-22	1	132	4	134	0.770588235294
GT4.hmm	160	CP065319.1_2020	381	1e-31	9	156	203	346	0.91875
GT9.hmm	225	CP065319.1_2023	353	6.6e-31	3	196	75	306	0.857777777778
GT4.hmm	160	CP065319.1_2024	369	5.5e-29	6	157	187	340	0.94375
GT9.hmm	225	CP065319.1_2025	344	3.7e-35	3	216	72	318	0.946666666667
PL29.hmm	301	CP065319.1_2036	869	6.8e-114	1	301	359	690	0.996677740864
GH92.hmm	491	CP065319.1_204	758	2.4e-178	2	487	270	756	0.987780040733
PL8_2.hmm	247	CP065319.1_2040	954	1.4e-90	1	247	577	809	0.995951417004
GH88.hmm	329	CP065319.1_2042	401	2.7e-130	6	328	70	393	0.978723404255
GH130.hmm	296	CP065319.1_205	323	1.6e-95	1	296	19	317	0.996621621622
GH2.hmm	752	CP065319.1_2053	1036	1.8e-221	20	751	54	910	0.972074468085
CBM67.hmm	176	CP065319.1_2061	879	1.7e-42	3	171	150	330	0.954545454545
GH78.hmm	504	CP065319.1_2061	879	1.6e-155	5	503	357	861	0.988095238095
GH2.hmm	752	CP065319.1_2062	801	3.8e-91	26	532	23	737	0.672872340426
GH173.hmm	255	CP065319.1_2065	534	3.5e-69	1	255	96	381	0.996078431373
GH36.hmm	688	CP065319.1_2067	700	8e-82	107	682	84	671	0.835755813953
GH36.hmm	688	CP065319.1_2068	1170	1.9e-82	108	681	79	671	0.832848837209
GH173.hmm	255	CP065319.1_2068	1170	7.2e-73	1	255	753	1018	0.996078431373
PL8_2.hmm	247	CP065319.1_2085	1025	4.5e-88	1	247	617	861	0.995951417004
CBM62.hmm	131	CP065319.1_2087	602	9.9e-17	63	131	403	470	0.519083969466
GH76.hmm	358	CP065319.1_2116	380	1.2e-85	17	336	43	358	0.891061452514
GH76.hmm	358	CP065319.1_2117	393	1.4e-70	33	329	67	371	0.826815642458
GH125.hmm	402	CP065319.1_2118	490	2.9e-189	2	402	76	474	0.995024875622
CE4.hmm	130	CP065319.1_2156	205	6.9e-25	4	110	21	123	0.815384615385
GH130.hmm	296	CP065319.1_2202	353	2.7e-88	2	296	5	347	0.993243243243
CE20.hmm	249	CP065319.1_2214	478	1e-88	3	248	102	360	0.983935742972
GH78.hmm	504	CP065319.1_2235	857	1.9e-142	4	504	291	838	0.992063492063
GH43_31.hmm	268	CP065319.1_2255	329	3.3e-108	3	265	35	302	0.977611940299
GH43.hmm	248	CP065319.1_2265	396	3.7e-37	9	226	65	362	0.875
GH66.hmm	556	CP065319.1_2274	593	9.7e-201	2	554	46	591	0.992805755396
GH31.hmm	427	CP065319.1_2275	835	1.6e-147	1	427	233	683	0.997658079625
GH3.hmm	216	CP065319.1_2282	765	1.4e-62	5	215	115	342	0.972222222222
GH16_3.hmm	230	CP065319.1_2286	273	1.6e-57	2	229	39	271	0.986956521739
GH18.hmm	296	CP065319.1_2304	322	8.3e-39	23	282	51	304	0.875
GH43_34.hmm	280	CP065319.1_2309	333	1.9e-100	1	280	28	324	0.996428571429
GH30_4.hmm	484	CP065319.1_2310	532	3.7e-196	2	483	33	528	0.993801652893
GT2.hmm	170	CP065319.1_2329	250	1.2e-27	1	131	11	139	0.764705882353
GT4.hmm	160	CP065319.1_2330	428	2.6e-24	8	153	245	390	0.90625
GH43_3.hmm	299	CP065319.1_2343	336	4.1e-113	1	299	31	316	0.996655518395
GH109.hmm	399	CP065319.1_2344	432	3e-33	3	161	41	190	0.395989974937
GH115.hmm	697	CP065319.1_2351	985	1.9e-216	2	586	31	670	0.83787661406
GH93.hmm	307	CP065319.1_2352	599	3.7e-24	5	270	91	368	0.86319218241
GH105.hmm	332	CP065319.1_2353	371	1.6e-72	12	330	59	367	0.957831325301
GH43_3.hmm	299	CP065319.1_2356	632	4.6e-97	1	299	318	613	0.996655518395
GH2.hmm	752	CP065319.1_2363	904	1.6e-85	45	532	67	735	0.647606382979
GH130.hmm	296	CP065319.1_2364	387	2.1e-83	13	287	63	373	0.925675675676
GH105.hmm	332	CP065319.1_2365	368	5.6e-73	14	330	58	364	0.951807228916
GH63.hmm	570	CP065319.1_2368	908	3.6e-17	282	562	412	811	0.491228070175
GH43_3.hmm	299	CP065319.1_2370	628	5.3e-107	1	299	320	610	0.996655518395
GH43_31.hmm	268	CP065319.1_2375	440	2.1e-107	2	267	154	419	0.988805970149
GH76.hmm	358	CP065319.1_2376	516	4.1e-66	32	326	176	484	0.821229050279
GH105.hmm	332	CP065319.1_2377	549	1.5e-71	9	330	235	546	0.96686746988
GH73.hmm	128	CP065319.1_244	519	5.8e-35	2	128	12	144	0.984375
GH89.hmm	663	CP065319.1_2502	719	2.8e-212	2	662	66	714	0.995475113122
GH89.hmm	663	CP065319.1_2506	728	1.2e-233	2	649	62	702	0.975867269985
GT30.hmm	177	CP065319.1_2581	408	7.4e-49	10	176	43	205	0.937853107345
GH27.hmm	229	CP065319.1_2668	615	3.1e-67	4	229	211	454	0.982532751092
CE7.hmm	313	CP065319.1_2735	388	2.4e-72	11	262	129	382	0.801916932907
GH3.hmm	216	CP065319.1_2770	1004	5.1e-57	3	215	109	333	0.981481481481
GH20.hmm	337	CP065319.1_2877	836	2.2e-93	15	336	313	723	0.952522255193
GH36.hmm	688	CP065319.1_2887	949	2.3e-212	3	686	28	711	0.99273255814
GH2.hmm	752	CP065319.1_2888	622	2.5e-107	25	394	61	493	0.490691489362
GH43_26.hmm	294	CP065319.1_2889	367	1.6e-87	2	294	40	348	0.993197278912
GH3.hmm	216	CP065319.1_2891	767	2.4e-36	8	213	175	434	0.949074074074
GH97.hmm	631	CP065319.1_2893	687	1.9e-164	11	630	41	683	0.980982567353
GH97.hmm	631	CP065319.1_2896	652	8.2e-198	11	627	23	647	0.976228209192
GH3.hmm	216	CP065319.1_2902	762	1.6e-68	2	214	74	294	0.981481481481
GH92.hmm	491	CP065319.1_2910	733	5.1e-188	5	487	242	731	0.9816700611
GH43_18.hmm	229	CP065319.1_2918	331	6e-69	2	229	74	314	0.991266375546
GH3.hmm	216	CP065319.1_2920	748	1.1e-69	4	216	94	314	0.981481481481
GH43_17.hmm	266	CP065319.1_2921	327	1.6e-94	1	265	27	303	0.992481203008
GH97.hmm	631	CP065319.1_2924	665	3.6e-210	5	630	14	663	0.990491283677
PL10_1.hmm	288	CP065319.1_3022	365	3e-121	1	287	62	350	0.993055555556
GH37.hmm	491	CP065319.1_3036	434	2.6e-94	80	486	26	426	0.826883910387
GH3.hmm	216	CP065319.1_3037	743	1.7e-68	2	214	56	276	0.981481481481
CBM67.hmm	176	CP065319.1_3038	926	4e-37	11	171	173	343	0.909090909091
GH78.hmm	504	CP065319.1_3038	926	2.5e-145	3	503	367	878	0.992063492063
GH28.hmm	325	CP065319.1_3040	477	1.2e-43	64	312	189	460	0.763076923077
GH127.hmm	524	CP065319.1_3043	930	6.7e-60	43	523	57	521	0.916030534351
GH43_34.hmm	280	CP065319.1_3043	930	3.5e-108	1	280	632	912	0.996428571429
GH109.hmm	399	CP065319.1_3099	371	3.1e-16	5	158	10	154	0.383458646617
GH109.hmm	399	CP065319.1_3100	496	9.9e-19	3	163	38	189	0.401002506266
GT2.hmm	170	CP065319.1_3107	350	9.2e-25	1	133	4	145	0.776470588235
CBM20.hmm	90	CP065319.1_3110	894	5.9e-16	13	87	138	214	0.822222222222
GH77.hmm	494	CP065319.1_3110	894	8.5e-157	1	490	240	885	0.98987854251
GH171.hmm	355	CP065319.1_3119	389	3e-119	1	355	44	387	0.997183098592
CBM67.hmm	176	CP065319.1_3154	918	5.4e-36	1	168	154	334	0.948863636364
GH78.hmm	504	CP065319.1_3154	918	3.9e-182	4	503	363	876	0.990079365079
GH29.hmm	346	CP065319.1_3315	437	5.2e-109	22	346	20	353	0.936416184971
GH29.hmm	346	CP065319.1_3345	625	2.1e-81	38	333	31	342	0.852601156069
GH32.hmm	293	CP065319.1_3353	611	8.1e-101	1	289	150	445	0.982935153584
GH13_14.hmm	289	CP065319.1_3433	669	1.8e-118	1	289	202	526	0.996539792388
CE20.hmm	249	CP065319.1_3434	545	1.4e-37	3	135	101	251	0.530120481928
CE20.hmm	249	CP065319.1_3434	545	5.7e-44	122	247	416	541	0.502008032129
GH10.hmm	303	CP065319.1_3436	379	4.1e-108	2	302	33	373	0.990099009901
GH43_1.hmm	310	CP065319.1_3437	326	1.1e-163	2	310	8	317	0.993548387097
GH67.hmm	669	CP065319.1_3438	714	1.1e-278	29	666	41	681	0.952167414051
GT2.hmm	170	CP065319.1_3561	617	1.2e-31	1	130	6	133	0.758823529412
GH73.hmm	128	CP065319.1_3582	302	5.1e-35	4	128	40	167	0.96875
GT2.hmm	170	CP065319.1_3612	391	7.6e-17	1	166	57	223	0.970588235294
GH33.hmm	342	CP065319.1_3618	545	8.8e-89	7	339	164	534	0.970760233918
GH33.hmm	342	CP065319.1_3622	387	2.3e-91	11	333	49	372	0.941520467836
GT2.hmm	170	CP065319.1_3703	326	3.1e-22	1	117	6	124	0.682352941176
GT32.hmm	90	CP065319.1_3704	256	2e-20	3	88	25	101	0.944444444444
GT2.hmm	170	CP065319.1_3706	258	1.5e-24	1	129	9	132	0.752941176471
PL40.hmm	873	CP065319.1_3772	923	1.6e-269	4	839	2	907	0.956471935853
GH28.hmm	325	CP065319.1_3773	511	2.8e-42	62	309	233	493	0.76
GT3.hmm	637	CP065319.1_3783	554	1.2e-128	1	346	13	347	0.541601255887
GT35.hmm	674	CP065319.1_3784	855	2.4e-115	208	629	270	707	0.624629080119
CBM62.hmm	131	CP065319.1_3821	670	2.9e-24	60	131	463	534	0.541984732824
CBM62.hmm	131	CP065319.1_3821	670	3.1e-19	2	63	541	604	0.465648854962
CE1.hmm	227	CP065319.1_3891	699	1.7e-18	5	217	446	687	0.933920704846
GT4.hmm	160	CP065319.1_39	409	8.4e-23	15	152	246	376	0.85625
GT4.hmm	160	CP065319.1_3905	378	1.9e-36	6	159	198	349	0.95625
GT4.hmm	160	CP065319.1_3907	360	5.7e-20	8	158	184	333	0.9375
CBM62.hmm	131	CP065319.1_4025	670	2.9e-24	60	131	463	534	0.541984732824
CBM62.hmm	131	CP065319.1_4025	670	3.1e-19	2	63	541	604	0.465648854962
CE9.hmm	373	CP065319.1_4039	389	3.1e-112	1	373	5	378	0.997319034853
CE9.hmm	373	CP065319.1_4040	391	1.4e-106	1	373	5	378	0.997319034853
GH20.hmm	337	CP065319.1_448	692	2.5e-121	8	336	151	498	0.973293768546
GH20.hmm	337	CP065319.1_449	775	2.7e-125	8	336	154	509	0.973293768546
GH2.hmm	752	CP065319.1_450	932	4.5e-111	21	590	74	844	0.75664893617
GH33.hmm	342	CP065319.1_451	187	7.4e-44	169	331	4	172	0.473684210526
GH33.hmm	342	CP065319.1_452	341	6.8e-27	11	132	191	324	0.353801169591
GT2.hmm	170	CP065319.1_46	250	1e-28	1	108	6	110	0.629411764706
CE20.hmm	249	CP065319.1_462	474	1.2e-87	3	249	103	362	0.987951807229
GH43_29.hmm	278	CP065319.1_512	323	1.6e-120	1	278	33	311	0.996402877698
GH51.hmm	630	CP065319.1_513	661	2.9e-112	110	542	197	658	0.685714285714
GH43_4.hmm	310	CP065319.1_514	514	6.3e-98	1	310	60	372	0.996774193548
GH43_4.hmm	310	CP065319.1_519	635	1.6e-90	1	310	154	522	0.996774193548
GH146.hmm	503	CP065319.1_526	793	9.8e-217	1	503	32	551	0.998011928429
GH51.hmm	630	CP065319.1_527	515	2.4e-143	74	542	14	514	0.742857142857
GH109.hmm	399	CP065319.1_541	329	1.9e-25	4	196	4	185	0.481203007519
GH25.hmm	177	CP065319.1_546	299	2.8e-56	1	177	101	276	0.994350282486
GT2.hmm	170	CP065319.1_574	248	1.6e-29	2	168	8	174	0.976470588235
GT51.hmm	177	CP065319.1_58	776	8.1e-57	6	177	61	240	0.966101694915
GH23.hmm	135	CP065319.1_671	464	5.1e-22	14	126	303	459	0.82962962963
GT51.hmm	177	CP065319.1_684	815	8.4e-46	18	176	68	225	0.892655367232
CE1.hmm	227	CP065319.1_694	273	4e-51	1	218	31	261	0.955947136564
GH88.hmm	329	CP065319.1_699	407	3.6e-127	3	329	71	395	0.990881458967
GH43_10.hmm	271	CP065319.1_702	487	1.5e-110	1	271	37	307	0.9963099631
GH97.hmm	631	CP065319.1_707	650	5e-180	11	630	24	645	0.980982567353
GH13_8.hmm	293	CP065319.1_73	671	1.5e-148	1	293	220	511	0.996587030717
GH13_38.hmm	375	CP065319.1_74	566	1.1e-186	1	375	33	400	0.997333333333
GH73.hmm	128	CP065319.1_820	504	1.3e-30	5	128	15	143	0.9609375
PL13.hmm	363	CP065319.1_883	399	7.9e-207	3	363	30	398	0.99173553719
GH2.hmm	752	CP065319.1_885	814	1.3e-115	22	568	18	730	0.726063829787
PL12_2.hmm	131	CP065319.1_891	726	1e-57	1	131	435	565	0.992366412214
GH88.hmm	329	CP065319.1_896	435	3.6e-119	7	328	102	416	0.975683890578
PL12_2.hmm	131	CP065319.1_897	667	1.7e-63	1	131	404	534	0.992366412214
PL15_2.hmm	156	CP065319.1_901	878	8.6e-103	1	156	538	693	0.99358974359
GH97.hmm	631	CP065319.1_975	720	2e-262	4	630	16	704	0.992076069731
GT2.hmm	170	CP065319.1_986	317	2e-34	1	168	4	167	0.982352941176
