HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4.hmm	160	CP065316.1_1182	416	1.3e-35	8	156	238	383	0.925
GH57.hmm	383	CP065316.1_1183	501	1.5e-64	2	314	6	327	0.814621409922
GH23.hmm	135	CP065316.1_1207	548	2.4e-24	4	120	123	259	0.859259259259
GH31.hmm	427	CP065316.1_1264	889	1.6e-110	1	427	205	650	0.997658079625
GH43_24.hmm	246	CP065316.1_1268	637	2.7e-90	2	246	54	342	0.991869918699
GH16_3.hmm	230	CP065316.1_1268	637	8.8e-61	1	230	385	635	0.995652173913
GH3.hmm	216	CP065316.1_1341	993	8.3e-54	5	214	105	327	0.967592592593
GH36.hmm	688	CP065316.1_1358	732	3.5e-212	2	687	27	714	0.995639534884
GH3.hmm	216	CP065316.1_1375	769	2.8e-64	4	215	108	336	0.976851851852
CE20.hmm	249	CP065316.1_1427	494	8.8e-83	3	248	115	380	0.983935742972
GH3.hmm	216	CP065316.1_1436	968	5.3e-69	4	212	212	431	0.962962962963
CE12.hmm	210	CP065316.1_1448	1627	4.5e-43	1	208	17	263	0.985714285714
CE8.hmm	288	CP065316.1_1448	1627	1.3e-73	2	287	1182	1489	0.989583333333
GH13_38.hmm	375	CP065316.1_1511	571	3.7e-171	1	375	32	397	0.997333333333
GH16_3.hmm	230	CP065316.1_1520	266	5.8e-56	1	230	33	261	0.995652173913
GH95.hmm	722	CP065316.1_1545	1243	1e-269	5	714	344	1130	0.981994459834
GH85.hmm	315	CP065316.1_1574	1009	1.2e-35	14	315	117	433	0.955555555556
GH92.hmm	491	CP065316.1_1659	765	7.8e-161	2	491	226	748	0.995926680244
GH2.hmm	752	CP065316.1_1660	1241	2.2e-83	18	562	238	984	0.723404255319
GH43_2.hmm	273	CP065316.1_1661	1462	4.5e-25	15	273	92	353	0.945054945055
GH2.hmm	752	CP065316.1_1661	1462	8.8e-82	23	413	429	948	0.518617021277
GT2.hmm	170	CP065316.1_1665	441	1.1e-23	1	142	200	345	0.829411764706
GH25.hmm	177	CP065316.1_1689	253	3.4e-38	2	174	54	224	0.971751412429
GH43_12.hmm	281	CP065316.1_1705	566	1.6e-104	2	281	58	354	0.992882562278
CBM91.hmm	200	CP065316.1_1705	566	2.6e-43	5	180	387	563	0.875
GH3.hmm	216	CP065316.1_1706	855	1.6e-65	3	215	59	304	0.981481481481
CE8.hmm	288	CP065316.1_1707	1160	1.3e-46	17	285	754	1019	0.930555555556
PL1_2.hmm	183	CP065316.1_1708	691	1e-70	1	183	70	260	0.994535519126
PL1_2.hmm	183	CP065316.1_1709	692	5.7e-71	1	183	77	264	0.994535519126
GH2.hmm	752	CP065316.1_1727	1035	1e-214	18	749	51	905	0.972074468085
GH28.hmm	325	CP065316.1_1728	261	1.7e-19	9	131	76	260	0.375384615385
GH28.hmm	325	CP065316.1_1729	243	1.6e-50	134	319	12	220	0.569230769231
GH31.hmm	427	CP065316.1_1752	802	2e-123	1	427	226	666	0.997658079625
CE1.hmm	227	CP065316.1_1766	287	2.1e-21	8	215	35	271	0.911894273128
GH92.hmm	491	CP065316.1_1820	751	5.7e-169	4	490	244	749	0.989816700611
GT30.hmm	177	CP065316.1_1826	417	9.7e-44	12	176	47	207	0.926553672316
GH109.hmm	399	CP065316.1_1845	481	3.8e-171	3	397	59	462	0.987468671679
CE4.hmm	130	CP065316.1_1859	218	3.1e-25	4	120	34	146	0.892307692308
GH13.hmm	299	CP065316.1_1902	760	3.5e-50	9	295	330	653	0.95652173913
GT4.hmm	160	CP065316.1_1912	364	1.9e-24	9	156	190	333	0.91875
GT9.hmm	225	CP065316.1_1916	354	2.2e-31	2	218	79	330	0.96
GH97.hmm	631	CP065316.1_1919	666	1.6e-209	12	630	21	660	0.9793977813
GH13.hmm	299	CP065316.1_1920	482	1.2e-53	13	291	66	361	0.929765886288
GT4.hmm	160	CP065316.1_1937	403	1.4e-26	8	149	235	368	0.88125
GT2.hmm	170	CP065316.1_1963	346	1.5e-35	1	167	8	176	0.976470588235
GT2.hmm	170	CP065316.1_1969	335	2.6e-28	1	132	7	137	0.770588235294
GT2.hmm	170	CP065316.1_1970	339	2.9e-27	1	112	7	118	0.652941176471
GT2.hmm	170	CP065316.1_1971	337	6.2e-29	1	165	18	194	0.964705882353
GT8.hmm	257	CP065316.1_1972	307	5e-62	32	256	3	252	0.871595330739
GT8.hmm	257	CP065316.1_1973	310	3.6e-58	32	255	6	255	0.867704280156
GH43_2.hmm	273	CP065316.1_1974	888	6.8e-98	1	273	251	533	0.996336996337
GT4.hmm	160	CP065316.1_1987	360	2.5e-32	8	157	181	329	0.93125
GT4.hmm	160	CP065316.1_2058	380	2e-26	9	157	202	346	0.925
GT28.hmm	157	CP065316.1_2106	367	5e-45	2	156	192	349	0.980891719745
GT4.hmm	160	CP065316.1_2121	368	3.3e-28	8	154	194	338	0.9125
GH2.hmm	752	CP065316.1_2146	836	6.3e-122	23	484	20	614	0.613031914894
GH16_3.hmm	230	CP065316.1_2163	266	3.2e-49	1	230	36	262	0.995652173913
GH171.hmm	355	CP065316.1_2231	402	3.2e-106	1	355	53	398	0.997183098592
CE3.hmm	194	CP065316.1_2234	223	4.4e-17	4	185	12	210	0.932989690722
CE20.hmm	249	CP065316.1_2235	694	1.7e-80	3	248	302	583	0.983935742972
GT19.hmm	354	CP065316.1_2256	380	1.2e-110	2	352	4	357	0.988700564972
GH33.hmm	342	CP065316.1_2285	376	1.4e-84	9	329	39	358	0.93567251462
GH33.hmm	342	CP065316.1_2289	547	1.7e-91	10	340	167	536	0.964912280702
GT83.hmm	540	CP065316.1_2293	579	2e-70	3	482	13	524	0.887037037037
GH43_28.hmm	262	CP065316.1_2318	566	2.8e-105	1	260	51	310	0.988549618321
CBM32.hmm	124	CP065316.1_2318	566	2.7e-21	6	107	352	468	0.814516129032
GT2.hmm	170	CP065316.1_235	335	7.2e-23	1	128	10	134	0.747058823529
GH123.hmm	538	CP065316.1_2400	531	7.8e-172	6	537	11	525	0.986988847584
CE1.hmm	227	CP065316.1_2441	725	9.3e-16	5	207	446	687	0.88986784141
GH13_8.hmm	293	CP065316.1_2458	677	4.8e-145	1	293	220	511	0.996587030717
GH20.hmm	337	CP065316.1_249	777	3.1e-126	8	336	154	509	0.973293768546
GH23.hmm	135	CP065316.1_2493	463	1.6e-26	13	125	300	457	0.82962962963
GH92.hmm	491	CP065316.1_253	753	1.7e-183	4	491	244	751	0.991853360489
GH2.hmm	752	CP065316.1_2549	603	2.6e-91	27	431	34	510	0.537234042553
GH3.hmm	216	CP065316.1_2550	991	2.3e-65	2	216	360	583	0.990740740741
GH3.hmm	216	CP065316.1_2551	820	6.6e-72	3	216	58	266	0.986111111111
GH2.hmm	752	CP065316.1_2552	823	2.2e-118	24	475	5	608	0.599734042553
GH84.hmm	295	CP065316.1_2554	851	5e-101	1	294	174	468	0.993220338983
GH36.hmm	688	CP065316.1_2575	734	5.3e-204	1	686	27	707	0.995639534884
GT2.hmm	170	CP065316.1_2577	318	1.6e-21	2	151	10	161	0.876470588235
CE19.hmm	332	CP065316.1_259	395	5e-29	4	288	67	393	0.855421686747
GH13_14.hmm	289	CP065316.1_2628	674	5.9e-121	1	289	204	528	0.996539792388
GH20.hmm	337	CP065316.1_2649	783	3.7e-119	8	337	149	504	0.976261127596
GH130.hmm	296	CP065316.1_2651	319	4.5e-98	1	296	20	314	0.996621621622
GH92.hmm	491	CP065316.1_2652	743	5.4e-155	2	453	272	727	0.918533604888
GH3.hmm	216	CP065316.1_2659	780	6.7e-65	3	215	125	350	0.981481481481
CE11.hmm	271	CP065316.1_2677	461	3.1e-71	1	223	3	226	0.819188191882
GH78.hmm	504	CP065316.1_2699	898	6.8e-16	148	348	264	485	0.396825396825
GT2.hmm	170	CP065316.1_2755	333	5.2e-29	1	169	5	170	0.988235294118
CE1.hmm	227	CP065316.1_325	449	6.9e-56	6	222	168	444	0.95154185022
GT2.hmm	170	CP065316.1_329	504	2.3e-21	1	123	21	138	0.717647058824
CE1.hmm	227	CP065316.1_345	279	2.3e-29	5	207	39	242	0.88986784141
CE1.hmm	227	CP065316.1_409	449	6.9e-56	6	222	168	444	0.95154185022
GH110.hmm	548	CP065316.1_432	606	6.6e-180	2	548	33	582	0.996350364964
GH108.hmm	86	CP065316.1_451	188	1.6e-20	3	86	2	92	0.96511627907
GH32.hmm	293	CP065316.1_46	484	1.2e-66	1	293	33	324	0.996587030717
GH32.hmm	293	CP065316.1_51	617	1.9e-87	1	290	144	446	0.986348122867
CE9.hmm	373	CP065316.1_529	391	5.3e-99	4	373	8	380	0.98927613941
GT2.hmm	170	CP065316.1_530	262	1.5e-23	1	157	4	157	0.917647058824
GT4.hmm	160	CP065316.1_531	357	6.5e-20	11	128	185	296	0.73125
GT2.hmm	170	CP065316.1_554	255	1.9e-27	1	155	4	152	0.905882352941
GH43_2.hmm	273	CP065316.1_567	349	2.6e-114	1	272	46	319	0.992673992674
GH23.hmm	135	CP065316.1_588	322	1.6e-22	9	122	99	225	0.837037037037
GT2.hmm	170	CP065316.1_618	270	4.8e-21	1	148	4	148	0.864705882353
GT11.hmm	276	CP065316.1_619	291	2.6e-68	2	274	2	285	0.985507246377
GT6.hmm	280	CP065316.1_620	265	8.9e-58	44	267	2	224	0.796428571429
GT2.hmm	170	CP065316.1_631	246	1.3e-30	2	167	8	172	0.970588235294
GT2.hmm	170	CP065316.1_636	319	6.6e-33	1	168	4	167	0.982352941176
CE8.hmm	288	CP065316.1_642	1295	6.6e-67	3	286	349	648	0.982638888889
PL1_2.hmm	183	CP065316.1_642	1295	8e-61	1	183	795	998	0.994535519126
GH92.hmm	491	CP065316.1_643	741	2.1e-185	5	491	241	733	0.989816700611
GH92.hmm	491	CP065316.1_644	762	9.6e-177	2	491	231	735	0.995926680244
GH13_28.hmm	266	CP065316.1_661	479	4.2e-99	1	265	42	331	0.992481203008
GH31.hmm	427	CP065316.1_71	751	2.4e-102	1	426	187	616	0.995316159251
GH33.hmm	342	CP065316.1_736	383	7e-86	12	341	41	371	0.961988304094
GH3.hmm	216	CP065316.1_737	744	7.2e-70	3	215	59	301	0.981481481481
GT2.hmm	170	CP065316.1_760	308	1e-25	1	115	6	121	0.670588235294
GT4.hmm	160	CP065316.1_791	397	2.1e-27	6	154	211	357	0.925
GH73.hmm	128	CP065316.1_814	199	4.6e-17	5	125	98	197	0.9375
GH97.hmm	631	CP065316.1_85	704	2e-232	11	630	20	699	0.980982567353
GH28.hmm	325	CP065316.1_997	874	2.4e-81	6	309	68	439	0.932307692308
GH105.hmm	332	CP065316.1_997	874	1.7e-111	5	331	488	850	0.981927710843
CE12.hmm	210	CP065316.1_998	665	2e-72	1	210	415	649	0.995238095238
