Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CP065316.1_2458	2.4.1.18	GH13_8(220-511)	CBM48_e32+GH13_e20	CBM48+GH13_8	N	3
CP065316.1_249	3.2.1.52|3.2.1.-	GH20(154-509)	GH20_e12	GH20	Y(1-27)	3
CP065316.1_2493	-	GH23(300-457)	GH23_e762	GH23	Y(1-29)	3
CP065316.1_253	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(244-751)	GH92_e0	GH92	Y(1-26)	3
CP065316.1_2549	3.2.1.31	GH2(34-510)	GH2_e139	GH2	Y(1-22)	3
CP065316.1_2550	-	GH3(360-583)	GH3_e27	GH3	N	3
CP065316.1_2551	-	GH3(58-266)	GH3_e137	GH3	Y(1-23)	3
CP065316.1_2552	3.2.1.23	GH2(5-608)	GH2_e137	GH2	N	3
CP065316.1_2554	3.2.1.169|-	GH84(174-468)	GH84_e9+CBM32_e131	GH84	Y(1-24)	3
CP065316.1_2575	3.2.1.22	GH36(27-707)	GH36_e36	GH36	Y(1-26)	3
CP065316.1_2577	-	GT2(10-161)	GT2	GT2	N	3
CP065316.1_259	-	CE19(67-393)	CE19_e1	PL10_1	N	3
CP065316.1_2628	3.2.1.41|3.2.1.1|3.2.1.-|3.2.1.68	GH13_14(204-528)	CBM48_e14+GH13_e95	GH13_14	Y(1-28)	3
CP065316.1_2649	3.2.1.52|3.2.1.-	GH20(149-504)	GH20_e12	GH20	Y(1-24)	3
CP065316.1_2651	2.4.1.319|2.4.1.320	GH130(20-314)	GH130_e13	GH130	N	3
CP065316.1_2652	3.2.1.24	GH92(272-727)	GH92_e13	GH92	Y(1-27)	3
CP065316.1_2659	3.2.1.21|3.2.1.-	GH3(125-350)	GH3_e1	GH3	Y(1-21)	3
CP065316.1_2677	-	CE11(3-226)	CE11_e18	CE11	N	3
CP065316.1_2699	-	GH78(264-485)	CBM35_e43	CBM35	N	3
CP065316.1_2755	-	GT2(5-170)	GT2	GT2	N	3
CP065316.1_325	-	CE1(168-444)	CE1_e22	N	Y(1-33)	2
CP065316.1_329	-	GT2(21-138)	GT2	GT2	N	3
CP065316.1_345	N	CE1(39-242)	N	N	N	1
CP065316.1_409	-	CE1(168-444)	CE1_e22	N	Y(1-33)	2
CP065316.1_432	3.2.1.22|3.2.1.-	GH110(33-582)	GH110_e1	GH110	Y(1-26)	3
CP065316.1_451	-	GH108(2-92)	GH108_e40	GH108	N	3
CP065316.1_46	-	GH32(33-324)	GH32_e11	GH32	N	3
CP065316.1_51	3.2.1.80|3.2.1.65|3.2.1.26|3.2.1.153|3.2.1.64|2.4.1.99	GH32(144-446)	GH32_e16	GH32	Y(1-26)	3
CP065316.1_529	-	CE9(8-380)	CE9_e7	CE9	N	3
CP065316.1_530	-	GT2(4-157)	GT2	GT2	N	3
CP065316.1_531	-	GT4(185-296)	GT4_e2704	GT4	N	3
CP065316.1_554	-	GT2(4-152)	GT2	GT2	N	3
CP065316.1_567	3.2.1.55	GH43_2(46-319)	GH43_e327	GH43_2	Y(1-25)	3
CP065316.1_588	-	GH23(99-225)	GH23_e461	GH23	Y(1-25)	3
CP065316.1_618	-	GT2(4-148)	GT2	GT2	N	3
CP065316.1_619	2.4.1.69	GT11(2-285)	GT11_e40	GT11	N	3
CP065316.1_620	-	GT6(2-224)	GT6_e4	GT6	N	3
CP065316.1_631	-	GT2(8-172)	GT2	GT2	N	3
CP065316.1_636	-	GT2(4-167)	GT2	GT2	N	3
CP065316.1_642	4.2.2.2|-	CE8(349-648)+PL1_2(795-998)	CE8_e64+PL1_e60	CE8+PL1_2	Y(1-24)	3
CP065316.1_643	3.2.1.-|3.2.1.113|3.2.1.114|3.2.1.24	GH92(241-733)	GH92_e0	GH92	Y(1-20)	3
CP065316.1_644	3.2.1.113|3.2.1.-	GH92(231-735)	GH92_e18	GH92	Y(1-20)	3
CP065316.1_661	-	GH13_28(42-331)	GH13_e17	GH13_28	Y(1-56)	3
CP065316.1_71	-	GH31(187-616)	GH31_e8	GH31	Y(1-23)	3
CP065316.1_736	-	GH33(41-371)	GH33_e107	GH33	Y(1-23)	3
CP065316.1_737	3.2.1.37|3.2.1.55|3.2.1.21|3.2.1.6|3.2.1.73	GH3(59-301)	GH3_e0	GH3	Y(1-23)	3
CP065316.1_760	-	GT2(6-121)	GT2	GT2	N	3
CP065316.1_791	-	GT4(211-357)	GT4_e1075	GT4	N	3
CP065316.1_814	-	GH73(98-197)	GH73_e10	GH0	N	3
CP065316.1_85	3.2.1.3|3.2.1.20	GH97(20-699)	GH97_e22	GH97	N	3
CP065316.1_997	-	GH28(68-439)+GH105(488-850)	GH28_e80+GH105_e30	GH105+GH28	Y(1-22)	3
CP065316.1_998	-	CE12(415-649)	CE12_e30	CE12	Y(1-23)	3
CP065316.1_2317	-	N	CBM50_e633	CBM50	Y(1-25)	2
CP065316.1_533	-	N	GT4_e375	N	N	1
CP065316.1_555	-	N	GT4_e2349	GT4	N	2
CP065316.1_1334	-	N	GH18_e50	GH18	Y(1-22)	2
CP065316.1_257	-	N	CBM50_e871+CBM50_e871	CBM50	N	2
CP065316.1_758	-	N	GT2	N	N	1
CP065316.1_1200	-	N	GT2	GT2	N	2
CP065316.1_1439	-	N	GH18_e24	GH18	N	2
CP065316.1_1908	3.2.1.96	N	GH18_e152	GH18	Y(1-27)	2
CP065316.1_2655	-	N	GH18_e370+GH18_e54	GH18	Y(1-18)	2
CP065316.1_346	-	N	GH24_e100	N	Y(1-23)	1
CP065316.1_4	N	N	N	GH5_11	N	1
CP065316.1_48	N	N	N	GH35	Y(1-21)	1
CP065316.1_75	N	N	N	GH13	N	1
CP065316.1_168	N	N	N	GT4	N	1
CP065316.1_244	N	N	N	GH1	N	1
CP065316.1_283	N	N	N	GT1	N	1
CP065316.1_373	N	N	N	GH23	N	1
CP065316.1_668	N	N	N	CE8	N	1
CP065316.1_801	N	N	N	GH23	N	1
CP065316.1_1339	N	N	N	GT106	N	1
CP065316.1_1431	N	N	N	GH28	N	1
CP065316.1_1529	N	N	N	GH101	N	1
CP065316.1_1535	N	N	N	GT83	N	1
CP065316.1_1563	N	N	N	GT2	N	1
CP065316.1_1613	N	N	N	GH28	N	1
CP065316.1_1616	N	N	N	CBM32+GH0	Y(1-24)	1
CP065316.1_1664	N	N	N	GT2	N	1
CP065316.1_1679	N	N	N	GH13	N	1
CP065316.1_1726	N	N	N	GH105	Y(1-25)	1
CP065316.1_1777	N	N	N	GH13_31	N	1
CP065316.1_1808	N	N	N	GH38	N	1
CP065316.1_1829	N	N	N	GT2	N	1
CP065316.1_1958	N	N	N	GH13_26	N	1
CP065316.1_1998	N	N	N	GT0	N	1
CP065316.1_2069	N	N	N	GH13_11	N	1
CP065316.1_2188	N	N	N	GT58	N	1
CP065316.1_2269	N	N	N	GH1	N	1
CP065316.1_2324	N	N	N	GH13_30	N	1
CP065316.1_2365	N	N	N	GT2	N	1
CP065316.1_2546	N	N	N	GH105	Y(1-26)	1
CP065316.1_2547	N	N	N	GH117	Y(1-21)	1
CP065316.1_2578	N	N	N	GH28	N	1
CP065316.1_2660	N	N	N	GT2	N	1
CP065316.1_2708	N	N	N	CBM50	N	1
CP065316.1_2728	N	N	N	GH39	N	1
CP065316.1_2736	N	N	N	GT4	N	1
CP065316.1_2737	N	N	N	CBM4	Y(1-27)	1
CP065316.1_2757	N	N	N	GT2	N	1
