dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM50_e954	CBM50:346|GH23:339	-	chitin or peptidoglycan	42	CP065316.1_1207	548	1.4e-17	1	42	383	424	0.97619047619
GH31_e65	GH31:78	-	-	431	CP065316.1_1264	889	2.9e-194	1	431	206	651	0.997679814385
GH3_e208	GH3:174	3.2.1.21:4	beta-glucan	231	CP065316.1_1375	769	1.4e-114	2	231	109	338	0.991341991342
GH3_e88	GH3:482	3.2.1.37:15|3.2.1.55:3|3.2.1.21:1	xylan, arabinan, arabinoxylan, beta-glucan	228	CP065316.1_1436	968	6.6e-70	3	224	214	432	0.969298245614
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	plant pectic polysaccharide, xylan, alpha1,2-L-fucosidase sugar	743	CP065316.1_1545	1243	5e-280	3	731	344	1131	0.979811574697
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	arabinoxylan, xylan	295	CP065316.1_1705	566	2.5e-119	1	295	59	355	0.996610169492
CBM91_e1	CBM91:671|GH43_12:667|GH10:2|GH43_1:1|GH43:1	-	-	185	CP065316.1_1705	566	4.6e-45	2	184	388	563	0.983783783784
CE8_e65	CE8:10|CE12:3	-	-	301	CP065316.1_1707	1160	3.5e-57	11	300	750	1020	0.960132890365
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectate	184	CP065316.1_1708	691	6e-76	1	184	71	261	0.994565217391
GH2_e30	GH2:674|CBM51:7|CBM67:1	-	-	866	CP065316.1_1727	1035	0	5	865	56	907	0.993071593533
CE1_e24	CE1:8|CBM4:3|GH11:1|CBM88:1|CBM9:1|CBM6:1|CBM35:1	3.1.1.72:1|3.2.1.8:1	xylan	151	CP065316.1_1766	287	1.1e-16	2	148	35	194	0.966887417219
GH97_e10	GH97:90|CBM20:3	3.2.1.20:1	alpha-D-glucose residue	656	CP065316.1_1919	666	0	4	655	18	660	0.99237804878
GT2	GT2:78|GT4:1|GT32:1	-	-	163	CP065316.1_1970	339	7.9e-37	1	116	8	124	0.705521472393
GT8_e167	GT8:5	-	-	248	CP065316.1_1973	310	3.4e-123	1	248	7	256	0.995967741935
CE20_e16	CE20:217|CE0:1|GH33:1|CE3:1	-	-	283	CP065316.1_2235	694	9.3e-130	1	283	303	584	0.996466431095
GT19_e2	GT19:889	-	-	349	CP065316.1_2256	380	1.5e-129	1	349	5	358	0.997134670487
GT83_e8	GT83:112	-	-	559	CP065316.1_2293	579	5.1e-52	2	475	20	493	0.846153846154
CBM50_e633	CBM50:16|GH73:16	-	chitin or peptidoglycan	41	CP065316.1_2317	313	2e-18	1	41	272	312	0.975609756098
GT2	GT2:444	-	-	314	CP065316.1_235	335	1.4e-121	2	296	10	306	0.936305732484
GH123_e16	GH123:156	3.2.1.53:2|3.2.1.-:1	glycosphingolipid (host glycan), glycosphingolipid (host glycan)	534	CP065316.1_2400	531	2.6e-193	2	533	12	525	0.994382022472
GT2	GT2:308	-	-	168	CP065316.1_2577	318	6.6e-68	1	167	11	177	0.988095238095
CE19_e1	CE19:77	-	pectin	363	CP065316.1_259	395	2e-16	17	329	82	394	0.859504132231
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	CP065316.1_2628	674	2.3e-19	9	90	44	129	0.880434782609
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose 6(F)-phosphate, starch, starch, glycogen, and malto-oligosaccharides, pullulan (starch degradation by fungi)	310	CP065316.1_2628	674	1.6e-140	1	310	205	529	0.996774193548
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	N-glycan (host glycan, human milk oligosaccharides, chitin), mucin	351	CP065316.1_2649	783	2.1e-151	2	350	148	505	0.991452991453
GH130_e13	GH130:541	2.4.1.319:4|2.4.1.320:2	beta-mannan, beta-mannan	300	CP065316.1_2651	319	1.3e-150	1	299	21	314	0.993333333333
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	222	CP065316.1_2659	780	2.7e-82	1	221	126	350	0.990990990991
GT2	GT2:60	-	-	266	CP065316.1_2755	333	5.1e-110	1	265	6	271	0.992481203008
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	CP065316.1_325	449	8e-40	2	140	172	327	0.669902912621
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	CP065316.1_409	449	8e-40	2	140	172	327	0.669902912621
CE9_e7	CE9:187	-	-	374	CP065316.1_529	391	1.6e-177	2	374	7	381	0.994652406417
GT4_e375	GT4:8	-	-	138	CP065316.1_533	391	8.6e-23	2	134	209	339	0.95652173913
GT2	GT2:54	-	-	141	CP065316.1_554	255	1.7e-54	1	137	5	139	0.964539007092
GT4_e2349	GT4:51	-	-	133	CP065316.1_555	411	2.8e-50	2	131	241	370	0.96992481203
GH23_e461	GH23:8	-	-	132	CP065316.1_588	322	1.3e-79	2	132	95	225	0.984848484848
CE8_e64	CE8:7|PL1_2:7	-	-	300	CP065316.1_642	1295	7.1e-169	1	300	350	649	0.996666666667
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectate	184	CP065316.1_642	1295	2.9e-62	1	184	796	999	0.994565217391
GT2	GT2:5	-	-	266	CP065316.1_760	308	1.5e-39	1	133	7	118	0.496240601504
GH73_e10	GH73:59|CBM50:1	-	-	126	CP065316.1_814	199	4.6e-22	2	125	101	197	0.97619047619
PL10_e6	PL10_1:13|PL10:2	-	-	295	CP065316.1_1007	455	8.4e-97	1	259	62	326	0.874576271186
GH163_e7	GH163:34	3.2.1.-:1	N-glycan (host glycan)	253	CP065316.1_101	733	2.5e-153	1	253	197	449	0.99604743083
GT2	GT2:27|GT4:1	-	-	130	CP065316.1_1061	256	4.6e-44	1	129	7	135	0.984615384615
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	CP065316.1_1083	854	2.6e-229	1	530	126	656	0.996233521657
GT51_e160	GT51:316	-	-	185	CP065316.1_1127	788	2.8e-83	3	185	66	246	0.983783783784
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	alpha1,2-L-fucosidase sugar, alpha-L-fucoside	726	CP065316.1_1134	863	1e-241	4	722	38	828	0.988980716253
GH33_e4	GH33:54	-	-	293	CP065316.1_1174	664	5.7e-127	2	293	309	644	0.993174061433
GH20_e44	GH20:100	-	-	284	CP065316.1_1178	611	3.2e-117	1	283	111	391	0.992957746479
GH18_e50	GH18:11	-	-	138	CP065316.1_1334	339	3.1e-67	2	138	114	253	0.985507246377
GH3_e57	GH3:182	3.2.1.-:1	beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	226	CP065316.1_1341	993	8.7e-101	3	225	107	328	0.982300884956
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-D-galactoside (galactose oligosaccharides, galactomannans and galactolipid)	680	CP065316.1_1358	732	0	1	680	29	714	0.998529411765
CE12_e67	CE12:7|CE8:3	-	-	246	CP065316.1_1448	1627	4.8e-137	1	246	18	264	0.99593495935
CE8_e65	CE8:10|CE12:3	-	-	301	CP065316.1_1448	1627	3.6e-160	1	301	1183	1489	0.996677740864
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	sucrose 6(F)-phosphate, starch	375	CP065316.1_1511	571	1.3e-166	1	375	33	397	0.997333333333
GH16_e321	GH16_3:114|GH16:2|CBM16:1	3.2.1.-:1	carrageenan	227	CP065316.1_1520	266	3.3e-103	1	227	34	262	0.995594713656
GH85_e9	GH85:41	-	-	311	CP065316.1_1574	1009	2.4e-123	2	310	119	432	0.990353697749
GH2_e5	GH2:23	-	-	770	CP065316.1_1660	1241	0	1	769	239	1006	0.997402597403
GH25_e62	GH25:49	-	-	172	CP065316.1_1689	253	3e-55	1	169	54	225	0.976744186047
PL1_e60	PL1_2:186|CE8:16|PL1:11|CBM6:4|CBM35:1|CBM88:1	4.2.2.2:3	pectate	184	CP065316.1_1709	692	5.5e-74	1	184	78	265	0.994565217391
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	galacturonan (pectin)	396	CP065316.1_1728	261	3.6e-60	3	189	77	260	0.469696969697
GH28_e64	GH28:285|CE12:17|PL9_1:2	3.2.1.67:1	galacturonan (pectin)	396	CP065316.1_1729	243	7.1e-89	192	395	12	206	0.512626262626
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065316.1_1820	751	6e-193	3	492	245	749	0.98987854251
GT30_e38	GT30:395	-	-	163	CP065316.1_1826	417	2.3e-73	4	163	49	208	0.975460122699
CBM48_e31	CBM48:153|GH13:152	-	glycogen	83	CP065316.1_1902	760	1.4e-19	6	83	180	259	0.927710843373
GH13_e156	GH13:242|CBM48:233|GH13_30:1	-	sucrose 6(F)-phosphate	313	CP065316.1_1902	760	1.3e-106	4	312	334	646	0.984025559105
GT4_e3070	GT4:16	-	-	145	CP065316.1_1912	364	7.7e-51	2	144	192	334	0.979310344828
GH13_e194	GH13:24|CBM41:3|GH13_41:1	-	sucrose 6(F)-phosphate	280	CP065316.1_1920	482	2.3e-130	1	280	66	361	0.996428571429
GT4_e1632	GT4:16	-	-	135	CP065316.1_1937	403	8.3e-55	1	132	235	367	0.97037037037
GT2	GT2:125	-	-	175	CP065316.1_1963	346	5.6e-49	1	163	9	176	0.925714285714
GT2	GT2:10	-	-	131	CP065316.1_1971	337	3.8e-57	1	131	19	149	0.992366412214
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	amorphous cellulose, beta-1,4-xylan,beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan	135	CP065316.1_1974	888	6.8e-39	1	133	73	201	0.977777777778
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	arabinoxylan	267	CP065316.1_1974	888	7.5e-101	1	266	252	533	0.992509363296
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	amorphous cellulose, beta-1,4-xylan,beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan	135	CP065316.1_1974	888	8.5e-19	13	134	565	680	0.896296296296
CBM6_e103	CBM6:12|GH43_2:8|GH43:4	-	amorphous cellulose, beta-1,4-xylan,beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan	135	CP065316.1_1974	888	3.4e-38	7	135	700	829	0.948148148148
GT4_e2089	GT4:84	-	-	145	CP065316.1_2058	380	6.8e-52	1	144	203	346	0.986206896552
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-D-galactoside	607	CP065316.1_2146	836	1.2e-297	2	606	24	631	0.995057660626
GH16_e155	GH16_3:29|GH16:1	-	-	229	CP065316.1_2163	266	8.5e-99	1	229	37	263	0.995633187773
GH33_e14	GH33:62	-	-	363	CP065316.1_2289	547	1.4e-180	3	362	170	530	0.988980716253
GH43_e85	GH43_28:18|CBM32:1|GH43:1	-	-	262	CP065316.1_2318	566	1.8e-131	1	260	52	311	0.988549618321
CBM32_e190	CBM32:12|GH43_28:12	-	galactose, lactose, LacNAc	116	CP065316.1_2318	566	2.5e-30	2	113	355	468	0.956896551724
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	N-glycan (host glycan, human milk oligosaccharides, chitin), mucin	351	CP065316.1_249	777	9.9e-169	2	349	153	510	0.988603988604
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	CP065316.1_2554	851	1.5e-138	1	293	175	468	0.993197278912
CBM32_e131	CBM32:19|GH84:19	-	galactose, lactose, LacNAc	112	CP065316.1_2554	851	9.4e-22	5	112	629	739	0.955357142857
CBM50_e871	CBM50:7	-	chitin or peptidoglycan	41	CP065316.1_257	647	3e-21	1	41	63	103	0.975609756098
CBM50_e871	CBM50:7	-	chitin or peptidoglycan	41	CP065316.1_257	647	9.9e-19	2	41	141	181	0.951219512195
GH92_e13	GH92:281	3.2.1.24:1	host N-glycan	487	CP065316.1_2652	743	1.9e-213	1	457	273	732	0.936344969199
CE11_e18	CE11:339	-	-	269	CP065316.1_2677	461	5.5e-117	2	268	5	296	0.988847583643
CBM35_e43	CBM35:52|GH74:1|PL11:1	-	xylan,decorated soluble mannan and mannooligosaccharide,beta-galactan	103	CP065316.1_2699	898	1.8e-35	8	102	780	874	0.912621359223
GT2	GT2:12	-	-	137	CP065316.1_329	504	1.2e-57	1	137	22	157	0.992700729927
GH110_e1	GH110:39	3.2.1.22:1|3.2.1.-:1	blood group B substances, host glycans, blood group B substances, host glycans	554	CP065316.1_432	606	1.2e-262	2	553	35	582	0.994584837545
GH32_e11	GH32:18|CBM38:5	-	-	283	CP065316.1_46	484	3.7e-136	1	282	34	320	0.992932862191
GH32_e16	GH32:1098|CBM66:301|CBM38:114	3.2.1.80:10|3.2.1.65:10|3.2.1.26:7|3.2.1.153:5|3.2.1.64:3|2.4.1.99:3	fructan(inulin, levan and sucrose), levan (fructan), fructan(inulin, levan and sucrose), fructan, fructan(inulin, levan and sucrose), fructan(inulin, levan and sucrose)	316	CP065316.1_51	617	1.8e-124	3	312	144	451	0.977848101266
GH43_e327	GH43_2:71|CBM6:10|GH43:10|CBM42:1|GH43_34:1|CBM35:1|GH43_29:1	3.2.1.55:2	arabinoxylan	267	CP065316.1_567	349	1.1e-130	1	267	47	321	0.996254681648
GT2	GT2:32	-	-	160	CP065316.1_618	270	5.7e-72	1	160	5	164	0.99375
GT11_e40	GT11:171|GT6:2|GT2:1	2.4.1.69:1	-	283	CP065316.1_619	291	1.5e-85	2	282	3	287	0.989399293286
GT6_e4	GT6:12	-	-	212	CP065316.1_620	265	1.5e-103	1	211	3	218	0.990566037736
GT2	GT2:387	-	-	162	CP065316.1_636	319	5.3e-79	1	161	5	166	0.987654320988
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host N-glycan, host N-glycan	509	CP065316.1_644	762	8.3e-261	2	509	233	736	0.996070726916
GH13_e17	GH13_28:6	-	sucrose 6(F)-phosphate	290	CP065316.1_661	479	9e-178	1	290	43	332	0.996551724138
GH31_e8	GH31:38	-	-	430	CP065316.1_71	751	3.4e-244	1	430	188	616	0.997674418605
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, arabinoxylan, beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	251	CP065316.1_737	744	1.2e-101	4	246	59	304	0.964143426295
GT2	GT2:13	-	-	81	CP065316.1_758	275	1.3e-16	3	75	52	124	0.888888888889
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	beta-D-glucose, alpha-D-glucose residue	689	CP065316.1_85	704	0	11	688	24	699	0.982583454282
GH28_e80	GH28:246|GH105:15|CE8:1	-	-	368	CP065316.1_997	874	1.5e-170	1	366	69	438	0.991847826087
GH105_e30	GH105:21|GH28:15	-	-	350	CP065316.1_997	874	9e-174	1	349	493	850	0.994285714286
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1	-	-	286	CP065316.1_1004	321	1.8e-115	1	283	29	306	0.986013986014
GH31_e8	GH31:38	-	-	430	CP065316.1_1028	771	8.8e-225	1	430	205	636	0.997674418605
GT3_e2	GT3:273|GT35:70	-	-	338	CP065316.1_1084	552	1.1e-144	1	336	14	349	0.991124260355
GH89_e5	GH89:72	-	-	660	CP065316.1_1135	745	6.4e-293	2	640	62	701	0.966666666667
GH57_e10	GH57:204	-	-	319	CP065316.1_1183	501	1.1e-161	1	319	7	325	0.996865203762
GT2	GT2:29	-	-	277	CP065316.1_1200	371	3.6e-42	1	259	24	288	0.931407942238
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	CP065316.1_1268	637	1.3e-122	3	287	57	342	0.986111111111
GH16_e36	GH16_3:51|GH43_24:33|GH16:7|GH154:1|GH105:1	-	-	249	CP065316.1_1268	637	1e-116	2	249	387	636	0.991967871486
CE20_e34	CE20:107	-	-	261	CP065316.1_1427	494	2e-107	1	260	116	381	0.992337164751
GH18_e24	GH18:12|CBM32:1	-	-	182	CP065316.1_1439	320	1.5e-111	1	182	58	239	0.994505494505
GH92_e30	GH92:201	3.2.1.-:2	host N-glycan	521	CP065316.1_1659	765	6.6e-263	2	521	230	749	0.996161228407
GH2_e119	GH2:25	-	-	560	CP065316.1_1661	1462	3.4e-300	2	560	428	987	0.996428571429
GT2	GT2:65	-	-	132	CP065316.1_1665	441	2e-62	1	132	201	332	0.992424242424
GH3_e0	GH3:1894|GH67:1|CBM6:1|CBM32:1	3.2.1.37:92|3.2.1.55:39|3.2.1.21:1|3.2.1.6:1|3.2.1.73:1	xylan, arabinan, arabinoxylan, beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	251	CP065316.1_1706	855	2.6e-107	4	246	59	307	0.964143426295
GH31_e76	GH31:163|CE0:1	2.4.1.161:1	glycogen and starch	436	CP065316.1_1752	802	1e-166	3	436	232	667	0.993119266055
GH109_e5	GH109:463	-	-	399	CP065316.1_1845	481	4.6e-198	1	398	59	463	0.994987468672
CE4_e140	CE4:231	-	-	111	CP065316.1_1859	218	1.9e-50	2	110	37	145	0.972972972973
GH18_e152	GH18:40	3.2.1.96:1	N-glycan (host glycan)	175	CP065316.1_1908	488	3.5e-63	1	173	207	385	0.982857142857
GT9_e65	GT9:196	-	-	249	CP065316.1_1916	354	3.1e-97	1	249	81	331	0.995983935743
GT2	GT2:21	-	-	124	CP065316.1_1969	335	2.5e-39	1	114	8	123	0.911290322581
GT8_e243	GT8:32	-	-	253	CP065316.1_1972	307	1.1e-99	1	252	3	251	0.99209486166
GT4_e1166	GT4:8	-	-	155	CP065316.1_1987	360	3.7e-31	6	153	188	330	0.948387096774
GT28_e43	GT28:568	-	-	161	CP065316.1_2106	367	1.2e-57	1	160	192	350	0.987577639752
GT4_e689	GT4:71	-	-	140	CP065316.1_2121	368	1.7e-55	2	139	196	334	0.978571428571
GH171_e3	GH171:806|GH3:1	-	-	343	CP065316.1_2231	402	3.6e-129	1	343	54	399	0.997084548105
GH33_e33	GH33:10	-	-	307	CP065316.1_2285	376	4.3e-168	1	307	56	360	0.99674267101
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	CP065316.1_2458	677	1.2e-23	1	89	52	136	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides	293	CP065316.1_2458	677	2.6e-143	1	293	221	512	0.996587030717
GH23_e762	GH23:8	-	-	158	CP065316.1_2493	463	9.7e-86	1	157	301	457	0.987341772152
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065316.1_253	753	1.4e-205	2	493	244	751	0.993927125506
GH2_e139	GH2:45|GH3:1	3.2.1.31:1	beta-D-glucuronoside	497	CP065316.1_2549	603	2.9e-249	1	497	30	528	0.997987927565
GH3_e27	GH3:41|GH2:1	-	-	224	CP065316.1_2550	991	1.1e-130	1	224	361	584	0.995535714286
GH3_e137	GH3:80|CBM35:1	-	-	209	CP065316.1_2551	820	3.4e-104	1	209	59	267	0.995215311005
GH2_e137	GH2:343|CBM32:1|CBM67:1	3.2.1.23:2	beta-D-galactoside	607	CP065316.1_2552	823	8.9e-276	2	606	8	612	0.995057660626
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-D-galactoside (galactose oligosaccharides, galactomannans and galactolipid)	684	CP065316.1_2575	734	3.8e-300	2	683	30	708	0.995614035088
GH18_e370	GH18:7	-	-	233	CP065316.1_2655	362	1.3e-22	2	176	44	213	0.74678111588
GH18_e54	GH18:11	-	-	185	CP065316.1_2655	362	5.1e-48	57	185	167	318	0.691891891892
GH24_e100	GH24:13	-	-	117	CP065316.1_346	177	6.8e-68	1	117	53	170	0.991452991453
GH108_e40	GH108:71	-	-	87	CP065316.1_451	188	1.2e-38	1	87	3	93	0.988505747126
GT2	GT2:54	-	-	141	CP065316.1_530	262	2.5e-59	1	139	5	142	0.978723404255
GT4_e2704	GT4:51	-	-	138	CP065316.1_531	357	3.2e-46	2	135	184	316	0.963768115942
GT2	GT2:377	-	-	167	CP065316.1_631	246	7.6e-83	1	166	9	173	0.988023952096
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065316.1_643	741	6.4e-202	3	493	241	733	0.991902834008
GH33_e107	GH33:12	-	-	339	CP065316.1_736	383	1.6e-111	1	332	40	363	0.976401179941
GT4_e1075	GT4:15	-	-	147	CP065316.1_791	397	1.2e-58	2	145	215	358	0.972789115646
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1	-	-	211	CP065316.1_998	665	4e-90	1	210	416	649	0.990521327014
