# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	48382	49386	+	QQQ90313.1			VWA domain-containing protein			I5Q88_00210	1005	334	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	49383	49982	+							I5Q88_00215	600		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	49383	49982	+	QQQ90314.1			cell surface protein			I5Q88_00215	600	199	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	50113	50391	+							I5Q88_00220	279		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	50113	50391	+	QQQ90315.1			hypothetical protein			I5Q88_00220	279	92	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	50400	51950	+							I5Q88_00225	1551		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	50400	51950	+	QQQ90316.1			alpha/beta hydrolase			I5Q88_00225	1551	516	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	52001	53446	+					purB		I5Q88_00230	1446		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	52001	53446	+	QQQ90317.1			adenylosuccinate lyase	purB		I5Q88_00230	1446	481	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	53545	56049	+							I5Q88_00235	2505		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	53545	56049	+	QQQ90318.1			flippase-like domain-containing protein			I5Q88_00235	2505	834	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	56216	56497	+							I5Q88_00240	282		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	56216	56497	+	QQQ90319.1			HU family DNA-binding protein			I5Q88_00240	282	93	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	56575	58065	-							I5Q88_00245	1491		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	56575	58065	-	QQQ90320.1			proteasome accessory factor PafA2 family protein			I5Q88_00245	1491	496	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	58065	58280	-							I5Q88_00250	216		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	58065	58280	-	QQQ90321.1			ubiquitin-like protein Pup			I5Q88_00250	216	71	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	58369	59262	-							I5Q88_00255	894		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	58369	59262	-	QQQ90322.1			inositol monophosphatase family protein			I5Q88_00255	894	297	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	59382	60986	-							I5Q88_00260	1605		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	59382	60986	-	QQQ90323.1			proteasome accessory factor PafA2			I5Q88_00260	1605	534	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	61069	62637	-					arc		I5Q88_00265	1569		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	61069	62637	-	QQQ90324.1			proteasome ATPase	arc		I5Q88_00265	1569	522	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	62763	63386	-							I5Q88_00270	624		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	62763	63386	-	QQQ90984.1			DedA family protein			I5Q88_00270	624	207	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	63496	64197	+					serB		I5Q88_00275	702		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	63496	64197	+	QQQ90325.1			phosphoserine phosphatase SerB	serB		I5Q88_00275	702	233	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	64297	65262	-					fmt		I5Q88_00280	966		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	64297	65262	-	QQQ90326.1			methionyl-tRNA formyltransferase	fmt		I5Q88_00280	966	321	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	65380	67623	-							I5Q88_00285	2244		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	65380	67623	-	QQQ90985.1			primosomal protein N'			I5Q88_00285	2244	747	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	67777	69060	-							I5Q88_00290	1284		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	67777	69060	-	QQQ90327.1			class I SAM-dependent methyltransferase			I5Q88_00290	1284	427	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	69180	70406	-							I5Q88_00295	1227		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	69180	70406	-	QQQ90328.1			methionine adenosyltransferase			I5Q88_00295	1227	408	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	70588	70872	-							I5Q88_00300	285		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	70588	70872	-	QQQ90329.1			DNA-directed RNA polymerase subunit omega			I5Q88_00300	285	94	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	71045	72904	+					ilvD		I5Q88_00305	1860		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	71045	72904	+	QQQ90330.1			dihydroxy-acid dehydratase	ilvD		I5Q88_00305	1860	619	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	73001	73630	-					gmk		I5Q88_00310	630		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	73001	73630	-	QQQ90331.1			guanylate kinase	gmk		I5Q88_00310	630	209	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	73627	74598	-					pyrF		I5Q88_00315	972		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	73627	74598	-	QQQ90332.1			orotidine-5'-phosphate decarboxylase	pyrF		I5Q88_00315	972	323	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	74595	78005	-					carB		I5Q88_00320	3411		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	74595	78005	-	QQQ90333.1			carbamoyl-phosphate synthase large subunit	carB		I5Q88_00320	3411	1136	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	77998	79233	-					carA		I5Q88_00325	1236		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	77998	79233	-	QQQ90334.1			glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA		I5Q88_00325	1236	411	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	79307	79771	-					nusB		I5Q88_00330	465		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	79307	79771	-	QQQ90335.1			transcription antitermination factor NusB	nusB		I5Q88_00330	465	154	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	79868	80431	-					efp		I5Q88_00335	564		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	79868	80431	-	QQQ90336.1			elongation factor P	efp		I5Q88_00335	564	187	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	80706	81275	+							I5Q88_00340	570		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	80706	81275	+	QQQ90337.1			hypothetical protein			I5Q88_00340	570	189	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	81417	82091	+							I5Q88_00345	675		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	81417	82091	+	QQQ90338.1			Pr6Pr family membrane protein			I5Q88_00345	675	224	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	82377	83576	-					tuf		I5Q88_00350	1200		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	82377	83576	-	QQQ90339.1			elongation factor Tu	tuf		I5Q88_00350	1200	399	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	83754	85883	-					fusA		I5Q88_00355	2130		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	83754	85883	-	QQQ90340.1			elongation factor G	fusA		I5Q88_00355	2130	709	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	85917	86387	-					rpsG		I5Q88_00360	471		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	85917	86387	-	QQQ90341.1			30S ribosomal protein S7	rpsG		I5Q88_00360	471	156	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	86393	86764	-							I5Q88_00365	372		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	86393	86764	-	QQQ90342.1			30S ribosomal protein S12			I5Q88_00365	372	123	
gene	tRNA	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	87664	87736	+							I5Q88_00370	73		
tRNA		GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	87664	87736	+				tRNA-His			I5Q88_00370	73		anticodon=GTG
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	87943	88968	+							I5Q88_00375	1026		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	87943	88968	+	QQQ90343.1			aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			I5Q88_00375	1026	341	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	89037	90239	-							I5Q88_00380	1203		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	89037	90239	-	QQQ90344.1			glycosyltransferase			I5Q88_00380	1203	400	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	90351	91607	+					purT		I5Q88_00385	1257		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	90351	91607	+	QQQ90345.1			formate-dependent phosphoribosylglycinamide formyltransferase	purT		I5Q88_00385	1257	418	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	91745	92497	+							I5Q88_00390	753		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	91745	92497	+	QQQ90346.1			phosphoribosylaminoimidazolesuccinocarboxamide synthase			I5Q88_00390	753	250	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	92607	96341	+							I5Q88_00395	3735		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	92607	96341	+	QQQ90347.1			phosphoribosylformylglycinamidine synthase			I5Q88_00395	3735	1244	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	96643	97875	-							I5Q88_00400	1233		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	96643	97875	-	QQQ90348.1			SPFH domain-containing protein			I5Q88_00400	1233	410	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	97908	98492	-							I5Q88_00405	585		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	97908	98492	-	QQQ90349.1			hypothetical protein			I5Q88_00405	585	194	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	98566	99015	-							I5Q88_00410	450		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	98566	99015	-	QQQ90350.1			hypothetical protein			I5Q88_00410	450	149	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	99017	99784	-							I5Q88_00415	768		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	99017	99784	-	QQQ90351.1			hypothetical protein			I5Q88_00415	768	255	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	99810	101345	-							I5Q88_00420	1536		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	99810	101345	-	QQQ90352.1			hypothetical protein			I5Q88_00420	1536	511	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	101896	102492	+							I5Q88_00425	597		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	101896	102492	+	QQQ90986.1			XRE family transcriptional regulator			I5Q88_00425	597	198	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	102677	103192	+							I5Q88_00430	516		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	102677	103192	+	QQQ90987.1			pyridoxamine 5'-phosphate oxidase family protein			I5Q88_00430	516	171	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	103258	104538	-							I5Q88_00435	1281		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	103258	104538	-	QQQ90353.1			50S ribosome-binding GTPase			I5Q88_00435	1281	426	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	104546	104959	-							I5Q88_00440	414		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	104546	104959	-	QQQ90354.1			hypothetical protein			I5Q88_00440	414	137	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	104956	106452	-							I5Q88_00445	1497		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	104956	106452	-	QQQ90355.1			type VI secretion protein ImpB			I5Q88_00445	1497	498	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	106687	108243	+							I5Q88_00450	1557		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	106687	108243	+	QQQ90356.1			amidophosphoribosyltransferase			I5Q88_00450	1557	518	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	108339	109373	+							I5Q88_00455	1035		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	108339	109373	+	QQQ90357.1			phosphoribosylformylglycinamidine cyclo-ligase			I5Q88_00455	1035	344	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	109417	110679	+					purD		I5Q88_00460	1263		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	109417	110679	+	QQQ90358.1			phosphoribosylamine--glycine ligase	purD		I5Q88_00460	1263	420	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	110888	112261	+							I5Q88_00465	1374		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	110888	112261	+	QQQ90359.1			esterase			I5Q88_00465	1374	457	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	112258	115026	+							I5Q88_00470	2769		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	112258	115026	+	QQQ90360.1			DUF2156 domain-containing protein			I5Q88_00470	2769	922	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	115127	115528	-							I5Q88_00475	402		
CDS	with_protein	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	115127	115528	-	QQQ90361.1			transcriptional repressor			I5Q88_00475	402	133	
gene	protein_coding	GCA_016696725.1	Primary Assembly	chromosome		CP065311.1	115564	116715	-					purK		I5Q88_00480	1152		
