dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH73_e89	GH73:93|CBM50:92	3.2.1.96:4|3.2.1.-:1	host glycan, host glycan	141	CP065317.1_2203	806	8.1e-68	2	141	190	330	0.985815602837
CBM50_e965	CBM50:35	-	chitin or peptidoglycan	42	CP065317.1_2203	806	4.9e-20	1	42	364	405	0.97619047619
CBM50_e965	CBM50:35	-	chitin or peptidoglycan	42	CP065317.1_2203	806	4.9e-20	1	42	432	473	0.97619047619
CBM50_e807	CBM50:11	-	chitin or peptidoglycan	42	CP065317.1_2203	806	2.2e-19	1	41	500	540	0.952380952381
CBM50_e783	CBM50:12	-	chitin or peptidoglycan	44	CP065317.1_2203	806	1.2e-18	1	43	568	609	0.954545454545
CBM50_e783	CBM50:12	-	chitin or peptidoglycan	44	CP065317.1_2203	806	4.3e-17	1	43	636	677	0.954545454545
CBM50_e783	CBM50:12	-	chitin or peptidoglycan	44	CP065317.1_2203	806	2.8e-18	1	43	702	743	0.954545454545
CBM50_e1004	CBM50:1472|GH25:6|GH73:1	-	chitin or peptidoglycan	42	CP065317.1_2203	806	8.1e-18	1	41	764	804	0.952380952381
GH126_e2	GH126:74	-	-	314	CP065317.1_2272	389	4e-138	2	314	71	387	0.993630573248
GT51_e10	GT51:2438	2.4.1.129:1	-	180	CP065317.1_2595	779	6.4e-89	2	179	89	264	0.983333333333
CE7_e27	CE7:84	-	-	287	CP065317.1_2680	306	7.9e-161	2	287	5	290	0.993031358885
GH1_e115	GH1:2614	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	6-phospho-beta-D-glucoside, beta-D-fucosides, 6-phospho-beta-D-galactoside, beta-D-glucoside, rutin (polyphenol)	466	CP065317.1_2687	478	9.9e-232	2	465	9	475	0.99356223176
CE9_e85	CE9:1715	-	-	369	CP065317.1_2759	383	6.6e-191	1	368	9	376	0.994579945799
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose 6(F)-phosphate, sucrose, starch, amylopectin (starch), starch, starch, glycogen, and α-1,6 glucan	344	CP065317.1_2782	538	1.1e-138	1	342	27	359	0.991279069767
GH25_e18	GH25:59	-	-	181	CP065317.1_494	745	1.7e-88	1	180	168	349	0.988950276243
GT2	GT2:12	-	-	165	CP065317.1_501	1048	1.4e-75	1	165	558	718	0.993939393939
GT2	GT2:246|GT4:94|GT0:8|GT92:1	-	-	303	CP065317.1_501	1048	7.5e-31	13	251	811	1035	0.785478547855
GT2	GT2:47	-	-	163	CP065317.1_506	242	5.8e-76	1	162	7	171	0.98773006135
GT2	GT2:11	-	-	158	CP065317.1_511	238	1.3e-67	1	158	4	161	0.993670886076
GH92_e17	GH92:778	3.2.1.113:2	host N-glycan	495	CP065317.1_533	714	4.4e-247	2	495	203	695	0.99595959596
GH136_e0	GH136:62	-	-	592	CP065317.1_546	1260	0	1	592	52	651	0.998310810811
GH109_e7	GH109:31	-	-	390	CP065317.1_560	340	7.2e-23	2	149	4	153	0.376923076923
GH170_e10	GH170:559	-	-	357	CP065317.1_64	364	3.9e-208	1	357	4	360	0.997198879552
GH73_e216	GH73:1401|CBM50:13	-	-	142	CP065317.1_837	516	1.6e-64	2	142	199	339	0.985915492958
GT2	GT2:20	-	-	130	CP065317.1_923	489	1.6e-66	1	130	46	175	0.992307692308
GH1_e0	GH1:9150	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	6-phospho-beta-D-glucoside, beta-D-galactoside, beta-D-glucoside	472	CP065317.1_934	477	1.5e-247	2	472	4	474	0.995762711864
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	6-phospho-beta-D-glucoside, beta-D-glucoside, beta-D-glucoside, beta-D-xyloside	470	CP065317.1_952	489	9.8e-211	1	470	3	483	0.997872340426
GH25_e83	GH25:26	-	-	178	CP065317.1_1039	266	2.4e-96	1	178	68	245	0.994382022472
GH4_e24	GH4:7862	3.2.1.86:16	beta-glucoside (sinigrin, cellubiose)	179	CP065317.1_11	465	4.2e-90	1	179	8	187	0.994413407821
CBM32_e181	CBM32:62|PL8:60	-	galactose, lactose, LacNAc	112	CP065317.1_1122	293	1.2e-62	1	112	54	165	0.991071428571
GH65_e15	GH65:1331	2.4.1.282:1|2.4.1.216:1	glucopyranosyl-α-1,3-rhamnose (bacteria lipopolysaccharides or capsule polysaccharides), trehalose (α1,1), kojibiose (α1,2)	411	CP065317.1_1245	904	1.3e-182	1	410	424	837	0.995133819951
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose 6(F)-phosphate, sucrose, starch, amylopectin (starch), starch, starch, glycogen, and α-1,6 glucan	344	CP065317.1_130	558	5.4e-134	1	342	28	374	0.991279069767
GH1_e87	GH1:1211	3.2.1.21:5|3.2.1.-:1|3.2.1.23:1	beta-D-glucoside, rutin (polyphenol), beta-D-galactoside	461	CP065317.1_134	470	4.8e-202	1	460	4	465	0.995661605206
GH63_e21	GH63:262	-	-	690	CP065317.1_1462	780	0	2	689	38	763	0.995652173913
GH23_e503	GH23:16	-	-	141	CP065317.1_1587	324	2.1e-92	1	141	78	218	0.992907801418
GT4_e272	GT4:108	-	-	142	CP065317.1_1701	335	8.3e-67	2	141	161	300	0.978873239437
AA10_e27	AA10:412|CBM5:2	1.14.99.53:1	chitin	164	CP065317.1_1921	195	7e-88	1	164	30	193	0.993902439024
GH1_e65	GH1:2301	3.2.1.85:20	6-phospho-beta-D-galactoside	461	CP065317.1_2049	469	9.9e-245	2	460	5	464	0.993492407809
GT51_e50	GT51:2085	2.4.1.129:2	-	175	CP065317.1_2086	729	2.9e-85	2	175	92	266	0.988571428571
GH170_e1	GH170:1368	-	-	357	CP065317.1_2229	279	2.2e-129	1	262	5	266	0.731092436975
GH38_e12	GH38:1305	3.2.1.-:1	alpha-mannan (fungi)	258	CP065317.1_230	897	6.1e-117	1	257	7	272	0.992248062016
GH65_e0	GH65:2334|GT2:1	2.4.1.8:9	maltose (α1,4)	378	CP065317.1_2343	765	2.2e-205	1	377	325	692	0.994708994709
GH1_e13	GH1:4683	3.2.1.86:10|3.2.1.85:2|3.2.1.21:1	6-phospho-beta-D-glucoside, 6-phospho-beta-D-galactoside, beta-D-glucoside	457	CP065317.1_2404	465	8e-238	1	457	4	464	0.997811816193
GH23_e445	GH23:36	-	-	117	CP065317.1_2464	332	2e-48	1	117	73	191	0.991452991453
GH3_e105	GH3:495	3.2.1.-:2	beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	224	CP065317.1_2682	717	7e-120	2	224	77	299	0.991071428571
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose 6(F)-phosphate, sucrose, starch, amylopectin (starch), starch, starch, glycogen, and α-1,6 glucan	344	CP065317.1_2781	542	3.6e-159	1	342	28	363	0.991279069767
GH35_e23	GH35:1719|CBM13:1|CBM32:1	3.2.1.23:8|3.2.1.-:2|3.2.1.38:1	beta-galactoside (pectin), galactan and arabinogalactan	313	CP065317.1_327	595	2.1e-144	1	312	11	326	0.993610223642
GT8_e2	GT8:359	-	-	249	CP065317.1_332	301	9.2e-105	2	248	8	258	0.987951807229
GH73_e216	GH73:1401|CBM50:13	-	-	142	CP065317.1_343	658	5.1e-63	2	142	363	503	0.985915492958
GT2	GT2:11	-	-	126	CP065317.1_488	324	1.3e-61	1	125	9	132	0.984126984127
GH23_e993	GH23:101	-	-	115	CP065317.1_50	206	5.8e-56	1	114	56	169	0.982608695652
GH154_e14	GH154:438	-	-	342	CP065317.1_553	600	1.8e-145	3	341	16	352	0.988304093567
CBM50_e17	CBM50:34	-	chitin or peptidoglycan	43	CP065317.1_75	208	4.6e-24	1	43	166	207	0.976744186047
GH2_e61	GH2:894|CBM67:5|GH43_34:1|GH42:1	3.2.1.23:12	beta-D-galactoside	827	CP065317.1_757	1260	0	9	823	266	1125	0.984280532044
GT2	GT2:11|GT8:1	-	-	121	CP065317.1_924	202	5.5e-49	1	116	8	128	0.95041322314
GT2	GT2:11|GT8:1	-	-	121	CP065317.1_926	611	1.9e-45	1	117	102	218	0.95867768595
CBM50_e819	CBM50:70	-	chitin or peptidoglycan	44	CP065317.1_930	448	3.3e-17	1	43	401	443	0.954545454545
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	6-phospho-beta-D-glucoside, beta-D-glucoside, beta-D-glucoside, beta-D-xyloside	470	CP065317.1_953	477	1.7e-236	1	470	3	472	0.997872340426
AA10_e1	AA10:974|CBM5:541|CBM12:29|CBM3:1|CBM73:1	1.14.99.53:4	chitin	169	CP065317.1_1043	457	2.3e-79	1	168	32	207	0.988165680473
GH73_e145	GH73:1783|CBM50:763	3.2.1.-:5|3.2.1.96:3|3.2.1.17:1	host glycan, host glycan, host glycan	137	CP065317.1_112	287	3.4e-58	2	137	62	200	0.985401459854
CBM50_e1043	CBM50:125|GH23:106|CBM61:1|GH53:1	-	chitin or peptidoglycan	44	CP065317.1_112	287	2.7e-16	1	43	244	286	0.954545454545
CE9_e101	CE9:53	-	-	368	CP065317.1_1133	384	5.7e-226	1	368	10	378	0.997282608696
AA10_e24	AA10:52	-	-	181	CP065317.1_1313	213	5.1e-118	1	181	31	211	0.994475138122
GH16_e296	GH16_6:111|CBM40:46|GH33:45|CBM16:27	-	-	263	CP065317.1_1552	849	3.6e-104	1	263	284	546	0.996197718631
GT4_e1712	GT4:207	-	-	146	CP065317.1_1702	408	5.5e-60	2	143	205	346	0.965753424658
GH105_e57	GH105:2529	-	-	317	CP065317.1_1984	369	5.5e-165	1	316	49	364	0.993690851735
CE1_e38	CE1:175	-	-	268	CP065317.1_2190	264	1.7e-19	5	182	15	196	0.660447761194
GT2	GT2:65	-	-	231	CP065317.1_2276	421	2.8e-126	1	231	51	281	0.995670995671
GH125_e0	GH125:1681	3.2.1.-:2	alpha-mannan, plant N-glycan	396	CP065317.1_231	430	1.3e-202	2	396	28	421	0.994949494949
GT28_e1	GT28:2579|CE4:1	-	-	164	CP065317.1_2379	364	1.7e-61	2	163	191	351	0.981707317073
AA1_e26	AA1_2:421|AA1:7	1.10.3.2:1	lignin	394	CP065317.1_2479	509	1.2e-22	3	393	113	501	0.989847715736
GT26_e2	GT26:44	-	-	162	CP065317.1_2619	249	3e-78	1	162	61	222	0.993827160494
GT51_e170	GT51:1480	-	-	190	CP065317.1_262	790	1.5e-98	3	190	94	279	0.984210526316
GH94_e5	GH94:594	2.4.1.333:2	1,2-β-oligoglucan	976	CP065317.1_2683	1092	0	2	975	98	1058	0.996926229508
CBM34_e0	CBM34:2551|GH13_20:2520|GH13_21:5|CBM48:4	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9	granular starch	119	CP065317.1_2780	589	1.5e-40	1	119	7	128	0.991596638655
GH13_e225	GH13_20:419|CBM34:361|GH13:4|CBM48:3|GH13_21:2|CBM20:1	3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	sucrose 6(F)-phosphate, cyclomaltodextrins, starch, pullulan (starch degradation by fungi)	298	CP065317.1_2780	589	5.8e-148	1	298	177	481	0.996644295302
GH101_e0	GH101:391|CBM32:261|CBM35:1|GH29:1|CBM0:1	3.2.1.97:8	mucin	703	CP065317.1_322	1325	4e-203	2	701	326	981	0.994310099573
GT8_e84	GT8:239	-	-	254	CP065317.1_333	282	4.3e-122	2	253	8	259	0.988188976378
CE4_e290	CE4:59	3.5.1.104:1	-	133	CP065317.1_348	302	2e-92	1	133	95	227	0.992481203008
GT2	GT2:18	-	-	161	CP065317.1_485	327	4.8e-77	2	161	9	169	0.987577639752
GT2	GT2:13	-	-	155	CP065317.1_491	325	3.8e-60	1	154	6	167	0.987096774194
GT2	GT2:24	-	-	160	CP065317.1_496	253	1.5e-54	1	156	8	163	0.96875
GT2	GT2:121|GT4:4	-	-	233	CP065317.1_500	714	3.3e-64	1	215	182	385	0.918454935622
GT2	GT2:92|GT4:11	-	-	231	CP065317.1_500	714	1.4e-90	1	230	442	676	0.991341991342
GT2	GT2:6	-	-	185	CP065317.1_512	276	3.3e-90	5	185	50	234	0.972972972973
GT2	GT2:23	-	-	224	CP065317.1_513	261	2.7e-106	1	224	8	230	0.995535714286
GH88_e17	GH88:849	-	-	327	CP065317.1_552	381	2.1e-156	1	327	46	372	0.996941896024
GH73_e177	GH73:350|CBM50:1	-	-	139	CP065317.1_583	214	3.1e-68	1	139	71	209	0.992805755396
GH109_e7	GH109:31	-	-	390	CP065317.1_586	320	5e-18	5	146	9	149	0.361538461538
GH170_e17	GH170:554	-	-	350	CP065317.1_643	370	1.5e-143	1	349	2	354	0.994285714286
GT2	GT2:8	-	-	233	CP065317.1_670	417	2e-119	1	233	46	277	0.995708154506
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	6-phospho-beta-D-glucoside, beta-D-glucoside, beta-D-glucoside, beta-D-xyloside	470	CP065317.1_865	482	1.7e-224	1	470	7	478	0.997872340426
GT2	GT2:340	-	-	162	CP065317.1_969	313	1e-77	1	162	4	166	0.993827160494
