# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	10677	11645	-							I5Q80_00050	969		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	10677	11645	-	QQR14698.1			IS30 family transposase			I5Q80_00050	969	322	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	11779	11937	-							I5Q80_00055	159		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	11779	11937	-	QQR14699.1			hypothetical protein			I5Q80_00055	159	52	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	12010	13089	-					xerS		I5Q80_00060	1080		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	12010	13089	-	QQR14700.1			tyrosine recombinase XerS	xerS		I5Q80_00060	1080	359	
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	13157	13230	-							I5Q80_00065	74		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	13157	13230	-				tRNA-Pro			I5Q80_00065	74		anticodon=TGG
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	13309	14043	+							I5Q80_00070	735		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	13309	14043	+				acetyl-CoA carboxylase biotin carboxylase subunit			I5Q80_00070	735		pseudo
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	14040	14888	+					accD		I5Q80_00075	849		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	14040	14888	+	QQR14701.1			acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD		I5Q80_00075	849	282	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	14881	15657	+							I5Q80_00080	777		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	14881	15657	+	QQR14702.1			acetyl-CoA carboxylase carboxyl transferase subunit alpha			I5Q80_00080	777	258	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	15668	16432	+					fabI		I5Q80_00085	765		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	15668	16432	+	QQR14703.1			enoyl-ACP reductase FabI	fabI		I5Q80_00085	765	254	
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16635	16706	+							I5Q80_00090	72		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16635	16706	+				tRNA-Glu			I5Q80_00090	72		anticodon=TTC
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16712	16783	+							I5Q80_00095	72		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16712	16783	+				tRNA-Gly			I5Q80_00095	72		anticodon=GCC
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16800	16885	+							I5Q80_00100	86		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16800	16885	+				tRNA-Leu			I5Q80_00100	86		anticodon=TAA
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16892	16965	+							I5Q80_00105	74		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	16892	16965	+				tRNA-Pro			I5Q80_00105	74		anticodon=TGG
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17150	17220	+							I5Q80_00110	71		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17150	17220	+				tRNA-Gly			I5Q80_00110	71		anticodon=TCC
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17238	17309	+							I5Q80_00115	72		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17238	17309	+				tRNA-Glu			I5Q80_00115	72		anticodon=TTC
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17315	17387	+							I5Q80_00120	73		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17315	17387	+				tRNA-Val			I5Q80_00120	73		anticodon=TAC
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17427	17498	+							I5Q80_00125	72		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17427	17498	+				tRNA-Gln			I5Q80_00125	72		anticodon=TTG
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17613	17966	-							I5Q80_00130	354		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	17613	17966	-	QQR14704.1			hypothetical protein			I5Q80_00130	354	117	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	18099	18746	-							I5Q80_00135	648		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	18099	18746	-	QQR14705.1			DsbA family oxidoreductase			I5Q80_00135	648	215	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	19044	20012	+							I5Q80_00140	969		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	19044	20012	+	QQR14706.1			IS30 family transposase			I5Q80_00140	969	322	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	20129	20986	+							I5Q80_00145	858		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	20129	20986	+	QQR14707.1			alpha/beta hydrolase			I5Q80_00145	858	285	
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	20991	21318	-							I5Q80_00150	328		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	20991	21318	-				MazG-like protein			I5Q80_00150	328		pseudo
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	22049	22201	-							I5Q80_00155	153		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	22049	22201	-				IS3 family transposase			I5Q80_00155	153		pseudo
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	22153	22815	-							I5Q80_00160	663		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	22153	22815	-	QQR14708.1			transposase			I5Q80_00160	663	220	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	22897	23067	-							I5Q80_00165	171		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	22897	23067	-	QQR14709.1			hypothetical protein			I5Q80_00165	171	56	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	23532	24701	-							I5Q80_00170	1170		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	23532	24701	-	QQR14710.1			DUF262 domain-containing protein			I5Q80_00170	1170	389	
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	24854	24934	-							I5Q80_00175	81		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	24854	24934	-				tRNA-Glu			I5Q80_00175	81		anticodon=TTC
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	25793	26266	-							I5Q80_00180	474		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	25793	26266	-	QQR14711.1			hypothetical protein			I5Q80_00180	474	157	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	26424	26636	-							I5Q80_00185	213		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	26424	26636	-	QQR14712.1			hypothetical protein			I5Q80_00185	213	70	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	26766	27002	-							I5Q80_00190	237		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	26766	27002	-	QQR14713.1			hypothetical protein			I5Q80_00190	237	78	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27014	27196	-							I5Q80_00195	183		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27014	27196	-	QQR14714.1			hypothetical protein			I5Q80_00195	183	60	
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27196	27558	-							I5Q80_00200	363		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27196	27558	-				hypothetical protein			I5Q80_00200	363		pseudo
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27550	27834	-							I5Q80_00205	285		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27550	27834	-				SAM-dependent DNA methyltransferase			I5Q80_00205	285		pseudo
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27844	28830	-							I5Q80_00210	987		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	27844	28830	-	QQR14715.1			site-specific integrase			I5Q80_00210	987	328	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	28837	29745	-							I5Q80_00215	909		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	28837	29745	-	QQR14716.1			DnaD domain protein			I5Q80_00215	909	302	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	29757	29972	-							I5Q80_00220	216		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	29757	29972	-	QQR14717.1			hypothetical protein			I5Q80_00220	216	71	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30016	30195	-							I5Q80_00225	180		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30016	30195	-	QQR14718.1			hypothetical protein			I5Q80_00225	180	59	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30192	30395	-							I5Q80_00230	204		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30192	30395	-	QQR14719.1			hypothetical protein			I5Q80_00230	204	67	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30522	30866	-							I5Q80_00235	345		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30522	30866	-	QQR14720.1			hypothetical protein			I5Q80_00235	345	114	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30996	31319	+							I5Q80_00240	324		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	30996	31319	+	QQR14721.1			hypothetical protein			I5Q80_00240	324	107	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	31297	31455	-							I5Q80_00245	159		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	31297	31455	-	QQR14722.1			hypothetical protein			I5Q80_00245	159	52	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	31489	31704	-							I5Q80_00250	216		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	31489	31704	-	QQR14723.1			helix-turn-helix transcriptional regulator			I5Q80_00250	216	71	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	31862	32518	+							I5Q80_00255	657		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	31862	32518	+	QQR14724.1			helix-turn-helix domain-containing protein			I5Q80_00255	657	218	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	32578	33477	+							I5Q80_00260	900		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	32578	33477	+	QQR14725.1			hypothetical protein			I5Q80_00260	900	299	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	33488	34000	+							I5Q80_00265	513		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	33488	34000	+	QQR14726.1			hypothetical protein			I5Q80_00265	513	170	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	34057	34506	+							I5Q80_00270	450		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	34057	34506	+	QQR14727.1			hypothetical protein			I5Q80_00270	450	149	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	34583	35443	+							I5Q80_00275	861		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	34583	35443	+	QQR14728.1			DUF4393 domain-containing protein			I5Q80_00275	861	286	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	35821	36378	+							I5Q80_00280	558		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	35821	36378	+	QQR14729.1			Arm DNA-binding domain-containing protein			I5Q80_00280	558	185	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	36314	36643	+							I5Q80_00285	330		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	36314	36643	+	QQR14730.1			tyrosine-type recombinase/integrase			I5Q80_00285	330	109	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	36653	36919	+							I5Q80_00290	267		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	36653	36919	+	QQR15585.1			tyrosine-type recombinase/integrase			I5Q80_00290	267	88	
gene	tRNA	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	37094	37165	-							I5Q80_00295	72		
tRNA		GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	37094	37165	-				tRNA-Arg			I5Q80_00295	72		anticodon=TCG
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	37333	37695	+							I5Q80_00300	363		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	37333	37695	+	QQR14731.1			LapA family protein			I5Q80_00300	363	120	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	37716	38534	+							I5Q80_00305	819		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	37716	38534	+	QQR14732.1			HAD family phosphatase			I5Q80_00305	819	272	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	38600	39082	-							I5Q80_00310	483		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	38600	39082	-	QQR14733.1			nucleoside 2-deoxyribosyltransferase			I5Q80_00310	483	160	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	39158	39313	-							I5Q80_00315	156		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	39158	39313	-	QQR14734.1			hypothetical protein			I5Q80_00315	156	51	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	39315	40178	-							I5Q80_00320	864		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	39315	40178	-	QQR15586.1			alpha/beta hydrolase			I5Q80_00320	864	287	
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	40179	40646	-							I5Q80_00325	468		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	40179	40646	-				DUF421 domain-containing protein			I5Q80_00325	468		pseudo
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	40656	41099	-							I5Q80_00330	444		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	40656	41099	-	QQR14735.1			DUF3290 family protein			I5Q80_00330	444	147	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	41216	41485	+							I5Q80_00335	270		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	41216	41485	+	QQR14736.1			YbaN family protein			I5Q80_00335	270	89	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	41526	43850	-							I5Q80_00340	2325		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	41526	43850	-	QQR14737.1			ATP-binding protein			I5Q80_00340	2325	774	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	44164	45018	-							I5Q80_00345	855		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	44164	45018	-	QQR14738.1			DNA/RNA non-specific endonuclease			I5Q80_00345	855	284	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	45128	46519	-							I5Q80_00350	1392		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	45128	46519	-	QQR14739.1			amino acid permease			I5Q80_00350	1392	463	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	46806	47711	-							I5Q80_00355	906		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	46806	47711	-	QQR14740.1			LPXTG cell wall anchor domain-containing protein			I5Q80_00355	906	301	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	47751	49526	-							I5Q80_00360	1776		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	47751	49526	-	QQR14741.1			1-deoxy-D-xylulose-5-phosphate synthase			I5Q80_00360	1776	591	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	49694	50944	+							I5Q80_00365	1251		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	49694	50944	+	QQR14742.1			DUF2075 domain-containing protein			I5Q80_00365	1251	416	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	50947	51639	+							I5Q80_00370	693		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	50947	51639	+	QQR14743.1			TVP38/TMEM64 family protein			I5Q80_00370	693	230	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	51703	54216	-							I5Q80_00375	2514		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	51703	54216	-	QQR14744.1			excinuclease ABC subunit UvrA			I5Q80_00375	2514	837	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	54232	54570	-							I5Q80_00380	339		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	54232	54570	-	QQR14745.1			CrcB family protein			I5Q80_00380	339	112	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	54563	54940	-							I5Q80_00385	378		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	54563	54940	-	QQR14746.1			CrcB family protein			I5Q80_00385	378	125	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	55048	55440	+							I5Q80_00390	393		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	55048	55440	+	QQR14747.1			VOC family protein			I5Q80_00390	393	130	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	55492	56307	-							I5Q80_00395	816		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	55492	56307	-	QQR14748.1			YdcF family protein			I5Q80_00395	816	271	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	56311	58047	-							I5Q80_00400	1737		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	56311	58047	-	QQR14749.1			AarF/ABC1/UbiB kinase family protein			I5Q80_00400	1737	578	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	58187	59548	+							I5Q80_00405	1362		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	58187	59548	+	QQR14750.1			HlyC/CorC family transporter			I5Q80_00405	1362	453	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	59607	60035	-							I5Q80_00410	429		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	59607	60035	-	QQR14751.1			CopY/TcrY family copper transport repressor			I5Q80_00410	429	142	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	60190	61041	+							I5Q80_00415	852		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	60190	61041	+	QQR14752.1			hypothetical protein			I5Q80_00415	852	283	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	61091	61546	-							I5Q80_00420	456		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	61091	61546	-	QQR14753.1			DUF441 domain-containing protein			I5Q80_00420	456	151	
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	61618	62034	-							I5Q80_00425	417		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	61618	62034	-				cupin domain-containing protein			I5Q80_00425	417		pseudo
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	62147	62314	-							I5Q80_00430	168		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	62147	62314	-				flavodoxin			I5Q80_00430	168		pseudo
gene	pseudogene	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	62309	62590	+							I5Q80_00435	282		pseudo
CDS	without_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	62309	62590	+				transposase			I5Q80_00435	282		pseudo
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	62683	63207	-							I5Q80_00440	525		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	62683	63207	-	QQR14754.1			GNAT family N-acetyltransferase			I5Q80_00440	525	174	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	63367	64212	+							I5Q80_00445	846		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	63367	64212	+	QQR14755.1			alpha/beta hydrolase			I5Q80_00445	846	281	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	64186	65034	-							I5Q80_00450	849		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	64186	65034	-	QQR14756.1			glycosyltransferase family 8 protein			I5Q80_00450	849	282	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	65130	65789	+							I5Q80_00455	660		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	65130	65789	+	QQR14757.1			HD domain-containing protein			I5Q80_00455	660	219	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	65852	66496	-							I5Q80_00460	645		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	65852	66496	-	QQR14758.1			hypothetical protein			I5Q80_00460	645	214	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	66493	67371	-							I5Q80_00465	879		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	66493	67371	-	QQR14759.1			DegV family protein			I5Q80_00465	879	292	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	67588	69270	+							I5Q80_00470	1683		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	67588	69270	+	QQR14760.1			NFACT family protein			I5Q80_00470	1683	560	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	69318	71795	-							I5Q80_00475	2478		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	69318	71795	-	QQR14761.1			ATP-grasp domain-containing protein			I5Q80_00475	2478	825	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	71792	72877	-							I5Q80_00480	1086		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	71792	72877	-	QQR14762.1			carbamoyl phosphate synthase small subunit			I5Q80_00480	1086	361	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	72954	73865	-							I5Q80_00485	912		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	72954	73865	-	QQR14763.1			RluA family pseudouridine synthase			I5Q80_00485	912	303	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	73869	74315	-							I5Q80_00490	447		
CDS	with_protein	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	73869	74315	-	QQR14764.1			signal peptidase II			I5Q80_00490	447	148	
gene	protein_coding	GCA_016697045.1	Primary Assembly	chromosome		CP065318.1	74316	74723	-							I5Q80_00495	408		
