dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH33_e63	GH33:12|GH123:10|CBM32:9|CBM40:2	-	-	328	CP065315.1_594	708	1.3e-145	1	328	245	685	0.996951219512
GH33_e131	GH33:26	3.2.1.18:3	sialic acid (O-glycan, N-glycan, mucin, host glycan)	333	CP065315.1_612	966	4.8e-134	1	327	44	510	0.978978978979
GT26_e80	GT26:15	-	-	168	CP065315.1_747	241	1.2e-79	2	167	57	222	0.982142857143
GT28_e1	GT28:2579|CE4:1	-	-	164	CP065315.1_781	376	1.7e-45	1	164	195	359	0.993902439024
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	CP065315.1_1034	674	2.9e-23	6	90	22	118	0.84
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides	301	CP065315.1_1034	674	1.2e-161	1	301	177	481	0.996677740864
GT2	GT2:147	-	-	133	CP065315.1_1357	343	1.4e-55	2	133	8	140	0.984962406015
GH36_e28	GH36:60	-	-	269	CP065315.1_3047	1079	1.3e-63	5	269	261	533	0.981412639405
GH31_e69	GH31:130|CBM35:118|CBM61:86|CBM26:8	2.4.1.-:5	-	451	CP065315.1_3199	1273	5e-256	1	451	248	698	0.9977827051
CBM35_e45	CBM35:119|GH31:119|CBM61:86	2.4.1.-:5	xylan,decorated soluble mannan and mannooligosaccharide,beta-galactan	123	CP065315.1_3199	1273	6e-46	1	123	851	980	0.991869918699
CBM35_e45	CBM35:119|GH31:119|CBM61:86	2.4.1.-:5	xylan,decorated soluble mannan and mannooligosaccharide,beta-galactan	123	CP065315.1_3199	1273	2.1e-48	1	122	989	1111	0.983739837398
CBM61_e4	CBM61:10|GH66:9	3.2.1.11:1	beta-1,4-galactan	133	CP065315.1_3199	1273	2.7e-32	2	132	1126	1269	0.977443609023
CBM40_e6	CBM40:46|GH33:45|CBM32:23	3.2.1.18:5	sialic acid	173	CP065315.1_559	385	1.3e-28	5	169	16	192	0.947976878613
CBM40_e6	CBM40:46|GH33:45|CBM32:23	3.2.1.18:5	sialic acid	173	CP065315.1_559	385	4.6e-34	11	169	220	379	0.913294797688
GH109_e7	GH109:31	-	-	390	CP065315.1_595	377	3.2e-17	3	193	3	196	0.487179487179
CBM50_e389	CBM50:6	-	chitin or peptidoglycan	45	CP065315.1_974	186	1.3e-25	1	44	142	185	0.955555555556
