Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065315.1_1669	CAG7883609.1|GT1	55.7	876	376	6	4	872	169	1039	6.1e-276	954.1
CP065315.1_1674	ANU39676.1|CE4	100.0	262	0	0	1	262	1	262	1.0e-146	523.1
CP065315.1_1750	QBQ55251.1|CBM50	42.1	887	461	12	4	855	21	889	9.8e-165	584.7
CP065315.1_1796	QQR07612.1|GH0	100.0	553	0	0	1	553	1	553	0.0e+00	1115.1
CP065315.1_1811	ALR08738.2|GT83	39.7	605	324	13	9	592	2	586	2.1e-110	403.7
CP065315.1_1812	CAE6204650.1|GH28	50.2	602	292	5	4	599	744	1343	4.1e-170	602.1
CP065315.1_1817	ANU39541.1|CBM50	100.0	497	0	0	1	497	1	497	1.8e-269	931.8
CP065315.1_1889	BDF71684.1|CBM50	63.0	327	119	2	1	326	35	360	2.3e-103	379.4
CP065315.1_1942	AMJ18631.1|GT2	45.3	1223	589	17	5	1206	1	1164	9.3e-291	1003.8
CP065315.1_1971	AHC21644.2|GH1	54.9	523	228	3	5	527	9	523	5.0e-164	581.6
CP065315.1_2029	ANU42689.1|GT2	100.0	356	0	0	1	356	1	356	2.2e-216	755.0
CP065315.1_2073	QQR04449.1|GH13_39	100.0	614	0	0	1	614	1	614	0.0e+00	1314.3
CP065315.1_2074	ANU42649.1|GT2	100.0	297	0	0	1	297	1	297	2.4e-168	595.1
CP065315.1_2166	AGL64345.2|GT2	53.4	571	264	1	211	779	287	857	3.1e-170	602.8
CP065315.1_2182	QYO62262.1|GH13	66.7	345	113	2	1	344	1	344	1.1e-121	441.0
CP065315.1_2505	QQR04853.1|GH3	100.0	431	0	0	1	431	1	431	7.8e-232	806.6
CP065315.1_2631	QQR04984.1|CE4	100.0	256	0	0	1	256	1	256	7.1e-148	526.9
CP065315.1_2653	QQR05004.1|GT28	100.0	364	0	0	1	364	1	364	9.8e-212	739.6
CP065315.1_2659	ANU42111.1|GT4	100.0	368	0	0	1	368	1	368	1.1e-213	746.1
CP065315.1_2688	QWU85921.1|GH130	50.1	461	222	2	2	454	1372	1832	1.8e-133	479.9
CP065315.1_2768	CAD7245033.1|GT58	64.3	471	154	3	6	463	1055	1524	4.7e-166	588.2
CP065315.1_2818	AGL63717.2|GT4	46.5	679	282	8	165	838	107	709	3.4e-157	559.7
CP065315.1_2844	CAG7911095.1|GH5_11	45.4	897	445	14	15	876	589	1475	2.4e-227	792.7
CP065315.1_2851	ANU41931.1|GT2	100.0	322	0	0	1	322	1	322	3.6e-181	637.9
CP065315.1_2863	CCO12868.2|GH1	57.8	1242	445	11	6	1224	7	1192	0.0e+00	1370.9
CP065315.1_2871	CAD7226128.1|GH38	36.5	713	377	17	11	676	1345	2028	2.4e-113	413.7
CP065315.1_2916	CUS04921.2|GT4	42.7	852	431	9	3	806	17	859	5.4e-202	708.4
CP065315.1_3046	QIA30398.1|GH4	100.0	460	0	0	1	460	1	460	4.5e-278	960.3
CP065315.1_3047	QQR05374.1|GH36|3.2.1.49	100.0	1078	0	0	1	1078	1	1078	0.0e+00	2215.7
CP065315.1_3048	UBS62756.1|CBM32	99.7	772	2	0	1	772	1	772	0.0e+00	1578.1
CP065315.1_3083	QQR05406.1|GT1	100.0	397	0	0	1	397	1	397	3.4e-226	787.7
CP065315.1_3112	QQR05435.1|GT2	100.0	361	0	0	1	361	1	361	1.8e-218	761.9
CP065315.1_3189	QQR05500.1|GH65	100.0	720	0	0	1	720	1	720	0.0e+00	1486.9
CP065315.1_3190	QQR05501.1|GH0	100.0	599	0	0	1	599	1	599	0.0e+00	1263.4
CP065315.1_3195	ANU41630.1|GH31	100.0	666	0	0	1	666	1	666	0.0e+00	1421.4
CP065315.1_3198	ANU42986.2|CBM35|GH31	100.0	1076	0	0	1	1076	1	1076	0.0e+00	2124.0
CP065315.1_3199	ANU41627.1|CBM35|CBM61|GH31	100.0	1272	0	0	1	1272	1	1272	0.0e+00	2627.8
CP065315.1_3235	CAE6110940.1|CE8	44.2	538	277	11	30	559	264	786	3.1e-116	422.9
CP065315.1_3242	ANU41587.1|GH25	100.0	247	0	0	1	247	1	247	1.1e-140	503.1
CP065315.1_3248	AWZ17133.1|GH13_30	39.6	1199	645	24	3	1151	406	1575	1.4e-227	793.9
CP065315.1_3405	AGL63871.2|GT2	42.5	496	263	6	355	848	518	993	1.2e-106	391.7
CP065315.1_3413	QES71705.1|GT0	60.5	382	149	2	1	381	1	381	1.7e-129	466.5
CP065315.1_3422	AMJ20543.1|GH13_11	58.3	398	155	4	23	411	14	409	9.1e-121	437.6
CP065315.1_3498	QQR05785.1|CBM50|GH18	100.0	426	0	0	1	426	1	426	2.7e-229	798.1
CP065315.1_3648	AXF51455.1|GH23	36.3	1706	912	39	568	2159	1792	3436	1.3e-282	977.6
