# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	7542	8075	+	QQQ96809.1			methylated-DNA--[protein]-cysteine S-methyltransferase			I5Q81_00055	534	177	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	8696	9148	+							I5Q81_00060	453		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	8696	9148	+	QQQ96810.1			hypothetical protein			I5Q81_00060	453	150	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	9321	10493	+							I5Q81_00065	1173		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	9321	10493	+	QQQ96811.1			sodium:proton antiporter			I5Q81_00065	1173	390	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	10592	11371	+							I5Q81_00070	780		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	10592	11371	+	QQQ96812.1			hypothetical protein			I5Q81_00070	780	259	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	11455	12318	+					rfbD		I5Q81_00075	864		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	11455	12318	+	QQQ96813.1			dTDP-4-dehydrorhamnose reductase	rfbD		I5Q81_00075	864	287	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	12351	13004	-					ribB		I5Q81_00080	654		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	12351	13004	-	QQQ96814.1			3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB		I5Q81_00080	654	217	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	13149	13595	+							I5Q81_00085	447		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	13149	13595	+	QQQ96815.1			NifB/NifX family molybdenum-iron cluster-binding protein			I5Q81_00085	447	148	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	14002	15021	+							I5Q81_00090	1020		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	14002	15021	+	QQQ96816.1			hypothetical protein			I5Q81_00090	1020	339	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	15128	16921	-							I5Q81_00095	1794		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	15128	16921	-	QQQ96817.1			flavocytochrome c			I5Q81_00095	1794	597	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	17053	17511	-							I5Q81_00100	459		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	17053	17511	-	QQQ96818.1			phosphate-starvation-inducible PsiE family protein			I5Q81_00100	459	152	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	17584	19434	+							I5Q81_00105	1851		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	17584	19434	+	QQQ96819.1			cation:proton antiporter			I5Q81_00105	1851	616	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	19439	21184	+							I5Q81_00110	1746		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	19439	21184	+	QQQ96820.1			cation:proton antiporter			I5Q81_00110	1746	581	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	21247	21861	-					dmsB		I5Q81_00115	615		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	21247	21861	-	QQQ96821.1			dimethylsulfoxide reductase subunit B	dmsB		I5Q81_00115	615	204	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	21877	24243	-							I5Q81_00120	2367		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	21877	24243	-	QQQ96822.1			molybdopterin-dependent oxidoreductase			I5Q81_00120	2367	788	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	24615	24719	+							I5Q81_00125	105		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	24615	24719	+	QQQ97943.1			type II toxin-antitoxin system YoeB family toxin			I5Q81_00125	105	34	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	24880	25668	-							I5Q81_00130	789		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	24880	25668	-	QQQ96823.1			type 1 glutamine amidotransferase domain-containing protein			I5Q81_00130	789	262	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	25790	26593	-							I5Q81_00135	804		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	25790	26593	-	QQQ96824.1			IclR family transcriptional regulator			I5Q81_00135	804	267	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	26644	28638	-							I5Q81_00140	1995		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	26644	28638	-	QQQ96825.1			(Fe-S)-binding protein			I5Q81_00140	1995	664	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	28652	29155	-					thpR		I5Q81_00145	504		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	28652	29155	-	QQQ96826.1			RNA 2',3'-cyclic phosphodiesterase	thpR		I5Q81_00145	504	167	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	29113	30213	-							I5Q81_00150	1101		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	29113	30213	-	QQQ96827.1			quinone-dependent dihydroorotate dehydrogenase			I5Q81_00150	1101	366	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	30197	31003	-							I5Q81_00155	807		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	30197	31003	-	QQQ96828.1			arginyltransferase			I5Q81_00155	807	268	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	31000	31758	-							I5Q81_00160	759		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	31000	31758	-	QQQ96829.1			leucyl/phenylalanyl-tRNA--protein transferase			I5Q81_00160	759	252	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	31759	32319	-							I5Q81_00165	561		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	31759	32319	-	QQQ96830.1			NUDIX hydrolase			I5Q81_00165	561	186	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	32332	34131	-							I5Q81_00170	1800		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	32332	34131	-	QQQ96831.1			Na/Pi cotransporter family protein			I5Q81_00170	1800	599	
gene	tRNA	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	34356	34432	-							I5Q81_00175	77		
tRNA		GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	34356	34432	-				tRNA-Met			I5Q81_00175	77		anticodon=CAT
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	34609	36810	-							I5Q81_00180	2202		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	34609	36810	-	QQQ96832.1			ATP-dependent RecD-like DNA helicase			I5Q81_00180	2202	733	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	37255	38631	+							I5Q81_00185	1377		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	37255	38631	+	QQQ96833.1			ISNCY family transposase			I5Q81_00185	1377	458	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	38890	40665	+							I5Q81_00190	1776		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	38890	40665	+	QQQ96834.1			ribonucleoside-diphosphate reductase subunit alpha			I5Q81_00190	1776	591	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	40676	41665	+							I5Q81_00195	990		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	40676	41665	+	QQQ96835.1			ribonucleotide-diphosphate reductase subunit beta			I5Q81_00195	990	329	
gene	rRNA	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	42035	43576	+							I5Q81_00200	1542		
rRNA		GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	42035	43576	+				16S ribosomal RNA			I5Q81_00200	1542		
gene	rRNA	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	43831	46715	+							I5Q81_00205	2885		
rRNA		GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	43831	46715	+				23S ribosomal RNA			I5Q81_00205	2885		
gene	rRNA	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	46838	46952	+					rrf		I5Q81_00210	115		
rRNA		GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	46838	46952	+				5S ribosomal RNA	rrf		I5Q81_00210	115		
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	47300	47479	+							I5Q81_00215	180		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	47300	47479	+	QQQ96836.1			hypothetical protein			I5Q81_00215	180	59	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	47641	48858	+							I5Q81_00220	1218		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	47641	48858	+	QQQ96837.1			nitronate monooxygenase			I5Q81_00220	1218	405	
gene	pseudogene	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	49502	50878	+					ltrA		I5Q81_00225	1377		pseudo
CDS	without_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	49502	50878	+				group II intron reverse transcriptase/maturase	ltrA		I5Q81_00225	1377		pseudo
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	51263	52573	+							I5Q81_00230	1311		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	51263	52573	+	QQQ96838.1			porin			I5Q81_00230	1311	436	
gene	pseudogene	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	52655	53446	+							I5Q81_00235	792		pseudo
CDS	without_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	52655	53446	+				NapC/NirT family cytochrome c			I5Q81_00235	792		pseudo
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	53808	54098	+							I5Q81_00240	291		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	53808	54098	+	QQQ96839.1			hypothetical protein			I5Q81_00240	291	96	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	54095	54448	+							I5Q81_00245	354		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	54095	54448	+	QQQ96840.1			IS66 family insertion sequence element accessory protein TnpB			I5Q81_00245	354	117	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	54488	56509	-							I5Q81_00250	2022		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	54488	56509	-	QQQ96841.1			transposase			I5Q81_00250	2022	673	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	56686	57042	-							I5Q81_00255	357		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	56686	57042	-	QQQ96842.1			IS66 family insertion sequence element accessory protein TnpB			I5Q81_00255	357	118	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	57039	57329	-							I5Q81_00260	291		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	57039	57329	-	QQQ96843.1			hypothetical protein			I5Q81_00260	291	96	
gene	pseudogene	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	57507	58551	-							I5Q81_00265	1045		pseudo
CDS	without_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	57507	58551	-				FAD:protein FMN transferase			I5Q81_00265	1045		pseudo
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	58561	58947	-							I5Q81_00270	387		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	58561	58947	-	QQQ96844.1			sel1 repeat family protein			I5Q81_00270	387	128	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	59120	59785	-							I5Q81_00275	666		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	59120	59785	-	QQQ96845.1			hemolysin III family protein			I5Q81_00275	666	221	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	60111	60662	+							I5Q81_00280	552		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	60111	60662	+	QQQ96846.1			biotin transporter BioY			I5Q81_00280	552	183	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	61015	61326	+							I5Q81_00285	312		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	61015	61326	+	QQQ96847.1			cytochrome c3 family protein			I5Q81_00285	312	103	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	61330	62865	+							I5Q81_00290	1536		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	61330	62865	+	QQQ96848.1			FAD-binding protein			I5Q81_00290	1536	511	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	63422	64714	+					ltrA		I5Q81_00295	1293		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	63422	64714	+	QQQ96849.1			group II intron reverse transcriptase/maturase	ltrA		I5Q81_00295	1293	430	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	64760	65050	+							I5Q81_00300	291		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	64760	65050	+	QQQ96850.1			hypothetical protein			I5Q81_00300	291	96	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	65047	65403	+							I5Q81_00305	357		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	65047	65403	+	QQQ96851.1			IS66 family insertion sequence element accessory protein TnpB			I5Q81_00305	357	118	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	65581	67602	+							I5Q81_00310	2022		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	65581	67602	+	QQQ96852.1			transposase			I5Q81_00310	2022	673	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	67777	68562	-							I5Q81_00315	786		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	67777	68562	-	QQQ96853.1			hypothetical protein			I5Q81_00315	786	261	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	68559	69533	-							I5Q81_00320	975		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	68559	69533	-	QQQ96854.1			LysR family transcriptional regulator			I5Q81_00320	975	324	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	71219	71473	-							I5Q81_00325	255		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	71219	71473	-	QQQ96855.1			hypothetical protein			I5Q81_00325	255	84	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	71689	72954	-							I5Q81_00330	1266		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	71689	72954	-	QQQ96856.1			ammonium transporter			I5Q81_00330	1266	421	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	72951	73289	-							I5Q81_00335	339		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	72951	73289	-	QQQ96857.1			P-II family nitrogen regulator			I5Q81_00335	339	112	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	73488	74288	+							I5Q81_00340	801		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	73488	74288	+	QQQ96858.1			MetQ/NlpA family ABC transporter substrate-binding protein			I5Q81_00340	801	266	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	74294	75070	+							I5Q81_00345	777		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	74294	75070	+	QQQ96859.1			MetQ/NlpA family ABC transporter substrate-binding protein			I5Q81_00345	777	258	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	75251	75793	-							I5Q81_00350	543		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	75251	75793	-	QQQ96860.1			hypothetical protein			I5Q81_00350	543	180	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	76390	78375	+							I5Q81_00355	1986		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	76390	78375	+	QQQ96861.1			fumarate reductase flavoprotein subunit			I5Q81_00355	1986	661	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	78397	79248	+							I5Q81_00360	852		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	78397	79248	+	QQQ96862.1			fumarate reductase iron-sulfur subunit			I5Q81_00360	852	283	
gene	pseudogene	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	79730	80002	+							I5Q81_00365	273		pseudo
CDS	without_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	79730	80002	+				DUF4372 domain-containing protein			I5Q81_00365	273		pseudo
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	81382	82788	+							I5Q81_00370	1407		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	81382	82788	+	QQQ96863.1			aspartate ammonia-lyase			I5Q81_00370	1407	468	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	82931	84265	+							I5Q81_00375	1335		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	82931	84265	+	QQQ96864.1			anaerobic C4-dicarboxylate transporter			I5Q81_00375	1335	444	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	85280	86686	+							I5Q81_00380	1407		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	85280	86686	+	QQQ96865.1			aspartate ammonia-lyase			I5Q81_00380	1407	468	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	86753	87337	-							I5Q81_00385	585		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	86753	87337	-	QQQ96866.1			chalcone isomerase family protein			I5Q81_00385	585	194	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	87398	87874	-							I5Q81_00390	477		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	87398	87874	-	QQQ96867.1			MerR family transcriptional regulator			I5Q81_00390	477	158	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	87963	89201	+							I5Q81_00395	1239		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	87963	89201	+	QQQ96868.1			FAD-dependent oxidoreductase			I5Q81_00395	1239	412	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	89269	90798	+							I5Q81_00400	1530		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	89269	90798	+	QQQ96869.1			NAD(P)H-hydrate dehydratase			I5Q81_00400	1530	509	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	90795	91685	-							I5Q81_00405	891		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	90795	91685	-	QQQ96870.1			sel1 repeat family protein			I5Q81_00405	891	296	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	91685	92146	-							I5Q81_00410	462		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	91685	92146	-	QQQ96871.1			hypothetical protein			I5Q81_00410	462	153	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	92221	92670	+							I5Q81_00415	450		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	92221	92670	+	QQQ96872.1			hypothetical protein			I5Q81_00415	450	149	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	92675	93052	-							I5Q81_00420	378		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	92675	93052	-	QQQ96873.1			RidA family protein			I5Q81_00420	378	125	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	93128	93622	-							I5Q81_00425	495		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	93128	93622	-	QQQ96874.1			CreA family protein			I5Q81_00425	495	164	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	93660	94883	-							I5Q81_00430	1224		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	93660	94883	-	QQQ96875.1			alpha/beta fold hydrolase			I5Q81_00430	1224	407	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	95049	96278	+					gltS		I5Q81_00435	1230		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	95049	96278	+	QQQ96876.1			sodium/glutamate symporter	gltS		I5Q81_00435	1230	409	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	96826	98256	+							I5Q81_00440	1431		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	96826	98256	+	QQQ96877.1			replication-associated recombination protein A			I5Q81_00440	1431	476	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	98348	99637	+					serS		I5Q81_00445	1290		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	98348	99637	+	QQQ96878.1			serine--tRNA ligase	serS		I5Q81_00445	1290	429	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	99718	100719	+							I5Q81_00450	1002		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	99718	100719	+	QQQ96879.1			asparaginase			I5Q81_00450	1002	333	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	101142	101987	+							I5Q81_00455	846		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	101142	101987	+	QQQ96880.1			Fic family protein			I5Q81_00455	846	281	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	102022	102981	-							I5Q81_00460	960		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	102022	102981	-	QQQ96881.1			LysR family transcriptional regulator			I5Q81_00460	960	319	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	103140	103307	+							I5Q81_00465	168		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	103140	103307	+	QQQ96882.1			hypothetical protein			I5Q81_00465	168	55	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	103318	104928	+							I5Q81_00470	1611		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	103318	104928	+	QQQ96883.1			disulfide bond formation protein B			I5Q81_00470	1611	536	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	105155	105976	-							I5Q81_00475	822		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	105155	105976	-	QQQ96884.1			nitroreductase family protein			I5Q81_00475	822	273	
gene	protein_coding	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	106033	107691	-					ilvD		I5Q81_00480	1659		
CDS	with_protein	GCA_016696765.1	Primary Assembly	chromosome		CP065313.1	106033	107691	-	QQQ96885.1			dihydroxy-acid dehydratase	ilvD		I5Q81_00480	1659	552	
