HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH57.hmm	383	CP065322.1_762	396	3.1e-45	2	310	6	318	0.804177545692
GT4.hmm	160	CP065322.1_763	433	2.3e-29	6	157	253	401	0.94375
GH31.hmm	427	CP065322.1_764	799	1.6e-148	1	427	226	669	0.997658079625
CE11.hmm	271	CP065322.1_807	439	6.9e-95	1	270	6	275	0.992619926199
GH20.hmm	337	CP065322.1_813	665	9.5e-50	8	335	119	403	0.970326409496
GH20.hmm	337	CP065322.1_899	494	2.4e-103	8	336	106	449	0.973293768546
GH20.hmm	337	CP065322.1_900	505	1.8e-102	8	336	118	465	0.973293768546
CE3.hmm	194	CP065322.1_927	1019	3.7e-21	3	190	51	302	0.963917525773
GT19.hmm	354	CP065322.1_934	377	2.3e-104	2	352	8	357	0.988700564972
GT2.hmm	170	CP065322.1_970	259	1.4e-30	1	127	4	130	0.741176470588
GT4.hmm	160	CP065322.1_971	385	1.3e-25	8	150	213	353	0.8875
GT4.hmm	160	CP065322.1_972	393	3.6e-36	6	153	218	363	0.91875
GT4.hmm	160	CP065322.1_973	391	8.3e-34	9	150	216	355	0.88125
GT11.hmm	276	CP065322.1_976	277	9.9e-16	110	257	110	250	0.532608695652
GT4.hmm	160	CP065322.1_977	348	3.8e-32	12	155	188	322	0.89375
GT4.hmm	160	CP065322.1_978	380	1.9e-26	12	153	194	332	0.88125
GT4.hmm	160	CP065322.1_979	392	2.6e-24	8	135	211	336	0.79375
GT2.hmm	170	CP065322.1_982	283	1.9e-19	1	122	5	120	0.711764705882
GT2.hmm	170	CP065322.1_983	335	3.2e-31	1	168	6	177	0.982352941176
GT2.hmm	170	CP065322.1_984	343	2e-37	1	128	7	132	0.747058823529
GH16_3.hmm	230	CP065322.1_999	299	4.3e-53	2	230	17	266	0.991304347826
