Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065322.1_446	ASB36212.1|GT2	100.0	314	0	0	1	314	1	314	3.0e-177	624.8
CP065322.1_485	QQR33694.1|GH77	100.0	619	0	0	1	619	5	623	0.0e+00	1341.3
CP065322.1_494	AMJ20543.1|GH13_11	50.9	411	197	3	157	566	5	411	7.8e-115	418.3
CP065322.1_501	ASB36271.1|GH13_38	100.0	574	0	0	1	574	16	589	0.0e+00	1239.2
CP065322.1_517	CUS04921.2|GT4	41.9	902	415	15	63	912	15	859	4.2e-195	685.6
CP065322.1_518	EAR02039.1|GH117	43.8	532	241	15	28	549	28	511	4.2e-113	412.5
CP065322.1_523	ASB36289.1|GH2	100.0	712	0	0	1	712	1	712	0.0e+00	1479.9
CP065322.1_524	ASB36290.1|GH2	100.0	1289	0	0	1	1289	1	1289	0.0e+00	2663.3
CP065322.1_525	QQR33734.1|GH2	100.0	858	0	0	1	858	1	858	0.0e+00	1800.0
CP065322.1_527	ANU60648.1|GH20	100.0	547	0	0	1	547	1	547	0.0e+00	1125.5
CP065322.1_541	ASB36307.1|CBM32|GH35	100.0	780	0	0	1	780	1	780	0.0e+00	1662.5
CP065322.1_548	CAD7280782.1|GT2	43.8	774	400	9	133	876	397	1165	2.3e-180	636.7
CP065322.1_622	ABM98857.2|GT4	66.2	305	102	1	43	346	7	311	1.2e-121	440.3
CP065322.1_628	CAN65674.1|GH28	41.2	594	290	8	6	596	93	630	1.2e-127	461.1
CP065322.1_642	ASB34256.1|GT32	100.0	253	0	0	1	253	1	253	2.2e-157	558.5
CP065322.1_648	QHV66814.1|GH13_8	100.0	668	0	0	1	668	11	678	0.0e+00	1430.6
CP065322.1_652	QUT89376.1|GH0	46.4	545	237	12	17	556	4	498	1.1e-121	441.0
CP065322.1_663	QQR33864.1|GT2	100.0	505	0	0	1	505	1	505	4.3e-298	1026.9
CP065322.1_706	QWP65412.1|GH13_5	100.0	526	0	0	1	526	1	526	0.0e+00	1112.8
CP065322.1_709	ASB34321.1|GH20	100.0	728	0	0	1	728	1	728	0.0e+00	1549.3
CP065322.1_730	ASB34341.1|GH33	100.0	674	0	0	1	674	9	682	0.0e+00	1391.7
CP065322.1_740	AWW32784.1|CBM32	41.1	764	416	14	9	755	29	775	2.2e-160	570.1
CP065322.1_762	QWP43523.1|GH57	100.0	395	0	0	1	395	1	395	6.4e-233	810.1
CP065322.1_763	QEE55135.1|GT4	100.0	432	0	0	1	432	1	432	7.5e-251	869.8
CP065322.1_764	ANU60878.1|GH31	100.0	798	0	0	1	798	1	798	0.0e+00	1736.9
CP065322.1_807	QTD80435.1|CE11	100.0	438	0	0	1	438	1	438	3.1e-252	874.4
CP065322.1_813	QQR34005.1|GH20	100.0	664	0	0	1	664	1	664	0.0e+00	1420.6
CP065322.1_853	CUS04494.2|GH39	48.6	1306	555	24	1	1251	1	1245	0.0e+00	1106.3
CP065322.1_865	CAG7883609.1|GT1	52.6	899	396	9	12	908	169	1039	1.4e-254	883.2
CP065322.1_889	QUU07684.1|CBM32	47.8	613	297	11	78	676	348	951	3.4e-157	559.3
CP065322.1_890	CAE6179499.1|GH152	34.7	689	348	13	2	596	75	755	8.8e-104	381.7
CP065322.1_899	ANU61001.1|GH20	100.0	493	0	0	1	493	1	493	3.3e-303	1043.9
CP065322.1_900	QQR34087.1|GH20	100.0	504	0	0	1	504	1	504	3.2e-309	1063.9
CP065322.1_934	ASB34527.1|GT19	100.0	376	0	0	1	376	1	376	3.1e-216	754.6
CP065322.1_970	ANU61070.1|GT2	100.0	258	0	0	1	258	1	258	2.4e-151	538.5
CP065322.1_971	ASB34566.1|GT4	100.0	384	0	0	1	384	1	384	1.1e-234	815.8
CP065322.1_972	ANU61072.2|GT4	100.0	392	0	0	1	392	7	398	1.3e-230	802.4
CP065322.1_973	ASB34568.1|GT4	100.0	390	0	0	1	390	1	390	1.8e-232	808.5
CP065322.1_976	QQR34161.1|GT0	100.0	276	0	0	1	276	1	276	1.7e-160	568.9
CP065322.1_977	ANU61077.1|GT4	100.0	347	0	0	1	347	1	347	2.0e-201	705.3
CP065322.1_978	ASB34573.1|GT4	100.0	379	0	0	1	379	1	379	5.6e-226	786.9
CP065322.1_979	QQR34164.1|GT4	100.0	391	0	0	1	391	1	391	1.2e-228	795.8
CP065322.1_982	ANU61082.1|GT2	100.0	282	0	0	1	282	1	282	2.0e-167	592.0
CP065322.1_983	QQR34168.1|GT2	100.0	334	0	0	1	334	1	334	1.6e-192	675.6
CP065322.1_984	QIA37040.1|GT2	100.0	342	0	0	1	342	1	342	8.4e-197	689.9
CP065322.1_999	ANU61101.1|GH16_3	100.0	298	0	0	1	298	22	319	6.7e-182	640.2
CP065322.1_1000	QQR34184.1|GH3	100.0	353	0	0	1	353	1	353	2.1e-206	721.8
CP065322.1_1019	QQR34203.1|GT51	100.0	829	0	0	1	829	13	841	0.0e+00	1671.8
CP065322.1_1034	QHV74012.1|GH20	100.0	756	0	0	1	756	1	756	0.0e+00	1551.2
CP065322.1_1046	ANU61144.1|GH20	100.0	579	0	0	1	579	1	579	0.0e+00	1194.5
CP065322.1_1062	ASB34651.1|GH18	100.0	1233	0	0	1	1233	45	1277	0.0e+00	2479.1
CP065322.1_1126	ANU61215.1|GH29	100.0	538	0	0	1	538	1	538	0.0e+00	1122.1
CP065322.1_1132	ASB34713.1|GH109	100.0	481	0	0	1	481	1	481	3.0e-293	1010.7
CP065322.1_1161	ALR09732.2|GH92	36.7	708	416	11	19	717	25	709	1.0e-106	391.7
CP065322.1_1170	QHV64489.1|GH84	100.0	953	0	0	1	953	1	953	0.0e+00	1931.8
CP065322.1_1177	AGL63717.2|GT4	50.6	628	293	7	192	817	107	719	1.0e-166	591.3
CP065322.1_1178	ANU61265.1|GH89	100.0	848	0	0	1	848	1	848	0.0e+00	1778.5
CP065322.1_1186	QQR32234.1|GT83	100.0	763	0	0	1	763	1	763	0.0e+00	1549.3
CP065322.1_1246	QWO89502.1|GH0	97.8	186	4	0	8	193	1	186	2.3e-103	378.6
CP065322.1_1291	ASB34870.1|GT51	100.0	886	0	0	1	886	25	910	0.0e+00	1689.1
CP065322.1_1300	QQR32341.1|GH95	100.0	788	0	0	1	788	1	788	0.0e+00	1633.6
CP065322.1_1314	QCW79542.1|GH101	49.7	463	227	4	59	520	611	1068	2.4e-126	456.4
CP065322.1_1322	QWA11134.1|GT2	54.2	343	155	2	1	341	288	630	2.0e-105	386.3
CP065322.1_1338	ASB34911.1|GH36	100.0	845	0	0	1	845	1	845	0.0e+00	1735.3
CP065322.1_1356	QAR50403.1|GT35	100.0	554	0	0	1	554	1	554	0.0e+00	1152.1
CP065322.1_1413	ASB34986.1|GH2	100.0	986	0	0	1	986	1	986	0.0e+00	2062.7
CP065322.1_1414	CAG7911095.1|GH5_11	39.2	910	498	18	14	889	589	1477	8.4e-172	608.2
CP065322.1_1429	CAD7226128.1|GH38	36.8	736	393	16	18	713	1345	2048	6.4e-114	415.6
CP065322.1_1477	ASB35049.1|GH0	99.6	495	2	0	1	495	1	495	1.3e-286	988.8
CP065322.1_1482	ANU61563.2|GH20	100.0	665	0	0	1	665	1	665	0.0e+00	1349.3
CP065322.1_1487	AWZ17133.1|GH13_30	36.0	1213	685	26	5	1172	406	1572	3.9e-201	706.1
CP065322.1_1505	ASB35075.1|GH29	100.0	709	0	0	1	709	1	709	0.0e+00	1478.8
CP065322.1_1511	ANU61589.1|GH20	100.0	722	0	0	1	722	1	722	0.0e+00	1538.5
CP065322.1_1525	QQR32548.1|GH84	100.0	997	0	0	1	997	1	997	0.0e+00	1999.2
CP065322.1_1534	CAE6110940.1|CE8	43.5	536	277	12	30	556	269	787	1.1e-116	424.5
CP065322.1_1555	BBP47739.1|GT4	100.0	370	0	0	1	370	1	370	1.5e-215	752.3
CP065322.1_1556	QWP73789.1|GT4	83.9	373	60	0	1	373	371	743	1.6e-180	636.0
CP065322.1_1567	ANU61646.1|CE20	100.0	512	0	0	1	512	1	512	3.0e-307	1057.4
CP065322.1_1587	ASB35152.1|GT30	100.0	428	0	0	1	428	1	428	3.6e-245	850.9
CP065322.1_1593	QHV55242.1|CBM51|GH110	100.0	763	0	0	1	763	32	794	0.0e+00	1560.4
CP065322.1_1611	QQR32631.1|GT2	100.0	312	0	0	1	312	1	312	4.1e-174	614.4
CP065322.1_1618	CAD7245033.1|GT58	64.6	477	155	4	4	473	1053	1522	1.7e-168	596.3
CP065322.1_1629	ASB35193.1|GH36	100.0	671	0	0	1	671	5	675	0.0e+00	1398.6
CP065322.1_1654	ASB36440.1|GH2	100.0	912	0	0	20	931	1	912	0.0e+00	1876.7
CP065322.1_1742	QDV35524.1|GH62	49.7	386	171	6	19	404	25	387	1.1e-108	397.5
CP065322.1_1744	QBH16153.1|GH33	100.0	419	0	0	1	419	12	430	1.2e-253	879.0
CP065322.1_1754	ANU61825.1|GT2	100.0	354	0	0	1	354	11	364	1.2e-206	722.6
CP065322.1_1755	QQR32765.1|GT2	100.0	345	0	0	1	345	1	345	1.1e-199	699.5
CP065322.1_1756	QWO84282.1|GT8	100.0	315	0	0	1	315	1	315	3.0e-193	677.9
CP065322.1_1759	QQR32769.1|GT0	100.0	407	0	0	1	407	1	407	2.2e-244	848.2
CP065322.1_1760	QQR32770.1|GT0	100.0	381	0	0	1	381	1	381	4.0e-224	780.8
CP065322.1_1780	QQR32789.1|GT28	100.0	374	0	0	1	374	1	374	1.0e-211	739.6
CP065322.1_1818	QHV61211.1|GH43_24	100.0	381	0	0	1	381	1	381	2.8e-233	811.2
CP065322.1_1819	QHV61212.1|GH43_24	100.0	369	0	0	1	369	1	369	1.3e-227	792.3
CP065322.1_1845	QHV70120.1|GH16_3	100.0	304	0	0	1	304	1	304	4.3e-184	647.5
CP065322.1_1852	QQR32857.1|GT0	100.0	346	0	0	1	346	1	346	8.5e-213	743.0
CP065322.1_1879	QQR32879.1|GT8	100.0	324	0	0	1	324	5	328	7.5e-195	683.3
CP065322.1_1880	QQR32880.1|GT2	100.0	341	0	0	1	341	1	341	1.7e-197	692.2
CP065322.1_1881	QIA35801.1|GT9	100.0	324	0	0	1	324	1	324	6.1e-189	663.7
CP065322.1_1883	QIA35799.1|GT2	100.0	384	0	0	1	384	1	384	1.2e-223	779.2
CP065322.1_1885	QHV09091.1|GT4	99.3	424	3	0	1	424	40	463	1.4e-249	865.5
CP065322.1_1886	QQR32886.1|GT10	100.0	332	0	0	1	332	1	332	4.9e-202	707.2
CP065322.1_1888	ASB35441.1|GT0	100.0	341	0	0	1	341	1	341	1.6e-203	712.2
CP065322.1_1897	QWP06218.1|GH35	99.4	643	4	0	1	643	1	643	0.0e+00	1361.3
CP065322.1_1906	ASB35452.1|PL38	100.0	321	0	0	1	321	20	340	1.9e-195	685.3
CP065322.1_1929	QWO84840.1|GH0	97.8	186	4	0	1	186	1	186	5.4e-105	384.0
CP065322.1_1968	AMJ18631.1|GT2	51.5	1182	558	7	11	1190	3	1171	0.0e+00	1215.3
CP065322.1_1971	ANU62025.1|CBM32|GH123	100.0	712	0	0	1	712	11	722	0.0e+00	1483.0
CP065322.1_1993	ANU62048.1|GH2	100.0	1264	0	0	1	1264	1	1264	0.0e+00	2578.5
CP065322.1_2005	AGL63717.2|GT4	44.3	707	312	9	160	860	107	737	1.6e-148	530.8
CP065322.1_2015	CCO12112.2|GH13_31	66.4	428	137	4	6	429	4	428	2.6e-155	552.4
CP065322.1_2017	ASB35559.1|GH29	100.0	704	0	0	1	704	1	704	0.0e+00	1471.4
CP065322.1_2026	ASB35568.1|GH36	100.0	716	0	0	1	716	1	716	0.0e+00	1499.2
CP065322.1_2034	ASB35576.1|GH105	100.0	744	0	0	1	744	1	744	0.0e+00	1584.7
CP065322.1_2039	QQR33026.1|GH20	100.0	549	0	0	1	549	1	549	0.0e+00	1142.1
CP065322.1_2047	ASB35588.1|GH16_3	100.0	313	0	0	1	313	1	313	1.5e-192	675.6
CP065322.1_2051	ANU62099.1|GT26	100.0	264	0	0	1	264	1	264	2.1e-155	552.0
CP065322.1_2090	QHV65389.1|GH109	100.0	473	0	0	1	473	1	473	5.6e-284	979.9
CP065322.1_2109	ANU59998.2|GT8	100.0	371	0	0	1	371	1	371	1.5e-223	778.9
CP065322.1_2111	QAA54990.1|GT2	100.0	376	0	0	1	376	14	389	1.2e-217	759.2
CP065322.1_2112	AYR31265.1|GT11	100.0	298	0	0	1	298	30	327	1.0e-182	642.9
CP065322.1_2113	ASB35646.1|GT2	100.0	351	0	0	1	351	12	362	1.3e-208	729.2
CP065322.1_2115	ANU60005.1|GT2	100.0	358	0	0	1	358	1	358	5.1e-213	743.8
CP065322.1_2118	QWP30196.1|CE9	100.0	382	0	0	1	382	1	382	2.4e-224	781.6
CP065322.1_2127	AGL64345.2|GT2	43.9	583	316	4	98	679	283	855	6.9e-134	481.9
CP065322.1_2146	QBH16484.1|GT28	100.0	375	0	0	1	375	1	375	1.2e-217	759.2
CP065322.1_2180	AYR31966.1|CBM32|GH31	100.0	1303	0	0	1	1303	9	1311	0.0e+00	2576.2
CP065322.1_2204	QQR33171.1|GH20	100.0	518	0	0	1	518	1	518	0.0e+00	1094.0
CP065322.1_2208	CAE6204650.1|GH28	52.6	599	277	3	4	596	745	1342	3.9e-173	612.1
CP065322.1_2212	CCO12868.2|GH1	46.9	1379	502	9	20	1361	7	1192	0.0e+00	1199.5
CP065322.1_2241	QQR33209.1|GT2	100.0	337	0	0	1	337	1	337	2.3e-199	698.4
CP065322.1_2247	QBH16576.1|GT0	100.0	398	0	0	1	398	25	422	2.4e-235	818.1
CP065322.1_2248	ANU60127.1|GT4	100.0	402	0	0	1	402	1	402	2.0e-242	841.6
