Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CP065322.1_1756	-	GT8(2-258)	GT8_e98	GT8	N	3
CP065322.1_1760	-	GT4(205-340)	GT4_e481	GT0	N	3
CP065322.1_1780	-	GT28(200-356)	GT28_e19	GT28	N	3
CP065322.1_1818	-	GH43_24(54-348)	GH43_e236	GH43_24	Y(1-24)	3
CP065322.1_1819	-	GH43_24(53-336)	GH43_e236	GH43_24	Y(1-22)	3
CP065322.1_1845	3.2.1.-	GH16_3(36-282)	GH16_e2	GH16_3	Y(1-23)	3
CP065322.1_1879	-	GT8(4-265)	GT8_e55	GT8	N	3
CP065322.1_1880	-	GT2(8-175)	GT2	GT2	N	3
CP065322.1_1881	-	GT9(72-271)	GT9_e91	GT9	N	3
CP065322.1_1883	-	GT2(6-144)	GT2	GT2	N	3
CP065322.1_1885	-	GT4(278-387)	GT4_e118	GT4	N	3
CP065322.1_1886	-	GT10(94-263)	GT10_e0	GT10	N	3
CP065322.1_1888	N	GT10(26-265)	N	GT0	N	2
CP065322.1_1897	3.2.1.23	GH35(55-368)	GH35_e28	GH35	Y(1-25)	3
CP065322.1_1906	-	PL38(18-293)	PL38_e2	PL38	N	3
CP065322.1_1971	-	CBM32(54-176)+GH123(186-706)	CBM32_e41+GH123_e0	CBM32+GH123	Y(1-23)	3
CP065322.1_1990	-	CBM50(114-156)	CBM50_e58	N	Y(1-30)	2
CP065322.1_1993	-	GH2(71-980)+CBM32(1131-1257)	GH2_e89+CBM32_e167	GH2	Y(1-22)	3
CP065322.1_2017	-	GH29(41-355)+CBM32(580-698)	GH29_e44+CBM32_e126+CBM32_e126	GH29	Y(1-25)	3
CP065322.1_2026	3.2.1.22	GH36(6-691)	GH36_e36	GH36	N	3
CP065322.1_2034	-	GH105(56-369)	GH105_e47	GH105	Y(1-35)	3
CP065322.1_2039	3.2.1.52|3.2.1.-	GH20(145-503)	GH20_e12	GH20	Y(1-24)	3
CP065322.1_2047	3.2.1.-	GH16_3(51-296)	GH16_e54	GH16_3	Y(1-23)	3
CP065322.1_2051	-	GT26(72-248)	GT26_e41	GT26	N	3
CP065322.1_2090	3.2.1.49|3.2.1.52	GH109(65-465)	GH109_e0	GH109	Y(1-32)	3
CP065322.1_2109	-	GT8(22-285)	GT8_e112	GT8	N	3
CP065322.1_2111	-	GT2(9-121)	GT2	GT2	N	3
CP065322.1_2112	-	GT11(7-298)	GT11_e44	GT11	N	3
CP065322.1_2113	-	GT2(12-132)	GT2	GT2	N	3
CP065322.1_2115	-	GT2(6-175)	GT2	GT2	N	3
CP065322.1_2118	-	CE9(5-376)	CE9_e97	CE9	N	3
CP065322.1_2146	-	GT28(220-351)	GT28_e150	GT28	N	3
CP065322.1_2180	3.2.1.49	GH31(435-666)	GH31_e75+CBM32_e89	CBM32+GH31	Y(1-23)	3
CP065322.1_2204	-	GH20(104-453)	GH20_e82	GH20	Y(1-18)	3
CP065322.1_2241	-	GT2(3-174)	GT2	GT2	N	3
CP065322.1_2248	-	GT4(217-363)	GT4_e1292	GT4	N	3
CP065322.1_266	-	GT4(198-343)	GT4_e1312	GT4	N	3
CP065322.1_281	-	GH97(91-706)	GH97_e0	GH97	N	3
CP065322.1_300	-	CBM51(546-634)	CBM51_e0	CBM51	Y(1-27)	3
CP065322.1_327	-	GH110(92-588)	GH110_e0	GH110	Y(1-22)	3
CP065322.1_330	-	AA4(33-223)	AA4_e1	N	N	2
CP065322.1_364	-	CE4(85-201)	CE4_e1	CE4	Y(1-27)	3
CP065322.1_37	-	GT11(24-260)	GT11_e0	GT11	N	3
CP065322.1_38	-	GT31(290-436)	GT32_e15+GT31_e21	GT32	N	3
CP065322.1_411	-	GH33(63-331)	GH33_e48	GH0	Y(1-23)	3
CP065322.1_445	-	GT2(8-132)	GT2	GT2	N	3
CP065322.1_446	-	GT2(5-168)	GT2	GT2	N	3
CP065322.1_480	-	CE4(182-321)	CE4_e274	N	Y(1-21)	2
CP065322.1_485	-	GH77(11-554)	GH77_e3	GH77	N	3
CP065322.1_501	3.2.1.20	GH13_38(14-393)	GH13_e113	GH13_38	N	3
CP065322.1_523	-	GH2(27-616)	GH2_e9	GH2	Y(1-28)	3
CP065322.1_524	3.2.1.23|-	GH2(47-938)+CBM32(1154-1284)	GH2_e1+CBM32_e9	GH2	Y(1-23)	3
CP065322.1_525	-	GH2(40-593)	GH2_e53+CBM32_e28	GH2	Y(1-21)	3
CP065322.1_527	-	GH20(164-516)	GH20_e46	GH20	Y(1-25)	3
CP065322.1_541	3.2.1.23|-	GH35(41-353)	GH35_e43+CBM32_e42	CBM32+GH35	Y(1-18)	3
CP065322.1_644	-	GH109(131-282)	GH109_e7	N	N	2
CP065322.1_648	2.4.1.18	GH13_8(214-504)	CBM48_e32+GH13_e20	GH13_8	N	3
CP065322.1_663	-	GT2(54-280)	GT2	GT2	N	3
CP065322.1_697	N	CE19(52-192)	N	N	Y(1-26)	1
CP065322.1_706	3.2.1.1	GH13_5(64-404)	GH13_e25	GH13_5	N	3
CP065322.1_709	-	GH20(176-455)	GH20_e38	GH20	Y(1-24)	3
CP065322.1_730	-	GH33(324-656)	GH33_e52	GH33	N	3
CP065322.1_740	-	GH141(12-522)	GH141_e24	CBM32	N	3
CP065322.1_742	1.10.3.2|1.10.3.-	AA1(43-529)	AA1_e46	N	Y(1-25)	2
CP065322.1_762	-	GH57(6-318)	GH57_e2	GH57	N	3
CP065322.1_763	-	GT4(253-401)	GT4_e2827	GT4	N	3
CP065322.1_764	-	GH31(226-669)	GH31_e47	GH31	N	3
CP065322.1_807	-	CE11(6-275)	CE11_e18	CE11	N	3
CP065322.1_813	-	GH20(119-403)	GH20_e44	GH20	Y(1-24)	3
CP065322.1_899	3.2.1.52	GH20(106-449)	GH20_e22	GH20	Y(1-24)	3
CP065322.1_900	3.2.1.52	GH20(118-465)	GH20_e22	GH20	Y(1-32)	3
CP065322.1_927	N	CE3(51-302)	N	N	Y(1-42)	1
CP065322.1_934	-	GT19(8-357)	GT19_e29	GT19	N	3
CP065322.1_970	-	GT2(4-130)	GT2	GT2	N	3
CP065322.1_971	-	GT4(213-353)	GT4_e2582	GT4	N	3
CP065322.1_972	-	GT4(218-363)	GT4_e1088	GT4	N	3
CP065322.1_973	-	GT4(216-355)	GT4_e1887	GT4	N	3
CP065322.1_976	N	GT11(110-250)	N	GT0	N	2
CP065322.1_977	-	GT4(188-322)	GT4_e3192	GT4	N	3
CP065322.1_978	-	GT4(194-332)	GT4_e1117	GT4	N	3
CP065322.1_979	-	GT4(211-336)	GT4_e3415	GT4	N	3
CP065322.1_982	-	GT2(5-120)	GT2	GT2	N	3
CP065322.1_983	-	GT2(6-177)	GT2	GT2	N	3
CP065322.1_984	-	GT2(7-132)	GT2	GT2	N	3
CP065322.1_999	3.2.1.-	GH16_3(17-266)	GH16_e147	GH16_3	N	3
CP065322.1_1629	-	N	GH36_e10	GH36	N	2
CP065322.1_1742	-	N	GH33_e108	GH62	Y(1-22)	2
CP065322.1_1759	-	N	GT4_e1096	GT0	N	2
CP065322.1_642	-	N	GT32_e16	GT32	N	2
CP065322.1_1338	-	N	GH36_e18	GH36	Y(1-25)	2
CP065322.1_1778	-	N	CBM50_e72	N	N	1
CP065322.1_36	N	N	N	GT0	N	1
CP065322.1_97	N	N	N	GH13_31	N	1
CP065322.1_202	N	N	N	CBM51	Y(1-26)	1
CP065322.1_258	N	N	N	GT83	N	1
CP065322.1_269	N	N	N	GH13	N	1
CP065322.1_299	N	N	N	CBM35	N	1
CP065322.1_391	N	N	N	CE12	N	1
CP065322.1_494	N	N	N	GH13_11	N	1
CP065322.1_517	N	N	N	GT4	N	1
CP065322.1_518	N	N	N	GH117	Y(1-17)	1
CP065322.1_548	N	N	N	GT2	N	1
CP065322.1_622	N	N	N	GT4	N	1
CP065322.1_628	N	N	N	GH28	N	1
CP065322.1_652	N	N	N	GH0	Y(1-24)	1
CP065322.1_853	N	N	N	GH39	N	1
CP065322.1_865	N	N	N	GT1	N	1
CP065322.1_889	N	N	N	CBM32	N	1
CP065322.1_890	N	N	N	GH152	N	1
CP065322.1_1161	N	N	N	GH92	N	1
CP065322.1_1177	N	N	N	GT4	N	1
CP065322.1_1246	N	N	N	GH0	N	1
CP065322.1_1314	N	N	N	GH101	N	1
CP065322.1_1322	N	N	N	GT2	N	1
CP065322.1_1414	N	N	N	GH5_11	N	1
CP065322.1_1429	N	N	N	GH38	N	1
CP065322.1_1477	N	N	N	GH0	Y(1-27)	1
CP065322.1_1487	N	N	N	GH13_30	N	1
CP065322.1_1534	N	N	N	CE8	N	1
CP065322.1_1556	N	N	N	GT4	N	1
CP065322.1_1618	N	N	N	GT58	N	1
CP065322.1_1852	N	N	N	GT0	N	1
CP065322.1_1929	N	N	N	GH0	N	1
CP065322.1_1968	N	N	N	GT2	N	1
CP065322.1_2005	N	N	N	GT4	N	1
CP065322.1_2015	N	N	N	GH13_31	N	1
CP065322.1_2127	N	N	N	GT2	N	1
CP065322.1_2208	N	N	N	GH28	N	1
CP065322.1_2212	N	N	N	GH1	N	1
CP065322.1_2247	N	N	N	GT0	N	1
