dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH36_e18	GH36:101	-	-	231	CP065322.1_1338	846	3.2e-146	1	231	380	610	0.995670995671
CBM32_e15	CBM32:11|GH2:10	-	galactose, lactose, LacNAc	114	CP065322.1_1413	987	7.9e-48	1	114	64	178	0.991228070175
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-D-galactoside	717	CP065322.1_1413	987	7.4e-279	27	716	198	916	0.960948396095
GH20_e46	GH20:248|GH92:2|CE0:1	-	-	356	CP065322.1_1482	666	8.2e-167	1	355	162	511	0.994382022472
GH20_e53	GH20:146|CBM5:16|CBM12:2|CBM13:1	-	-	320	CP065322.1_1511	723	4.5e-97	1	319	165	439	0.99375
GT4_e1078	GT4:6	-	-	121	CP065322.1_1555	371	8.7e-75	1	121	192	312	0.99173553719
CBM51_e36	CBM51:100|GH110:100	-	galactose and to blood group A/B-antigens	123	CP065322.1_1593	764	1.4e-62	1	123	48	172	0.991869918699
GH110_e12	GH110:219|CBM51:100|CBM16:1|CBM22:1	3.2.1.-:2	blood group B substances, host glycans	565	CP065322.1_1593	764	1.1e-225	2	565	190	737	0.996460176991
GH95_e0	GH95:552|CBM51:45|CBM32:26|CBM13:1|CBM47:1	3.2.1.63:5|3.2.1.51:1	alpha1,2-L-fucosidase sugar, alpha-L-fucoside	726	CP065322.1_17	797	4e-272	7	723	56	775	0.986225895317
GH63_e4	GH63:110	-	-	286	CP065322.1_174	508	1.6e-131	1	286	133	423	0.996503496503
GT2	GT2:19	-	-	171	CP065322.1_1755	346	7.6e-49	1	107	8	114	0.619883040936
GT28_e19	GT28:155	-	-	162	CP065322.1_1780	375	3.7e-53	1	161	200	356	0.987654320988
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	CP065322.1_1819	370	2.5e-136	2	288	55	337	0.993055555556
GT2	GT2:5	-	-	126	CP065322.1_1880	342	5.3e-56	1	126	9	169	0.992063492063
GT2	GT2:14	-	-	127	CP065322.1_1883	385	2.2e-54	1	126	7	137	0.984251968504
GH35_e28	GH35:157|CBM13:3	3.2.1.23:2	beta-galactoside (pectin)	315	CP065322.1_1897	644	2.7e-141	1	314	56	368	0.993650793651
GH105_e47	GH105:105	-	-	312	CP065322.1_2034	745	2.2e-219	1	312	59	370	0.996794871795
GH16_e54	GH16_3:60|GH16:2	3.2.1.-:2	carrageenan	225	CP065322.1_2047	314	5.4e-121	1	225	52	297	0.995555555556
GT8_e112	GT8:70	-	-	273	CP065322.1_2109	372	7.1e-167	7	272	21	286	0.970695970696
GT28_e150	GT28:102	-	-	132	CP065322.1_2146	376	2.5e-66	2	131	223	352	0.977272727273
GH20_e82	GH20:97	-	-	350	CP065322.1_2204	519	1.7e-260	1	350	105	454	0.997142857143
GT2	GT2:20	-	-	143	CP065322.1_2241	338	2.7e-25	2	122	8	130	0.839160839161
GT4_e1292	GT4:10	-	-	117	CP065322.1_2248	403	3.3e-77	1	117	248	364	0.991452991453
GT4_e1312	GT4:5	-	-	146	CP065322.1_266	656	2.6e-87	1	146	199	344	0.993150684932
CBM51_e0	CBM51:83	-	galactose and to blood group A/B-antigens	89	CP065322.1_300	640	1.7e-57	1	89	547	635	0.988764044944
GH110_e0	GH110:116|CBM51:1	-	-	529	CP065322.1_327	597	7e-221	7	508	84	586	0.947069943289
AA4_e1	AA4:19	-	-	525	CP065322.1_330	459	2.3e-20	38	248	29	226	0.4
GT2	GT2:6	-	-	123	CP065322.1_445	274	5.7e-67	1	123	9	131	0.991869918699
GT2	GT2:340	-	-	162	CP065322.1_446	315	2.9e-70	1	161	6	167	0.987654320988
GH109_e7	GH109:31	-	-	390	CP065322.1_644	452	2.3e-17	3	158	132	285	0.397435897436
GH20_e38	GH20:114|CBM51:1	-	-	285	CP065322.1_709	729	1.7e-127	1	284	176	456	0.99298245614
GH141_e24	GH141:42	-	-	504	CP065322.1_740	777	2.2e-52	2	501	14	523	0.990079365079
GH57_e2	GH57:98	-	-	313	CP065322.1_762	396	3.4e-209	1	313	7	319	0.996805111821
GH20_e44	GH20:100	-	-	284	CP065322.1_813	665	2.3e-156	1	283	120	404	0.992957746479
GT4_e1088	GT4:8	-	-	148	CP065322.1_972	393	1.1e-69	2	145	222	365	0.966216216216
GT2	GT2:8	-	-	126	CP065322.1_984	343	6.5e-53	1	126	8	133	0.992063492063
GH16_e147	GH16_3:85|GH16:12|GH16_24:1	3.2.1.-:2	carrageenan	234	CP065322.1_999	299	1.9e-109	1	234	18	267	0.995726495726
GH36_e33	GH36:6	-	-	174	CP065322.1_100	534	1.6e-17	2	148	133	293	0.83908045977
GH27_e0	GH27:116	-	-	234	CP065322.1_100	534	2.2e-133	1	234	276	509	0.995726495726
GH20_e18	GH20:121|CBM32:19|CBM62:1	3.2.1.52:2	N-glycan (host glycan, human milk oligosaccharides, chitin)	339	CP065322.1_1034	757	2.1e-167	1	338	228	569	0.994100294985
GH18_e13	GH18:52	-	-	225	CP065322.1_1062	1234	1.2e-115	2	225	765	989	0.991111111111
GH109_e0	GH109:338	3.2.1.49:6|3.2.1.52:2	mucin-type O-glycans, mucin-type O-glycans	403	CP065322.1_1132	482	2.6e-201	1	403	72	474	0.997518610422
GH89_e9	GH89:24	-	-	641	CP065322.1_1178	849	3.5e-256	1	638	72	710	0.99375975039
GT83_e58	GT83:710	-	-	387	CP065322.1_1186	764	1e-145	5	384	288	673	0.979328165375
GT51_e168	GT51:120	-	-	175	CP065322.1_1291	887	5e-75	1	172	193	364	0.977142857143
GH89_e4	GH89:110	-	-	659	CP065322.1_133	853	0	1	659	68	726	0.998482549317
GT51_e36	GT51:101	-	-	168	CP065322.1_154	598	2.8e-91	1	168	67	242	0.994047619048
CE20_e0	CE20:119|CE12:1	-	-	302	CP065322.1_1567	513	9.6e-98	1	301	104	395	0.993377483444
GT30_e10	GT30:98	-	-	179	CP065322.1_1587	429	1e-110	1	179	40	218	0.994413407821
GT2	GT2:94	-	-	146	CP065322.1_1611	313	4.9e-55	1	145	10	156	0.986301369863
GH2_e50	GH2:242	3.2.1.-:1	pectin (rhamnogalacturonan II)	562	CP065322.1_1654	932	7.8e-257	2	562	70	645	0.996441281139
GH33_e68	GH33:99	-	-	342	CP065322.1_1744	420	4e-208	1	342	53	394	0.997076023392
GT8_e98	GT8:102	-	-	255	CP065322.1_1756	316	1e-156	1	255	3	259	0.996078431373
GT4_e481	GT4:25	-	-	152	CP065322.1_1760	382	6e-23	5	149	209	346	0.947368421053
CBM50_e72	CBM50:16	-	chitin or peptidoglycan	44	CP065322.1_1778	267	1.6e-23	1	44	220	265	0.977272727273
GH43_e236	GH43_24:328|GH16_3:32|CBM13:6|GH30_5:6|GH43_19:6|CBM66:1|GH105:1|GH16:1|GH35:1	-	-	288	CP065322.1_1818	382	8.9e-138	2	288	56	349	0.993055555556
GT9_e91	GT9:96	-	-	200	CP065322.1_1881	325	1.9e-118	1	200	73	272	0.995
PL38_e2	PL38:93	-	-	276	CP065322.1_1906	322	1.9e-163	1	276	19	294	0.996376811594
CBM32_e41	CBM32:97|GH123:94	-	galactose, lactose, LacNAc	123	CP065322.1_1971	713	3.7e-79	1	123	55	177	0.991869918699
GH123_e0	GH123:97|CBM32:94	-	-	520	CP065322.1_1971	713	0	1	520	188	707	0.998076923077
GH2_e89	GH2:207|CBM32:45	-	-	931	CP065322.1_1993	1265	0	1	928	69	981	0.995703544576
CBM32_e167	CBM32:52|GH2:46|GH59:1	-	galactose, lactose, LacNAc	126	CP065322.1_1993	1265	7e-49	2	126	1134	1258	0.984126984127
GH29_e44	GH29:173|CBM32:25	-	-	321	CP065322.1_2017	705	1.3e-147	2	318	40	357	0.984423676012
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	galactose, lactose, LacNAc	109	CP065322.1_2017	705	1e-21	3	108	378	476	0.963302752294
CBM32_e126	CBM32:138|GH29:132|CBM6:1|CBM9:1|CE3:1|GH136:1	-	galactose, lactose, LacNAc	109	CP065322.1_2017	705	1.9e-28	3	107	577	687	0.954128440367
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	N-glycan (host glycan, human milk oligosaccharides, chitin), mucin	351	CP065322.1_2039	550	3.2e-147	2	349	144	503	0.988603988604
GT11_e44	GT11:80	-	-	294	CP065322.1_2112	299	5.9e-102	2	294	9	298	0.993197278912
GT2	GT2:5	-	-	122	CP065322.1_2113	352	1.6e-71	1	122	13	134	0.991803278689
GT2	GT2:12	-	-	152	CP065322.1_2115	359	7.2e-56	1	147	7	158	0.960526315789
GH31_e75	GH31:390|CBM32:355|CBM0:1	3.2.1.49:3	human blood group A, mucin, host glycan	243	CP065322.1_2180	1304	1.3e-131	1	243	427	667	0.995884773663
CBM32_e89	CBM32:365|GH31:352|GH85:7|GH20:6|GH84:2	3.2.1.49:3	galactose, lactose, LacNAc	120	CP065322.1_2180	1304	4.9e-45	2	119	952	1068	0.975
CE4_e1	CE4:100	-	-	109	CP065322.1_364	321	1.3e-62	1	104	86	189	0.94495412844
GT11_e0	GT11:81|GT6:1	-	-	305	CP065322.1_37	262	9.7e-122	6	304	24	261	0.977049180328
GT32_e15	GT32:82|GT31:1	-	-	67	CP065322.1_38	563	3e-47	1	66	34	99	0.970149253731
GT31_e21	GT31:6|GT32:5	-	-	87	CP065322.1_38	563	1e-37	1	86	291	376	0.977011494253
GH33_e48	GH33:25	-	-	279	CP065322.1_411	596	2.8e-25	128	250	179	326	0.437275985663
GH77_e3	GH77:101	-	-	549	CP065322.1_485	620	4.2e-283	1	541	13	558	0.983606557377
GH2_e9	GH2:108	-	-	591	CP065322.1_523	713	2e-276	2	590	30	617	0.994923857868
GH2_e53	GH2:132|CBM32:58|CBM2:1	-	-	595	CP065322.1_525	859	3.9e-284	5	594	37	621	0.989915966387
CBM32_e28	CBM32:62|GH2:59	-	galactose, lactose, LacNAc	109	CP065322.1_525	859	1.2e-29	4	109	746	850	0.963302752294
GT2	GT2:245	-	-	417	CP065322.1_663	506	5.1e-143	2	399	54	480	0.952038369305
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides	340	CP065322.1_706	527	4.1e-161	1	339	65	404	0.994117647059
CE11_e18	CE11:339	-	-	269	CP065322.1_807	439	2.2e-107	1	268	7	274	0.992565055762
GH20_e22	GH20:208	3.2.1.52:2	N-glycan (host glycan, human milk oligosaccharides, chitin)	346	CP065322.1_899	494	1.3e-210	1	346	107	450	0.99710982659
GT19_e29	GT19:187	-	-	357	CP065322.1_934	377	2.6e-137	1	356	9	355	0.994397759104
GT2	GT2:54	-	-	141	CP065322.1_970	259	2.7e-53	1	138	5	141	0.971631205674
GT4_e2582	GT4:8	-	-	149	CP065322.1_971	385	2e-71	1	144	213	356	0.959731543624
GT4_e3192	GT4:17	-	-	137	CP065322.1_977	348	1.3e-47	1	135	187	320	0.978102189781
GT4_e3415	GT4:13	-	-	144	CP065322.1_979	392	2.6e-52	1	139	212	350	0.958333333333
