# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	7820	9148	-					der		I5Q83_00050	1329		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	7820	9148	-	QQR00896.1			ribosome biogenesis GTPase Der	der		I5Q83_00050	1329	442	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	9179	9373	-							I5Q83_00055	195		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	9179	9373	-	QQR00897.1			hypothetical protein			I5Q83_00055	195	64	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	9642	10850	+							I5Q83_00060	1209		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	9642	10850	+	QQR00898.1			ribose-phosphate pyrophosphokinase			I5Q83_00060	1209	402	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	10910	11077	-							I5Q83_00065	168		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	10910	11077	-	QQR00899.1			hypothetical protein			I5Q83_00065	168	55	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	11116	11970	-					pgeF		I5Q83_00070	855		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	11116	11970	-	QQR00900.1			peptidoglycan editing factor PgeF	pgeF		I5Q83_00070	855	284	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	11992	12333	-							I5Q83_00075	342		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	11992	12333	-	QQR00901.1			YraN family protein			I5Q83_00075	342	113	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	12326	12988	-							I5Q83_00080	663		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	12326	12988	-	QQR00902.1			ribonuclease HII			I5Q83_00080	663	220	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	12991	13857	-					ylqF		I5Q83_00085	867		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	12991	13857	-	QQR00903.1			ribosome biogenesis GTPase YlqF	ylqF		I5Q83_00085	867	288	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	13875	14426	-					lepB		I5Q83_00090	552		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	13875	14426	-	QQR00904.1			signal peptidase I	lepB		I5Q83_00090	552	183	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	14537	14884	-					rplS		I5Q83_00095	348		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	14537	14884	-	QQR00905.1			50S ribosomal protein L19	rplS		I5Q83_00095	348	115	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	15024	16316	-							I5Q83_00100	1293		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	15024	16316	-	QQR00906.1			HlyC/CorC family transporter			I5Q83_00100	1293	430	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	16624	17541	-					trmD		I5Q83_00105	918		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	16624	17541	-	QQR00907.1			tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		I5Q83_00105	918	305	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	17538	20183	-					mutS		I5Q83_00110	2646		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	17538	20183	-	QQR03862.1			DNA mismatch repair protein MutS	mutS		I5Q83_00110	2646	881	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	20287	21795	-					miaB		I5Q83_00115	1509		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	20287	21795	-	QQR00908.1			tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB		I5Q83_00115	1509	502	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	22057	23280	-							I5Q83_00120	1224		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	22057	23280	-	QQR00909.1			DUF3798 domain-containing protein			I5Q83_00120	1224	407	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	23334	24380	-							I5Q83_00125	1047		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	23334	24380	-	QQR00910.1			hypothetical protein			I5Q83_00125	1047	348	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	24367	25404	-							I5Q83_00130	1038		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	24367	25404	-	QQR00911.1			ABC transporter permease			I5Q83_00130	1038	345	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	25394	26965	-							I5Q83_00135	1572		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	25394	26965	-	QQR00912.1			sugar ABC transporter ATP-binding protein			I5Q83_00135	1572	523	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	27390	27764	-							I5Q83_00140	375		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	27390	27764	-	QQR00913.1			helix-turn-helix transcriptional regulator			I5Q83_00140	375	124	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	28060	28974	+							I5Q83_00145	915		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	28060	28974	+	QQR00914.1			helix-turn-helix transcriptional regulator			I5Q83_00145	915	304	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	28958	30220	-							I5Q83_00150	1263		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	28958	30220	-	QQR00915.1			DNA polymerase IV			I5Q83_00150	1263	420	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	30217	30486	-							I5Q83_00155	270		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	30217	30486	-	QQR00916.1			hypothetical protein			I5Q83_00155	270	89	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	30710	31378	-							I5Q83_00160	669		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	30710	31378	-	QQR00917.1			Crp/Fnr family transcriptional regulator			I5Q83_00160	669	222	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	31515	33110	+					hcp		I5Q83_00165	1596		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	31515	33110	+	QQR00918.1			hydroxylamine reductase	hcp		I5Q83_00165	1596	531	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	33165	33935	-					yaaA		I5Q83_00170	771		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	33165	33935	-	QQR00919.1			peroxide stress protein YaaA	yaaA		I5Q83_00170	771	256	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	33960	34541	-					lepB		I5Q83_00175	582		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	33960	34541	-	QQR00920.1			signal peptidase I	lepB		I5Q83_00175	582	193	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	34622	35887	-							I5Q83_00180	1266		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	34622	35887	-	QQR00921.1			glutamate-5-semialdehyde dehydrogenase			I5Q83_00180	1266	421	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	35887	36108	-							I5Q83_00185	222		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	35887	36108	-	QQR00922.1			DUF896 domain-containing protein			I5Q83_00185	222	73	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	36153	37016	-					proB		I5Q83_00190	864		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	36153	37016	-	QQR00923.1			glutamate 5-kinase	proB		I5Q83_00190	864	287	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	37118	38824	-							I5Q83_00195	1707		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	37118	38824	-	QQR00924.1			FAD-dependent oxidoreductase			I5Q83_00195	1707	568	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	38821	40146	-							I5Q83_00200	1326		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	38821	40146	-	QQR00925.1			NAD(P)/FAD-dependent oxidoreductase			I5Q83_00200	1326	441	
gene	pseudogene	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	40353	41427	-							I5Q83_00205	1075		pseudo
CDS	without_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	40353	41427	-				molybdopterin-dependent oxidoreductase			I5Q83_00205	1075		pseudo
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	41461	41598	-							I5Q83_00210	138		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	41461	41598	-	QQR00926.1			hypothetical protein			I5Q83_00210	138	45	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	41740	41901	+							I5Q83_00215	162		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	41740	41901	+	QQR00927.1			hypothetical protein			I5Q83_00215	162	53	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	41975	42373	-							I5Q83_00220	399		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	41975	42373	-	QQR00928.1			hypothetical protein			I5Q83_00220	399	132	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	42530	44227	-							I5Q83_00225	1698		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	42530	44227	-	QQR00929.1			polysaccharide biosynthesis protein			I5Q83_00225	1698	565	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	44233	45414	-							I5Q83_00230	1182		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	44233	45414	-	QQR00930.1			DUF3048 domain-containing protein			I5Q83_00230	1182	393	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	45411	45908	-					ybeY		I5Q83_00235	498		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	45411	45908	-	QQR00931.1			rRNA maturation RNase YbeY	ybeY		I5Q83_00235	498	165	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	45929	46927	-							I5Q83_00240	999		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	45929	46927	-	QQR00932.1			PhoH family protein			I5Q83_00240	999	332	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	46924	48183	-							I5Q83_00245	1260		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	46924	48183	-	QQR00933.1			sporulation protein YqfD			I5Q83_00245	1260	419	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	48202	48471	-							I5Q83_00250	270		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	48202	48471	-	QQR00934.1			YabP/YqfC family sporulation protein			I5Q83_00250	270	89	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	48613	49602	+							I5Q83_00255	990		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	48613	49602	+	QQR00935.1			DUF4397 domain-containing protein			I5Q83_00255	990	329	
gene	pseudogene	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	49799	50406	-							I5Q83_00260	608		pseudo
CDS	without_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	49799	50406	-				IS1182 family transposase			I5Q83_00260	608		pseudo
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	50619	51392	-							I5Q83_00265	774		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	50619	51392	-	QQR00936.1			SDR family oxidoreductase			I5Q83_00265	774	257	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	51444	52484	-							I5Q83_00270	1041		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	51444	52484	-	QQR00937.1			alcohol dehydrogenase catalytic domain-containing protein			I5Q83_00270	1041	346	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	52533	53819	-							I5Q83_00275	1287		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	52533	53819	-	QQR00938.1			TRAP transporter large permease			I5Q83_00275	1287	428	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	53819	54307	-							I5Q83_00280	489		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	53819	54307	-	QQR00939.1			TRAP transporter small permease subunit			I5Q83_00280	489	162	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	54318	55328	-							I5Q83_00285	1011		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	54318	55328	-	QQR00940.1			TRAP transporter substrate-binding protein			I5Q83_00285	1011	336	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	55504	56961	+							I5Q83_00290	1458		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	55504	56961	+	QQR00941.1			transposase			I5Q83_00290	1458	485	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	57143	58390	-							I5Q83_00295	1248		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	57143	58390	-	QQR00942.1			starvation-sensing protein RspA			I5Q83_00295	1248	415	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	58615	59295	-							I5Q83_00300	681		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	58615	59295	-	QQR00943.1			FadR family transcriptional regulator			I5Q83_00300	681	226	
gene	pseudogene	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	59520	60240	+							I5Q83_00305	721		pseudo
CDS	without_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	59520	60240	+				ISNCY family transposase			I5Q83_00305	721		pseudo
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	60808	61536	-							I5Q83_00310	729		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	60808	61536	-	QQR00944.1			YebC/PmpR family DNA-binding transcriptional regulator			I5Q83_00310	729	242	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	61747	63129	-							I5Q83_00315	1383		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	61747	63129	-	QQR00945.1			MATE family efflux transporter			I5Q83_00315	1383	460	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	63089	64564	-							I5Q83_00320	1476		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	63089	64564	-	QQR00946.1			HlyC/CorC family transporter			I5Q83_00320	1476	491	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	64746	65093	-							I5Q83_00325	348		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	64746	65093	-	QQR00947.1			type II toxin-antitoxin system PemK/MazF family toxin			I5Q83_00325	348	115	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	65242	66432	-					alr		I5Q83_00330	1191		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	65242	66432	-	QQR00948.1			alanine racemase	alr		I5Q83_00330	1191	396	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	66515	68056	-							I5Q83_00335	1542		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	66515	68056	-	QQR00949.1			bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase			I5Q83_00335	1542	513	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	68016	68435	-					acpS		I5Q83_00340	420		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	68016	68435	-	QQR00950.1			holo-ACP synthase	acpS		I5Q83_00340	420	139	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	68456	69118	-							I5Q83_00345	663		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	68456	69118	-	QQR00951.1			redox-sensing transcriptional repressor Rex			I5Q83_00345	663	220	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	69283	71235	+							I5Q83_00350	1953		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	69283	71235	+	QQR00952.1			ABC-F family ATP-binding cassette domain-containing protein			I5Q83_00350	1953	650	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	71258	71524	+							I5Q83_00355	267		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	71258	71524	+	QQR00953.1			hypothetical protein			I5Q83_00355	267	88	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	71738	73015	-							I5Q83_00360	1278		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	71738	73015	-	QQR00954.1			adenylosuccinate synthase			I5Q83_00360	1278	425	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	73204	74124	-							I5Q83_00365	921		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	73204	74124	-	QQR00955.1			LysR family transcriptional regulator			I5Q83_00365	921	306	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	74493	75929	-							I5Q83_00370	1437		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	74493	75929	-	QQR00956.1			adenylosuccinate lyase			I5Q83_00370	1437	478	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	76005	77453	-					purF		I5Q83_00375	1449		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	76005	77453	-	QQR00957.1			amidophosphoribosyltransferase	purF		I5Q83_00375	1449	482	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	77618	78325	-							I5Q83_00380	708		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	77618	78325	-	QQR00958.1			phosphoribosylaminoimidazolesuccinocarboxamide synthase			I5Q83_00380	708	235	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	78486	78875	-							I5Q83_00385	390		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	78486	78875	-	QQR03863.1			hypothetical protein			I5Q83_00385	390	129	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	79100	79432	-							I5Q83_00390	333		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	79100	79432	-	QQR00959.1			hypothetical protein			I5Q83_00390	333	110	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	79523	80281	-							I5Q83_00395	759		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	79523	80281	-	QQR00960.1			4-hydroxy-tetrahydrodipicolinate reductase			I5Q83_00395	759	252	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	80311	81195	-							I5Q83_00400	885		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	80311	81195	-	QQR00961.1			4-hydroxy-tetrahydrodipicolinate synthase			I5Q83_00400	885	294	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	81570	82067	-							I5Q83_00405	498		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	81570	82067	-	QQR00962.1			cob(I)yrinic acid a,c-diamide adenosyltransferase			I5Q83_00405	498	165	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	82218	82847	-							I5Q83_00410	630		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	82218	82847	-	QQR00963.1			single-stranded DNA-binding protein			I5Q83_00410	630	209	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	83044	84876	-					typA		I5Q83_00415	1833		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	83044	84876	-	QQR00964.1			translational GTPase TypA	typA		I5Q83_00415	1833	610	
gene	pseudogene	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	85047	85640	-							I5Q83_00420	594		pseudo
CDS	without_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	85047	85640	-				aldo/keto reductase			I5Q83_00420	594		pseudo
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	85732	86382	-							I5Q83_00425	651		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	85732	86382	-	QQR00965.1			YigZ family protein			I5Q83_00425	651	216	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	86594	89287	+							I5Q83_00430	2694		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	86594	89287	+	QQR00966.1			transglycosylase domain-containing protein			I5Q83_00430	2694	897	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	89426	89779	-					spoVAE		I5Q83_00435	354		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	89426	89779	-	QQR00967.1			stage V sporulation protein AE	spoVAE		I5Q83_00435	354	117	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	89792	90814	-					spoVAD		I5Q83_00440	1023		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	89792	90814	-	QQR00968.1			stage V sporulation protein AD	spoVAD		I5Q83_00440	1023	340	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	90925	91581	-							I5Q83_00445	657		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	90925	91581	-	QQR03864.1			ABC transporter substrate-binding protein			I5Q83_00445	657	218	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	91664	92335	-							I5Q83_00450	672		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	91664	92335	-	QQR00969.1			ATP-binding cassette domain-containing protein			I5Q83_00450	672	223	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	92325	92975	-							I5Q83_00455	651		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	92325	92975	-	QQR00970.1			hypothetical protein			I5Q83_00455	651	216	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	93108	93563	-					spoVAC		I5Q83_00460	456		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	93108	93563	-	QQR00971.1			stage V sporulation protein AC	spoVAC		I5Q83_00460	456	151	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	93633	94076	-							I5Q83_00465	444		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	93633	94076	-	QQR00972.1			stage V sporulation protein AB			I5Q83_00465	444	147	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	94063	94689	-							I5Q83_00470	627		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	94063	94689	-	QQR00973.1			stage V sporulation protein AA			I5Q83_00470	627	208	
gene	protein_coding	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	94686	94931	-							I5Q83_00475	246		
CDS	with_protein	GCA_016696785.1	Primary Assembly	chromosome		CP065314.1	94686	94931	-	QQR00974.1			hypothetical protein			I5Q83_00475	246	81	
