dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	CP065311.1_742	700	1.2e-19	8	89	24	113	0.880434782609
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose 6(F)-phosphate, starch, starch, glycogen, and malto-oligosaccharides, pullulan (starch degradation by fungi)	310	CP065311.1_742	700	1.8e-122	1	310	193	545	0.996774193548
GH127_e0	GH127:2142	3.2.1.185:2	arabinogalactan proteins	549	CP065311.1_765	670	1e-218	1	549	5	576	0.998178506375
GH36_e2	GH36:805|GH27:1	3.2.1.22:8	alpha-D-galactoside (galactose oligosaccharides, galactomannans and galactolipid)	653	CP065311.1_777	741	6.7e-265	5	652	27	682	0.990811638591
GT4_e207	GT4:24	-	-	142	CP065311.1_78	401	9.1e-66	1	141	220	360	0.985915492958
GH23_e314	GH23:173	-	-	75	CP065311.1_791	516	7.2e-38	1	75	432	509	0.986666666667
CBM23_e0	CBM23:24	-	mannan	171	CP065311.1_818	245	2.4e-102	1	154	81	234	0.894736842105
GH51_e0	GH51:2271	3.2.1.55:37	arabinan, arabinoxylan	492	CP065311.1_863	514	5.2e-218	1	490	9	512	0.993902439024
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	CP065311.1_875	819	1.4e-300	3	710	103	813	0.99297752809
CE4_e267	CE4:233|CBM50:1	-	-	120	CP065311.1_916	437	3.9e-39	2	110	236	344	0.9
GH13_e144	GH13_18:83|GH13:2	2.4.1.7:2	sucrose 6(F)-phosphate, Sucrose	344	CP065311.1_927	507	1.3e-176	1	344	35	380	0.997093023256
CE20_e44	CE20:86|GH130:1	-	-	315	CP065311.1_945	553	4.4e-138	1	315	106	418	0.996825396825
GT51_e89	GT51:178	-	-	173	CP065311.1_1024	799	1.8e-102	1	173	99	271	0.994219653179
GH32_e28	GH32:216	3.2.1.26:6	fructan(inulin, levan and sucrose)	304	CP065311.1_1126	533	2.1e-164	1	303	58	364	0.993421052632
GT28_e141	GT28:314	-	-	155	CP065311.1_1169	395	8.2e-55	1	155	206	377	0.993548387097
GT4_e3355	GT4:12	-	-	155	CP065311.1_1262	397	4.9e-73	3	154	209	360	0.974193548387
GH3_e11	GH3:169	-	-	226	CP065311.1_1333	435	4.6e-108	3	226	166	389	0.986725663717
GH13_e25	GH13_5:279|GH13:4|GH133:1|GH23:1|GT2:1|GT4:1|GT5:1	3.2.1.1:3	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides	340	CP065311.1_1401	501	2.7e-142	2	339	37	374	0.991176470588
CBM25_e10	CBM25:52|CBM41:52|GH13_14:50|GH13_32:50|CBM48:49|GH13:2	3.2.1.1:2|3.2.1.41:2	starch	74	CP065311.1_1422	548	3.4e-32	1	74	211	283	0.986486486486
CBM41_e0	CBM41:1137|CBM48:1101|GH13_14:1097|GH13_32:77|CBM25:52|GH13_41:21|CBM20:10|GH13:2|CBM68:2|CBM0:1	3.2.1.41:25|3.2.1.1:2|3.2.1.68:2	alpha-glucans amylose, amylopectin, pullulan, and oligosaccharide fragments derived from these polysaccharides	99	CP065311.1_1422	548	6.5e-16	1	97	424	546	0.969696969697
GH13_e26	GH13_14:38|GH13_32:32|CBM48:26|CBM41:26|GH13:10|CBM25:7|CBM68:1	-	sucrose 6(F)-phosphate	299	CP065311.1_1424	570	8.7e-21	194	299	166	312	0.351170568562
GT4_e1800	GT4:638|GT2:1	-	-	166	CP065311.1_1456	415	6.6e-72	3	165	205	379	0.975903614458
GH43_e285	GH43_11:2705|GH43:7|GH43_12:2	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1	xylan, arabinoxylan, beta-1,3-xylan (algae)	292	CP065311.1_177	542	4.1e-140	1	291	4	304	0.993150684932
CBM91_e24	CBM91:3225|GH43_11:3213|GH43_12:1|GH43:1	-	-	200	CP065311.1_177	542	8e-70	1	199	334	538	0.99
GH43_e260	GH43_12:83	3.2.1.55:1	arabinoxylan	355	CP065311.1_183	559	6.4e-200	1	355	12	366	0.997183098592
GT2	GT2:47	-	-	161	CP065311.1_203	342	2.1e-74	1	161	6	166	0.993788819876
GH42_e28	GH42:371	3.2.1.23:18	beta-1,6/1,3-galactoside (arabinogalactan)	372	CP065311.1_207	696	6.9e-216	1	371	29	400	0.994623655914
GH2_e1	GH2:1541|CBM32:15|CBM51:13|CBM13:8|GH106:2|CBM67:2|GH33:1	3.2.1.23:35	beta-D-galactoside	883	CP065311.1_214	1068	4.2e-281	28	880	58	950	0.964892412231
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides, starch	358	CP065311.1_320	899	4.6e-145	3	356	231	598	0.986033519553
GH5_e174	GH5_2:7|CBM2:1	-	-	219	CP065311.1_430	375	1.8e-137	1	219	110	328	0.995433789954
GT2	GT2:12	-	-	167	CP065311.1_480	309	1.1e-69	30	167	93	232	0.820359281437
GT32_e191	GT32:28	-	-	80	CP065311.1_522	327	3.7e-21	11	77	111	177	0.825
GT32_e125	GT32:9	-	-	81	CP065311.1_524	314	8.3e-34	1	79	99	174	0.962962962963
GT1_e246	GT1:393	-	-	122	CP065311.1_532	171	9.4e-57	1	121	3	124	0.983606557377
GT2	GT2:12	-	-	108	CP065311.1_540	302	7e-47	1	101	13	114	0.925925925926
GT2	GT2:12|GT4:1	-	-	141	CP065311.1_548	341	5.5e-45	1	127	9	135	0.893617021277
GH30_e52	GH30:30|GH30_3:5	-	-	436	CP065311.1_581	477	8.9e-254	1	435	43	474	0.995412844037
GT2	GT2:44	-	-	210	CP065311.1_697	340	8.4e-65	2	210	18	238	0.990476190476
GH25_e6	GH25:30	-	-	186	CP065311.1_701	279	2.2e-127	1	186	76	261	0.994623655914
GH36_e35	GH36:60	3.2.1.88:2	-	525	CP065311.1_714	794	1.5e-301	2	525	121	647	0.99619047619
GT39_e1	GT39:90	-	-	271	CP065311.1_725	538	1.2e-109	2	271	47	321	0.992619926199
GH13_e57	GH13_44:63|GH13:7|GH13_36:1	-	sucrose 6(F)-phosphate	337	CP065311.1_746	535	3.8e-159	1	337	34	377	0.99703264095
GH77_e2	GH77:1777|GT4:13	2.4.1.25:4	maltose, starch	527	CP065311.1_747	733	7.9e-213	1	524	192	726	0.992409867173
GH13_e234	GH13_30:1338|GH13:8|GH13_23:7|GH13_16:1	3.2.1.20:2	sucrose 6(F)-phosphate, starch	351	CP065311.1_754	592	2.1e-162	5	349	33	403	0.980056980057
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose 6(F)-phosphate, sucrose, starch, amylopectin (starch), starch, starch, glycogen, and α-1,6 glucan	344	CP065311.1_770	612	9e-148	1	341	46	412	0.988372093023
GH36_e44	GH36:17|GH38:1	-	-	228	CP065311.1_772	631	3.6e-30	11	161	150	302	0.657894736842
CE2_e7	CE2:55	-	-	214	CP065311.1_946	366	1.6e-114	1	214	144	357	0.995327102804
GH1_e113	GH1:1268|GH95:1	3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1	beta-D-glucoside, rutin (polyphenol), beta-D-fucosides, beta-D-galactoside, beta-D-glucoside	446	CP065311.1_947	461	2.6e-179	2	445	3	458	0.993273542601
CE4_e312	CE4:36	-	-	116	CP065311.1_967	505	9.7e-62	1	116	291	406	0.991379310345
GH25_e169	GH25:8|CBM50:3	-	-	174	CP065311.1_970	189	3.8e-66	24	174	21	164	0.862068965517
