Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065311.1_916	QQQ91053.1|CE4	100.0	436	0	0	1	436	1	436	6.6e-255	883.2
CP065311.1_927	ANU43431.1|GH13_18	100.0	506	0	0	1	506	1	506	1.3e-299	1031.9
CP065311.1_945	ANU43444.1|CE20	100.0	552	0	0	1	552	1	552	0.0e+00	1140.9
CP065311.1_946	ANU43445.1|CE2	100.0	365	0	0	1	365	1	365	8.9e-221	769.6
CP065311.1_947	ANU43446.1|GH1	100.0	460	0	0	1	460	1	460	8.4e-285	982.6
CP065311.1_948	UBZ01619.1|GH2	99.1	228	2	0	18	245	676	903	7.8e-128	460.3
CP065311.1_967	ANU43462.1|CE4	100.0	504	0	0	1	504	1	504	2.2e-278	961.4
CP065311.1_970	QQQ89689.1|GH25	100.0	188	0	0	1	188	1	188	7.8e-112	406.8
CP065311.1_987	UQE63852.1|GT5	100.0	213	0	0	1	213	1	213	2.4e-109	398.7
CP065311.1_1024	QQQ89739.1|GT51	100.0	684	0	0	1	684	1	684	0.0e+00	1298.5
CP065311.1_1076	QQQ91062.1|GH2	100.0	1152	0	0	1	1152	1	1152	0.0e+00	2388.2
CP065311.1_1126	ARE60223.1|GH32	100.0	532	0	0	1	532	1	532	0.0e+00	1139.8
CP065311.1_1141	AWZ17133.1|GH13_30	53.7	1188	527	16	7	1185	406	1579	0.0e+00	1230.7
CP065311.1_1169	QQQ89875.1|GT28	100.0	394	0	0	1	394	1	394	3.2e-224	781.2
CP065311.1_1244	AGL63871.2|GT2	46.9	488	236	7	441	924	526	994	3.7e-109	400.2
CP065311.1_1262	QQQ89957.1|GT4	100.0	390	0	0	7	396	1	390	3.8e-225	784.3
CP065311.1_1333	QQQ91084.1|GH3	100.0	434	0	0	1	434	46	479	5.6e-214	747.3
CP065311.1_1342	QYU70931.1|GH28	56.9	425	176	2	4	421	5	429	4.7e-128	461.8
CP065311.1_1356	QQQ90036.1|GT0	100.0	1031	0	0	1	1031	1	1031	0.0e+00	1986.1
CP065311.1_1363	AYN23823.1|CBM48|GH13_9	100.0	783	0	0	1	783	1	783	0.0e+00	1691.8
CP065311.1_1381	QQQ91089.1|CBM48|GH13_11	100.0	705	0	0	1	705	1	705	0.0e+00	1474.9
CP065311.1_1401	QQQ90076.1|GH13_5	100.0	500	0	0	1	500	1	500	0.0e+00	1079.3
CP065311.1_1421	AYN23767.1|GH13_32	99.1	222	2	0	15	236	76	297	1.9e-123	445.7
CP065311.1_1422	UQE63168.1|CBM41|GH13_32	100.0	547	0	0	1	547	1	547	0.0e+00	1149.0
CP065311.1_1424	UQE63170.1|GH13_14	100.0	569	0	0	1	569	1	569	9.2e-249	863.2
CP065311.1_1450	CAE6204650.1|GH28	47.3	592	303	3	16	599	747	1337	1.1e-165	587.4
CP065311.1_1456	AYN23733.1|GT4	100.0	414	0	0	1	414	1	414	1.1e-246	855.9
CP065311.1_1513	CAN65674.1|GH28	43.0	581	277	10	59	634	99	630	2.5e-131	473.4
CP065311.1_1516	QQQ90173.1|GT4	100.0	330	0	0	1	330	70	399	2.3e-191	671.8
CP065311.1_1585	CUS04921.2|GT4	35.0	998	447	21	30	985	22	859	1.4e-151	541.2
