HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	CP065311.1_729	777	2.6e-70	3	215	76	307	0.981481481481
GH13_14.hmm	289	CP065311.1_742	700	5.8e-106	1	289	192	544	0.996539792388
GH13.hmm	299	CP065311.1_746	535	3.7e-67	12	296	32	382	0.94983277592
GH77.hmm	494	CP065311.1_747	733	1.6e-132	2	482	192	715	0.971659919028
GH13_30.hmm	365	CP065311.1_754	592	2.7e-168	1	365	33	401	0.997260273973
GH127.hmm	524	CP065311.1_765	670	5.8e-206	1	524	4	575	0.998091603053
GH13_31.hmm	349	CP065311.1_770	612	6.3e-151	1	347	46	411	0.991404011461
GH36.hmm	688	CP065311.1_777	741	2e-215	9	673	29	683	0.96511627907
GT4.hmm	160	CP065311.1_78	401	4.3e-17	12	154	220	359	0.8875
CBM23.hmm	162	CP065311.1_818	245	1.9e-37	1	145	80	232	0.888888888889
GH51.hmm	630	CP065311.1_863	514	9e-133	83	541	8	512	0.726984126984
GT35.hmm	674	CP065311.1_875	819	2.5e-260	1	673	100	813	0.99703264095
CE4.hmm	130	CP065311.1_916	437	1.4e-29	5	112	234	342	0.823076923077
GH13_18.hmm	343	CP065311.1_927	507	2.7e-115	2	343	35	379	0.99416909621
CE20.hmm	249	CP065311.1_945	553	6.7e-68	3	248	105	417	0.983935742972
CE2.hmm	209	CP065311.1_946	366	2.3e-59	1	209	143	356	0.995215311005
GH1.hmm	429	CP065311.1_947	461	2.9e-157	2	427	2	457	0.990675990676
CE1.hmm	227	CP065311.1_96	458	2.9e-26	7	223	197	434	0.95154185022
CE4.hmm	130	CP065311.1_967	505	8.1e-24	10	122	290	405	0.861538461538
GH25.hmm	177	CP065311.1_970	189	2.1e-18	40	176	26	163	0.768361581921
