Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CP065311.1_501	-	GT111(15-234)	GT111_e29	GT111	N	3
CP065311.1_511	3.2.1.23	GH42(23-394)	GH42_e28	GH42	N	3
CP065311.1_519	-	GT4(191-338)	GT4_e1604	GT4	N	3
CP065311.1_521	-	GT2(7-127)	GT2	GT2	N	3
CP065311.1_522	-	GT32(105-179)	GT32_e191	GT32	N	3
CP065311.1_523	-	GT2(8-193)	GT2	GT2	N	3
CP065311.1_524	-	GT32(97-172)	GT32_e125	GT32	N	3
CP065311.1_535	-	GT4(194-334)	GT4_e150	GT4	N	3
CP065311.1_540	-	GT2(12-105)	GT2	GT2	N	3
CP065311.1_548	-	GT2(9-132)	GT2	GT2	N	3
CP065311.1_550	-	GT2(13-106)	GT2	GT2	N	3
CP065311.1_581	-	GH30_3(41-473)	GH30_e52	GH30	N	3
CP065311.1_609	-	GH13_3(322-539)	GH13_e41	GH13_3	N	3
CP065311.1_656	-	GH23(288-413)	GH23_e87	GH23	N	3
CP065311.1_697	-	GT2(20-138)	GT2	GT2	N	3
CP065311.1_700	-	GT2(228-486)	GT2	GT2	N	3
CP065311.1_701	-	GH25(75-260)	GH25_e6	GH25	N	3
CP065311.1_714	3.2.1.88	GH36(113-645)	GH36_e35	GH36	N	3
CP065311.1_725	-	GT39(45-320)	GT39_e1	GT39	N	3
CP065311.1_729	3.2.1.21	GH3(76-307)	GH3_e91	GH3	N	3
CP065311.1_742	3.2.1.41|3.2.1.1|3.2.1.-|3.2.1.68	GH13_14(192-544)	CBM48_e14+GH13_e95	CBM48+GH13_14	N	3
CP065311.1_746	-	GH13(32-382)	GH13_e57	GH13_44	N	3
CP065311.1_747	2.4.1.25	GH77(192-715)	GH77_e2	GH77	N	3
CP065311.1_754	3.2.1.20	GH13_30(33-401)	GH13_e234	GH13_30	N	3
CP065311.1_765	3.2.1.185	GH127(4-575)	GH127_e0	GH127	N	3
CP065311.1_770	5.4.99.11|3.2.1.20|3.2.1.10|3.2.1.-|3.2.1.70	GH13_31(46-411)	GH13_e122	GH13_31	N	3
CP065311.1_777	3.2.1.22	GH36(29-683)	GH36_e2	GH36	N	3
CP065311.1_78	-	GT4(220-359)	GT4_e207	GT4	N	3
CP065311.1_818	-	CBM23(80-232)	CBM23_e0	CBM23	N	3
CP065311.1_863	3.2.1.55	GH51(8-512)	GH51_e0	GH51	N	3
CP065311.1_875	2.4.1.1	GT35(100-813)	GT35_e0	GT35	N	3
CP065311.1_916	-	CE4(234-342)	CE4_e267	CE4	N	3
CP065311.1_927	2.4.1.7	GH13_18(35-379)	GH13_e144	GH13_18	N	3
CP065311.1_945	-	CE20(105-417)	CE20_e44	CE20	N	3
CP065311.1_946	-	CE2(143-356)	CE2_e7	CE2	N	3
CP065311.1_947	3.2.1.21|3.2.1.-|3.2.1.38|3.2.1.23|3.2.1.74	GH1(2-457)	GH1_e113	GH1	N	3
CP065311.1_96	N	CE1(197-434)	N	N	N	1
CP065311.1_967	-	CE4(290-405)	CE4_e312	CE4	N	3
CP065311.1_970	-	GH25(26-163)	GH25_e169	GH25	N	3
CP065311.1_1156	-	N	CBM50_e32	N	Y(1-50)	1
CP065311.1_1356	-	N	GT2	GT0	N	2
CP065311.1_496	-	N	GH23_e487	GH23	N	2
CP065311.1_696	-	N	GT2	GT2	N	2
CP065311.1_704	-	N	GT2	GT2	N	2
CP065311.1_791	-	N	GH23_e314	GH0	Y(1-37)	2
CP065311.1_1424	-	N	GH13_e26	GH13_14	N	2
CP065311.1_480	-	N	GT2	GT2	N	2
CP065311.1_532	-	N	GT1_e246	N	N	1
CP065311.1_772	-	N	GH36_e44	GH36	N	2
CP065311.1_25	N	N	N	GT83	N	1
CP065311.1_26	N	N	N	GT4	N	1
CP065311.1_35	N	N	N	GH13	N	1
CP065311.1_73	N	N	N	GH38	N	1
CP065311.1_94	N	N	N	GH13_31	N	1
CP065311.1_161	N	N	N	CBM50+GH25	N	1
CP065311.1_215	N	N	N	GH42	N	1
CP065311.1_271	N	N	N	CBM48+GH13_9	N	1
CP065311.1_283	N	N	N	GT2	N	1
CP065311.1_382	N	N	N	GH101	N	1
CP065311.1_436	N	N	N	AA10	N	1
CP065311.1_469	N	N	N	GH1	N	1
CP065311.1_472	N	N	N	GH16	N	1
CP065311.1_489	N	N	N	GH65	N	1
CP065311.1_504	N	N	N	GT4	Y(1-28)	1
CP065311.1_531	N	N	N	GT1	N	1
CP065311.1_592	N	N	N	GT58	N	1
CP065311.1_631	N	N	N	GT4	N	1
CP065311.1_783	N	N	N	CBM50	N	1
CP065311.1_948	N	N	N	GH2	Y(1-21)	1
CP065311.1_987	N	N	N	GT5	N	1
CP065311.1_1141	N	N	N	GH13_30	N	1
CP065311.1_1244	N	N	N	GT2	N	1
CP065311.1_1342	N	N	N	GH28	N	1
CP065311.1_1450	N	N	N	GH28	N	1
CP065311.1_1513	N	N	N	GH28	N	1
CP065311.1_1585	N	N	N	GT4	N	1
