# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	4346	6094	+	QQR33247.1			hypothetical protein			I5Q85_00035	1749	582	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	6201	7433	-							I5Q85_00040	1233		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	6201	7433	-	QQR33248.1			sensor histidine kinase			I5Q85_00040	1233	410	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	7446	8150	-							I5Q85_00045	705		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	7446	8150	-	QQR33249.1			response regulator transcription factor			I5Q85_00045	705	234	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	8367	10043	+					ilvD		I5Q85_00050	1677		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	8367	10043	+	QQR33250.1			dihydroxy-acid dehydratase	ilvD		I5Q85_00050	1677	558	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	10722	14798	-							I5Q85_00055	4077		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	10722	14798	-	QQR33251.1			autotransporter outer membrane beta-barrel domain-containing protein			I5Q85_00055	4077	1358	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	15111	16196	+							I5Q85_00060	1086		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	15111	16196	+	QQR33252.1			site-specific integrase			I5Q85_00060	1086	361	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	16255	17160	-							I5Q85_00065	906		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	16255	17160	-	QQR33253.1			uracil-DNA glycosylase			I5Q85_00065	906	301	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	17361	18497	+					thiH		I5Q85_00070	1137		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	17361	18497	+	QQR33254.1			2-iminoacetate synthase ThiH	thiH		I5Q85_00070	1137	378	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	18601	20487	+							I5Q85_00075	1887		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	18601	20487	+	QQR33255.1			sulfatase-like hydrolase/transferase			I5Q85_00075	1887	628	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	20549	21706	-							I5Q85_00080	1158		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	20549	21706	-	QQR33256.1			hypothetical protein			I5Q85_00080	1158	385	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	21929	24289	+							I5Q85_00085	2361		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	21929	24289	+	QQR33257.1			glycoside hydrolase N-terminal domain-containing protein			I5Q85_00085	2361	786	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	24537	25910	-							I5Q85_00090	1374		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	24537	25910	-	QQR33258.1			DUF2851 family protein			I5Q85_00090	1374	457	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	25928	26455	-							I5Q85_00095	528		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	25928	26455	-	QQR33259.1			STAS domain-containing protein			I5Q85_00095	528	175	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	26604	28106	-							I5Q85_00100	1503		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	26604	28106	-	QQR33260.1			terpene cyclase/mutase family protein			I5Q85_00100	1503	500	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	28256	29779	-							I5Q85_00105	1524		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	28256	29779	-	QQR33261.1			terpene cyclase/mutase family protein			I5Q85_00105	1524	507	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	30181	31170	-					galE		I5Q85_00110	990		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	30181	31170	-	QQR33262.1			UDP-glucose 4-epimerase GalE	galE		I5Q85_00110	990	329	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	31453	32832	+					rsmA		I5Q85_00115	1380		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	31453	32832	+	QQR33263.1			ribosomal RNA small subunit methyltransferase A	rsmA		I5Q85_00115	1380	459	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	32819	33280	+							I5Q85_00120	462		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	32819	33280	+	QQR33264.1			hypothetical protein			I5Q85_00120	462	153	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	33472	33735	+							I5Q85_00125	264		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	33472	33735	+	QQR33265.1			hypothetical protein			I5Q85_00125	264	87	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	33792	34613	+							I5Q85_00130	822		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	33792	34613	+	QQR33266.1			hypothetical protein			I5Q85_00130	822	273	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	34869	36206	-							I5Q85_00135	1338		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	34869	36206	-	QQR33267.1			MATE family efflux transporter			I5Q85_00135	1338	445	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	36344	38143	-							I5Q85_00140	1800		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	36344	38143	-	QQR33268.1			hypothetical protein			I5Q85_00140	1800	599	
gene	tRNA	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	38344	38430	+							I5Q85_00145	87		
tRNA		GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	38344	38430	+				tRNA-Leu			I5Q85_00145	87		anticodon=CAG
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	38540	38878	-							I5Q85_00150	339		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	38540	38878	-	QQR33269.1			hypothetical protein			I5Q85_00150	339	112	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	38892	39479	-							I5Q85_00155	588		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	38892	39479	-	QQR33270.1			M15 family metallopeptidase			I5Q85_00155	588	195	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	39472	39669	-							I5Q85_00160	198		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	39472	39669	-	QQR33271.1			hypothetical protein			I5Q85_00160	198	65	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	40208	41203	+							I5Q85_00165	996		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	40208	41203	+	QQR33272.1			hypothetical protein			I5Q85_00165	996	331	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	41193	42383	+							I5Q85_00170	1191		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	41193	42383	+	QQR33273.1			hypothetical protein			I5Q85_00170	1191	396	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	42744	43142	+							I5Q85_00175	399		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	42744	43142	+	QQR33274.1			hypothetical protein			I5Q85_00175	399	132	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	43239	43967	+							I5Q85_00180	729		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	43239	43967	+	QQR33275.1			hypothetical protein			I5Q85_00180	729	242	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	44001	45044	+							I5Q85_00185	1044		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	44001	45044	+	QQR33276.1			glycosyltransferase			I5Q85_00185	1044	347	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	45068	45826	+							I5Q85_00190	759		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	45068	45826	+	QQR33277.1			alpha-1,2-fucosyltransferase			I5Q85_00190	759	252	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	45856	47544	+							I5Q85_00195	1689		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	45856	47544	+	QQR33278.1			hypothetical protein			I5Q85_00195	1689	562	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	47722	53454	+							I5Q85_00200	5733		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	47722	53454	+	QQR33279.1			RHS repeat-associated core domain-containing protein			I5Q85_00200	5733	1910	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	53505	53843	+							I5Q85_00205	339		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	53505	53843	+	QQR33280.1			hypothetical protein			I5Q85_00205	339	112	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	53901	54269	+							I5Q85_00210	369		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	53901	54269	+	QQR33281.1			RHS repeat-associated core domain-containing protein			I5Q85_00210	369	122	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	54248	54793	+							I5Q85_00215	546		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	54248	54793	+	QQR33282.1			hypothetical protein			I5Q85_00215	546	181	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	55215	55373	+							I5Q85_00220	159		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	55215	55373	+	QQR33283.1			hypothetical protein			I5Q85_00220	159	52	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	55682	56278	+							I5Q85_00225	597		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	55682	56278	+	QQR33284.1			hypothetical protein			I5Q85_00225	597	198	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	56591	57220	+							I5Q85_00230	630		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	56591	57220	+	QQR33285.1			hypothetical protein			I5Q85_00230	630	209	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	57361	58554	+							I5Q85_00235	1194		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	57361	58554	+	QQR33286.1			RHS repeat-associated core domain-containing protein			I5Q85_00235	1194	397	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	58551	58976	+							I5Q85_00240	426		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	58551	58976	+	QQR33287.1			hypothetical protein			I5Q85_00240	426	141	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	59247	59390	+							I5Q85_00245	144		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	59247	59390	+	QQR33288.1			hypothetical protein			I5Q85_00245	144	47	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	59942	60376	+							I5Q85_00250	435		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	59942	60376	+	QQR33289.1			hypothetical protein			I5Q85_00250	435	144	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	60439	62178	+							I5Q85_00255	1740		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	60439	62178	+	QQR33290.1			RHS repeat-associated core domain-containing protein			I5Q85_00255	1740	579	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	62239	62421	+							I5Q85_00260	183		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	62239	62421	+	QQR33291.1			hypothetical protein			I5Q85_00260	183	60	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	62803	63153	+							I5Q85_00265	351		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	62803	63153	+	QQR33292.1			hypothetical protein			I5Q85_00265	351	116	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	63607	63879	+							I5Q85_00270	273		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	63607	63879	+	QQR33293.1			hypothetical protein			I5Q85_00270	273	90	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	64033	64611	+							I5Q85_00275	579		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	64033	64611	+	QQR33294.1			hypothetical protein			I5Q85_00275	579	192	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	65007	65204	+							I5Q85_00280	198		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	65007	65204	+	QQR33295.1			hypothetical protein			I5Q85_00280	198	65	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	65549	66013	+							I5Q85_00285	465		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	65549	66013	+	QQR33296.1			hypothetical protein			I5Q85_00285	465	154	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	66879	67361	+							I5Q85_00290	483		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	66879	67361	+	QQR33297.1			RHS repeat-associated core domain-containing protein			I5Q85_00290	483	160	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	67661	68314	+							I5Q85_00295	654		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	67661	68314	+	QQR33298.1			hypothetical protein			I5Q85_00295	654	217	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	68497	69126	+							I5Q85_00300	630		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	68497	69126	+	QQR33299.1			hypothetical protein			I5Q85_00300	630	209	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	69136	69333	+							I5Q85_00305	198		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	69136	69333	+	QQR33300.1			hypothetical protein			I5Q85_00305	198	65	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	69389	70342	+							I5Q85_00310	954		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	69389	70342	+	QQR33301.1			hypothetical protein			I5Q85_00310	954	317	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	70600	70803	+							I5Q85_00315	204		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	70600	70803	+	QQR33302.1			hypothetical protein			I5Q85_00315	204	67	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	71383	71922	+							I5Q85_00320	540		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	71383	71922	+	QQR33303.1			hypothetical protein			I5Q85_00320	540	179	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	72877	72957	+					kdpF		I5Q85_00325	81		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	72877	72957	+	QQR34299.1			K(+)-transporting ATPase subunit F	kdpF		I5Q85_00325	81	26	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	72969	74675	+					kdpA		I5Q85_00330	1707		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	72969	74675	+	QQR34300.1			potassium-transporting ATPase subunit KdpA	kdpA		I5Q85_00330	1707	568	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	74760	76793	+					kdpB		I5Q85_00335	2034		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	74760	76793	+	QQR33304.1			potassium-transporting ATPase subunit KdpB	kdpB		I5Q85_00335	2034	677	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	76813	77397	+							I5Q85_00340	585		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	76813	77397	+	QQR33305.1			K(+)-transporting ATPase subunit C			I5Q85_00340	585	194	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	77578	78705	+							I5Q85_00345	1128		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	77578	78705	+	QQR33306.1			sensor protein KdpD			I5Q85_00345	1128	375	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	79057	80043	+							I5Q85_00350	987		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	79057	80043	+	QQR33307.1			SUMF1/EgtB/PvdO family nonheme iron enzyme			I5Q85_00350	987	328	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	80148	80414	+							I5Q85_00355	267		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	80148	80414	+	QQR33308.1			hypothetical protein			I5Q85_00355	267	88	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	80784	81419	+							I5Q85_00360	636		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	80784	81419	+	QQR33309.1			MBL fold metallo-hydrolase			I5Q85_00360	636	211	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	81445	82041	+							I5Q85_00365	597		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	81445	82041	+	QQR33310.1			sigma-70 family RNA polymerase sigma factor			I5Q85_00365	597	198	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	82038	84341	+							I5Q85_00370	2304		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	82038	84341	+	QQR33311.1			protein kinase			I5Q85_00370	2304	767	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	84617	85759	+							I5Q85_00375	1143		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	84617	85759	+	QQR33312.1			aldo/keto reductase			I5Q85_00375	1143	380	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	85987	86451	-							I5Q85_00380	465		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	85987	86451	-	QQR33313.1			MerR family transcriptional regulator			I5Q85_00380	465	154	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	86686	87723	+							I5Q85_00385	1038		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	86686	87723	+	QQR33314.1			aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			I5Q85_00385	1038	345	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	87832	89148	+							I5Q85_00390	1317		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	87832	89148	+	QQR33315.1			hypothetical protein			I5Q85_00390	1317	438	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	89141	91720	-							I5Q85_00395	2580		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	89141	91720	-	QQR33316.1			VWA domain-containing protein			I5Q85_00395	2580	859	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	91717	93444	-							I5Q85_00400	1728		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	91717	93444	-	QQR33317.1			BatA and WFA domain-containing protein			I5Q85_00400	1728	575	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	93473	94342	-							I5Q85_00405	870		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	93473	94342	-	QQR33318.1			DUF58 domain-containing protein			I5Q85_00405	870	289	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	94376	95824	-							I5Q85_00410	1449		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	94376	95824	-	QQR33319.1			hypothetical protein			I5Q85_00410	1449	482	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	95821	96834	-							I5Q85_00415	1014		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	95821	96834	-	QQR34301.1			ABC transporter ATP-binding protein			I5Q85_00415	1014	337	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	96831	98414	-							I5Q85_00420	1584		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	96831	98414	-	QQR33320.1			hypothetical protein			I5Q85_00420	1584	527	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	98439	99464	-							I5Q85_00425	1026		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	98439	99464	-	QQR33321.1			AAA family ATPase			I5Q85_00425	1026	341	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	99698	100882	+							I5Q85_00430	1185		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	99698	100882	+	QQR33322.1			DUF418 domain-containing protein			I5Q85_00430	1185	394	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	101268	102254	+							I5Q85_00435	987		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	101268	102254	+	QQR33323.1			hypothetical protein			I5Q85_00435	987	328	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	102333	103016	+							I5Q85_00440	684		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	102333	103016	+	QQR33324.1			hypothetical protein			I5Q85_00440	684	227	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	103055	104107	-							I5Q85_00445	1053		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	103055	104107	-	QQR33325.1			hypothetical protein			I5Q85_00445	1053	350	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	104368	105237	+							I5Q85_00450	870		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	104368	105237	+	QQR33326.1			TIGR01777 family protein			I5Q85_00450	870	289	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	105234	105743	+							I5Q85_00455	510		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	105234	105743	+	QQR33327.1			lipocalin family protein			I5Q85_00455	510	169	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	106111	107091	+					ilvC		I5Q85_00460	981		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	106111	107091	+	QQR33328.1			ketol-acid reductoisomerase	ilvC		I5Q85_00460	981	326	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	107191	107988	+							I5Q85_00465	798		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	107191	107988	+	QQR33329.1			ATP-binding cassette domain-containing protein			I5Q85_00465	798	265	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	107995	108690	+							I5Q85_00470	696		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	107995	108690	+	QQR33330.1			FadR family transcriptional regulator			I5Q85_00470	696	231	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	108881	109567	+							I5Q85_00475	687		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	108881	109567	+	QQR33331.1			hypothetical protein			I5Q85_00475	687	228	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	109915	111222	+							I5Q85_00480	1308		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	109915	111222	+	QQR33332.1			sulfatase-like hydrolase/transferase			I5Q85_00480	1308	435	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	111338	111706	-							I5Q85_00485	369		
CDS	with_protein	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	111338	111706	-	QQR33333.1			septum formation initiator family protein			I5Q85_00485	369	122	
gene	protein_coding	GCA_016697425.1	Primary Assembly	chromosome		CP065322.1	111735	113024	-					eno		I5Q85_00490	1290		
