Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065318.1_666	ANU52481.1|GH2	100.0	628	0	0	1	628	1	628	0.0e+00	1336.2
CP065318.1_720	QQR15368.1|GH120	100.0	595	0	0	1	595	1	595	0.0e+00	1226.1
CP065318.1_745	CCO12633.2|GH84	65.5	666	224	3	1	665	1	661	8.1e-260	900.2
CP065318.1_806	QYU66396.1|GH13_23	48.4	465	235	4	3	463	8	471	5.2e-110	402.1
CP065318.1_821	AGL64047.2|GH65	51.8	390	185	3	1	389	1	388	1.6e-111	406.8
CP065318.1_865	ANU52295.1|GH13_31	100.0	560	0	0	1	560	1	560	0.0e+00	1187.6
CP065318.1_868	QQR15503.1|GT4	100.0	500	0	0	1	500	1	500	2.5e-266	921.4
CP065318.1_869	QQR15504.1|GT4	100.0	513	0	0	1	513	1	513	2.3e-275	951.4
CP065318.1_875	CAN80640.1|GT47	46.5	415	218	4	6	417	944	1357	4.1e-108	395.6
CP065318.1_892	ANU52276.1|GH65	100.0	750	0	0	1	750	1	750	0.0e+00	1563.1
CP065318.1_904	AGL63717.2|GT4	49.1	632	308	6	79	702	107	732	7.3e-161	571.6
CP065318.1_1029	QBE47396.1|GT2	98.4	375	6	0	1	375	53	427	2.2e-214	748.4
CP065318.1_1070	QQR13920.1|CBM50|GH73	100.0	570	0	0	1	570	1	570	7.3e-254	880.2
CP065318.1_1120	ANU52081.1|GH73	100.0	197	0	0	1	197	1	197	2.7e-107	391.7
CP065318.1_1166	AUH38424.1|GH42	40.0	618	355	6	9	621	622	1228	5.6e-117	425.6
CP065318.1_1173	AGL64932.2|GT2	59.6	438	177	0	1	438	1	438	1.3e-141	506.9
CP065318.1_1260	QBQ55243.1|CBM50	39.8	867	505	11	24	878	27	888	6.0e-162	575.5
CP065318.1_1305	QQR14134.1|CBM50	100.0	297	0	0	1	297	1	297	1.3e-123	446.8
CP065318.1_1312	AGL64020.2|AA10	60.9	348	133	2	1	346	1	347	3.4e-116	422.2
CP065318.1_1350	ANU51864.1|GT2	100.0	435	0	0	1	435	1	435	6.6e-247	856.7
CP065318.1_1351	QQR14174.1|GH8	100.0	379	0	0	1	379	1	379	4.7e-225	783.9
CP065318.1_1364	AGL62966.2|GH13_29	64.8	304	106	1	1	304	1	303	1.6e-106	389.8
CP065318.1_1375	ANU51845.1|GH13_18	100.0	485	0	0	1	485	1	485	2.3e-285	984.6
CP065318.1_1392	AGL65742.2|GH13_31	48.1	470	244	0	4	473	2	471	1.5e-135	486.9
CP065318.1_1426	AGL63717.2|GT4	49.1	644	310	7	178	820	113	739	6.2e-169	598.6
CP065318.1_1429	CCO12868.2|GH1	74.9	1209	293	4	1	1199	1	1208	0.0e+00	1836.2
CP065318.1_1434	CAD7226128.1|GH38	36.9	701	393	12	13	676	1345	2033	8.4e-119	431.8
CP065318.1_1471	ANU51754.1|GH73	100.0	208	0	0	1	208	1	208	1.7e-115	419.1
CP065318.1_1528	ANU51704.1|GT111	100.0	255	0	0	1	255	1	255	1.5e-150	535.8
CP065318.1_1529	ANU51703.1|GT2	100.0	309	0	0	1	309	1	309	1.8e-177	625.5
CP065318.1_1531	AYP74780.1|GH70	47.1	658	304	15	92	717	104	749	2.8e-154	550.1
CP065318.1_1532	AGR65315.1|GH25	81.8	570	96	3	1	569	1	563	7.7e-268	927.2
CP065318.1_1536	QQR14342.1|GT2	100.0	304	0	0	1	304	1	304	6.0e-178	627.1
CP065318.1_1539	ANU52520.1|GT2	100.0	325	0	0	1	325	7	331	7.2e-190	666.8
CP065318.1_1541	QQR14347.1|GT2	100.0	296	0	0	1	296	1	296	1.8e-171	605.5
CP065318.1_1543	ANU51690.1|GH73	100.0	773	0	0	1	773	1	773	0.0e+00	1407.1
CP065318.1_1545	QAY63367.1|GT2	64.2	288	102	1	1	288	316	602	3.2e-104	382.1
CP065318.1_1549	AGR65315.1|GH25	83.0	401	62	1	1	401	1	395	2.0e-189	665.6
CP065318.1_1553	AGL63702.2|GT4	80.2	525	104	0	1	525	1	525	7.7e-250	866.7
CP065318.1_1555	UCN18310.1|GH70	48.5	776	313	10	1	695	1	770	1.2e-202	710.7
CP065318.1_1564	AGL63717.2|GT4	72.7	737	190	3	1	726	1	737	1.1e-286	989.6
CP065318.1_1568	QQR14370.1|GT4	100.0	405	0	0	1	405	1	405	2.8e-231	804.7
CP065318.1_1569	ANU51669.1|GT4	100.0	342	0	0	1	342	1	342	1.6e-200	702.2
CP065318.1_1570	AGL63723.2|GT4	59.2	336	137	0	1	336	1	336	1.4e-108	396.7
CP065318.1_1611	CUS04921.2|GT4	41.8	852	437	9	3	804	17	859	2.2e-195	686.4
CP065318.1_1617	ANU51629.1|GH73	99.7	343	1	0	1	343	7	349	2.5e-188	661.8
CP065318.1_1637	ANU51609.1|GT51	100.0	721	0	0	1	721	1	721	0.0e+00	1357.0
CP065318.1_1686	QQR14478.1|CBM50	100.0	212	0	0	1	212	1	212	1.1e-117	426.4
CP065318.1_1778	AUH38424.1|GH42	61.6	636	242	2	6	640	622	1256	8.0e-225	783.9
CP065318.1_1779	QQR14561.1|GH42	100.0	670	0	0	1	670	1	670	0.0e+00	1390.6
CP065318.1_1793	ANU51462.2|GT8	100.0	399	0	0	1	399	17	415	5.3e-235	817.0
CP065318.1_1799	ANU51456.1|GT4	100.0	512	0	0	1	512	1	512	3.9e-299	1030.4
CP065318.1_1800	ANU51455.1|GT8	100.0	441	0	0	1	441	1	441	6.7e-263	909.8
CP065318.1_1815	QQR14596.1|CBM50|GH25	100.0	253	0	0	1	253	1	253	4.0e-143	511.1
CP065318.1_1838	QAY63367.1|GT2	63.5	288	104	1	1	288	316	602	1.2e-103	380.2
CP065318.1_1841	ANU51437.1|GT4	100.0	405	0	0	1	405	1	405	1.6e-242	842.0
CP065318.1_1842	ANU51436.1|GT4	100.0	389	0	0	1	389	1	389	4.1e-224	780.8
CP065318.1_1843	ANU51435.1|GT2	100.0	317	0	0	1	317	1	317	2.7e-189	664.8
CP065318.1_1844	ANU51434.1|GT2	100.0	339	0	0	1	339	1	339	6.4e-189	663.7
CP065318.1_1849	ANU51429.1|GT4	100.0	376	0	0	3	378	1	376	5.4e-221	770.4
CP065318.1_1877	AGR65183.1|GH25	99.4	180	1	0	1	180	1	180	2.6e-104	381.7
CP065318.1_1896	ANU51392.1|GH31	100.0	768	0	0	1	768	1	768	0.0e+00	1619.8
