dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH1_e0	GH1:9150	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	6-phospho-beta-D-glucoside, beta-D-galactoside, beta-D-glucoside	472	CP065320.1_2359	476	4.7e-192	1	472	2	473	0.997881355932
GH38_e15	GH38:150	-	-	253	CP065320.1_2513	870	8.8e-119	1	250	4	253	0.98418972332
GT2	GT2:6	-	-	151	CP065320.1_2673	308	2.4e-50	2	151	6	155	0.986754966887
CBM48_e87	CBM48:176|GH13:167|GH13_9:3	-	glycogen	81	CP065320.1_2734	620	3e-21	6	77	31	104	0.876543209877
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides	301	CP065320.1_2734	620	1.1e-127	1	300	172	460	0.993355481728
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	CP065320.1_2753	805	0	1	711	96	799	0.997191011236
GT14_e6	GT14:23	-	-	259	CP065320.1_3052	207	5.1e-16	8	196	12	193	0.725868725869
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	6-phospho-beta-D-glucoside, beta-D-glucoside, beta-D-glucoside, beta-D-xyloside	470	CP065320.1_327	491	1.5e-203	1	469	6	486	0.995744680851
GT4_e360	GT4:125	-	-	146	CP065320.1_3755	351	1.3e-65	2	145	166	309	0.979452054795
GT51_e159	GT51:24	-	-	168	CP065320.1_4015	234	6.1e-85	2	167	49	214	0.982142857143
CBM50_e417	CBM50:17|GH23:14	-	chitin or peptidoglycan	47	CP065320.1_4212	2028	4.5e-30	1	47	1877	1923	0.978723404255
CE6_e1	CE6:25|GH136:1	-	-	92	CP065320.1_683	277	7e-26	1	92	55	146	0.989130434783
CE4_e313	CE4:6	-	-	147	CP065320.1_804	265	7.8e-20	5	146	96	226	0.959183673469
