Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
CP065320.1_2515	3.2.1.86|3.2.1.85|3.2.1.21	GH1(3-456)	GH1_e13	GH1	N	3
CP065320.1_2654	-	GT4(207-348)	GT4_e2346	GT4	N	3
CP065320.1_2655	-	GT2(11-169)	GT2	GT2	N	3
CP065320.1_2657	-	GT4(208-350)	GT4_e3889	GT4	N	3
CP065320.1_2658	-	GT2(7-111)	GT2	GT2	N	3
CP065320.1_2659	-	GT2(6-157)	GT2	GT2	N	3
CP065320.1_2673	-	GT2(5-137)	GT2	GT2	N	3
CP065320.1_2708	-	GH25(113-303)	GH25_e67	GH25	Y(1-21)	3
CP065320.1_2734	2.4.1.18|-	CBM48(21-104)+GH13_9(172-459)	CBM48_e87+GH13_e200	CBM48+GH13_9	N	3
CP065320.1_2741	-	GT2(8-168)	GT2	GT2	N	3
CP065320.1_2742	-	GT2(36-202)	GT2	GT2	N	3
CP065320.1_2750	-	GT2(4-145)	GT2	GT2	N	3
CP065320.1_2753	2.4.1.1	GT35(96-799)	GT35_e0	GT35	N	3
CP065320.1_2755	3.2.1.41|-	GH13_14(259-573)	CBM68_e1+CBM48_e46+GH13_e94	CBM48+GH13_14	N	3
CP065320.1_2864	3.2.1.86|3.2.1.21|3.2.1.37	GH1(6-479)	GH1_e85	GH1	N	3
CP065320.1_3044	-	GT14(3-238)	GT14_e68	GT14	N	3
CP065320.1_3052	-	GT14(3-194)	GT14_e6	GT0	N	3
CP065320.1_3097	3.2.1.86|3.2.1.21|3.2.1.37	GH1(6-257)	GH1_e85	GH1	N	3
CP065320.1_3160	-	GH170(3-359)	GH170_e24	GH170	N	3
CP065320.1_3163	3.2.1.65	CBM66(238-392)	CBM66_e0+CBM66_e0	CBM66+GH32	Y(1-30)	3
CP065320.1_3196	3.2.1.86|3.2.1.21|3.2.1.37	GH1(9-488)	GH1_e85	GH1	N	3
CP065320.1_3251	-	GH1(3-458)	GH1_e17	GH1	N	3
CP065320.1_3260	-	GH32(9-308)	GH32_e56	GH32	N	3
CP065320.1_327	3.2.1.86|3.2.1.21|3.2.1.37	GH1(5-486)	GH1_e85	GH1	N	3
CP065320.1_3317	2.4.1.211	GH112(6-720)	GH112_e0	GH112	N	3
CP065320.1_3358	-	CE4(241-356)	CE4_e134	CE4	Y(1-31)	3
CP065320.1_3359	-	CE4(240-369)	CE4_e134	CE4	N	3
CP065320.1_3370	-	CE9(7-369)	CE9_e16	CE9	N	3
CP065320.1_3373	-	GH4(4-181)	GH4_e21	GH4	N	3
CP065320.1_3479	3.2.1.-	GH13_20(34-324)	GH13_e141	GH13	N	3
CP065320.1_3722	-	CE4(243-359)	CE4_e118	CE4	Y(1-24)	3
CP065320.1_3724	N	CE1(83-248)	N	N	N	1
CP065320.1_3747	-	CE4(235-362)	CE4_e81	CE4	N	3
CP065320.1_3755	-	GT4(164-312)	GT4_e360	GT4	N	3
CP065320.1_3757	-	GT4(207-354)	GT4_e192	GT4	N	3
CP065320.1_3775	-	GH25(6-181)	GH25_e36	GH25	N	3
CP065320.1_3804	-	CE4(231-365)	CE4_e95	N	N	2
CP065320.1_3870	-	GT28(189-344)	GT28_e1	GT28	N	3
CP065320.1_3917	3.2.1.86|3.2.1.21|3.2.1.37	GH1(2-483)	GH1_e85	GH1	N	3
CP065320.1_3974	-	GH109(2-166)	GH109_e7	N	N	2
CP065320.1_3997	N	CE1(14-249)	N	N	N	1
CP065320.1_4015	-	GT51(45-213)	GT51_e159	GT51	N	3
CP065320.1_403	3.2.1.86|3.2.1.21|3.2.1.37	GH1(2-470)	GH1_e85	GH1	N	3
CP065320.1_683	-	CE6(54-145)	CE6_e1	CE0	N	3
CP065320.1_739	3.2.1.86	GH4(7-187)	GH4_e24	GH4	N	3
CP065320.1_753	-	GH73(288-404)	GH73_e65	GH73	Y(1-27)	3
CP065320.1_804	-	CE4(91-224)	CE4_e313	N	N	2
CP065320.1_895	-	GH77(9-469)	GH77_e4	GH77	N	3
CP065320.1_896	2.4.1.1	GT35(81-751)	GT35_e0	GT35	N	3
CP065320.1_982	-	CE9(4-375)	CE9_e11	CE9	N	3
CP065320.1_3344	-	N	GH73_e65	GH73	Y(1-25)	2
CP065320.1_435	-	N	GH23_e21	GH23	Y(1-30)	2
CP065320.1_1823	-	N	GH13_e133	GH13	N	2
CP065320.1_3527	-	N	GH23_e928	GH23	N	2
CP065320.1_1386	-	N	GH109_e7	N	N	1
CP065320.1_2629	-	N	GH23_e21	GH23	N	2
CP065320.1_2081	-	N	GT2	GT2	N	2
CP065320.1_4212	-	N	CBM50_e417	CBM50	N	2
CP065320.1_45	N	N	N	GH1	N	1
CP065320.1_94	N	N	N	GT83	N	1
CP065320.1_99	N	N	N	GT4	N	1
CP065320.1_154	N	N	N	GH13	N	1
CP065320.1_160	N	N	N	GH28	N	1
CP065320.1_217	N	N	N	GT2	N	1
CP065320.1_477	N	N	N	GH23	N	1
CP065320.1_531	N	N	N	GH28	N	1
CP065320.1_629	N	N	N	GH5_11	N	1
CP065320.1_718	N	N	N	GT1	N	1
CP065320.1_748	N	N	N	CBM50	N	1
CP065320.1_872	N	N	N	CBM50+GH25	N	1
CP065320.1_946	N	N	N	CBM50	N	1
CP065320.1_954	N	N	N	GT2	N	1
CP065320.1_1478	N	N	N	GH38	N	1
CP065320.1_1489	N	N	N	GH1	N	1
CP065320.1_1544	N	N	N	CBM50	N	1
CP065320.1_1615	N	N	N	CBM48+GH13_9	N	1
CP065320.1_1864	N	N	N	GH4	N	1
CP065320.1_1869	N	N	N	GH84	N	1
CP065320.1_1939	N	N	N	GT58	N	1
CP065320.1_1962	N	N	N	GH13_11	N	1
CP065320.1_2070	N	N	N	GH13_29	N	1
CP065320.1_2264	N	N	N	GH13_23	N	1
CP065320.1_2601	N	N	N	GH3	N	1
CP065320.1_2807	N	N	N	GH13_31	N	1
CP065320.1_2841	N	N	N	CBM50	N	1
CP065320.1_3585	N	N	N	GH152	N	1
CP065320.1_3614	N	N	N	GH130	N	1
CP065320.1_3834	N	N	N	GT4	N	1
CP065320.1_3885	N	N	N	CBM32	Y(1-29)	1
CP065320.1_4052	N	N	N	GH13_30	N	1
CP065320.1_4089	N	N	N	GT2	N	1
