Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
NZ_CP028714.1_779	QJG10532.1|GT9	100.0	352	0	0	1	352	1	352	1.2e-203	712.6
NZ_CP028714.1_780	AZH41168.1|GT4	100.0	374	0	0	1	374	1	374	2.2e-219	765.0
NZ_CP028714.1_782	QEI84234.1|GT8	100.0	338	0	0	1	338	1	338	4.4e-198	694.1
NZ_CP028714.1_783	QAY41383.1|GT8	100.0	331	0	0	1	331	1	331	4.6e-192	674.1
NZ_CP028714.1_785	CAR05249.1|GT8	100.0	342	0	0	1	342	1	342	5.6e-201	703.7
NZ_CP028714.1_786	AVZ56926.1|GT2	100.0	327	0	0	1	327	1	327	4.3e-190	667.5
NZ_CP028714.1_788	QEI84228.1|GT9	100.0	326	0	0	1	326	1	326	8.9e-188	659.8
NZ_CP028714.1_789	ANJ40132.1|GT9	100.0	348	0	0	1	348	1	348	2.5e-204	714.9
NZ_CP028714.1_793	AVZ56933.1|GT2	100.0	344	0	0	1	344	1	344	1.9e-201	705.3
NZ_CP028714.1_834	QJG10586.1|GH13_19	100.0	676	0	0	1	676	1	676	0.0e+00	1425.2
NZ_CP028714.1_835	AZU44046.1|GH73	100.0	274	0	0	1	274	1	274	6.2e-134	480.7
NZ_CP028714.1_873	QJF91546.1|GT2	100.0	872	0	0	1	872	1	872	0.0e+00	1785.4
NZ_CP028714.1_874	ASO85436.1|GT2|2.4.1.12	99.0	769	8	0	1	769	887	1655	0.0e+00	1525.0
NZ_CP028714.1_875	QKP94783.1|GH8	100.0	368	0	0	1	368	1	368	4.8e-222	773.9
NZ_CP028714.1_887	ALX54407.1|GH37	100.0	549	0	0	1	549	1	549	0.0e+00	1119.8
NZ_CP028714.1_981	AML21307.1|CBM48|GH13_9	100.0	728	0	0	1	728	1	728	0.0e+00	1568.5
NZ_CP028714.1_982	QBR55516.1|CBM48|GH13_11	100.0	657	0	0	1	657	1	657	0.0e+00	1414.1
NZ_CP028714.1_983	VDZ68364.1|GH13_11	91.6	431	36	0	1	431	154	584	9.2e-233	809.7
NZ_CP028714.1_984	QKI66547.1|GT5	100.0	477	0	0	1	477	1	477	9.0e-282	972.6
NZ_CP028714.1_985	QHW39078.1|GT35	100.0	815	0	0	1	815	1	815	0.0e+00	1654.4
NZ_CP028714.1_996	ATE86697.1|GH36	47.7	488	245	5	5	488	725	1206	8.4e-129	464.5
NZ_CP028714.1_1004	QJI61938.1|GT35	100.0	797	0	0	1	797	1	797	0.0e+00	1634.0
NZ_CP028714.1_1005	QJI61939.1|GH77	100.0	694	0	0	1	694	1	694	0.0e+00	1449.5
NZ_CP028714.1_1025	AGY86085.1|GT51	100.0	850	0	0	1	850	1	850	0.0e+00	1704.5
NZ_CP028714.1_1076	CAD7226128.1|GH38	36.9	735	386	16	11	700	1345	2046	1.1e-118	431.4
NZ_CP028714.1_1078	QBR55611.1|CBM5|GH18	100.0	900	0	0	1	900	1	900	0.0e+00	1704.9
NZ_CP028714.1_1203	AXG59601.1|GT51	100.0	242	0	0	1	242	1	242	1.3e-135	486.1
NZ_CP028714.1_1241	AGL64345.2|GT2	51.5	559	268	1	330	885	297	855	2.0e-157	560.5
NZ_CP028714.1_1245	CAD7252417.1|GH13	42.6	596	325	10	128	709	339	931	2.0e-112	410.6
NZ_CP028714.1_1270	QEI83761.1|CE9	100.0	377	0	0	1	377	1	377	5.4e-213	743.8
NZ_CP028714.1_1318	ASJ29159.1|GH63	100.0	783	0	0	1	783	1	783	0.0e+00	1630.2
NZ_CP028714.1_1322	QEI83709.1|GH2	100.0	1030	0	0	1	1030	1	1030	0.0e+00	2173.7
NZ_CP028714.1_1407	ARA85284.1|CE12	61.5	330	124	2	1	330	43	369	2.4e-114	416.0
NZ_CP028714.1_1462	ATY19721.1|GT38	100.0	409	0	0	1	409	1	409	6.5e-212	740.3
NZ_CP028714.1_1464	QJG46226.1|GT107	100.0	675	0	0	1	675	1	675	0.0e+00	1361.3
NZ_CP028714.1_1511	ASJ29345.1|GT2	100.0	558	0	0	1	558	1	558	0.0e+00	1145.2
NZ_CP028714.1_1576	CAD7252683.1|GH23	43.0	675	338	15	11	646	441	1107	6.1e-130	468.8
NZ_CP028714.1_1582	AVZ57701.1|GH23	100.0	212	0	0	1	212	1	212	5.3e-125	450.7
NZ_CP028714.1_1639	AVR74625.1|GH23	100.0	359	0	0	1	359	1	359	2.3e-205	718.4
NZ_CP028714.1_1700	ADN47653.1|GH1	100.0	477	0	0	1	477	1	477	5.3e-298	1026.5
NZ_CP028714.1_1736	QJP25203.1|CBM50	100.0	251	0	0	1	251	1	251	2.3e-127	458.8
NZ_CP028714.1_1805	AXG45674.1|GH6	42.4	883	456	8	9	863	9	866	1.4e-179	634.0
NZ_CP028714.1_1812	AJO84791.1|GH102	100.0	365	0	0	1	365	1	365	6.6e-216	753.4
NZ_CP028714.1_1846	CCO12112.2|GH13_31	61.0	428	159	3	1	424	1	424	5.9e-139	498.0
NZ_CP028714.1_1850	AGT25470.1|GH32	85.0	334	50	0	1	334	476	809	2.3e-162	575.5
NZ_CP028714.1_1851	QJF92367.1|GH32	100.0	467	0	0	1	467	3	469	2.3e-298	1027.7
NZ_CP028714.1_1852	BBQ29828.1|GH32	75.4	293	72	0	1	293	1	293	1.7e-120	436.8
NZ_CP028714.1_1882	QCA21708.1|CBM50	99.2	379	3	0	1	379	1	379	3.6e-172	608.2
NZ_CP028714.1_1911	ANJ42544.1|GH1	100.0	474	0	0	1	474	1	474	2.0e-289	998.0
NZ_CP028714.1_1912	AHA66737.1|GH1	91.7	301	20	1	1	301	1	296	1.6e-140	503.4
NZ_CP028714.1_1926	ATV09874.1|GH103	100.0	361	0	0	1	361	1	361	1.2e-204	716.1
NZ_CP028714.1_1940	ARF89445.1|GT1	45.3	499	272	1	6	504	457	954	3.3e-120	436.0
NZ_CP028714.1_1994	AGL63717.2|GT4	46.2	688	301	9	161	847	107	726	1.1e-157	561.2
NZ_CP028714.1_2020	CAE6204650.1|GH28	50.1	601	290	6	2	594	745	1343	2.7e-166	589.3
NZ_CP028714.1_2031	QBR56461.1|GH23	100.0	518	0	0	1	518	1	518	2.1e-300	1034.6
NZ_CP028714.1_2038	AMJ20543.1|GH13_11	54.6	405	178	3	15	415	7	409	3.3e-118	429.1
NZ_CP028714.1_2064	QJG02165.1|GT51	100.0	758	0	0	1	758	13	770	0.0e+00	1563.1
NZ_CP028714.1_2191	ARF89445.1|GT1	43.5	497	276	3	10	504	457	950	3.2e-115	419.5
NZ_CP028714.1_2228	AKG15280.2|GH103	62.9	490	178	4	1	488	1	488	1.8e-171	606.3
NZ_CP028714.1_2281	QJF92778.1|GT83	100.0	550	0	0	1	550	1	550	5.5e-307	1056.6
NZ_CP028714.1_2283	AWQ85984.1|GT83	69.2	650	197	3	2	650	4	651	3.4e-271	937.9
NZ_CP028714.1_2284	QAU83638.1|GT2	100.0	322	0	0	1	322	1	322	2.6e-179	631.7
NZ_CP028714.1_2359	AZV31449.1|GH23	60.8	367	134	2	1	364	817	1176	2.3e-120	436.0
NZ_CP028714.1_2360	AZV31449.1|GH23	41.1	591	334	7	15	596	230	815	1.4e-122	444.1
NZ_CP028714.1_2398	AXY45169.1|GH3	98.1	478	9	0	1	478	1	478	3.2e-263	911.0
NZ_CP028714.1_2404	VDY84504.1|GH3	100.0	755	0	0	1	755	1	755	0.0e+00	1493.8
NZ_CP028714.1_2435	QJI63065.1|GH25	100.0	272	0	0	1	272	1	272	1.6e-158	562.4
NZ_CP028714.1_2471	ANP18749.1|GT2	100.0	279	0	0	1	279	1	279	1.2e-164	582.8
NZ_CP028714.1_2473	QEI82646.1|GT4	100.0	405	0	0	1	405	1	405	7.3e-240	833.2
NZ_CP028714.1_2475	QEI82644.1|GT2	100.0	248	0	0	1	248	1	248	5.6e-142	507.3
NZ_CP028714.1_2480	AVZ58575.1|GT4	100.0	407	0	0	1	407	1	407	5.8e-237	823.5
NZ_CP028714.1_2481	AGN91810.2|GT4	66.6	473	158	0	6	478	2	474	1.2e-185	653.3
NZ_CP028714.1_2487	QJF92969.1|GT4	100.0	406	0	0	1	406	1	406	3.6e-231	804.3
NZ_CP028714.1_2490	QWA11134.1|GT2	55.4	363	152	2	1	361	288	642	5.5e-114	414.8
NZ_CP028714.1_2492	QAY63367.1|GT2	62.6	289	107	1	3	291	315	602	4.2e-104	381.7
NZ_CP028714.1_2497	QJP44343.1|GT4	100.0	349	0	0	1	349	1	349	1.7e-200	702.2
NZ_CP028714.1_2500	AVZ58593.1|GT2	100.0	295	0	0	1	295	1	295	3.4e-170	601.3
NZ_CP028714.1_2501	QEI82622.1|GT4	100.0	358	0	0	1	358	1	358	8.2e-211	736.5
NZ_CP028714.1_2504	CBA03971.1|GT30	52.0	394	188	1	3	395	2	395	1.4e-109	400.6
NZ_CP028714.1_2505	CAI32746.2|GT4	54.8	394	172	1	1	388	1	394	1.7e-124	449.9
NZ_CP028714.1_2556	ULP73394.1|GT2	32.4	2281	1357	52	236	2372	340	2579	2.2e-286	990.7
NZ_CP028714.1_2557	BAY90071.1|GT2	46.7	503	254	5	11	501	1212	1712	2.7e-122	443.7
NZ_CP028714.1_2562	QND46664.1|GT1	32.5	1691	964	39	13	1560	1007	2662	1.9e-198	697.6
NZ_CP028714.1_2563	BAZ00088.1|GT2	42.7	978	536	11	8	964	1214	2188	6.3e-216	755.0
NZ_CP028714.1_2564	QND46664.1|GT1	33.5	1070	678	14	34	1074	1603	2667	2.7e-147	528.1
NZ_CP028714.1_2565	BAY90071.1|GT2	27.9	2004	1087	45	2	1707	1207	3150	1.2e-176	625.5
NZ_CP028714.1_2576	BCA39113.1|GT0	80.0	305	61	0	1	305	1	305	1.4e-131	473.0
NZ_CP028714.1_2580	QRA97228.1|GT0	100.0	350	0	0	1	350	1	350	2.9e-192	674.9
NZ_CP028714.1_2588	BAY30132.1|GT2	37.4	904	531	16	29	907	1216	2109	5.8e-159	567.4
NZ_CP028714.1_2665	QEI82438.1|GH13_5	100.0	495	0	0	1	495	1	495	2.2e-307	1057.7
NZ_CP028714.1_2692	AQW17112.1|GT20	100.0	474	0	0	1	474	1	474	1.9e-279	964.9
NZ_CP028714.1_2719	ALR08738.2|GT83	53.0	594	263	8	1	586	1	586	1.9e-172	609.8
NZ_CP028714.1_2729	ASJ34234.1|CBM50	100.0	440	0	0	1	440	1	440	6.5e-250	866.7
NZ_CP028714.1_2741	AVM55139.1|GH65	47.8	678	345	5	3	675	683	1356	3.8e-180	635.6
NZ_CP028714.1_2816	CAD7252683.1|GH23	36.5	646	357	14	33	640	461	1091	2.2e-105	387.1
NZ_CP028714.1_2844	AVZ58938.1|GH4	100.0	450	0	0	1	450	1	450	1.5e-265	918.7
NZ_CP028714.1_2845	QFI50519.1|CE0	93.7	252	13	1	1	252	1	249	5.3e-132	474.2
NZ_CP028714.1_2848	CCO10096.2|GH1	48.9	454	231	1	2	455	3	455	4.3e-103	379.0
NZ_CP028714.1_2858	CAN65674.1|GH28	43.2	551	288	8	61	606	99	629	4.8e-129	465.7
NZ_CP028714.1_2959	QQX65884.1|GH2	100.0	603	0	0	1	603	1	603	0.0e+00	1270.8
NZ_CP028714.1_2960	VEC51885.1|GH2	99.1	457	4	0	1	457	296	752	4.2e-252	874.0
NZ_CP028714.1_2996	CAD7731929.1|GH43_12	68.4	272	84	2	2	273	19	288	1.3e-108	397.1
NZ_CP028714.1_3012	BBP30521.1|GH1	96.7	522	17	0	1	522	1	522	2.7e-277	958.0
NZ_CP028714.1_3013	ANK32238.1|GH1	100.0	479	0	0	1	479	1	479	6.3e-299	1029.6
NZ_CP028714.1_3083	CAG7859579.1|GT4	39.1	534	295	7	17	530	40	563	1.5e-105	387.5
NZ_CP028714.1_3104	QIP93854.1|GH73	52.3	514	238	3	5	515	140	649	1.2e-148	531.2
NZ_CP028714.1_3111	QIP93854.1|GH73	51.5	507	239	3	5	508	140	642	8.4e-145	518.1
NZ_CP028714.1_3148	QWW23826.1|GH5_12	35.3	655	384	13	75	711	436	1068	9.8e-105	386.0
NZ_CP028714.1_3158	AMJ18631.1|GT2	93.0	1174	82	0	1	1174	1	1174	0.0e+00	2201.4
NZ_CP028714.1_3189	ASJ30909.1|GH65	100.0	755	0	0	1	755	1	755	0.0e+00	1545.4
NZ_CP028714.1_3196	CAP75853.1|GH13_18	100.0	559	0	0	1	559	1	559	0.0e+00	1158.7
NZ_CP028714.1_3307	QQX65535.1|GH37	100.0	565	0	0	1	565	1	565	0.0e+00	1171.0
NZ_CP028714.1_3316	AQV82618.1|GH23	100.0	203	0	0	1	203	1	203	9.0e-114	413.3
NZ_CP028714.1_3317	BAB35111.2|GH23	97.7	304	7	0	1	304	1	304	5.2e-174	614.0
NZ_CP028714.1_3359	BCA44326.1|GH24	89.0	1137	114	5	3	1136	67	1195	0.0e+00	2029.6
NZ_CP028714.1_3445	QCC32022.1|GH3	100.0	341	0	0	1	341	1	341	1.0e-194	682.9
NZ_CP028714.1_3470	QJS65467.1|GH73	100.0	313	0	0	1	313	1	313	1.5e-160	569.3
NZ_CP028714.1_3501	AIL17706.1|GT2	100.0	837	0	0	1	837	1	837	0.0e+00	1706.0
NZ_CP028714.1_3545	CAD66179.1|GT1	100.0	371	0	0	1	371	1	371	4.6e-217	757.3
NZ_CP028714.1_3571	ADN71854.1|GH36	100.0	629	0	0	1	629	1	629	0.0e+00	1296.6
NZ_CP028714.1_3579	ATM73176.1|CE4|GH153	41.8	636	353	7	19	642	20	650	2.4e-132	476.9
NZ_CP028714.1_3580	QQX65329.1|CE4|GH153	100.0	672	0	0	1	672	1	672	0.0e+00	1367.8
NZ_CP028714.1_3581	QEI86017.1|GT2	100.0	441	0	0	1	441	1	441	1.5e-251	872.1
NZ_CP028714.1_3693	AGL63871.2|GT2	45.1	483	237	4	814	1296	528	982	7.3e-108	396.4
NZ_CP028714.1_3707	AGL63717.2|GT4	42.8	600	285	7	175	718	113	710	2.0e-134	483.8
NZ_CP028714.1_3858	QOF98253.1|GT2	58.4	428	172	3	1	424	1	426	2.3e-143	512.7
NZ_CP028714.1_3861	AYO72093.1|CE8	100.0	427	0	0	1	427	1	427	1.9e-246	855.1
NZ_CP028714.1_3875	CUS02883.2|GH3	60.2	344	134	1	4	344	2	345	2.8e-123	445.7
NZ_CP028714.1_3897	CAD7280782.1|GT2	63.7	347	123	2	22	367	1795	2139	3.4e-117	425.6
NZ_CP028714.1_3899	CAD7280782.1|GT2	57.9	788	298	3	129	882	371	1158	1.7e-263	912.9
NZ_CP028714.1_3900	URI23168.1|GT51	97.5	238	6	0	1	238	1	238	2.3e-137	491.9
NZ_CP028714.1_3924	QFG67851.1|CBM48|GH13_9	56.9	555	221	6	4	544	1474	2024	6.1e-173	611.3
NZ_CP028714.1_3932	CAE6110940.1|CE8	45.2	553	271	14	13	551	253	787	2.5e-126	456.4
NZ_CP028714.1_3939	QQX64971.1|GH33	100.0	389	0	0	1	389	1	389	6.8e-235	816.6
NZ_CP028714.1_3944	CAP75158.1|CE9	100.0	382	0	0	1	382	1	382	1.0e-219	766.1
NZ_CP028714.1_3956	UPS63966.1|GT4	84.5	277	43	0	26	302	21	297	1.0e-129	466.8
NZ_CP028714.1_3962	AMJ20771.1|GH13_26	95.6	860	38	0	1	860	1	860	0.0e+00	1703.3
NZ_CP028714.1_3969	CAD7221988.1|GH103	43.0	597	324	6	2	589	3	592	6.0e-140	501.9
NZ_CP028714.1_4016	QND46664.1|GT1	31.5	1214	735	26	5	1165	1615	2784	6.3e-144	516.2
NZ_CP028714.1_4035	QJI64576.1|GT0	100.0	745	0	0	1	745	1	745	0.0e+00	1483.8
NZ_CP028714.1_4095	CAE6179499.1|GH152	38.2	694	333	15	9	618	81	762	1.1e-122	444.5
NZ_CP028714.1_4164	QQX64756.1|CBM34|GH13_21	100.0	605	0	0	1	605	1	605	0.0e+00	1289.2
NZ_CP028714.1_4200	ADN45045.1|GT2	100.0	398	0	0	1	398	1	398	4.1e-235	817.4
NZ_CP028714.1_4207	ALJ95318.1|GH2	98.9	359	4	0	1	359	1	359	2.8e-190	668.3
NZ_CP028714.1_4208	ANJ41367.1|GH2	100.0	1024	0	0	1	1024	1	1024	0.0e+00	2181.8
NZ_CP028714.1_4209	VEB03271.1|GH36	57.5	405	172	0	6	410	308	712	5.9e-128	461.5
NZ_CP028714.1_4213	CAE6201338.1|GH1	37.0	641	370	14	3	622	593	1220	4.8e-113	412.5
NZ_CP028714.1_4234	UIZ28087.1|AA3_2	50.5	550	261	6	2	545	27	571	6.9e-156	554.7
NZ_CP028714.1_4278	QHW46560.1|GH23	100.0	906	0	0	1	906	1	906	0.0e+00	1517.3
NZ_CP028714.1_4340	ASJ31975.1|GT2|GT25	100.0	812	0	0	1	812	1	812	0.0e+00	1672.1
NZ_CP028714.1_4376	QIP93854.1|GH73	51.9	507	237	3	5	508	140	642	7.3e-145	518.5
NZ_CP028714.1_4388	AXG45674.1|GH6	65.3	905	286	3	1	903	1	879	0.0e+00	1106.7
NZ_CP028714.1_4399	QAU71315.1|CBM50|GH23	100.0	406	0	0	1	406	47	452	2.4e-230	801.6
NZ_CP028714.1_4411	AGL64353.2|CBM50|GH25	47.1	573	294	6	1	571	1	566	3.3e-145	519.2
NZ_CP028714.1_4422	AWZ17133.1|GH13_30	35.0	1193	705	19	6	1151	406	1575	5.7e-197	692.2
NZ_CP028714.1_4424	QAZ89427.1|GT19	100.0	382	0	0	1	382	1	382	1.1e-218	762.7
NZ_CP028714.1_4457	ATY21493.1|GT51	100.0	842	0	0	1	842	1	842	0.0e+00	1520.0
NZ_CP028714.1_4476	QLW42738.1|CE4	84.6	409	63	0	1	409	1	409	3.1e-206	721.5
NZ_CP028714.1_4512	QFX37759.1|CE11	100.0	305	0	0	1	305	1	305	1.1e-174	616.3
NZ_CP028714.1_4518	QJF94898.1|GT28	100.0	355	0	0	1	355	1	355	1.4e-199	699.1
NZ_CP028714.1_4519	VEB05250.1|GT28	85.1	422	53	1	1	412	1	422	1.1e-198	696.4
NZ_CP028714.1_4615	QBR59200.1|GH23	100.0	645	0	0	1	645	1	645	0.0e+00	1297.7
NZ_CP028714.1_4636	AHC21644.2|GH1	49.4	518	254	3	8	523	10	521	3.5e-141	505.8
