HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA6.hmm	195	NZ_CP028714.1_3599	199	1.5e-83	1	194	3	194	0.989743589744
GH24.hmm	137	NZ_CP028714.1_3761	171	1.5e-45	2	137	30	161	0.985401459854
CE8.hmm	288	NZ_CP028714.1_3861	428	1.4e-54	10	262	90	420	0.875
GH33.hmm	342	NZ_CP028714.1_3939	390	3.7e-24	25	325	36	367	0.877192982456
CE9.hmm	373	NZ_CP028714.1_3944	383	1.2e-119	2	373	5	376	0.994638069705
CE1.hmm	227	NZ_CP028714.1_4018	401	8.2e-19	1	218	172	386	0.955947136564
GT2.hmm	197	NZ_CP028714.1_4035	746	2.4e-48	2	196	165	382	0.984771573604
CBM34.hmm	120	NZ_CP028714.1_4164	606	1.3e-21	2	104	6	112	0.85
GH13_21.hmm	308	NZ_CP028714.1_4164	606	5.8e-145	1	308	178	492	0.996753246753
CE14.hmm	124	NZ_CP028714.1_4199	224	1e-16	1	124	20	130	0.991935483871
GT2.hmm	170	NZ_CP028714.1_4200	399	7.6e-26	2	166	34	198	0.964705882353
CE1.hmm	227	NZ_CP028714.1_4205	278	2.2e-55	1	224	21	271	0.982378854626
GH2.hmm	752	NZ_CP028714.1_4208	1025	9e-223	17	751	40	916	0.976063829787
AA3_2.hmm	568	NZ_CP028714.1_4234	557	1.6e-163	2	566	2	532	0.992957746479
GT2.hmm	170	NZ_CP028714.1_4340	813	2.2e-19	1	112	18	132	0.652941176471
GH23.hmm	135	NZ_CP028714.1_4399	407	4.9e-24	2	127	55	198	0.925925925926
GT19.hmm	354	NZ_CP028714.1_4424	383	8.3e-142	1	353	9	366	0.994350282486
GT51.hmm	177	NZ_CP028714.1_4457	843	1.1e-55	8	175	206	377	0.943502824859
CE4.hmm	130	NZ_CP028714.1_4476	410	2.5e-28	4	128	227	371	0.953846153846
AA1.hmm	358	NZ_CP028714.1_4483	517	1.5e-31	11	357	66	510	0.966480446927
CE11.hmm	271	NZ_CP028714.1_4512	306	1.1e-121	1	270	4	276	0.992619926199
GT28.hmm	157	NZ_CP028714.1_4518	356	6.8e-50	2	157	185	341	0.987261146497
GH23.hmm	135	NZ_CP028714.1_4615	646	2.3e-30	18	121	497	622	0.762962962963
GT26.hmm	171	NZ_CP028714.1_625	247	1.5e-65	2	171	62	231	0.988304093567
GT56.hmm	357	NZ_CP028714.1_627	360	1.7e-180	1	356	1	352	0.994397759104
GH13_29.hmm	344	NZ_CP028714.1_67	552	9.7e-185	1	344	29	371	0.997093023256
GH1.hmm	429	NZ_CP028714.1_688	465	2.1e-149	3	428	2	459	0.990675990676
CE1.hmm	227	NZ_CP028714.1_690	390	8e-45	1	220	150	384	0.964757709251
GH31.hmm	427	NZ_CP028714.1_747	773	1.3e-130	1	426	239	668	0.995316159251
GT30.hmm	177	NZ_CP028714.1_778	426	4.3e-77	1	176	33	211	0.988700564972
GT9.hmm	225	NZ_CP028714.1_779	353	7e-51	3	201	78	305	0.88
GT4.hmm	160	NZ_CP028714.1_780	375	8.4e-30	2	159	189	345	0.98125
GT8.hmm	257	NZ_CP028714.1_782	339	7.4e-56	24	256	24	276	0.902723735409
GT8.hmm	257	NZ_CP028714.1_783	332	5.3e-49	12	256	6	272	0.949416342412
GT8.hmm	257	NZ_CP028714.1_785	343	6.6e-50	22	256	16	275	0.910505836576
GT2.hmm	170	NZ_CP028714.1_786	328	7.1e-38	1	155	9	157	0.905882352941
GT9.hmm	225	NZ_CP028714.1_788	327	1.7e-41	2	205	76	300	0.902222222222
GT9.hmm	225	NZ_CP028714.1_789	349	2e-56	1	203	69	306	0.897777777778
GT2.hmm	170	NZ_CP028714.1_793	345	4.4e-35	1	131	9	137	0.764705882353
GH13_19.hmm	360	NZ_CP028714.1_834	677	8.4e-169	1	360	226	595	0.997222222222
GH73.hmm	128	NZ_CP028714.1_835	275	1e-22	9	127	144	267	0.921875
GT2.hmm	170	NZ_CP028714.1_873	873	4.6e-36	1	169	276	446	0.988235294118
GH8.hmm	320	NZ_CP028714.1_875	369	1.4e-106	1	319	25	343	0.99375
GH37.hmm	491	NZ_CP028714.1_887	550	3.8e-182	1	490	71	545	0.995926680244
CBM48.hmm	76	NZ_CP028714.1_981	729	1e-21	2	72	124	211	0.921052631579
GH13_9.hmm	301	NZ_CP028714.1_981	729	2.8e-159	1	301	274	574	0.996677740864
CBM48.hmm	76	NZ_CP028714.1_982	658	1.3e-19	1	71	10	100	0.921052631579
GH13_11.hmm	351	NZ_CP028714.1_982	658	3.4e-149	1	351	173	521	0.997150997151
GT5.hmm	472	NZ_CP028714.1_984	478	5.3e-164	1	471	2	474	0.995762711864
GT35.hmm	674	NZ_CP028714.1_985	816	6.7e-285	1	673	101	810	0.99703264095
