Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
NZ_CP028714.1_4457	2.4.1.129	GT51(206-377)	GT51_e28	GT51	N	3
NZ_CP028714.1_4476	3.5.1.-	CE4(227-371)	CE4_e2	CE4	Y(1-20)	3
NZ_CP028714.1_4483	-	AA1(66-510)	AA1_e20	N	Y(1-29)	2
NZ_CP028714.1_4512	3.5.1.108	CE11(4-276)	CE11_e22	CE11	N	3
NZ_CP028714.1_4518	2.4.1.227	GT28(185-341)	GT28_e46	GT28	N	3
NZ_CP028714.1_4615	4.2.2.n1	GH23(497-622)	GH23_e96	GH23	Y(1-28)	3
NZ_CP028714.1_625	2.4.1.-	GT26(62-231)	GT26_e141	GT26	N	3
NZ_CP028714.1_627	2.4.1.-	GT56(1-352)	GT56_e0	GT56	N	3
NZ_CP028714.1_67	3.2.1.93	GH13_29(29-371)	GH13_e1	GH13_29	N	3
NZ_CP028714.1_688	3.2.1.86|3.2.1.21|3.2.1.37	GH1(2-459)	GH1_e85	GH1	N	3
NZ_CP028714.1_690	-	CE1(150-384)	CE1_e22	CBM48+CE0	Y(1-24)	3
NZ_CP028714.1_747	3.2.1.177	GH31(239-668)	GH31_e31	GH31	N	3
NZ_CP028714.1_778	2.4.99.-	GT30(33-211)	GT30_e0	GT30	N	3
NZ_CP028714.1_779	2.4.99.-	GT9(78-305)	GT9_e0	GT9	N	3
NZ_CP028714.1_780	2.4.1.-	GT4(189-345)	GT4_e1251	GT4	N	3
NZ_CP028714.1_782	2.4.1.-|2.4.1.44|2.4.1.58	GT8(24-276)	GT8_e147	GT8	N	3
NZ_CP028714.1_783	2.4.1.58	GT8(6-272)	GT8_e183	GT8	N	3
NZ_CP028714.1_785	-	GT8(16-275)	GT8_e254	GT8	N	3
NZ_CP028714.1_786	-	GT2(9-157)	GT2	GT2	N	3
NZ_CP028714.1_788	2.4.99.-	GT9(76-300)	GT9_e71	GT9	N	3
NZ_CP028714.1_789	2.4.99.-	GT9(69-306)	GT9_e84	GT9	N	3
NZ_CP028714.1_793	-	GT2(9-137)	GT2	GT2	N	3
NZ_CP028714.1_834	3.2.1.-|3.2.1.1	GH13_19(226-595)	GH13_e62	GH13_19	Y(1-18)	3
NZ_CP028714.1_835	-	GH73(144-267)	GH73_e253	GH73	Y(1-28)	3
NZ_CP028714.1_873	2.4.1.12|2.4.1.-	GT2(276-446)	GT2+GT2	GT2	N	3
NZ_CP028714.1_875	3.2.1.4|3.2.1.6	GH8(25-343)	GH8_e0	GH8	Y(1-22)	3
NZ_CP028714.1_887	3.2.1.28	GH37(71-545)	GH37_e6	GH37	N	3
NZ_CP028714.1_981	2.4.1.18	CBM48(124-211)+GH13_9(274-574)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
NZ_CP028714.1_982	3.2.1.68|2.4.1.25|3.2.1.-	CBM48(10-100)+GH13_11(173-521)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
NZ_CP028714.1_984	2.4.1.21	GT5(2-474)	GT5_e31	GT5	N	3
NZ_CP028714.1_985	2.4.1.1	GT35(101-810)	GT35_e0	GT35	N	3
NZ_CP028714.1_2473	-	N	GT4_e1042	GT4	N	2
NZ_CP028714.1_2729	-	N	CBM50_e567	CBM50	N	2
NZ_CP028714.1_460	-	N	AA2_e1+AA2_e1	AA0	N	2
NZ_CP028714.1_1962	-	N	CBM50_e391	N	N	1
NZ_CP028714.1_1582	-	N	GH23_e145	GH23	Y(1-21)	2
NZ_CP028714.1_3439	-	N	CBM50_e118	N	Y(1-28)	1
NZ_CP028714.1_1882	-	N	CBM50_e486	CBM50	Y(1-46)	2
NZ_CP028714.1_228	-	N	GH23_e145	GH23	Y(1-21)	2
NZ_CP028714.1_2475	-	N	GT2	GT2	N	2
NZ_CP028714.1_2480	-	N	GT4_e2254	GT4	N	2
NZ_CP028714.1_2497	-	N	GT4_e2962	GT4	N	2
NZ_CP028714.1_1078	3.2.1.14	N	GH18_e193	CBM5+GH18	Y(1-25)	2
NZ_CP028714.1_1736	-	N	CBM50_e486	CBM50	Y(1-32)	2
NZ_CP028714.1_2501	-	N	GT4_e116	GT4	N	2
NZ_CP028714.1_3571	-	N	GH36_e8	GH36	Y(1-21)	2
NZ_CP028714.1_4278	-	N	GH23_e519	GH23	N	2
NZ_CP028714.1_21	N	N	N	GH67	N	1
NZ_CP028714.1_34	N	N	N	CE0	N	1
NZ_CP028714.1_50	N	N	N	GH5_11	N	1
NZ_CP028714.1_66	N	N	N	GH13_29	N	1
NZ_CP028714.1_89	N	N	N	CBM50	Y(1-20)	1
NZ_CP028714.1_95	N	N	N	GH13_3	N	1
NZ_CP028714.1_141	N	N	N	CBM50	Y(1-23)	1
NZ_CP028714.1_164	N	N	N	GH13	N	1
NZ_CP028714.1_236	N	N	N	GH23	N	1
NZ_CP028714.1_324	N	N	N	GH1	N	1
NZ_CP028714.1_346	N	N	N	GT2	N	1
NZ_CP028714.1_349	N	N	N	GT2	N	1
NZ_CP028714.1_391	N	N	N	GH39	N	1
NZ_CP028714.1_400	N	N	N	GH13_23	N	1
NZ_CP028714.1_419	N	N	N	GH1	N	1
NZ_CP028714.1_442	N	N	N	GH43_12	N	1
NZ_CP028714.1_472	N	N	N	GH92	N	1
NZ_CP028714.1_626	N	N	N	GT56	N	1
NZ_CP028714.1_632	N	N	N	GT2	N	1
NZ_CP028714.1_634	N	N	N	GT0	N	1
NZ_CP028714.1_639	N	N	N	GH18	N	1
NZ_CP028714.1_663	N	N	N	GH5_18	N	1
NZ_CP028714.1_664	N	N	N	GH85	N	1
NZ_CP028714.1_677	N	N	N	GT58	N	1
NZ_CP028714.1_689	N	N	N	GH1	Y(1-26)	1
NZ_CP028714.1_874	N	N	N	GT2	N	1
NZ_CP028714.1_983	N	N	N	GH13_11	N	1
NZ_CP028714.1_996	N	N	N	GH36	N	1
NZ_CP028714.1_1076	N	N	N	GH38	N	1
NZ_CP028714.1_1241	N	N	N	GT2	N	1
NZ_CP028714.1_1245	N	N	N	GH13	N	1
NZ_CP028714.1_1407	N	N	N	CE12	N	1
NZ_CP028714.1_1576	N	N	N	GH23	N	1
NZ_CP028714.1_1805	N	N	N	GH6	N	1
NZ_CP028714.1_1846	N	N	N	GH13_31	N	1
NZ_CP028714.1_1850	N	N	N	GH32	N	1
NZ_CP028714.1_1852	N	N	N	GH32	N	1
NZ_CP028714.1_1912	N	N	N	GH1	N	1
NZ_CP028714.1_1940	N	N	N	GT1	N	1
NZ_CP028714.1_1994	N	N	N	GT4	N	1
NZ_CP028714.1_2020	N	N	N	GH28	N	1
NZ_CP028714.1_2038	N	N	N	GH13_11	N	1
NZ_CP028714.1_2191	N	N	N	GT1	N	1
NZ_CP028714.1_2228	N	N	N	GH103	N	1
NZ_CP028714.1_2283	N	N	N	GT83	N	1
NZ_CP028714.1_2359	N	N	N	GH23	N	1
NZ_CP028714.1_2360	N	N	N	GH23	Y(1-20)	1
NZ_CP028714.1_2398	N	N	N	GH3	Y(1-32)	1
NZ_CP028714.1_2481	N	N	N	GT4	N	1
NZ_CP028714.1_2490	N	N	N	GT2	N	1
NZ_CP028714.1_2492	N	N	N	GT2	N	1
NZ_CP028714.1_2504	N	N	N	GT30	N	1
NZ_CP028714.1_2505	N	N	N	GT4	N	1
NZ_CP028714.1_2556	N	N	N	GT2	N	1
NZ_CP028714.1_2557	N	N	N	GT2	N	1
NZ_CP028714.1_2562	N	N	N	GT1	N	1
NZ_CP028714.1_2563	N	N	N	GT2	N	1
NZ_CP028714.1_2564	N	N	N	GT1	N	1
NZ_CP028714.1_2565	N	N	N	GT2	N	1
NZ_CP028714.1_2576	N	N	N	GT0	N	1
NZ_CP028714.1_2588	N	N	N	GT2	N	1
NZ_CP028714.1_2719	N	N	N	GT83	N	1
NZ_CP028714.1_2741	N	N	N	GH65	N	1
NZ_CP028714.1_2816	N	N	N	GH23	N	1
NZ_CP028714.1_2845	N	N	N	CE0	N	1
NZ_CP028714.1_2848	N	N	N	GH1	N	1
NZ_CP028714.1_2858	N	N	N	GH28	N	1
NZ_CP028714.1_2960	N	N	N	GH2	N	1
NZ_CP028714.1_2996	N	N	N	GH43_12	N	1
NZ_CP028714.1_3012	N	N	N	GH1	Y(1-27)	1
NZ_CP028714.1_3083	N	N	N	GT4	N	1
NZ_CP028714.1_3104	N	N	N	GH73	N	1
NZ_CP028714.1_3111	N	N	N	GH73	N	1
NZ_CP028714.1_3148	N	N	N	GH5_12	N	1
NZ_CP028714.1_3158	N	N	N	GT2	N	1
NZ_CP028714.1_3317	N	N	N	GH23	N	1
NZ_CP028714.1_3359	N	N	N	GH24	N	1
NZ_CP028714.1_3579	N	N	N	CE4+GH153	Y(1-33)	1
NZ_CP028714.1_3693	N	N	N	GT2	N	1
NZ_CP028714.1_3707	N	N	N	GT4	N	1
NZ_CP028714.1_3858	N	N	N	GT2	N	1
NZ_CP028714.1_3875	N	N	N	GH3	N	1
NZ_CP028714.1_3897	N	N	N	GT2	N	1
NZ_CP028714.1_3899	N	N	N	GT2	N	1
NZ_CP028714.1_3900	N	N	N	GT51	N	1
NZ_CP028714.1_3924	N	N	N	CBM48+GH13_9	N	1
NZ_CP028714.1_3932	N	N	N	CE8	N	1
NZ_CP028714.1_3956	N	N	N	GT4	Y(1-23)	1
NZ_CP028714.1_3962	N	N	N	GH13_26	N	1
NZ_CP028714.1_3969	N	N	N	GH103	N	1
NZ_CP028714.1_4016	N	N	N	GT1	N	1
NZ_CP028714.1_4095	N	N	N	GH152	N	1
NZ_CP028714.1_4207	N	N	N	GH2	N	1
NZ_CP028714.1_4209	N	N	N	GH36	N	1
NZ_CP028714.1_4213	N	N	N	GH1	N	1
NZ_CP028714.1_4376	N	N	N	GH73	N	1
NZ_CP028714.1_4388	N	N	N	GH6	N	1
NZ_CP028714.1_4411	N	N	N	CBM50+GH25	N	1
NZ_CP028714.1_4422	N	N	N	GH13_30	N	1
NZ_CP028714.1_4519	N	N	N	GT28	N	1
NZ_CP028714.1_4636	N	N	N	GH1	N	1
