# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	17463	17921	+	QQR05945.1			spore coat protein CotJB			I5Q84_00100	459	152	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	17922	18518	+							I5Q84_00105	597		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	17922	18518	+	QQR05946.1			manganese catalase family protein			I5Q84_00105	597	198	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	18682	19383	+							I5Q84_00110	702		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	18682	19383	+	QQR05947.1			ABC transporter ATP-binding protein			I5Q84_00110	702	233	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	19385	21697	+							I5Q84_00115	2313		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	19385	21697	+	QQR05948.1			ABC transporter permease			I5Q84_00115	2313	770	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	21714	23168	+							I5Q84_00120	1455		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	21714	23168	+	QQR05949.1			HlyD family efflux transporter periplasmic adaptor subunit			I5Q84_00120	1455	484	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	23186	24331	+							I5Q84_00125	1146		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	23186	24331	+	QQR05950.1			beta-aspartyl-peptidase			I5Q84_00125	1146	381	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	24353	24664	+							I5Q84_00130	312		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	24353	24664	+	QQR05951.1			sterol carrier protein domain-containing protein			I5Q84_00130	312	103	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	24829	25797	-					fba		I5Q84_00135	969		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	24829	25797	-	QQR05952.1			class II fructose-1,6-bisphosphate aldolase	fba		I5Q84_00135	969	322	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	25935	27185	+							I5Q84_00140	1251		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	25935	27185	+	QQR05953.1			6-phosphofructokinase			I5Q84_00140	1251	416	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	27240	27587	-							I5Q84_00145	348		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	27240	27587	-	QQR05954.1			TIGR04076 family protein			I5Q84_00145	348	115	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	27601	28584	-					pfkA		I5Q84_00150	984		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	27601	28584	-	QQR05955.1			6-phosphofructokinase	pfkA		I5Q84_00150	984	327	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	28601	30037	-							I5Q84_00155	1437		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	28601	30037	-	QQR05956.1			adenylosuccinate lyase			I5Q84_00155	1437	478	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	30126	31268	-							I5Q84_00160	1143		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	30126	31268	-	QQR07658.1			pyridoxal phosphate-dependent aminotransferase			I5Q84_00160	1143	380	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	31438	32049	-							I5Q84_00165	612		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	31438	32049	-	QQR05957.1			ECF transporter S component			I5Q84_00165	612	203	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	32150	32938	-							I5Q84_00170	789		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	32150	32938	-	QQR05958.1			type III pantothenate kinase			I5Q84_00170	789	262	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	33018	33503	-							I5Q84_00175	486		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	33018	33503	-	QQR05959.1			VOC family protein			I5Q84_00175	486	161	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	33598	34677	-					leuB		I5Q84_00180	1080		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	33598	34677	-	QQR05960.1			3-isopropylmalate dehydrogenase	leuB		I5Q84_00180	1080	359	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	34674	35159	-							I5Q84_00185	486		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	34674	35159	-	QQR05961.1			3-isopropylmalate dehydratase small subunit			I5Q84_00185	486	161	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	35175	36434	-					leuC		I5Q84_00190	1260		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	35175	36434	-	QQR05962.1			3-isopropylmalate dehydratase large subunit	leuC		I5Q84_00190	1260	419	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	36537	37160	+							I5Q84_00195	624		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	36537	37160	+	QQR05963.1			Crp/Fnr family transcriptional regulator			I5Q84_00195	624	207	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	37163	37780	+							I5Q84_00200	618		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	37163	37780	+	QQR05964.1			DUF998 domain-containing protein			I5Q84_00200	618	205	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	37819	39321	-					spoIVA		I5Q84_00205	1503		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	37819	39321	-	QQR05965.1			stage IV sporulation protein A	spoIVA		I5Q84_00205	1503	500	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	39427	40953	-							I5Q84_00210	1527		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	39427	40953	-	QQR05966.1			DUF3794 domain-containing protein			I5Q84_00210	1527	508	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	41118	41288	-							I5Q84_00215	171		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	41118	41288	-	QQR05967.1			hypothetical protein			I5Q84_00215	171	56	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	41359	42003	-							I5Q84_00220	645		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	41359	42003	-	QQR05968.1			thiamine diphosphokinase			I5Q84_00220	645	214	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	41988	42869	-					rsgA		I5Q84_00225	882		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	41988	42869	-	QQR05969.1			ribosome small subunit-dependent GTPase A	rsgA		I5Q84_00225	882	293	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	42869	44998	-					pknB		I5Q84_00230	2130		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	42869	44998	-	QQR05970.1			Stk1 family PASTA domain-containing Ser/Thr kinase	pknB		I5Q84_00230	2130	709	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	45015	45752	-							I5Q84_00235	738		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	45015	45752	-	QQR05971.1			Stp1/IreP family PP2C-type Ser/Thr phosphatase			I5Q84_00235	738	245	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	45827	46855	-					rlmN		I5Q84_00240	1029		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	45827	46855	-	QQR05972.1			23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	rlmN		I5Q84_00240	1029	342	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	46852	47469	-							I5Q84_00245	618		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	46852	47469	-	QQR05973.1			hypothetical protein			I5Q84_00245	618	205	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	47471	48781	-					rsmB		I5Q84_00250	1311		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	47471	48781	-	QQR05974.1			16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	rsmB		I5Q84_00250	1311	436	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	48782	49480	-							I5Q84_00255	699		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	48782	49480	-	QQR05975.1			zinc metallopeptidase			I5Q84_00255	699	232	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	49494	50747	-							I5Q84_00260	1254		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	49494	50747	-	QQR05976.1			glycosyltransferase family 39 protein			I5Q84_00260	1254	417	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	50744	51664	-							I5Q84_00265	921		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	50744	51664	-	QQR05977.1			methionyl-tRNA formyltransferase			I5Q84_00265	921	306	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	51661	52152	-					def		I5Q84_00270	492		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	51661	52152	-	QQR05978.1			peptide deformylase	def		I5Q84_00270	492	163	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	52165	54642	-					priA		I5Q84_00275	2478		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	52165	54642	-	QQR05979.1			primosomal protein N'	priA		I5Q84_00275	2478	825	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	54707	54904	-					rpoZ		I5Q84_00280	198		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	54707	54904	-	QQR05980.1			DNA-directed RNA polymerase subunit omega	rpoZ		I5Q84_00280	198	65	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	54911	55522	-					gmk		I5Q84_00285	612		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	54911	55522	-	QQR05981.1			guanylate kinase	gmk		I5Q84_00285	612	203	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	55519	55791	-							I5Q84_00290	273		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	55519	55791	-	QQR05982.1			DUF370 domain-containing protein			I5Q84_00290	273	90	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	55806	56672	-							I5Q84_00295	867		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	55806	56672	-	QQR07659.1			YicC family protein			I5Q84_00295	867	288	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	56745	57278	-							I5Q84_00300	534		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	56745	57278	-	QQR05983.1			hypothetical protein			I5Q84_00300	534	177	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	57282	57890	-							I5Q84_00305	609		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	57282	57890	-	QQR05984.1			J domain-containing protein			I5Q84_00305	609	202	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	57887	58756	-							I5Q84_00310	870		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	57887	58756	-	QQR05985.1			hypothetical protein			I5Q84_00310	870	289	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	58756	59184	-							I5Q84_00315	429		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	58756	59184	-	QQR05986.1			SoxR reducing system RseC family protein			I5Q84_00315	429	142	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	59200	60447	-							I5Q84_00320	1248		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	59200	60447	-	QQR05987.1			hypothetical protein			I5Q84_00320	1248	415	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	60428	61315	-							I5Q84_00325	888		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	60428	61315	-	QQR05988.1			TIGR00159 family protein			I5Q84_00325	888	295	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	61488	62612	-							I5Q84_00330	1125		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	61488	62612	-	QQR05989.1			aminotransferase class V-fold PLP-dependent enzyme			I5Q84_00330	1125	374	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	62609	62863	-							I5Q84_00335	255		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	62609	62863	-	QQR05990.1			DUF3343 domain-containing protein			I5Q84_00335	255	84	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	62920	63396	-							I5Q84_00340	477		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	62920	63396	-	QQR05991.1			2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase			I5Q84_00340	477	158	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	63393	64133	-					ispD		I5Q84_00345	741		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	63393	64133	-	QQR05992.1			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		I5Q84_00345	741	246	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	64229	64705	-							I5Q84_00350	477		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	64229	64705	-	QQR05993.1			CarD family transcriptional regulator			I5Q84_00350	477	158	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	64882	66834	-							I5Q84_00355	1953		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	64882	66834	-	QQR05994.1			bifunctional 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/30S ribosomal protein S1			I5Q84_00355	1953	650	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	66831	67445	-							I5Q84_00360	615		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	66831	67445	-	QQR05995.1			1-acyl-sn-glycerol-3-phosphate acyltransferase			I5Q84_00360	615	204	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	67442	68122	-							I5Q84_00365	681		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	67442	68122	-	QQR05996.1			(d)CMP kinase			I5Q84_00365	681	226	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	68119	69366	-							I5Q84_00370	1248		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	68119	69366	-	QQR05997.1			NAD(P)/FAD-dependent oxidoreductase			I5Q84_00370	1248	415	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	69363	70232	-							I5Q84_00375	870		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	69363	70232	-	QQR05998.1			MurR/RpiR family transcriptional regulator			I5Q84_00375	870	289	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	70376	71068	-							I5Q84_00380	693		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	70376	71068	-	QQR05999.1			rRNA pseudouridine synthase			I5Q84_00380	693	230	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	71085	72236	-							I5Q84_00385	1152		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	71085	72236	-	QQR06000.1			D-alanyl-D-alanine carboxypeptidase			I5Q84_00385	1152	383	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	72277	72681	-					ytfJ		I5Q84_00390	405		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	72277	72681	-	QQR06001.1			GerW family sporulation protein	ytfJ		I5Q84_00390	405	134	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	72685	73320	-							I5Q84_00395	636		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	72685	73320	-	QQR06002.1			DUF2953 domain-containing protein			I5Q84_00395	636	211	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	73327	73986	-					scpB		I5Q84_00400	660		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	73327	73986	-	QQR06003.1			SMC-Scp complex subunit ScpB	scpB		I5Q84_00400	660	219	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	73996	74751	-							I5Q84_00405	756		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	73996	74751	-	QQR06004.1			segregation/condensation protein A			I5Q84_00405	756	251	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	74817	75527	-							I5Q84_00410	711		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	74817	75527	-	QQR06005.1			site-2 protease family protein			I5Q84_00410	711	236	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	75630	76397	-							I5Q84_00415	768		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	75630	76397	-	QQR06006.1			fumarylacetoacetate hydrolase family protein			I5Q84_00415	768	255	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	76394	76993	-							I5Q84_00420	600		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	76394	76993	-	QQR06007.1			YihA family ribosome biogenesis GTP-binding protein			I5Q84_00420	600	199	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	77003	79414	-					lon		I5Q84_00425	2412		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	77003	79414	-	QQR07660.1			endopeptidase La	lon		I5Q84_00425	2412	803	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	79499	80815	-					clpX		I5Q84_00430	1317		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	79499	80815	-	QQR06008.1			ATP-dependent Clp protease ATP-binding subunit ClpX	clpX		I5Q84_00430	1317	438	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	80889	81470	-					clpP		I5Q84_00435	582		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	80889	81470	-	QQR06009.1			ATP-dependent Clp endopeptidase proteolytic subunit ClpP	clpP		I5Q84_00435	582	193	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	81574	82995	-							I5Q84_00440	1422		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	81574	82995	-	QQR06010.1			trigger factor			I5Q84_00440	1422	473	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	83116	83796	-							I5Q84_00445	681		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	83116	83796	-	QQR06011.1			metallophosphoesterase			I5Q84_00445	681	226	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	83797	85284	-							I5Q84_00450	1488		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	83797	85284	-	QQR06012.1			threonine synthase			I5Q84_00450	1488	495	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	85272	86237	-							I5Q84_00455	966		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	85272	86237	-	QQR06013.1			dipeptidase			I5Q84_00455	966	321	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	86250	86621	-							I5Q84_00460	372		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	86250	86621	-	QQR06014.1			YraN family protein			I5Q84_00460	372	123	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	86618	87232	-							I5Q84_00465	615		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	86618	87232	-	QQR06015.1			ribonuclease HII			I5Q84_00465	615	204	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	87219	88103	-					ylqF		I5Q84_00470	885		
CDS	with_protein	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	87219	88103	-	QQR06016.1			ribosome biogenesis GTPase YlqF	ylqF		I5Q84_00470	885	294	
gene	protein_coding	GCA_016696805.1	Primary Assembly	chromosome		CP065315.1	88227	90158	-							I5Q84_00475	1932		
